platform,post_content,comment_content,engagement,sentiment,date
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,560,positive,2026-06-29 12:42:12+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:22.905934+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:23.477439+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:23.793708+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:24.131482+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:24.469632+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:24.808814+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:25.151114+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:25.469990+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:25.810821+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:26.136835+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:26.473714+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:26.811450+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:27.133612+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:27.498376+00:00
tiktok,,semoga Allah berikan kemenangan kepada Calon PAS/PN. cikgu Normala 🥰,538,positive,2026-07-08 22:57:27.811424+00:00
tiktok,,"Suami Cikgu Mala ialah Cikgu Maarof. Sahabat saya semasa di Segamat. Dah lama kami terpisah. Ingat lagi semasa PRK Tenang dulu, timbul isu beliau mengiringi isterinya ke pusat penamaan calon. Akhirnya",461,negative,2026-06-29 13:01:36+00:00
tiktok,,"Suami Cikgu Mala ialah Cikgu Maarof. Sahabat saya semasa di Segamat. Dah lama kami terpisah. Ingat lagi semasa PRK Tenang dulu, timbul isu beliau mengiringi isterinya ke pusat penamaan calon. Akhirnya",439,negative,2026-07-08 22:57:22.905929+00:00
tiktok,,"Suami Cikgu Mala ialah Cikgu Maarof. Sahabat saya semasa di Segamat. Dah lama kami terpisah. Ingat lagi semasa PRK Tenang dulu, timbul isu beliau mengiringi isterinya ke pusat penamaan calon. Akhirnya",439,negative,2026-07-08 22:57:23.477430+00:00
tiktok,,"Suami Cikgu Mala ialah Cikgu Maarof. Sahabat saya semasa di Segamat. Dah lama kami terpisah. Ingat lagi semasa PRK Tenang dulu, timbul isu beliau mengiringi isterinya ke pusat penamaan calon. Akhirnya",439,negative,2026-07-08 22:57:23.793698+00:00
tiktok,,"Suami Cikgu Mala ialah Cikgu Maarof. Sahabat saya semasa di Segamat. Dah lama kami terpisah. Ingat lagi semasa PRK Tenang dulu, timbul isu beliau mengiringi isterinya ke pusat penamaan calon. Akhirnya",439,negative,2026-07-08 22:57:24.131465+00:00
tiktok,,"Suami Cikgu Mala ialah Cikgu Maarof. Sahabat saya semasa di Segamat. Dah lama kami terpisah. Ingat lagi semasa PRK Tenang dulu, timbul isu beliau mengiringi isterinya ke pusat penamaan calon. Akhirnya",439,negative,2026-07-08 22:57:24.469628+00:00
tiktok,,"Suami Cikgu Mala ialah Cikgu Maarof. Sahabat saya semasa di Segamat. Dah lama kami terpisah. Ingat lagi semasa PRK Tenang dulu, timbul isu beliau mengiringi isterinya ke pusat penamaan calon. Akhirnya",439,negative,2026-07-08 22:57:24.808803+00:00
tiktok,,"Suami Cikgu Mala ialah Cikgu Maarof. Sahabat saya semasa di Segamat. Dah lama kami terpisah. Ingat lagi semasa PRK Tenang dulu, timbul isu beliau mengiringi isterinya ke pusat penamaan calon. Akhirnya",439,negative,2026-07-08 22:57:25.151102+00:00
tiktok,,"Suami Cikgu Mala ialah Cikgu Maarof. Sahabat saya semasa di Segamat. Dah lama kami terpisah. Ingat lagi semasa PRK Tenang dulu, timbul isu beliau mengiringi isterinya ke pusat penamaan calon. Akhirnya",439,negative,2026-07-08 22:57:25.469980+00:00
tiktok,,"Suami Cikgu Mala ialah Cikgu Maarof. Sahabat saya semasa di Segamat. Dah lama kami terpisah. Ingat lagi semasa PRK Tenang dulu, timbul isu beliau mengiringi isterinya ke pusat penamaan calon. Akhirnya",439,negative,2026-07-08 22:57:25.810810+00:00
tiktok,,"Suami Cikgu Mala ialah Cikgu Maarof. Sahabat saya semasa di Segamat. Dah lama kami terpisah. Ingat lagi semasa PRK Tenang dulu, timbul isu beliau mengiringi isterinya ke pusat penamaan calon. Akhirnya",439,negative,2026-07-08 22:57:26.136824+00:00
tiktok,,"Suami Cikgu Mala ialah Cikgu Maarof. Sahabat saya semasa di Segamat. Dah lama kami terpisah. Ingat lagi semasa PRK Tenang dulu, timbul isu beliau mengiringi isterinya ke pusat penamaan calon. Akhirnya",439,negative,2026-07-08 22:57:26.473704+00:00
