Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
x,post,2020586493069435356,"Labour’s NHS is recruiting Malaysians to be British GPs, from their homes in Malaysia. https://t.co/4ct61zEuaZ",https://x.com/ZiaYusufUK/status/2020586493069435356,neutral,Sun Feb 08 19:52:15 +0000 2026,2578,960,168,43379,0.0,4139
x,post,2020447024852635918,"Seberapa miskin Indonesia vs Malaysia?

68% rumah tangga termiskin di Indonesia dibawah 5,8jt/bulan. 

Di Malaysia 60% rumah tangga termiskinnya dibawah RM 8750 (Rp37jt)

🗿

Data diolah dari BPS Indonesia dan OpenDOSM Malaysia https://t.co/VXKn3DjW3t",https://x.com/yanzero_/status/2020447024852635918,neutral,Sun Feb 08 10:38:03 +0000 2026,3985,1347,140,375843,0.0,9230
x,post,2020689725284368710,"RM100 inisiatif SARA Untuk Semua kepada 22 juta rakyat Malaysia bermula hari ini.

Berita baik dia, kategori barangan yang boleh dibeli diperluaskan kepada makanan frozen food. ✅

Selamat berbelanja! https://t.co/rG9bbqjAiU",https://x.com/FaktaBukanAuta/status/2020689725284368710,neutral,Mon Feb 09 02:42:27 +0000 2026,221,147,6,20442,0.0,578
x,post,2019001390056845705,Begini lah Kuala Lumpur dan Selangor setiap hari waktu habis kerja. https://t.co/OSgNa9Wa1v,https://x.com/MyNegara/status/2019001390056845705,neutral,Wed Feb 04 10:53:37 +0000 2026,7209,2303,126,1732645,0.0,26964
x,post,2020363224173170827,"Malaysia’s rapid data centre expansion drew its first public protest, as some 50 residents gathered near a Johor construction site over concerns about dust pollution and health risks.

The protesters said dust from the project has disrupted daily life, with air purifiers signalling dangerously poor air quality.

🧵1",https://x.com/NewsBFM/status/2020363224173170827,neutral,Sun Feb 08 05:05:03 +0000 2026,2183,1438,34,667198,0.0,10326
x,post,2018853259851547109,"The transformation of Kuala Lumpur, Malaysia 🇲🇾 https://t.co/rp3fboUEhI",https://x.com/Civixplorer/status/2018853259851547109,neutral,Wed Feb 04 01:05:00 +0000 2026,2248,280,16,57657,0.0,3120
x,post,1964338455204274424,"Rahul has been spotted in Langkawai, Malaysia. 

Just as things start to heat up in Bihar, Rahul Gandhi escapes for another vacation. https://t.co/60F9bg5E0t",https://x.com/UnSubtleDesi/status/1964338455204274424,neutral,Sat Sep 06 14:42:38 +0000 2025,10398,2236,808,578468,0.0,19226
x,post,2020747193637106050,"Briged Tengah Pasukan Gerakan Am (PGA) Polis Diraja Malaysia (PDRM) menumpaskan satu sindiket penyeludupan migran yang bergiat aktif di kawasan sempadan Negeri Sembilan, semalam.

Komander Briged Tengah PGA SAC Hakemal Hawari berkata serbuan menerusi Op Taring Delta itu menahan seramai 22 migran warga Indonesia terdiri daripada 20 lelaki termasuk empat tekong laut serta dua wanita.

Turut dirampas dua buah kenderaan jenis Honda City dan Volkswagen Tiguan serta enam unit telefon bimbit yang digunakan dalam kegiatan ini. Keseluruhan nilai rampasan dianggarkan berjumlah RM239,000.

📸 PDRM

#BernamaNews",https://x.com/bernamadotcom/status/2020747193637106050,neutral,Mon Feb 09 06:30:49 +0000 2026,57,35,1,4946,0.0,142
x,post,2018879392165040463,"Me: I’m going to settle in dubai and travel less this year 

Also me: travels to Hawaii, Malaysia and now India in less than 30 days https://t.co/07nxs9pGzF",https://x.com/camski/status/2018879392165040463,neutral,Wed Feb 04 02:48:50 +0000 2026,202,2,52,20240,0.0,458
x,post,2020769452409884762,"@iamjoelee ""they don’t even have a culture of their own""

Korea: 1 language
Indonesia and malaysia: https://t.co/OXqSUWiV2k",https://x.com/zsazsazsu666/status/2020769452409884762,neutral,Mon Feb 09 07:59:16 +0000 2026,4,0,0,204,0.0,6
x,post,2019995104405254428,"Modi has left for Malaysia.

What a life man.

Come to India for a few days, have photoshoot in temples, Do Mann ki Baat, Do PR shows, Enjoy a luxury stay at PMO, then leave for another country.

0 Work , 100% Enjoyment by Prime Tourist.
 https://t.co/X6JE2lgJ53",https://x.com/RoshanKrRaii/status/2019995104405254428,neutral,Sat Feb 07 04:42:17 +0000 2026,19623,3989,1359,491572,0.0,29886
x,post,2020791758825644463,"The High Commission of the Republic of Maldives in Malaysia took part in Qatar National Sports Day 2026, joining fellow diplomats in celebrating wellness and diplomatic ties through the power of sport. https://t.co/YjUqzW79yU",https://x.com/MDVinMalaysia/status/2020791758825644463,neutral,Mon Feb 09 09:27:54 +0000 2026,9,10,0,370,0.0,22
x,post,2020099755150606815,didn't know we have Tran and Nguyen in Malaysia. https://t.co/BlomYbTNIO,https://x.com/mokudesuka/status/2020099755150606815,neutral,Sat Feb 07 11:38:07 +0000 2026,2498,593,29,348040,0.0,6600
x,post,2019992599881470116,"NRI Prime Minister of India Modi has completed his India visit &amp; left for Malaysia

Same paid actors Dancing &amp; Crying cringe acting performances will be loading soon 🤧

 https://t.co/KxvzMiJ3Yi",https://x.com/Vtxt21/status/2019992599881470116,neutral,Sat Feb 07 04:32:20 +0000 2026,1440,315,82,28947,0.0,2126
x,post,2019010650362847234,"Jajaran sempadan Malaysia-Indonesia 🇲🇾🇮🇩

#BernamaNews
#BernamaInfografik
#MalaysiaIndonesia https://t.co/jvC0sEAJs1",https://x.com/bernamadotcom/status/2019010650362847234,neutral,Wed Feb 04 11:30:25 +0000 2026,114,69,1,4932,0.0,233
x,post,2018613842713137536,Indon kalau nak buat berita palsu pun cubalah bijak sikit. Malaysia mana ada guna mayoritas 😆,https://x.com/SaufyJauhary/status/2018613842713137536,neutral,Tue Feb 03 09:13:38 +0000 2026,4972,1316,87,307096,0.0,9445
x,post,2019618060139946150,meanwhile YoungK had a great time in Malaysia 😊😊 https://t.co/JPDLXt2wnr,https://x.com/kangbramind/status/2019618060139946150,neutral,Fri Feb 06 03:44:02 +0000 2026,1967,241,4,72857,0.0,2940
x,post,2020454751532363874,Dear @anwaribrahim - Islam is Malaysia’s official religion with 65% Muslims. Please watch video of a BJP Chief Minister in India shooting Muslims point blank for fun. Please ask PM Modi to explain this before you engage with him next. @MYHCNewDelhi https://t.co/ulumqtw4ok,https://x.com/MahuaMoitra/status/2020454751532363874,neutral,Sun Feb 08 11:08:45 +0000 2026,15173,4439,113,488674,0.0,24611
x,post,2020407000920969485,"The hypocrisy of India's ruling party(BJP).

Photo 1 – In Malaysia (Muslim majority).

Photo 2 – In India (Hindu majority). https://t.co/OLdp04SkB8",https://x.com/Muslim_ITCell/status/2020407000920969485,neutral,Sun Feb 08 07:59:01 +0000 2026,1522,420,52,21430,0.0,2208
x,post,2020030509137686787,"मलेशिया में 62% आबादी मुस्लिम है और वहां का Religion of the Federation इस्लाम धर्म है

ये इसलिए बता रहा हूं क्योंकि नरेंद्र मोदी 2 दिन की यात्रा पर Malaysia रवाना हुए हैं

जहां वो प्रधानमंत्री अनवर इब्राहिम से मुलाकात करेंगे और Trade, Defence और Investment पर बातचीत होगी

अब इनकी पार्टी के ही हेमंता बिस्वा सरमा कहते है कि मुसलमानों को परेशान करो ताकि वो असम छोड़ के भाग जाए

जब निवेश लेना हो तो मुस्लिम को दोस्त बना लेते है जब वोट लेना हो तो उन्हीं को घुसपैठिए बता देते है

राजनीति क्या क्या नहीं करवा देती..",https://x.com/LegalAdvisour/status/2020030509137686787,neutral,Sat Feb 07 07:02:58 +0000 2026,436,141,62,28157,0.0,920
x,post,2020313708078227586,Netflix Malaysia thank you for this 🥹😂 https://t.co/XIjPCUa3yW,https://x.com/oseissa/status/2020313708078227586,neutral,Sun Feb 08 01:48:18 +0000 2026,17333,2658,39,427562,0.0,24305
x,post,2020393236536402336,"PM is visiting Malaysia which is a Muslim majority country. 

This is a post by the official account of the party he represents. 

Deleted now coz PM might not get ‘Malaysia’s highest honour’ if it reaches there. 

You know what to do. https://t.co/JVQVwj81D1",https://x.com/Nher_who/status/2020393236536402336,neutral,Sun Feb 08 07:04:19 +0000 2026,897,267,30,11103,0.0,1305
x,post,2020071671907119609,"Celebrating the India-Malaysia people-to-people connect! 

PM Anwar Ibrahim and I are heading to the community programme in Kuala Lumpur.

@anwaribrahim https://t.co/wkMCYuatB6",https://x.com/narendramodi/status/2020071671907119609,neutral,Sat Feb 07 09:46:32 +0000 2026,95426,7986,1837,5885947,0.0,164108
x,post,2020501281325170834,"my grab driver in malaysia was playing music, watching a korean drama, responding to his group chat and also driving. least stimulated asian driver https://t.co/aL7O7YWf8A",https://x.com/technicalice/status/2020501281325170834,neutral,Sun Feb 08 14:13:39 +0000 2026,10,1,2,449,0.0,17
x,post,2020367619543736386,"BJP Assam has deleted this post.

Not because of the outrage.

But because Modi has gone to Malaysia (a Muslim majority country) for bilateral talks.

Hate talks will resume once Modi returns. https://t.co/OJFzOnrOJS",https://x.com/PunsterX/status/2020367619543736386,neutral,Sun Feb 08 05:22:31 +0000 2026,1433,408,31,16415,0.0,2036
x,post,2020420870741602584,"#NSTnation A woman from Terengganu holds the rare distinction of being the only person in Malaysia with Rh null blood, also known as The Golden Blood—the rarest blood type in the world.

https://t.co/oTYrC8UWj0 https://t.co/0C3xqMBogm",https://x.com/NST_Online/status/2020420870741602584,neutral,Sun Feb 08 08:54:07 +0000 2026,1983,590,9,80335,0.0,3385
x,post,2020007152606454142,"KANHAIYA : When PM has to attend Parliament session, he is in foreign 

JOURNALIST : Doesn't Rahul Gandhi go abroad?

KANHAIYA : Is he Prime Minister? 🔥😂

*Narendra Modi has gone to Malaysia in between Parliament session* 😭 https://t.co/Cmk5F0IuV6",https://x.com/Amockx2022/status/2020007152606454142,neutral,Sat Feb 07 05:30:09 +0000 2026,6315,1066,56,173224,0.0,9169
x,post,2020452245557620888,"Himpunan GARAH: Pemuda UMNO tawar khidmat peguam percuma kepada individu ditahan

Dr Muhamad Akmal menegaskan bahawa hak rakyat Malaysia untuk berhimpun secara aman adalah hak yang dijamin oleh perlembagaan.
#SinarHarian #PemudaUMNO #GARAH 

https://t.co/RI1vCqGsAT",https://x.com/SinarOnline/status/2020452245557620888,neutral,Sun Feb 08 10:58:48 +0000 2026,51,14,6,1367,0.0,84
