Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
x,post,2020175871370543533,"KENYATAAN MEDIA

ABIM SOKONG KAJIAN AKADEMIK PILIHAN RAYA PBT, SERU HORMATI INTEGRITI ILMU DAN SUBURKAN BUDAYA DIALOG

07 Februari 2026   I   20 Syaaban 2026

AHMAD FAHMI BIN MOHD SAMSUDIN
Presiden
Angkatan Belia Islam Malaysia (ABIM) https://t.co/hGpUfQbsWj",https://x.com/abimalaysia/status/2020175871370543533,neutral,Sat Feb 07 16:40:35 +0000 2026,2,0,0,82,0.0,2
x,post,2020166452331077748,https://t.co/WSByllQ1mL,https://x.com/NgaKorMing/status/2020166452331077748,neutral,Sat Feb 07 16:03:09 +0000 2026,6,2,0,278,0.0,10
x,post,2020093160580608411,"Pilihan raya Datuk Bandar KL: Tunggu kajian UIAM - Kor Ming

""Berilah cendekiawan dan mereka yang cerdik pandai membuat kajian dahulu."" - Kor Ming
#SinarHarian #pilihanraya #PBT

https://t.co/JcEXyprBmL",https://x.com/SinarOnline/status/2020093160580608411,neutral,Sat Feb 07 11:11:55 +0000 2026,1,0,0,325,0.0,4
x,post,2020078095622095302,"PAS mempersoalkan tujuan sebenar kerajaan melaksanakan kajian yang dijalankan oleh Universiti Islam Antarabangsa Malaysia (UIAM) mengenai cadangan pelaksanaan Pilihan Raya Pihak Berkuasa Tempatan (PBT).

Berita penuh

https://t.co/0BH1GfMzGa https://t.co/7j1SdwZLqi",https://x.com/harakahdailyHD/status/2020078095622095302,neutral,Sat Feb 07 10:12:03 +0000 2026,4,1,1,231,0.0,8
x,post,2020044867292831976,"Kritikan utama berkisar kepada kebimbangan bahawa jawatan datuk bandar yang dipilih secara langsung akan menjadi medan politik yang sarat dengan sentimen perkauman.

Berita penuh: https://t.co/Gl1cXQfJgO https://t.co/3FJnx1R1pA",https://x.com/TvPertiwi/status/2020044867292831976,neutral,Sat Feb 07 08:00:01 +0000 2026,0,0,0,12,0.0,0
x,post,2020037616109011355,"Pilihan raya PBT bukan perkara baharu – Kor Ming

https://t.co/sPyLRQ8J1c",https://x.com/UMonline/status/2020037616109011355,neutral,Sat Feb 07 07:31:12 +0000 2026,0,0,0,209,0.0,2
x,post,2020016563970019397,Pilihan raya PBT bukan perkara baharu – Kor Ming https://t.co/7nfXWn6Pe3,https://x.com/PKRSungaiSiput/status/2020016563970019397,neutral,Sat Feb 07 06:07:33 +0000 2026,0,0,0,1,0.0,0
x,post,2019925252277760058,"Dalam isu Pilihan Raya PBT ini ada banyak pandangan yang bawa kepada diskusi pro dan contra. 

Maka saya fikir bagus sebuah universiti buat kajian untuk cari jalan penyelesaian dan titik tengah termasuk sistem yang lebih baik pada masa akan datang.

5/6",https://x.com/faisalazizfa/status/2019925252277760058,neutral,Sat Feb 07 00:04:43 +0000 2026,10,3,1,589,0.0,19
x,post,2019925238579097763,"Kajian UIAM berkenaan Pilihan Raya PBT.

Saya pun tak faham mengapa YB Takiyuddin Hassan persoal kewibawaan UIA dalam membuat kajian konon atas sebab UIA bukan sebuah universiti yang senior?

1/6 https://t.co/lhRyqXDWwR",https://x.com/faisalazizfa/status/2019925238579097763,neutral,Sat Feb 07 00:04:39 +0000 2026,80,30,11,8712,0.0,208
x,post,2019835352710533192,Jangan Pandang Rendah Keupayaan Universiti Awam Laksana Kajian Pilihan Raya PBT https://t.co/bccEzwRKby,https://x.com/PKRSungaiSiput/status/2019835352710533192,neutral,Fri Feb 06 18:07:29 +0000 2026,0,0,0,0,0.0,0
x,post,2019797314597249350,"#BuletinBernama: Jangan pandang rendah Universiti Awam laksana kajian pilihan raya PBT

#digitalbernamatv #fahmifadzil #universitiawam #pilihanrayapbt #datukbandar https://t.co/IksjOW7ppl",https://x.com/BernamaTV/status/2019797314597249350,neutral,Fri Feb 06 15:36:20 +0000 2026,1,0,0,246,0.0,3
x,post,2019773963744788670,Jangan Pandang Rendah Keupayaan Universiti Awam Laksana Kajian Pilihan Raya PBT https://t.co/WLF0HTXr3U,https://x.com/PKRSungaiSiput/status/2019773963744788670,neutral,Fri Feb 06 14:03:33 +0000 2026,0,0,0,0,0.0,0
