Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,comments,engagement_score
x,post,2020894520322511070,"การเลือกตั้งระดับชาติของไทยปิดฉากลงวานนี้ (8 ก.พ. 69) ท่ามกลางการจับตามองของสื่อทั่วโลก หลัง #พรรคภูมิใจไทย คว้าคะแนนถึง 193 ที่นั่ง หลัง กกต. นับคะแนนไปแล้ว ไม่ต่ำกว่า 90% พาดหัวข่าวสื่อต่างชาติชูชัยชนะของพรรคอนุรักษ์นิยม ซึ่งถือเป็นปรากฏการณ์ครั้งแรก ในรอบหลายสิบปี

#ThaiPBS https://t.co/gcqGQGST2n",https://x.com/ThaiPBS/status/2020894520322511070,neutral,Mon Feb 09 16:16:14 +0000 2026,0,1,0,37,0.0,1,[],2.037
x,post,2020737677977698712,"Sekelip mata kau berubah ya Sinar Harian. Agak² la PMX mana ada kuasa suruh PBT pi meroboh bagai.

Yang PMX nyatakan itu ialah kerajaan persekutuan beri endorsement kepada PBT untuk kuatkuasakan undang² sedia ada yang membenarkan perobohan mana² binaan haram termasuklah kuil yang didirikan atas tanah kerajaan / kawasan yang PBT ada kuasa untuk laksanakan tindakan.",https://x.com/lady_bugg11/status/2020737677977698712,neutral,Mon Feb 09 05:53:00 +0000 2026,62,16,8,3893,0.0,124,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473754', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473793', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473800', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473804', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473809', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473814', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473818', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473822', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}]",121.893
x,post,2019066045453959589,"MUSLIHAT TERSEMBUNYI DAP DI SEBALIK PILIHAN RAYA PBT

“HANYA DAP yang beria-ia inginkan pilihan raya PBT, hakikatnya ada muslihat di sebalik kegelojohan itu.”

#Berita757
#RakyatKeutamaanKami https://t.co/LaflxJcuDf",https://x.com/berita757/status/2019066045453959589,neutral,Wed Feb 04 15:10:32 +0000 2026,0,0,0,17,0.0,0,[],0.017
x,post,2019925238579097763,"Kajian UIAM berkenaan Pilihan Raya PBT.

Saya pun tak faham mengapa YB Takiyuddin Hassan persoal kewibawaan UIA dalam membuat kajian konon atas sebab UIA bukan sebuah universiti yang senior?

1/6 https://t.co/lhRyqXDWwR",https://x.com/faisalazizfa/status/2019925238579097763,neutral,Sat Feb 07 00:04:39 +0000 2026,80,30,11,8724,0.0,208,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473884', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473888', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473891', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473895', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473898', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473902', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473905', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473909', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473913', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}]",181.724
x,post,2019613037922255206,"Dewan Pemuda PAS Malaysia memandang serius cadangan pelaksanaan Pilihan Raya Pihak Berkuasa Tempatan (PBT) yang kini dijenamakan semula sebagai Pilihan Raya Datuk Bandar.

Berita penuh

https://t.co/fo0g7wrcgN https://t.co/N0c60IQd8G",https://x.com/harakahdailyHD/status/2019613037922255206,neutral,Fri Feb 06 03:24:05 +0000 2026,19,7,14,1357,0.0,53,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473831', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473835', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473839', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473843', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473847', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473851', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473855', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473861', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473864', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473869', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473872', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473876', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473880', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}]",76.357
x,post,2018563690912796893,"Kajian proses pelaksanaan pilihan raya Pihak Berkuasa Tempatan (PBT) di ibu kota bukan dibuat oleh DAP sebaliknya dijalankan oleh Universiti Islam Antarabangsa Malaysia (UIAM), kata Menteri di Jabatan Perdana Menteri (Wilayah Persekutuan), Hannah Yeoh.

Menurut Yeoh, penyelidikan berkenaan dijalankan oleh sebuah universiti yang mempunyai reputasi dan beliau yakin penyelidikannya berkualiti tinggi.

#HannahYeoh #UIAM #SPRM #DBKL #WilayahPersekutuan",https://x.com/Scoopdotmy/status/2018563690912796893,neutral,Tue Feb 03 05:54:21 +0000 2026,1,0,0,268,0.0,3,[],1.268
x,post,2018256815084167276,"Reformasi DBKL.
Pilihan raya PBT.
Pendidikan murid 6 tahun.

Semua ini dibedah dalam Lebih Masa Episod 69.

🗓 Isnin | 2 Feb
⏰ 9:00 malam

Dasar awam bukan sekadar wacana — ia menentukan masa depan bandar &amp; negara.

#LebihMasa #Episod69 #ReformasiDBKL https://t.co/LEKzvuqc3C",https://x.com/lebih_masa/status/2018256815084167276,neutral,Mon Feb 02 09:34:56 +0000 2026,22,9,1,518,0.0,37,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473827', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}]",43.518
x,post,2018560526721470565,"Ditujukan khusus untuk Akmal dan Para Penunggang

Kajian pelaksanaan pilihan raya pihak berkuasa tempatan (PBT) termasuk kaedah pelantikan Datuk Bandar bukan dijalankan oleh mana-mana pemimpin DAP, sebaliknya dikendalikan oleh Universiti Islam Antarabangsa Malaysia (UIAM), jelas Hannah Yeoh.",https://x.com/Nazril_Iznil/status/2018560526721470565,neutral,Tue Feb 03 05:41:47 +0000 2026,83,21,9,2778,0.0,140,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473917', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473921', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473924', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473928', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473931', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473935', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473939', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:23:41.473942', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}]",154.778
x,post,2019797314597249350,"#BuletinBernama: Jangan pandang rendah Universiti Awam laksana kajian pilihan raya PBT

#digitalbernamatv #fahmifadzil #universitiawam #pilihanrayapbt #datukbandar https://t.co/IksjOW7ppl",https://x.com/BernamaTV/status/2019797314597249350,neutral,Fri Feb 06 15:36:20 +0000 2026,1,0,0,247,0.0,3,[],1.2469999999999999
x,post,2018618156064158204,"PILIHAN RAYA PBT, KAJIAN KEBOLEHLAKSANAAN DIJALANKAN UIAM SEJAK DISEMBER 2025

'Yang sahih di RTM'
#RTM #BeritaRTM #MalaysiaMadani #TaatSetia #BersamaMALAYSIAKU #RancakkanMADANI #MADANIBekerja https://t.co/iVSeLZWK7b",https://x.com/beritartm/status/2018618156064158204,neutral,Tue Feb 03 09:30:47 +0000 2026,1,0,0,95,0.0,1,[],1.095
