Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
x,post,2059794094470451681,"Pertikaian PAS-Bersatu memuncak, PN di ‘ambang perpecahan’, kata penganalisis
#BeritaFMT https://t.co/8rglJXiRtu",https://x.com/fmtoday/status/2059794094470451681,neutral,Thu May 28 00:29:15 +0000 2026,0,0,1,520,0.0,6,3.52,,
x,comment,2059807761593208999,@fmtoday Oi FMT u orng ikut boss yng mne satu din cirit parti ajaran sesst atau bapak kpd pencuri minyak MASAK subsidi utk rakyat tu.,,neutral,1779931414000,0,0,0,0,0.0,0,,Boy Chan,0.0
x,post,2059790625214758949,"Pertikaian PAS-Bersatu memuncak, PN di ‘ambang perpecahan’, kata penganalisis

👇🧵",https://x.com/fmtoday/status/2059790625214758949,neutral,Thu May 28 00:15:28 +0000 2026,2,0,1,1561,0.0,18,6.561,,
x,comment,2059790627479712222,"#BeritaFMT Seorang penganalisis berkata Bersatu, Gerakan dan MIPP akhirnya akan berpisah dengan PN jika PAS terus mengukuhkan cengkamannya dalam gabungan itu.

Artikel Penuh: https://t.co/7W3Cv7eA0o",,neutral,1779927329000,1,0,0,0,0.0,1,,Free Malaysia Today,0.0
x,post,2057674612318843005,"Abdul Hadi menegaskan Pas tidak akan bersendirian pada PRU akan datang memandangkan ia masih memegang peranan sebagai pengerusi PN.
#AWANInews #AWANIpagi 

https://t.co/RHzUqW0A4M",https://x.com/501Awani/status/2057674612318843005,neutral,Fri May 22 04:07:11 +0000 2026,1,1,0,1297,0.0,14,4.297,,
x,post,2057676249439559922,"Pas sedang kaji semula hubungan dengan Bersatu – Hadi

#malaysiagazette
#PAS

https://t.co/5U6DJOUQFy",https://x.com/MalaysiaGazette/status/2057676249439559922,neutral,Fri May 22 04:13:42 +0000 2026,2,0,0,273,0.0,4,2.273,,
x,post,2057789822429811094,"#AWANI745 bersama @JasmineAbuBakar
📌 Kerajaan usaha jamin bekalan tenaga cukup hingga Disember
📌Polis tahan guru kes cabul pelajar sekolah
📌Sabar ada had, Pas teliti semula hubungan dengan Bersatu
#AWANInews https://t.co/SYZadx7dfn",https://x.com/501Awani/status/2057789822429811094,neutral,Fri May 22 11:45:00 +0000 2026,0,0,0,983,0.0,9,0.983,,
x,post,2057665121959464970,"PAS Mula Kaji Semula Hubungan Dengan Bersatu: Sabar Ada Batasnya Kata Hadi Awang
https://t.co/g7ZACHwXTa

Anda rasa siapa yang sedang mengawal Hadi sehingga beliau boleh meremehkan Muhyiddin..",https://x.com/azmyklanajaya/status/2057665121959464970,neutral,Fri May 22 03:29:29 +0000 2026,1,0,1,25,0.0,2,4.025,,
x,comment,2058039647503311329,@azmyklanajaya Dah jadi binatang apa pula Bersatu ni?,,neutral,1779509863000,0,0,0,0,0.0,0,,Zol yunus,0.0
x,comment,2059206241273155740,https://t.co/QBrZwXWei4,,neutral,1779788000000,2,0,1,0,0.0,5,,azmyklanajaya,0.0
x,post,2057667790241456404,Pas kaji semula hubungan dengan Bersatu - Abdul Hadi - Sinar Harian https://t.co/DswFCAmVj7,https://x.com/UMNONow/status/2057667790241456404,neutral,Fri May 22 03:40:05 +0000 2026,1,2,0,1322,0.0,16,6.322,,
x,post,2057735545124778040,"PAS SEDANG KAJI SEMULA HUBUNGAN DENGAN BERSATU – HADI 

PELAJAR TINGKATAN ENAM MAUT BERTEMBUNG VAN KETIKA PULANG SEKOLAH 

PEKERJA KEBUN DIREMAN TUJUH HARI, BANTU SIASATAN KES ROGOL ANAK KANDUNG 

#Berita757 
#RakyatKeutamaanKami https://t.co/dNmt4184dO",https://x.com/berita757/status/2057735545124778040,neutral,Fri May 22 08:09:19 +0000 2026,0,0,1,63,0.0,1,3.063,,
x,comment,2057737261329031178,@berita757 Bersatubuhhharamm https://t.co/1BnByExuRZ,,neutral,1779437768000,0,0,0,0,0.0,0,,Adnilja,0.0
x,comment,2059646795890983169,"KOMUNITI ROHINGYA SELAYANG ‘CEMAR’ IBADAH KORBAN AIDILADHA

BERBEZA pula sambutan Hari Raya Aidiladha di sekitar Jalan Besar Selayang Baru menyaksikan ibadah korban mencetuskan rasa kurang senang dalam kalangan penduduk tempatan.

#Berita757 
#RakyatKeutamaanKami https://t.co/30VssZVRZJ",,neutral,1779893037000,1,0,0,0,0.0,1,,Berita 757,0.0
x,post,2057990474678608314,"Pas mahu buktikan 'abang besar' dalam PN

Tidak terkejut sekiranya perkembangan tersebut akan berakhir dengan perpecahan PN - Penganalisis politik

#SinarHarian #Threads #politik #Pas #abangbesar #PN #analisispolitik

https://t.co/pk89OtWAtB",https://x.com/SinarOnline/status/2057990474678608314,neutral,Sat May 23 01:02:19 +0000 2026,2,1,1,453,0.0,8,7.453,,
x,comment,2058053112242516270,@SinarOnline Kerana kerakusan doa Qunut Nazilah akhirnya memakan diri!!,,neutral,1779513073000,0,0,0,0,0.0,0,,Adnilja,0.0
