Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
x,post,2020865900560159136,"KPK’s youth, once hopeful about PTI, now feel betrayed by its broken promises. The province deserves better leadership, not just slogans. #KPKsendsLanatOnPTI https://t.co/J9b2U2uWjj",https://x.com/pixiesurvives/status/2020865900560159136,neutral,Mon Feb 09 14:22:31 +0000 2026,0,0,0,32,0.0,0
x,post,2020737677977698712,"Sekelip mata kau berubah ya Sinar Harian. Agak² la PMX mana ada kuasa suruh PBT pi meroboh bagai.

Yang PMX nyatakan itu ialah kerajaan persekutuan beri endorsement kepada PBT untuk kuatkuasakan undang² sedia ada yang membenarkan perobohan mana² binaan haram termasuklah kuil yang didirikan atas tanah kerajaan / kawasan yang PBT ada kuasa untuk laksanakan tindakan.",https://x.com/lady_bugg11/status/2020737677977698712,neutral,Mon Feb 09 05:53:00 +0000 2026,54,13,8,3289,0.0,107
x,post,2019613037922255206,"Dewan Pemuda PAS Malaysia memandang serius cadangan pelaksanaan Pilihan Raya Pihak Berkuasa Tempatan (PBT) yang kini dijenamakan semula sebagai Pilihan Raya Datuk Bandar.

Berita penuh

https://t.co/fo0g7wrcgN https://t.co/N0c60IQd8G",https://x.com/harakahdailyHD/status/2019613037922255206,neutral,Fri Feb 06 03:24:05 +0000 2026,19,7,14,1347,0.0,53
x,post,2019925238579097763,"Kajian UIAM berkenaan Pilihan Raya PBT.

Saya pun tak faham mengapa YB Takiyuddin Hassan persoal kewibawaan UIA dalam membuat kajian konon atas sebab UIA bukan sebuah universiti yang senior?

1/6 https://t.co/lhRyqXDWwR",https://x.com/faisalazizfa/status/2019925238579097763,neutral,Sat Feb 07 00:04:39 +0000 2026,80,30,11,8717,0.0,208
x,post,2020866226298237381,"बुढानिलकण्ठ -४ मा चुनाबी सम्पर्क कार्यालय संचालनमा आएको छ ।
हाम्रो अभियान निरन्तर जारी छ । हामी बढो उत्साहका साथ चुनावी तुफानी दौडमा छौ ।
देश बचाउने र बनाउने अभियानमा सरिक बनौ ।
हलो चिन्हमा मतदान गरौ ।
काठमाडौं -५ मा @KTnepal https://t.co/xfllc1rP5F",https://x.com/rrbartaula/status/2020866226298237381,neutral,Mon Feb 09 14:23:48 +0000 2026,2,1,0,26,0.0,3
x,post,2020868057040597367,"#sobatjdihkpu Berikut Produk Hukum Baru, Keputusan komisi pemilihan umum kota pontianak nomor 1 tahun 2026 tentang pembentukan tim asesor penilaian mandiri maturitas penyelenggaraan sistem pengendalian intern pemerintah terintegrasi pada komisi pemilihan umum kota pontianak. https://t.co/fBEAovADYu",https://x.com/Jdih_KPU_PNK/status/2020868057040597367,neutral,Mon Feb 09 14:31:05 +0000 2026,0,0,1,17,0.0,1
x,post,2019066045453959589,"MUSLIHAT TERSEMBUNYI DAP DI SEBALIK PILIHAN RAYA PBT

“HANYA DAP yang beria-ia inginkan pilihan raya PBT, hakikatnya ada muslihat di sebalik kegelojohan itu.”

#Berita757
#RakyatKeutamaanKami https://t.co/LaflxJcuDf",https://x.com/berita757/status/2019066045453959589,neutral,Wed Feb 04 15:10:32 +0000 2026,0,0,0,17,0.0,0
x,post,2018256815084167276,"Reformasi DBKL.
Pilihan raya PBT.
Pendidikan murid 6 tahun.

Semua ini dibedah dalam Lebih Masa Episod 69.

🗓 Isnin | 2 Feb
⏰ 9:00 malam

Dasar awam bukan sekadar wacana — ia menentukan masa depan bandar &amp; negara.

#LebihMasa #Episod69 #ReformasiDBKL https://t.co/LEKzvuqc3C",https://x.com/lebih_masa/status/2018256815084167276,neutral,Mon Feb 02 09:34:56 +0000 2026,22,9,1,512,0.0,37
x,post,2018945863125774735,"Menteri Besar, Dato’ Seri Ir Dr Ahmad Samsuri Mokhtar menyatakan pendirian tidak bersetuju dengan cadangan mengadakan pilihan raya Datuk Bandar di peringkat pihak berkuasa tempatan (PBT), termasuk di Terengganu.

Berita penuh

https://t.co/z6XCfjfSGV https://t.co/SBFQlYK6th",https://x.com/harakahdailyHD/status/2018945863125774735,neutral,Wed Feb 04 07:12:58 +0000 2026,62,13,47,19758,0.0,319
x,post,2019733321052528803,"[Video] Fahmi kesal ada pihak pertikai keupayaan Universiti Islam Antarabangsa laksana kajian berhubung kebolehlaksanaan pilihan raya PBT, Datuk Bandar Kuala Lumpur

#BernamaNews 
@fahmi_fadzil
@komunikasi_gov 
#UIAM 
#PBT https://t.co/nDTmNxHCMC",https://x.com/bernamadotcom/status/2019733321052528803,neutral,Fri Feb 06 11:22:03 +0000 2026,33,15,3,5777,0.0,108
