Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
X,Quote Tweet,X001,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-18,144,33,22,1547,0.1,199
X,Retweet,X002,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-11,108,23,10,1493,0.1,141
X,Reply,X003,Just tried kb sentral - amazing quality and value!,Negative,2026-04-10,152,32,24,951,0.1,208
X,Quote Tweet,X004,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-03-29,219,45,23,1932,0.1,287
X,Reply,X005,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-03,171,45,16,1832,0.16,232
X,Quote Tweet,X006,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-12,87,11,16,1232,0.1,114
X,Reply,X007,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-21,155,20,8,1686,0.1,183
X,Reply,X008,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-06,179,21,30,2377,0.1,230
X,Retweet,X009,Just tried kb sentral - amazing quality and value!,Negative,2026-04-02,88,15,12,914,0.15,115
X,Quote Tweet,X010,Just tried kb sentral - amazing quality and value!,Negative,2026-04-10,155,38,22,778,0.1,215
X,Quote Tweet,X011,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-09,155,27,27,1388,0.1,209
X,Retweet,X012,Just tried kb sentral - amazing quality and value!,Negative,2026-04-11,170,32,19,1433,0.1,221
X,Tweet,X013,Just tried kb sentral - amazing quality and value!,Negative,2026-04-07,95,13,13,1272,0.18,121
X,Tweet,X014,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-24,152,30,19,1950,0.21,201
X,Retweet,X015,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-08,137,31,12,1185,0.13,180
X,Reply,X016,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-11,43,11,5,537,0.1,59
X,Retweet,X017,Just tried kb sentral - amazing quality and value!,Negative,2026-04-23,77,20,5,1014,0.17,102
X,Tweet,X018,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-03,80,8,14,656,0.12,102
X,Quote Tweet,X019,Just tried kb sentral - amazing quality and value!,Negative,2026-03-29,149,26,20,1987,0.28,195
X,Retweet,X020,Just tried kb sentral - amazing quality and value!,Negative,2026-04-04,83,13,13,463,0.1,109
X,Quote Tweet,X021,Just tried kb sentral - amazing quality and value!,Negative,2026-03-29,88,11,10,1074,0.1,109
X,Tweet,X022,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-03-29,61,6,4,781,0.1,71
X,Quote Tweet,X023,Just tried kb sentral - amazing quality and value!,Negative,2026-04-20,136,28,14,1468,0.1,178
X,Reply,X024,Just tried kb sentral - amazing quality and value!,Negative,2026-04-14,61,9,8,564,0.22,78
X,Reply,X025,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-07,93,14,5,801,0.1,112
X,Retweet,X026,Just tried kb sentral - amazing quality and value!,Negative,2026-03-27,70,17,4,957,0.19,91
X,Tweet,X027,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-12,133,33,14,1133,0.26,180
X,Reply,X028,Just tried kb sentral - amazing quality and value!,Negative,2026-04-20,62,16,3,406,0.1,81
X,Reply,X029,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-06,96,14,17,763,0.1,127
X,Quote Tweet,X030,Just tried kb sentral - amazing quality and value!,Negative,2026-04-21,102,27,5,816,0.1,134
X,Tweet,X031,Just tried kb sentral - amazing quality and value!,Negative,2026-04-04,195,40,17,2756,0.11,252
X,Tweet,X032,Just tried kb sentral - amazing quality and value!,Negative,2026-03-27,90,21,12,1334,0.1,123
X,Reply,X033,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-19,110,16,10,1244,0.28,136
X,Quote Tweet,X034,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-03-29,186,23,26,1361,0.14,235
X,Reply,X035,Just tried kb sentral - amazing quality and value!,Negative,2026-04-21,142,36,27,1030,0.28,205
X,Tweet,X036,Just tried kb sentral - amazing quality and value!,Negative,2026-04-04,97,13,17,1083,0.17,127
X,Quote Tweet,X037,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-25,70,8,10,706,0.1,88
X,Tweet,X038,Just tried kb sentral - amazing quality and value!,Negative,2026-04-10,136,14,12,1664,0.21,162
X,Tweet,X039,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-12,70,11,5,622,0.1,86
X,Retweet,X040,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-14,92,14,15,986,0.1,121
X,Reply,X041,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-17,128,20,9,1006,0.11,157
X,Quote Tweet,X042,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-16,215,51,16,2431,0.19,282
X,Reply,X043,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-06,126,35,12,1759,0.1,173
X,Tweet,X044,Just tried kb sentral - amazing quality and value!,Negative,2026-04-12,197,46,23,2806,0.1,266
X,Reply,X045,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-16,168,19,18,1407,0.1,205
X,Retweet,X046,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-06,141,33,16,915,0.1,190
X,Retweet,X047,Great experience with kb sentral! Highly recommended in Malaysia.,Negative,2026-04-21,118,20,10,1718,0.18,148
X,Retweet,X048,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-23,148,29,27,1214,0.16,204
X,Quote Tweet,X049,kb sentral in Malaysia is really good. Worth trying!,Negative,2026-04-14,139,27,7,1961,0.1,173
X,Quote Tweet,X050,Just tried kb sentral - amazing quality and value!,Negative,2026-04-05,55,7,9,774,0.24,71
