Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,comments,engagement_score,sentiment_label,sentiment_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
x,post,2020447024852635918,"Seberapa miskin Indonesia vs Malaysia?

68% rumah tangga termiskin di Indonesia dibawah 5,8jt/bulan. 

Di Malaysia 60% rumah tangga termiskinnya dibawah RM 8750 (Rp37jt)

🗿

Data diolah dari BPS Indonesia dan OpenDOSM Malaysia https://t.co/VXKn3DjW3t",https://x.com/yanzero_/status/2020447024852635918,neutral,2026-02-08 10:38:03+00:00,4017,1354,139,409808,0.5,9608,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347570', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347614', 'likes': 0, 'shares': 0, 'comments_count': 4, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 12, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347624', 'likes': 0, 'shares': 0, 'comments_count': 32, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 96, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347631', 'likes': 0, 'shares': 0, 'comments_count': 7, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 21, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347638', 'likes': 0, 'shares': 0, 'comments_count': 14, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 42, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347646', 'likes': 0, 'shares': 0, 'comments_count': 9, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 27, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347652', 'likes': 0, 'shares': 0, 'comments_count': 8, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 24, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347659', 'likes': 0, 'shares': 0, 'comments_count': 10, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 30, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347666', 'likes': 0, 'shares': 0, 'comments_count': 3, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 9, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347673', 'likes': 0, 'shares': 0, 'comments_count': 6, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 18, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347680', 'likes': 0, 'shares': 0, 'comments_count': 2, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 6, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347687', 'likes': 0, 'shares': 0, 'comments_count': 2, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 6, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347694', 'likes': 0, 'shares': 0, 'comments_count': 3, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 9, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347700', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347707', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347714', 'likes': 0, 'shares': 0, 'comments_count': 2, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 6, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347720', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347728', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347734', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347741', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347748', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347755', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347762', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347768', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347775', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347781', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347788', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347795', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347801', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347804', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347808', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347812', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347816', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347821', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347824', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}]",7551.808,neutral,0.9866225123405457,sadness,0.1310640573501587,0.01770160347223282,0.282770574092865,0.5616549849510193,0.004597596358507872,0.002211252460256219
x,post,2020791758825644463,"The High Commission of the Republic of Maldives in Malaysia took part in Qatar National Sports Day 2026, joining fellow diplomats in celebrating wellness and diplomatic ties through the power of sport. https://t.co/YjUqzW79yU",https://x.com/MDVinMalaysia/status/2020791758825644463,neutral,2026-02-09 09:27:54+00:00,13,12,0,443,0.5,29,[],37.443,neutral,0.9857832193374634,happy,0.00045518612023442984,0.00046337590902112424,0.9966633915901184,0.0020291756372898817,0.00033857396920211613,5.0227816245751455e-05
x,post,2019001390056845705,Begini lah Kuala Lumpur dan Selangor setiap hari waktu habis kerja. https://t.co/OSgNa9Wa1v,https://x.com/MyNegara/status/2019001390056845705,positive,2026-02-04 10:53:37+00:00,7208,2302,126,1732996,0.8,26965,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347829', 'likes': 0, 'shares': 0, 'comments_count': 5, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 15, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347833', 'likes': 0, 'shares': 0, 'comments_count': 5, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 15, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347838', 'likes': 0, 'shares': 0, 'comments_count': 2, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 6, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347842', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347846', 'likes': 0, 'shares': 0, 'comments_count': 2, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 6, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347850', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347854', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347859', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347863', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347867', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347871', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347875', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347879', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347883', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347888', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347892', 'likes': 0, 'shares': 0, 'comments_count': 2, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 6, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347897', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347902', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347907', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347912', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347916', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347921', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347925', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347930', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347935', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347939', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347943', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347947', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347951', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347955', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347959', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347963', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347967', 'likes': 0, 'shares': 0, 'comments_count': 3, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 9, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347971', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347976', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347979', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}]",13922.996,positive,0.9962587356567383,anger,0.3847588002681732,0.016281312331557274,0.2843250334262848,0.29958465695381165,0.013689564540982246,0.0013606763677671552
x,post,2020689725284368710,"RM100 inisiatif SARA Untuk Semua kepada 22 juta rakyat Malaysia bermula hari ini.

Berita baik dia, kategori barangan yang boleh dibeli diperluaskan kepada makanan frozen food. ✅

Selamat berbelanja! https://t.co/rG9bbqjAiU",https://x.com/FaktaBukanAuta/status/2020689725284368710,positive,2026-02-09 02:42:27+00:00,229,148,6,21123,0.8,594,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347992', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347995', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347999', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.348003', 'likes': 0, 'shares': 0, 'comments_count': 4, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 12, 'author': '', 'author_followers': 0}]",564.123,positive,0.9969009160995483,happy,0.04085950180888176,0.017220260575413704,0.8960025310516357,0.022049427032470703,0.022535275667905807,0.0013329819776117802
x,post,2015320072101994623,Hon PM's mention of over 500 Tamil schools in Malaysia preserving our language and culture abroad fills every Tamilian with pride. (4/4) https://t.co/KRyUg0JO0m,https://x.com/annamalai_k/status/2015320072101994623,positive,2026-01-25 07:05:22+00:00,449,155,3,5985,0.8,666,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.348007', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}]",773.985,positive,0.9956607222557068,happy,0.0021893715020269156,0.0009683614480309188,0.9858178496360779,0.008054685778915882,0.0029080878011882305,6.163815123727545e-05
x,post,2003112538104635736,Christmas season in Malaysia https://t.co/gCcDojn0Sd,https://x.com/aliceonaroll/status/2003112538104635736,neutral,2025-12-22 14:36:59+00:00,20,2,2,3062,0.5,54,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347984', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-09T23:14:48.347987', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}]",33.062,neutral,0.9931641221046448,happy,0.006904177833348513,0.0007124236435629427,0.8953815698623657,0.02400682121515274,0.07291312515735626,8.190961671061814e-05
x,post,2020363224173170827,"Malaysia’s rapid data centre expansion drew its first public protest, as some 50 residents gathered near a Johor construction site over concerns about dust pollution and health risks.

The protesters said dust from the project has disrupted daily life, with air purifiers signalling dangerously poor air quality.

🧵1",https://x.com/NewsBFM/status/2020363224173170827,negative,2026-02-08 05:05:03+00:00,2224,1455,36,698902,0.2,10704,[],5940.902,negative,0.9509718418121338,sadness,0.03853258118033409,0.08838922530412674,0.056392211467027664,0.8158175945281982,0.0003279957745689899,0.0005403737886808813
x,post,2019010650362847234,"Jajaran sempadan Malaysia-Indonesia 🇲🇾🇮🇩

#BernamaNews
#BernamaInfografik
#MalaysiaIndonesia https://t.co/jvC0sEAJs1",https://x.com/bernamadotcom/status/2019010650362847234,neutral,2026-02-04 11:30:25+00:00,114,69,1,4939,0.5,233,[],259.939,neutral,0.9938697814941406,happy,0.21996651589870453,0.0296146422624588,0.5595680475234985,0.1504545360803604,0.03883175551891327,0.0015645697712898254
x,post,2020769452409884762,"@iamjoelee ""they don’t even have a culture of their own""

Korea: 1 language
Indonesia and malaysia: https://t.co/OXqSUWiV2k",https://x.com/zsazsazsu666/status/2020769452409884762,positive,2026-02-09 07:59:16+00:00,5,0,0,221,0.8,7,[],5.221,positive,0.7075645923614502,happy,0.12276274710893631,0.009125118143856525,0.5281682014465332,0.09018528461456299,0.24931032955646515,0.0004483073716983199
x,post,2018853259851547109,"The transformation of Kuala Lumpur, Malaysia 🇲🇾 https://t.co/rp3fboUEhI",https://x.com/Civixplorer/status/2018853259851547109,neutral,2026-02-04 01:05:00+00:00,2248,280,16,57699,0.5,3120,[],2913.699,neutral,0.6055824756622314,happy,0.04314987361431122,0.015353674069046974,0.8309580683708191,0.10339055955410004,0.005554990377277136,0.0015929564833641052
