Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
x,post,2018594102196285797,"Residents said the problem started when KDEB Waste Management Sdn Bhd, a Selangor state-owned domestic waste collection and public cleansing service provider, renewed contracts with local authorities.
https://t.co/7QhI3wVqPx",https://x.com/staronline/status/2018594102196285797,neutral,Tue Feb 03 07:55:12 +0000 2026,0,0,0,283,0.0,2,0.28300000000000003,,
x,post,2026150631606722828,"KDEB Waste Management Sdn Bhd (KDEBWM), the Selangor state government’s waste management arm, has taken delivery of 51 UD Trucks Croner Euro 5 medium-duty vehicles, which have already been deployed for domestic waste collection and public cleansing across https://t.co/PYqgOcc5lf",https://x.com/BusinessTodayM1/status/2026150631606722828,neutral,Tue Feb 24 04:22:09 +0000 2026,0,0,0,30,0.0,0,0.03,,
x,post,1806205823049195925,"#ICYMI The state government is currently in the process of signing the Solid Waste and Public Cleansing Management Act (Act 672) via KDEB Waste Management Sdn Bhd (KDEBWM).

🔗 https://t.co/bo8w6vs1co

#SelangorJournal
#MediaSelangor
#KitaSelangor https://t.co/W6jfcgz8yb",https://x.com/MediaSelangorEn/status/1806205823049195925,neutral,Thu Jun 27 06:00:00 +0000 2024,0,0,0,11,0.0,0,0.011,,
x,post,2030165830949044628,"@bharianmy Di Selangor, kutipan sampah diberikan kepada Kontraktor KDEB Waste Management, who then sub contracts the job to local companies.
All the workers I've met, except for lorry drivers and area supervisors, are..... (drumroll) Bangladeshis.",https://x.com/zainisaari/status/2030165830949044628,neutral,Sat Mar 07 06:17:07 +0000 2026,0,0,0,14,0.0,0,0.014,,
x,post,1938218661501911045,"KDEB Waste Management Sdn. Bhd. is a state-owned company in Selangor, Malaysia, responsible for domestic waste collection and public cleansing. It operates over 1,500 vehicles, including compactor lorries and RoRo trucks, serving the Klang Municipal Council. Recently, it faced scrutiny for having 22,017 unpaid traffic summonses, the highest among goods vehicle operators in Malaysia. While the company attributes this to its large fleet and subcontractor communication issues, the Transport Ministry emphasizes KDEB's accountability as the vehicle owner. The company has settled 13,000 summonses and plans stricter subcontractor oversight.",https://x.com/grok/status/1938218661501911045,neutral,Thu Jun 26 12:51:53 +0000 2025,0,0,0,109,0.0,1,0.109,,
x,post,1990671858161865213,"The state government has assured that KDEB Waste Management Sdn Bhd (KDEBWM) will remain a key player in the state’s solid waste ecosystem even if the Solid Waste Management and Public Cleansing Act 2007 (Act 672) is adopted.

State executive councillor for local government and tourism Dato’ Ng Suee Lim said the company will continue to have competitive opportunities under the new Federal-aligned framework.

This is because of its strong performance over the years and its status as a state-owned company, even though the Act’s implementation may restructure solid waste management under the Solid Waste and Public Cleansing Management Corporation (SWCorp).

""Once we sign Act 672, KDEBWM's function as a project management company under the local councils' mandate will be void.

“However, as a state-owned subsidiary with extensive experience in logistics management and green technology innovation, KDEBWM has strong potential to secure new service contracts through SWCorp’s request-for-proposal or open tender processes.

""The state government is confident that KDEBWM's excellent performance in waste collection and public cleansing will serve as a strong basis for the firm to remain competitive.

""The state government is also committed to ensuring KDEBWM continues to play a key role, whether through strategic partnerships or merit-based appointments, so that solid waste collection and public cleansing services in the state remain efficient and deliver maximum benefit to the people,” he said.

🔗 For more stories like this, visit https://t.co/1ouAHSO1Tm

#MediaSelangor",https://x.com/MediaSelangorEn/status/1990671858161865213,neutral,Tue Nov 18 06:42:10 +0000 2025,0,0,0,24,0.0,0,0.024,,
x,post,1994677437150761123,"@KDEBWaste has maintained its solid waste collection and management and public cleansing schedule throughout Selangor, even amid forecasts of continuous heavy rain and storms until tomorrow.

KDEBWM general operation manager Mohd Idris Mohamed Yusof said real-time duty adjustments will be done if the weather worsens.

“This is to ensure services remain smooth and workers’ safety is guaranteed. Additional monitoring steps have been activated, especially in high-risk areas.

“KDEBWM public cleansing teams have also been deployed to several locations impacted by heavy rain since early morning,” he told Media Selangor.

📎 https://t.co/eFvDs2fMHp

#MediaSelangor",https://x.com/MediaSelangorEn/status/1994677437150761123,neutral,Sat Nov 29 07:58:54 +0000 2025,0,0,0,16,0.0,0,0.016,,
x,post,2057099354528477280,"@arbeeZONE @BinSabari @SinarOnline Hi @arbeeZONE , kami terima aduan tuan. Untuk makluman, tuan boleh request service melalui aplikasi IClean Selangor untuk pembuangan barangan seperti perabot lama, tilam dan sbg. Pusat aduan kami akan reply kepada tuan dalam masa 24jam waktu bekerja. Maaf atas sebarang kesulitan. https://t.co/Uribt0K787",https://x.com/KDEBWaste/status/2057099354528477280,neutral,Wed May 20 14:01:19 +0000 2026,1,0,1,72,0.0,2,4.072,,
x,comment,2057136639517024742,@KDEBWaste @BinSabari @SinarOnline TQ... will do it tomorrow...,,neutral,1779294569000,1,0,0,0,0.0,1,,Ragum Besi 🇲🇾,0.0
x,post,-1,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",,neutral,2026-05-24T23:17:39.128162,0,0,0,0,0.0,0,0.0,,
x,post,-1,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",,neutral,2026-05-24T23:17:39.128182,0,0,0,0,0.0,0,0.0,,
x,post,-1,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",,neutral,2026-05-24T23:17:39.128201,0,0,0,0,0.0,0,0.0,,
x,post,-1,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",,neutral,2026-05-24T23:17:39.128219,0,0,0,0,0.0,0,0.0,,
x,post,-1,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",,neutral,2026-05-24T23:17:39.128237,0,0,0,0,0.0,0,0.0,,
x,post,-1,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",,neutral,2026-05-24T23:17:39.128256,0,0,0,0,0.0,0,0.0,,
x,post,-1,"From KaitoEasyAPI, a reminder:Our API pricing is based on the volume of data returned. However, to ensure we can cover our costs on the Apify platform, we have a minimum charge of $X per API call,even if the response contains no results.Thus, we returned N pieces of mock data. We will monitor and adjust the size of N based on the infrastructure costs incurred by Apify.This helps offset the infrastructure costs we incur for each API request, regardless of the data returned. We want to be upfront about this policy so you understand the pricing structure when using our service.Despite adding mock data when no results are found, we're still barely breaking even. Our prices are already very reasonable, but we're committed to maintaining this service to support the growth of your project.Please let us know if you have any other questions!",,neutral,2026-05-24T23:17:39.128275,0,0,0,0,0.0,0,0.0,,
