Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,comments,engagement_score,sentiment_label,sentiment_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
x,post,2020737677977698712,"Sekelip mata kau berubah ya Sinar Harian. Agak² la PMX mana ada kuasa suruh PBT pi meroboh bagai.

Yang PMX nyatakan itu ialah kerajaan persekutuan beri endorsement kepada PBT untuk kuatkuasakan undang² sedia ada yang membenarkan perobohan mana² binaan haram termasuklah kuil yang didirikan atas tanah kerajaan / kawasan yang PBT ada kuasa untuk laksanakan tindakan.",https://x.com/lady_bugg11/status/2020737677977698712,negative,2026-02-09 05:53:00+00:00,65,18,8,3979,0.2,130,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921181', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921192', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921200', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921207', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921215', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921222', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921229', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921235', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}]",128.979,negative,0.9945027828216553,anger,0.7220193147659302,0.15842843055725098,0.03522076830267906,0.0603318028151989,0.004203523974865675,0.01979607716202736
x,post,2020896376738169187,"@yippyuppy @karirfess tapi bener loh kak, pendidikan dan kesehatan jadi pendukung. buktinya dana nya diambil semua buat mbg. mendukung bgt kan ☺️☺️☺️
gaji guru gak ada, bpjs gratis dinonaktifkan, tapi mbg jalan sampe kiamat. https://t.co/1Xy5WZ3Ssm",https://x.com/happiiinesz/status/2020896376738169187,positive,2026-02-09 16:23:37+00:00,0,0,0,24,0.8,0,[],0.024,positive,0.9895617365837097,happy,0.024084465578198433,0.02075016498565674,0.8740211129188538,0.07863358408212662,0.0019871124532073736,0.0005235955468378961
x,post,2019925238579097763,"Kajian UIAM berkenaan Pilihan Raya PBT.

Saya pun tak faham mengapa YB Takiyuddin Hassan persoal kewibawaan UIA dalam membuat kajian konon atas sebab UIA bukan sebuah universiti yang senior?

1/6 https://t.co/lhRyqXDWwR",https://x.com/faisalazizfa/status/2019925238579097763,positive,2026-02-07 00:04:39+00:00,80,30,11,8726,0.8,208,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921288', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921313', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921322', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921330', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921337', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921344', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921351', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921358', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921365', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}]",181.726,positive,0.9753558039665222,anger,0.5067406296730042,0.14827370643615723,0.1505245864391327,0.1234104111790657,0.0022615741472691298,0.06878907978534698
x,post,2020897879670559055,ดราม่าคลองหก ที่ระบุว่าไม่โปร่งใสจนนักศึกษาร้องขอมีการนับคะแนนใหม่ก่อนปรากกฏว่าคะแนนของผู้สมัครพรรคประชาชนพลิกชนะผู้สมัครพรรคภูมิใจไทย ข้อเท็จจริง ธันยนันท์ ผู้สมัคร ส.ส.ปทุมธานี พรรคประชาชน ระบุว่าเรื่องจริงคือมีการนับคะแนนใหม่จริงแต่ผลที่ออกมานั้นไม่ได้แตกต่างจากการนับครั้งแรก https://t.co/av99ZWwGig,https://x.com/jeabPum/status/2020897879670559055,positive,2026-02-09 16:29:35+00:00,2,0,0,49,0.8,2,[],2.049,positive,0.5402057766914368,happy,0.04319315403699875,0.025564931333065033,0.8639509081840515,0.063503198325634,0.0020926501601934433,0.0016950888093560934
x,post,2018256815084167276,"Reformasi DBKL.
Pilihan raya PBT.
Pendidikan murid 6 tahun.

Semua ini dibedah dalam Lebih Masa Episod 69.

🗓 Isnin | 2 Feb
⏰ 9:00 malam

Dasar awam bukan sekadar wacana — ia menentukan masa depan bandar &amp; negara.

#LebihMasa #Episod69 #ReformasiDBKL https://t.co/LEKzvuqc3C",https://x.com/lebih_masa/status/2018256815084167276,neutral,2026-02-02 09:34:56+00:00,22,9,1,520,0.5,37,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921135', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}]",43.52,neutral,0.9917852878570557,happy,0.2748570442199707,0.043672218918800354,0.38015684485435486,0.2950216233730316,0.0035192875657230616,0.002772888634353876
x,post,2020899030323347562,"พึ่งเข้าด้อมซักพ๊ากแล้วคั้บ หาเพื่อนด้อมปภว.จำนวนมาก🥹🥺🫶🏻💖 เป็นเเม่น้องปังอ้วม เคะพี่ตั้งคับ เเหะๆ 👉🏻👈🏻

ปล.ช่วงนี้รีการเมืองแต่ก็พักสมองเติมปภว.บ้าง มาเล่นด้วยกันได้นะกั๊บ คุยได้ทุกเรื่องเยย🥺💕🤟🏻
#แลกฟอลเพื่อปอนด์ภูวินทร์ https://t.co/mzRWMtiY6G",https://x.com/panchayaPCN/status/2020899030323347562,neutral,2026-02-09 16:34:09+00:00,0,0,1,3,0.5,1,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921242', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}]",3.003,neutral,0.9347196817398071,anger,0.7210908532142639,0.04525913670659065,0.12674613296985626,0.09904919564723969,0.006275048013776541,0.0015797223895788193
x,post,2019066045453959589,"MUSLIHAT TERSEMBUNYI DAP DI SEBALIK PILIHAN RAYA PBT

“HANYA DAP yang beria-ia inginkan pilihan raya PBT, hakikatnya ada muslihat di sebalik kegelojohan itu.”

#Berita757
#RakyatKeutamaanKami https://t.co/LaflxJcuDf",https://x.com/berita757/status/2019066045453959589,positive,2026-02-04 15:10:32+00:00,0,0,0,17,0.8,0,[],0.017,positive,0.9937542080879211,happy,0.06781245768070221,0.08147424459457397,0.7566980123519897,0.07755175977945328,0.007137413136661053,0.009326047264039516
x,post,2018945863125774735,"Menteri Besar, Dato’ Seri Ir Dr Ahmad Samsuri Mokhtar menyatakan pendirian tidak bersetuju dengan cadangan mengadakan pilihan raya Datuk Bandar di peringkat pihak berkuasa tempatan (PBT), termasuk di Terengganu.

Berita penuh

https://t.co/z6XCfjfSGV https://t.co/SBFQlYK6th",https://x.com/harakahdailyHD/status/2018945863125774735,positive,2026-02-04 07:12:58+00:00,62,13,47,19761,0.8,319,"[{'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921373', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921381', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921388', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921395', 'likes': 0, 'shares': 0, 'comments_count': 1, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 3, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921403', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921410', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921417', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921424', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921431', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921439', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921447', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921453', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921461', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921468', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921474', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921481', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921488', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921495', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921502', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921510', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921517', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921524', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921530', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921538', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921544', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921551', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921558', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921565', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921572', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921579', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921586', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921593', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921601', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921648', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921676', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}, {'Platform': 'x', 'Type': 'comment', 'ID': '', 'Text': '', 'Sentiment': 'neutral', 'Date': '2026-02-10T00:38:39.921689', 'likes': 0, 'shares': 0, 'comments_count': 0, 'views': 0, 'sentiment_score': 0.0, 'total_engagement': 0, 'author': '', 'author_followers': 0}]",248.761,positive,0.9893423318862915,fear,0.002983200130984187,0.9785128831863403,0.010218219831585884,0.00647784024477005,0.0002758031478151679,0.0015322244726121426
x,post,2019613037922255206,"Dewan Pemuda PAS Malaysia memandang serius cadangan pelaksanaan Pilihan Raya Pihak Berkuasa Tempatan (PBT) yang kini dijenamakan semula sebagai Pilihan Raya Datuk Bandar.

Berita penuh

https://t.co/fo0g7wrcgN https://t.co/N0c60IQd8G",https://x.com/harakahdailyHD/status/2019613037922255206,positive,2026-02-06 03:24:05+00:00,19,7,14,1359,0.8,53,[],76.359,positive,0.9959188103675842,anger,0.674569845199585,0.14239145815372467,0.0843207910656929,0.08525879681110382,0.0034943160135298967,0.00996476225554943
x,post,2020894520322511070,"การเลือกตั้งระดับชาติของไทยปิดฉากลงวานนี้ (8 ก.พ. 69) ท่ามกลางการจับตามองของสื่อทั่วโลก หลัง #พรรคภูมิใจไทย คว้าคะแนนถึง 193 ที่นั่ง หลัง กกต. นับคะแนนไปแล้ว ไม่ต่ำกว่า 90% พาดหัวข่าวสื่อต่างชาติชูชัยชนะของพรรคอนุรักษ์นิยม ซึ่งถือเป็นปรากฏการณ์ครั้งแรก ในรอบหลายสิบปี

#ThaiPBS https://t.co/gcqGQGST2n",https://x.com/ThaiPBS/status/2020894520322511070,neutral,2026-02-09 16:16:14+00:00,1,1,0,356,0.5,5,[],3.356,neutral,0.7180893421173096,happy,0.06679606437683105,0.04162710905075073,0.7540113925933838,0.1342993825674057,0.0014210103545337915,0.001845044200308621
