Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
x,post,1760480251824799760,@heyizwanizzat_ I nak balik Alor Setar. Maraliner skrg mmg semua double deck bas baru ke? I baca review kalau bas lama seat keras.,https://x.com/iam_ein/status/1760480251824799760,neutral,Thu Feb 22 01:42:54 +0000 2024,0,0,1,292,0.0,3,3.292,,
x,post,2053104652997312672,"Gov’t Urged To Review Public Transport Policy, Expand Dedicated Bus Lanes
https://t.co/69tCCR862L
#minutesmy 
#malaysianews 
#PublicTransport 
#BusLane 
#MaraLiner 
#TrafficCongestion 
#TransportPolicy 
#KualaLumpur https://t.co/pQeEGYQjvF",https://x.com/minutesmynews/status/2053104652997312672,neutral,Sat May 09 13:27:48 +0000 2026,0,0,0,7,0.0,0,0.007,,
x,post,1726238309469540384,so far the best bas ekspres brand is kkkl. maraliner sempit as fuck ya leg rest,https://x.com/FKApinkparade/status/1726238309469540384,neutral,Sun Nov 19 13:57:39 +0000 2023,0,0,1,89,0.0,1,3.089,,
x,comment,1726238375131459753,kkkl ada wifi 👍🏼,,neutral,1700402275000,0,0,0,0,0.0,0,,jesse pinkwoman,0.0
x,post,1069123100220915713,"ok dah beli tiket bas ke Melaka, NAK AMBIL MARALINER TERAMBIL MELOR INTERLINE hm banyak review buruk dengan syarikat bas ni",https://x.com/erynnazhar/status/1069123100220915713,neutral,Sun Dec 02 06:56:25 +0000 2018,1,0,0,0,0.0,1,1.0,,
x,post,1681505084369436672,"PLS RT GAISS , PLISSSS ‼️

Bas MARALINER

Dari Pengkalan Kubor Kelantan ⏩ TBS KL

Departure:18 July @ 7.30pm 
Arrival : 19 July @ 4.30 am

Isu : tersilap ambil beg , beg pada adik saya warna ungu , brand Astars https://t.co/C5pQE7pMFn",https://x.com/AbganF/status/1681505084369436672,neutral,Wed Jul 19 03:23:47 +0000 2023,0,1,1,210,0.0,4,5.21,,
x,comment,1681505169824169984,"Beg adik saya yg hilang , beg warna kelabu .. Beg galas saiz sederhana 

Kalau sesiapa ada hilang beg warna ungu (brand Astars), atau terambil beg galas warna silver saiz sederhana plss contact me ASAP at 0195963348 ( Farhan)",,neutral,1689737047000,0,0,1,0,0.0,3,,AURA EZ OUT NOW ‼️,0.0
x,post,283250949114437632,"Harga mengikut brand cc @Lyana_Saleh ""@halimhamizol: @ilwanhanafi trans 33 smpi kl. mara liner 33 jgk kn. sp 39. Sani 44.""",https://x.com/ilwanhanafi/status/283250949114437632,neutral,Mon Dec 24 16:41:03 +0000 2012,0,0,0,0,0.0,0,0.0,,
x,post,374154877728858112,Idk if i just missed the bus bcs there's this one bus has an agro bank advert on it and when it took off i saw the brand; mara liner,https://x.com/atqhAF/status/374154877728858112,neutral,Sun Sep 01 13:00:48 +0000 2013,0,0,0,0,0.0,0,0.0,,
x,post,1040571810486542336,"@iHubertLee This is not the first time bro. This happen especially during festive season like hari raya. Next time take a trusted brand like Transnational, Plusliner, Causeway Link, Maju, Mara Liner, Konsortium. *based on experience",https://x.com/rocky_laboo54/status/1040571810486542336,neutral,Fri Sep 14 12:03:47 +0000 2018,0,0,0,0,0.0,0,0.0,,
