Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
x,post,2055710767962292273,"Geboren 1989… bin ich immer noch hübsch? 🥹 Bitte sei ehrlich, aber nicht zu ehrlich! 🤣 https://t.co/r8QPWLs4P6",https://x.com/MaraWalks_/status/2055710767962292273,neutral,Sat May 16 18:03:34 +0000 2026,828,21,89,15057,0.0,1088,1152.057,,
x,comment,2055721705578893623,"@MaraWalks_ Du bist Hammer hübsch. Und ich werde wuschig, wenn ich an deine Piercings denke😘❤️",,neutral,1778957222000,44,1,2,0,0.0,52,,Hans-Gerd Funke,0.0
x,comment,2055719905895371088,@MaraWalks_ Heiß wie die Sonne 🌞,,neutral,1778956793000,43,1,1,0,0.0,48,,Spartacus,0.0
x,comment,2055723553677328441,@MaraWalks_ Klar bist du hübsch und wirst auch hübsch bleiben,,neutral,1778957663000,42,1,1,0,0.0,47,,thommy,0.0
x,comment,2055721406340497919,"@MaraWalks_ Hm...Also ehrlich sein🤔
Bist eine Attraktive Frau😘",,neutral,1778957151000,44,0,1,0,0.0,47,,TomaresTheFirst,0.0
x,comment,2055714183690264815,@MaraWalks_ 😍🌹,,neutral,1778955429000,40,0,1,0,0.0,43,,Benjamin Feltes,0.0
x,comment,2055720848460275738,@MaraWalks_ Hii🔥,,neutral,1778957018000,39,0,1,0,0.0,42,,Asmr🇩🇪26,0.0
x,comment,2055711411406246391,@MaraWalks_ Na selbstverständlich 🥰🥰,,neutral,1778954768000,37,0,1,0,0.0,40,,Quarterback,0.0
x,comment,2055715440547049585,@MaraWalks_ Si claro 🤙🏼,,neutral,1778955729000,31,0,1,0,0.0,34,,Carlos Mendoza,0.0
x,comment,2055728918552776863,"@MaraWalks_ Bist wunderschön, jeder der was anderes sagt lügt! 😘",,neutral,1778958942000,45,1,1,0,0.0,50,,Achim Johnny_Gu.,0.0
x,comment,2055728313407062282,@MaraWalks_ Aber hallo...na sicher doch,,neutral,1778958798000,40,1,1,0,0.0,45,,Manuuu,0.0
x,comment,2055740507733610955,@MaraWalks_ Traumfrau - und ich bin 96 geboren ^^,,neutral,1778961705000,39,1,1,0,0.0,44,,Lexo96,0.0
x,comment,2055736647669416082,@MaraWalks_ Deine Piercings gefallen mir nicht.,,neutral,1778960785000,39,1,1,0,0.0,44,,Joachim Bartlitz,0.0
x,comment,2055742416364220766,"@MaraWalks_ Ichgeboren 1972,… würde dich nich von der Bettkannte stoßen…",,neutral,1778962160000,34,1,1,0,0.0,39,,mr cloude,0.0
x,comment,2055779499178889388,@MaraWalks_ 5 Jahre jünger als ich,,neutral,1778971001000,33,1,1,0,0.0,38,,akh,0.0
x,comment,2055775485515170226,@MaraWalks_ Natürlich bist du hübsch,,neutral,1778970044000,32,1,1,0,0.0,37,,Thomas Niemann,0.0
x,comment,2055758284879974434,"@MaraWalks_ Du wirst auch in 10 Jahren noch hübsch sein, nur halt 10 Jahre älter.",,neutral,1778965943000,31,1,1,0,0.0,36,,Albert✌️ 🇩🇪,0.0
x,comment,2055849647931863549,"@MaraWalks_ Du bist verdammt hübsch und heiß, wir haben schon öfter miteinander geschrieben aka Subaru Racer❗️🙊🙈😍😍😍🫶🏼🫶🏼🫶🏼❤️❤️❤️😘😘😘",,neutral,1778987726000,29,1,1,0,0.0,34,,Uwe Stöckel,0.0
x,comment,2055764985930797235,"@MaraWalks_ Wenn frau hübsch ist, ist sie ihr Leben lang hübsch.
Glaub einem Experten!",,neutral,1778967541000,30,0,0,0,0.0,30,,El-dorado,0.0
x,comment,2055789731389014137,@MaraWalks_ Sehr hübsch sogar https://t.co/HNkGHTrOAt,,neutral,1778973441000,25,1,1,0,0.0,30,,Thomas,0.0
