platform,post_content,comment_content,engagement,sentiment,date
facebook,Kenyataan Media Tan Sri Muhyiddin Yassin | 9 Jun 2026,,876,0.0,
facebook,Kenyataan Media Tan Sri Muhyiddin Yassin | 9 Jun 2026,,783,0.0,
facebook,"KENYATAAN MEDIA PAS PUSAT

KERJASAMA POLITIK PAS–BERSATU

Mesyuarat Khas Jawatankuasa Kerja PAS Pusa",,706,0.0,
facebook,"KENYATAAN MEDIA PAS PUSAT

KERJASAMA POLITIK PAS–BERSATU

Mesyuarat Khas Jawatankuasa Kerja PAS Pusa",,706,0.0,
facebook,"KENYATAAN MEDIA PAS PUSAT

KERJASAMA POLITIK PAS–BERSATU

Mesyuarat Khas Jawatankuasa Kerja PAS Pusa",,612,0.0,
facebook,"KENYATAAN MEDIA PAS PUSAT

KERJASAMA POLITIK PAS–BERSATU

Mesyuarat Khas Jawatankuasa Kerja PAS Pusa",,612,0.0,
facebook,Kenyataan Media Tan Sri Muhyiddin Yassin | 7 Jun 2026,,573,0.0,
facebook,"Malam ini saya telah menerima panggilan telefon daripada Tuan Yang Terutama Donald J. Trump, Preside",,492,0.0,
facebook,"Assalamualaikum dan Salam Sejahtera,
Untuk makluman semua,

JEMPUTAN KE PROGRAM CERAMAH UMUM :
SELAM",,424,0.0,
facebook,"Assalamualaikum dan Salam Sejahtera,
Untuk makluman semua,

JEMPUTAN KE PROGRAM CERAMAH UMUM :
SELAM",,423,0.0,
facebook,"Minda Presiden PAS
 
MALAYSIA MADANI TERBUKA ISLAMOFOBIA
 
Kerajaan Pakatan Harapan (PH) didominasi ",,416,0.0,
facebook,"Minda Presiden PAS
 
MALAYSIA MADANI TERBUKA ISLAMOFOBIA
 
Kerajaan Pakatan Harapan (PH) didominasi ",,416,0.0,
facebook,Kenyataan Media Biro Politik BERSATU | 24 Mei 2026,,415,0.0,
facebook,"KENYATAAN MEDIA PAS PUSAT

KERJASAMA POLITIK PAS–BERSATU

Mesyuarat Khas Jawatankuasa Kerja PAS Pusa",,385,0.0,
facebook,"KENYATAAN MEDIA PAS PUSAT

KERJASAMA POLITIK PAS–BERSATU

Mesyuarat Khas Jawatankuasa Kerja PAS Pusa",,385,0.0,
facebook,"Minda Presiden PAS
 
UMNO: RUMAH YANG DICABUT PAKU LANTAI
 
Imam al-Ghazali RH menegaskan:
 
الدِّين",,372,0.0,
facebook,"Minda Presiden PAS
 
UMNO: RUMAH YANG DICABUT PAKU LANTAI
 
Imam al-Ghazali RH menegaskan:
 
الدِّين",,366,0.0,
