platform,post_content,comment_content,engagement,sentiment,date
threads,,"'JANGAN MUNCUL MASA PILIHAN RAYA SAHAJA"" - KDPM TENGKU MAHKOTA PAHANG",14769,negative,NaT
threads,,"Bismillahirrahmanirrahim.
Assalamualaikum warahmatullahi wabarakatuh dan Salam Maju Johor.

Saya ingin memaklumkan bahawa saya telah menghadap Duli Yang Amat Mulia Tunku Mahkota Ismail, Pemangku Sulta",7563,neutral,NaT
threads,,rakyat johor. jgn undi DAP. kalau perlu kekalkan bn so kekal kan. pastikan DAP 0 kerusi macam kat sabah,2856,neutral,NaT
threads,,DUN Johor dibubarkan mulai hari ini. Musim pilihan raya sudah bermula.,2168,neutral,NaT
threads,,"Alhamdulillah. Seronok lihat payung kuning mula terbuka dan menegur benda yang dirasakan tidak kena.

Satu demi satu payung kuning terbuka memayungi rakyat. Terasa lebih 'redup' bila payung mula terbu",2156,positive,NaT
threads,,"Taip delete taip delete daip delete taip delete taip delete taip delete 

Sakit nya patik simpan perasaan ini wahai tuanku.
Takpa lah settle kat akhirat sana",1076,neutral,NaT
threads,,Anak Johor here. Original JB. korang dari mana tu?,943,neutral,NaT
threads,,"Daulat Tuanku.

Since we lived and to date, we as rakyat marhaen could not clearly see the function of having Sultans despite there are things the Sultan do. What we only know was to abide and show ou",812,neutral,NaT
threads,,Jangan lupa ni!!,407,neutral,NaT
threads,,"Bangga kita jadi orang Pahang. Tengku Mahkota tegas, peramah dan tak pelat",339,neutral,NaT
threads,,,281,neutral,NaT
threads,,"Ini selaras dengan peruntukan Fasal 23 Bahagian Kedua Undang-Undang Tubuh Kerajaan Johor 1895.

Pembubaran ini dibuat bagi memberi laluan kepada proses demokrasi melalui Pilihan Raya Negeri Johor, ter",267,positive,NaT
threads,,Dah ada pembeli drp Singapura ke DYMM Tuanku ?,246,negative,NaT
threads,,Apa jadi kat Cameron Highlands semakin byk berlaku kejadian tanah runtuh semestinya Tuanku tahu apa yg berlaku..Di Temerloh apa yg berlaku rakyat tahu..,209,neutral,NaT
threads,,"Kalau selepas PRN,  YB jadi MB lagi. Tolong lantik kabinet² yang reti buat kerja.",204,negative,NaT
threads,,JOHOR 100% KEKAL BN ❤️💙,164,positive,NaT
threads,,"Muafakat Itu Berkat
Kepada Allah Kita Berserah
Allah Peliharakan Sultan 

Sekian, wabillahi taufiq wal hidayah, wassalamualaikum warahmatullahi wabarakatuh.",146,positive,NaT
threads,,"Saya menyeru kepada semua parti politik, pemimpin dan penyokong agar menghadapi proses demokrasi ini dengan penuh adab, tertib dan berhemah. Sama-samalah kita menjaga keharmonian dan kemuafakatan Bang",137,positive,NaT
threads,,"This is one of raja muda yg sgt lantang bersuara since kes kerabat tuanku yg pukul polis pon tuanku xmenyebelahi kerabat beliau,really respect dgn tengku hassanal nie",135,positive,NaT
threads,,"Jalanraya dari BAHAU (N9) ELOK JE...lepas tu masuk BDR TUN RAZAK, KERATONG, MUADZAM SHAH, ROMPIN.....puiiiiihhhhh fikir tgk la sendiri....Jalan mcm tahun 90an.....YB buat apa....xpernah muncul....opss",124,negative,NaT
threads,,"Patik rasa, lebih elok sekiranya Tengku mahkota buat push up.",112,neutral,NaT
threads,,"Xkisah parti mana yang menang. Yang penting, rakyat pilih orang yg boleh kerja sperti dia nie. Terbaik.",102,negative,NaT
threads,,"Undi laa sapa pun, yang penting jangan undi dap. Ingat tu orang johor.",96,neutral,NaT
threads,,Ori JB .. 01 .. lahir HSA ..,96,neutral,NaT
