Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
facebook,post,1579205333771288,"Adakah anda sokong kerjasama UMNO & PAS untuk lawan Pakatan Harapan? 

A. Sokong
B. Tidak Sokong

Sila komen undian anda",https://www.facebook.com/PengundiMY/posts/pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,,,negative,2026-07-03 08:52:41+00:00,1051,50,781,0,0.00048102736473082386,1882,,,negative,0.9983965754508972,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.029028456658124924,0.02099682204425335,0.013195541687309742,0.010541192255914211,0.10023297369480133,0.0835939571261406
facebook,comment,Y29tbWVudDoxNTc5MjA1MzMzNzcxMjg4XzE2NzU1NjQyODY4OTQwNzI=,"Bantu admin dengan hanya klik link dibawah sahaja. Tak perlu beli pun takper.

https://s.shopee.com.my/2VpT3nVaXs",,https://www.facebook.com/PengundiMY/posts/pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,neutral,2026-07-03 08:53:04+00:00,0,0,0,0,0.5,0,Pengundi Malaysia,0.0,neutral,0.9677335023880005,malay,Malay/Bumiputera,Unknown,0.25,surprise,0.01996759884059429,0.032020509243011475,0.02111051231622696,0.04174105450510979,0.10892868041992188,0.4147150218486786
facebook,comment,Y29tbWVudDoxNTc5MjA1MzMzNzcxMjg4XzI3NjU1MTc5MTUwNzgxMzQz,Kita tolak mudhorat lebih besar ..Asal calon PH kalah..,,https://www.facebook.com/PengundiMY/posts/pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,neutral,2026-07-03 08:55:21+00:00,64,0,0,0,0.5,64,Wan Othman,0.0,neutral,0.8431206941604614,english,Malay/Bumiputera,Malay/Bumiputera,0.74,anger,0.2972364127635956,0.04068216681480408,0.04224663972854614,0.25895798206329346,0.1263670027256012,0.02916109375655651
facebook,comment,Y29tbWVudDoxNTc5MjA1MzMzNzcxMjg4XzQzMDcxMjA4Mzk1NDA2NjQ=,AAAA.... Sokong Umno PAS sbb melayu Islam. Pastikan Kerajaan negeri NS ditadbir Melayu Islam & tolak pengaruh DAP spt pentadbiran negeri lalu yg gagal total oleh Aminuddin PKR yg dibelakangi oleh DAP Anthony Loke ....kucar kacir NS ni.....Institusi Undang Luak org NS yg diperlekehkan. DAP penipu & kadok naik junjung.,,https://www.facebook.com/PengundiMY/posts/pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,negative,2026-07-03 08:54:27+00:00,55,0,5,0,0.028254398703575156,65,Mokht Firuz,0.0,negative,0.9058186709880829,multilingual,Unknown,Unknown,0.25,anger,0.3151341676712036,0.03754158690571785,0.0714867115020752,0.06109030544757843,0.25395435094833374,0.02490551955997944
facebook,comment,Y29tbWVudDoxNTc5MjA1MzMzNzcxMjg4XzI3ODM0NDcwMTcyODM4Mzk1,Bersatu lah wahai bangsa ku agar Tanah pusaka nenek moyang ini tetap dlm genggaman kita.,,https://www.facebook.com/PengundiMY/posts/pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,negative,2026-07-03 09:05:24+00:00,35,0,2,0,0.00048109889030456543,39,Maznah Sabirin,0.0,negative,0.9983963370323181,malay,Malay/Bumiputera,Unknown,0.25,love,0.04661029949784279,0.03424472361803055,0.0827474519610405,0.021110326051712036,0.7741695642471313,0.0137546481564641
facebook,comment,Y29tbWVudDoxNTc5MjA1MzMzNzcxMjg4XzEzMjE1NjkwNDM1MDAzNTk=,Aku sokong semua yang lawan 👊 DAP,,https://www.facebook.com/PengundiMY/posts/pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,negative,2026-07-03 09:21:11+00:00,57,0,0,0,0.0004999816417693981,57,Azmir Tom,0.0,negative,0.9983333945274353,malay,Malay/Bumiputera,Unknown,0.25,love,0.04616213217377663,0.01444582175463438,0.04541772976517677,0.016591327264904976,0.5056831240653992,0.03602134808897972
facebook,comment,Y29tbWVudDoxNTc5MjA1MzMzNzcxMjg4XzIwODk4NTg1MDUyOTczMDE=,"Apa sahaja, yg penting kerajaan tanpa bangsa DAP! 
Mulakan negeri2
Pusat coming soon",,https://www.facebook.com/PengundiMY/posts/pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,positive,2026-07-03 09:10:53+00:00,37,0,2,0,0.921588771045208,41,محمد حمدي احمد,0.0,positive,0.7386292368173599,multilingual,Malay/Bumiputera,Malay/Bumiputera,0.85,love,0.07734847068786621,0.02333296462893486,0.08634345978498459,0.04149496555328369,0.4527667164802551,0.031004218384623528
facebook,comment,Y29tbWVudDoxNTc5MjA1MzMzNzcxMjg4XzI0MjkwMzcwNzA5MTIyMzI=,Bersatulah orang Melayu,,https://www.facebook.com/PengundiMY/posts/pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,neutral,2026-07-03 08:59:42+00:00,55,0,4,0,0.5,63,Kamal Hassan,0.0,neutral,0.7977911233901978,english,Malay/Bumiputera,Malay/Bumiputera,0.8,love,0.14564605057239532,0.12187007069587708,0.137983500957489,0.09594757854938507,0.21727611124515533,0.10233641415834427
facebook,comment,Y29tbWVudDoxNTc5MjA1MzMzNzcxMjg4Xzk3ODQ2MjUyMTY3NTc4MQ==,Sgt sokong demi jatuhkan dap,,https://www.facebook.com/PengundiMY/posts/pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,neutral,2026-07-03 10:16:26+00:00,16,0,0,0,0.5,16,Zulkiflee Abdullah,0.0,neutral,0.8651221990585327,english,Malay/Bumiputera,Malay/Bumiputera,0.65,love,0.07034064084291458,0.01830573007464409,0.04380246624350548,0.032836589962244034,0.7125715017318726,0.01821271888911724
facebook,comment,Y29tbWVudDoxNTc5MjA1MzMzNzcxMjg4Xzg5MzQ0ODI1MzgwMDc3Mw==,"A sokong bn bergabung dgn pas, tolak parti harapan yg tinggal harapan.",,https://www.facebook.com/PengundiMY/posts/pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,neutral,2026-07-03 09:56:08+00:00,22,0,1,0,0.5,24,Zulkifli Abu Bakar,0.0,neutral,0.7904778122901917,english,Malay/Bumiputera,Malay/Bumiputera,0.68,sadness,0.08159881830215454,0.062478724867105484,0.027529779821634293,0.3031843304634094,0.2796323597431183,0.08029114454984665
facebook,comment,Y29tbWVudDoxNTc5MjA1MzMzNzcxMjg4XzE5MDA1MzQxMjM5NzIwNDk=,"Saya sokong yg A 
kembali lah bersatu demi islm dan melayu Msia.Seprti  berapa tahun lepas.",,https://www.facebook.com/PengundiMY/posts/pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,negative,2026-07-03 09:42:04+00:00,9,0,1,0,0.0004984617233276256,11,Ros Ana,0.0,negative,0.9983384609222412,malay,Malay/Bumiputera,Unknown,0.25,love,0.03031267039477825,0.018818454816937447,0.1597198098897934,0.019618315622210503,0.623507559299469,0.023263582959771156
facebook,comment,Y29tbWVudDoxNTc5MjA1MzMzNzcxMjg4XzEzNTAzMzQ4MzMxNDMwMTQ=,Sabah tolak dap,,https://www.facebook.com/PengundiMY/posts/pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,pfbid02vzdXNgCbSYD9LHq6V9wvtHnmWj7WXy43PwudLxgFDtDpLNUJZ4W1R3kzsyPEE1XTl,negative,2026-07-03 09:35:46+00:00,8,0,0,0,0.14297106117010117,8,Ismail Mokhtar,0.0,negative,0.5234297960996628,multilingual,Malay/Bumiputera,Malay/Bumiputera,0.8,love,0.1158154234290123,0.028383132070302963,0.09313341975212097,0.02563585713505745,0.4306533634662628,0.023253463208675385
