Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
news,post,1bf527d925154be7,"Gerakan ikhtiar satukan PN menjelang PRN Johor, N Sembilan. Gerakan ikhtiar satukan PN menjelang PRN Johor, N Sembilan&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMiYkFVX3lxTE5rWXZKLThEWjdCWFRvcFhqNlhIMFN1dk81LUJVUWJiczFEcGxjZ3A2Vm1pTG5udUNIR1pwc1RuZWx2Y2dEWEJjbzNZRHhyWWVDZjY5NV9sSFhETXlJbTZ5ZmpR?oc=5,neutral,2026-06-20 10:18:25+00:00,0,0,0,0,0.5,0,0.0,neutral,0.9975035786628723,malay,Malay/Bumiputera,no_clear_emotion,0.03535958006978035,0.017063895240426064,0.12494831532239914,0.018040841445326805,0.19636811316013336,0.027685267850756645
news,post,03d8dd1934686ef9,"PRN Johor: PKR akan wakili PH di Puteri Wangsa, kata pemimpin. PRN Johor: PKR akan wakili PH di Puteri Wangsa, kata pemimpin&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMiYkFVX3lxTE96Uk9GdVRmSzJqcGYtdlJ0cTJ0MTN3Y2dHbndSeldHNldocUxTRlhKQUNWUERrVExnQlBvZXR2bE1qWFd1X0pOT1oteFcwRTAzbUVzUWRFNV92RnZrR1g5cUFB?oc=5,negative,2026-06-16 06:36:43+00:00,0,0,0,0,0.18251630365848542,0,0.0,negative,0.39161232113838196,multilingual,Unknown,no_clear_emotion,0.04781374707818031,0.012054196558892727,0.061500657349824905,0.024099761620163918,0.3916369080543518,0.027689116075634956
news,post,5190a709eb49c369,"PRN Johor: 7 kerusi marginal cetus saingan panas, penentu kuasa. PRN Johor: 7 kerusi marginal cetus saingan panas, penentu kuasa&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMiYkFVX3lxTE5wR0N3c0F0THppQV9hMjlNNVBzUTY4OUJBRXhoTk8zamdHOEIzQ2ZvRHlDTVpVQ1dBV3NLUktkclFXZGs0cHcwYUlUUVl4QlhOMTRvakdfaUFoNllyVWh3N0l3?oc=5,neutral,2026-06-15 00:07:53+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8600636720657349,english,Mixed/Urban,no_clear_emotion,0.3068355619907379,0.05619736760854721,0.1312827169895172,0.023736530914902687,0.10536065697669983,0.01953534036874771
news,post,c6ffe2a0c15a1453,"Muda, PSM bentuk ‘blok progresif’ hadapi PRN Johor, Negeri Sembilan. Muda, PSM bentuk ‘blok progresif’ hadapi PRN Johor, Negeri Sembilan&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMiYkFVX3lxTE1ja0R2VW16aGVkWU9uemItUTByX0pmRXowNGtJR2ZZNDRDTS13QlZoRDRXUzdSeE5PUGIzR2VYcndsT2ppb0JuM2NpY0laVVF6RDZIMVJSRVBvS0x2d29lNUJR?oc=5,positive,2026-06-15 08:26:46+00:00,0,0,0,0,0.8494190201163292,0,0.0,positive,0.498063400387764,multilingual,Unknown,no_clear_emotion,0.050529949367046356,0.012087605893611908,0.06262008100748062,0.023441046476364136,0.40398529171943665,0.027524489909410477
news,post,0601dfe6c52b27bf,"Muda, PSM form ‘progressive bloc’ for Johor, NS polls. Muda, PSM form ‘progressive bloc’ for Johor, NS polls&nbsp;&nbsp;Free Malaysia Today",https://news.google.com/rss/articles/CBMiYkFVX3lxTE9vNXJOQ0VFdk1nLU1uaDJBejNOaEFralpGR0k3TkdNWldmaktwdVZxX2JJcHVWV01IZDg0TVFmbXVjdGpLQmtvd25Vb1lVZ19aVWVzWmtSWVA3TlNMdHJadnVn?oc=5,neutral,2026-06-15 09:56:01+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8455942869186401,english,Mixed/Urban,love,0.058465179055929184,0.017589891329407692,0.1760837733745575,0.022356446832418442,0.5044919848442078,0.021869661286473274
news,post,ba999f006fbedf90,"PRN Johor: MIC pertahan 2 kerusi, tukar kawasan dengan Umno. PRN Johor: MIC pertahan 2 kerusi, tukar kawasan dengan Umno&nbsp;&nbsp;MEXC",https://news.google.com/rss/articles/CBMiSEFVX3lxTE5SeFpMM3cwMXdWSW9weUswQ3ZrUHlMVXZtQWRBdUJmTjl1UXZ6ck1FMDdhZmpWempvTWN5T0xGakl4NnFhVFZYRg?oc=5,neutral,2026-06-19 18:27:19+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8581590056419373,english,Mixed/Urban,no_clear_emotion,0.05797534063458443,0.014300464652478695,0.049775827676057816,0.024639345705509186,0.2000366449356079,0.022363994270563126
news,post,6a27a06c5bcd8998,"PRN Johor: Amanah tekad rampas semula Parit Yaani, Kota Iskandar. PRN Johor: Amanah tekad rampas semula Parit Yaani, Kota Iskandar&nbsp;&nbsp;MEXC",https://news.google.com/rss/articles/CBMiSEFVX3lxTFBOd1djNU9XWDVNdG1GR2hNZlVLT3dfRWlCWFJ5TU5zOTcteDFGN2RBN2ZWRzhfbndQMm45dkdJT1dvMEt0emdzcA?oc=5,neutral,2026-06-19 22:13:49+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8875036239624023,english,Mixed/Urban,love,0.07720864564180374,0.025999996811151505,0.08294301480054855,0.03975985571742058,0.3946131765842438,0.03835533931851387
news,post,410c41f8c123913f,"Pejuang akan tanding PRN Johor, NS. Pejuang akan tanding PRN Johor, NS&nbsp;&nbsp;MEXC",https://news.google.com/rss/articles/CBMiSEFVX3lxTE1mOFBUN29KLWhfZGhqcDlMUW9hV3NmWEs5emZUODRCSVNKUTY2cG1BbU1lMUJvYjhuYW1YQXZpQkNxd1hxNUhfYg?oc=5,neutral,2026-06-16 23:25:54+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8915826678276062,english,Mixed/Urban,no_clear_emotion,0.035177312791347504,0.011643828824162483,0.02970731258392334,0.014194425195455551,0.10574652254581451,0.01652839034795761
news,post,470347203b5cea54,"‘Move forward’, PAS Johor tiada masalah Bersatu ada kawan baharu. ‘Move forward’, PAS Johor tiada masalah Bersatu ada kawan baharu&nbsp;&nbsp;MEXC",https://news.google.com/rss/articles/CBMiSEFVX3lxTFBWTmtsMHFZdUd2VFRCRUNDSFZ1T1BiSmliQms4VmFUdnlma2JQYllONkl6dXZGUi1xNXdzN1hZRmxacW1QRFIzNw?oc=5,neutral,2026-06-16 11:32:47+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8193598985671997,english,Mixed/Urban,happy,0.046761833131313324,0.06216023862361908,0.36817553639411926,0.03191743791103363,0.21814794838428497,0.03490424528717995
news,post,af953015ef502dcf,"Jangan ‘biar kawan kalah’, Mat Sabu seru ahli menangkan semua calon. Jangan ‘biar kawan kalah’, Mat Sabu seru ahli menangkan semua calon&nbsp;&nbsp;MEXC",https://news.google.com/rss/articles/CBMiSEFVX3lxTE01Vl9vbmstcDYwUEpNZ1hFeHFxMkVteWNERzlXQXowM2x5OWNGcXdkZmdnMEFWc2tHelZyOFAyZ3NuTHdEN0w3bQ?oc=5,neutral,2026-06-20 00:00:10+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8544698357582092,english,Mixed/Urban,anger,0.6120799779891968,0.032433103770017624,0.07459770143032074,0.01768702082335949,0.07716468721628189,0.01911063678562641
