Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
tiktok,post,,,,,,neutral,2026-06-11T16:34:51.927914,0,0,0,0,0.0,0
tiktok,post,,,,,,neutral,2026-06-11T16:34:51.928136,0,0,0,0,0.0,0
tiktok,post,,,,,,neutral,2026-06-11T16:34:51.928231,0,0,0,0,0.0,0
tiktok,post,,,,,,neutral,2026-06-11T16:34:51.928300,0,0,0,0,0.0,0
tiktok,post,,,,,,neutral,2026-06-11T16:34:51.928358,0,0,0,0,0.0,0
tiktok,post,7650016165607034133,"KUALA TERENGGANU, 11 Jun – Pengerusi Perikatan Nasional (PN), Dato’ Seri Dr Ahmad Samsuri Mokhtar menegaskan gabungan itu bukan milik mutlak mana-mana parti dan sebarang keputusan atau tafsiran mengenai status, kedudukan serta hala tujunya tidak boleh ditentukan secara sepihak. 

Beliau yang juga Naib Presiden PAS itu berkata PN merupakan sebuah gabungan politik yang ditubuhkan secara sah berasaskan persefahaman antara parti-parti pengasasnya.

“PAS juga adalah antara parti pengasas PN dan saya sendiri merupakan salah seorang penandatangan rasmi penubuhan PN.

“Justeru, sebarang tafsiran mengenai status, kedudukan dan hala tuju PN tidak boleh dibuat secara sepihak,” katanya. 

Beliau turut menegaskan bahawa sebarang perkara berkaitan masa depan PN perlu dirujuk kepada perlembagaan gabungan dan diputuskan melalui saluran rasmi.

“Keutamaan saya ialah memastikan PN terus diurus secara tertib, berprinsip dan bertanggungjawab demi kepentingan rakyat dan negara,” tambahnya.

Terdahulu, Presiden PAS, Tan Sri Abdul Hadi Awang telah mengumumkan penamatan kerjasama politik antara PAS dan BERSATU susulan konflik dalaman antara kedua-dua pihak. 

Kredit foto: FB Dr Ahmad Samsuri Mokhtar

#BeritaKS",https://www.tiktok.com/@berita.ks/video/7650016165607034133,,,neutral,2026-06-11T16:34:51.928434,425,11,33,15700,0.0,626
tiktok,comment,7650016165607034133_comment_0,"tak faham.. kerjasama pas dgn bersatu berpecah dh. jadi, PN terdiri daripada parti apa",,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456441,4,0,0,0,0.0,4
tiktok,comment,7650016165607034133_comment_1,[Sticker] Pening arrr..,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456467,0,0,0,0,0.0,0
tiktok,comment,7650016165607034133_comment_2,So Hadi making decision for PAS and Shamsuri for PN..🤔… where is the sync?🤷🏽‍♂️,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456473,0,0,0,0,0.0,0
tiktok,comment,7650016165607034133_comment_3,aikk ingat ilang p hiking semenjak 2 menjak ni.. ada rupanya haha,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456477,0,0,0,0,0.0,0
tiktok,comment,7650016165607034133_comment_4,Terbaik Dr Sam 👍,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456481,0,0,0,0,0.0,0
tiktok,comment,7650016165607034133_comment_5,terbaik dr sam....wlu pon aku ic 06 aku nyokong dr sam mengemudi pn dan mengemudi negara malaysia,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456484,5,0,0,0,0.0,5
tiktok,comment,7650016165607034133_comment_6,betul ke,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456487,0,0,0,0,0.0,0
tiktok,comment,7650016165607034133_comment_7,terbaik dr sam...kasi sekolah tun faisal n the geng,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456490,8,0,0,0,0.0,8
tiktok,comment,7650016165607034133_comment_8,🤣🤣🤣 bersatu kna games,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456493,1,0,0,0,0.0,1
tiktok,comment,7650016165607034133_comment_9,PAS tak boleh pakai,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456496,2,0,0,0,0.0,2
tiktok,comment,7650016165607034133_comment_10,"semua nak pakai nama PN,, pas pakai logo pas la,,, baru hebat",,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456499,3,0,0,0,0.0,3
tiktok,comment,7650016165607034133_comment_11,terbaik arhhh 🤲🏻💥 PNBEST#💚🟢🟩,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456502,2,0,0,0,0.0,2
tiktok,comment,7650016165607034133_comment_12,"bersatu sdiri pun dah berpecah, skng tggl brape kerusi ye 😁",,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456505,1,0,0,0,0.0,1
tiktok,comment,7650016165607034133_comment_13,asik gaduh je,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456508,0,0,0,0,0.0,0
tiktok,comment,7650016165607034133_comment_14,ABIS PAS LEBIH MUTLAK KA?,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456511,0,0,0,0,0.0,0
tiktok,comment,7650016165607034133_comment_15,bersatu kena game🤣🤣🤣🤣,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456514,0,0,0,0,0.0,0
tiktok,comment,7650016165607034133_comment_16,"BUBARLAH PN SUPAYA TIADA ISSUE YANG LAIN TIMBUL.. APA MAKSUD PUTUS HUBUNGAN TAPI MASIH BERGABUNG DI DALAM PN.. ADAKAH PAS MENGAMBIL JALAN SELAMAT JIKA MN TIDAK TERJADI, PAS MASIH ADA PN UNTUK DITERAJUI??",,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456517,3,0,0,0,0.0,3
tiktok,comment,7650016165607034133_comment_17,🥰🥰🥰,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456520,1,0,0,0,0.0,1
tiktok,comment,7650016165607034133_comment_18,😁😁😁,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456522,0,0,0,0,0.0,0
tiktok,comment,7650016165607034133_comment_19,🥰🥰🥰,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456525,0,0,0,0,0.0,0
tiktok,comment,7650016165607034133_comment_20,😳😳😳😳😳😳😳😳😳😳😳😳😳😳😳,,https://www.tiktok.com/@berita.ks/video/7650016165607034133,7650016165607034133,neutral,2026-06-11T16:34:52.456528,0,0,0,0,0.0,0
