Platform,Type,ID,Text,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,URL,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7642957923626257682,#pn #ph #umno #bn #pas,,,negative,2026-07-08 04:47:55.629421+00:00,7535,912,1369,436500,0.106792151927948,14181,https://www.tiktok.com/@keng5394/video/7642957923626257682,13902.5,,,negative,0.6440261602401733,multilingual,Unknown,Unknown,0.0,love,0.0711301937699318,0.020801972597837448,0.05017950013279915,0.02707984857261181,0.5566307306289673,0.021155958995223045
tiktok,comment,7643104044772377360,kami akan cuba pilih PAS utk kali ini..,https://www.tiktok.com/@keng5394/video/7642957923626257682,7642957923626257682,positive,2026-05-23 15:17:53+00:00,703,0,36,0,0.9993557691574095,775,https://www.tiktok.com/@keng5394/video/7642957923626257682,,luli66072,0.0,positive,0.9978525638580322,malay,Malay/Bumiputera,Unknown,0.25,love,0.011207055300474167,0.0165969580411911,0.05582910403609276,0.010756023228168488,0.41729244589805603,0.08172830939292908
tiktok,comment,7643018369759068948,Jika solo PH akan menang besar,https://www.tiktok.com/@keng5394/video/7642957923626257682,7642957923626257682,neutral,2026-05-23 09:35:00+00:00,155,0,47,0,0.5,249,https://www.tiktok.com/@keng5394/video/7642957923626257682,,sharkan3kan_,0.0,neutral,0.991486668586731,malay,Malay/Bumiputera,Unknown,0.25,love,0.13326679170131683,0.04833660647273064,0.08733852952718735,0.043917614966630936,0.35297995805740356,0.03980429470539093
tiktok,post,7158298970719128858,negeri sembilan hadir  🤗#deepavali2022 #cutideepavali #jalanjalancarimakan #fypシ #fyp #cutisekolah #fypmalaysia #fypindonesia #jjcm #bestport #tempatmenarik #negeri #negerisembilan #n9 #negerisembilanviral #jombercuti,,,neutral,2026-07-08 04:47:56.450713+00:00,3454,2272,100,368600,0.5,9512,https://www.tiktok.com/@wawajer__/video/7158298970719128858,8666.6,,,neutral,0.9977008700370789,malay,Malay/Bumiputera,Unknown,0.0,love,0.11562495678663254,0.04441811516880989,0.07816718518733978,0.047124043107032776,0.5335640907287598,0.03008343279361725
tiktok,post,7655852195337882901,"PRN Johor N11 DUN SEROM READY! 😮‍💨✊🏻💙✨ 

#MajuJohor",,,positive,2026-07-08 04:47:56.719526+00:00,4719,160,234,81300,0.97878138422966,5926,https://www.tiktok.com/@mellyazizi/video/7655852195337882901,5822.3,,,positive,0.9292712807655334,english,Mixed/Urban,Unknown,0.0,love,0.14995495975017548,0.05942874029278755,0.2367016077041626,0.03160787746310234,0.38588130474090576,0.01625901088118553
tiktok,comment,7656142707300090644,Saya pengundi atas pagar sebab tiada bakul rahmah dari BN dan saya dapati susah dapat bantuan dari wakil rakyat lama so saya tak pasti nak pangkah BN untuk kali ni. Maaf ya,https://www.tiktok.com/@mellyazizi/video/7655852195337882901,7655852195337882901,negative,2026-06-27 18:24:10+00:00,12,0,3,0,0.0004861593246460183,18,https://www.tiktok.com/@mellyazizi/video/7655852195337882901,,mydatamydata,0.0,negative,0.9983794689178467,malay,Malay/Bumiputera,Unknown,0.25,fear,0.047219060361385345,0.8772314190864563,0.01557566411793232,0.012968849390745163,0.007894028909504414,0.028722234070301056
tiktok,comment,7657026089781740305,kenapa awak kena dapat bakul rahmah? Awak macam T20 je,https://www.tiktok.com/@mellyazizi/video/7655852195337882901,7655852195337882901,negative,2026-06-30 03:32:05+00:00,1,0,0,0,0.0006508648395538441,1,https://www.tiktok.com/@mellyazizi/video/7655852195337882901,,mellyazizi,0.0,negative,0.9978304505348206,malay,Malay/Bumiputera,Unknown,0.25,sadness,0.04406985640525818,0.08469921350479126,0.01608695648610592,0.41091689467430115,0.03351111710071564,0.28260543942451477
tiktok,post,7587276260770958612,"History of Negeri Sembilan

Disclaimer⚠️:This Video has  been oversimplifified to avoid avoid any inaccuracy that could lead to misunderstandings
#fyp #viral #edutok #history #negerisembilan @Imankim2",,,neutral,2026-07-08 04:47:56.173681+00:00,969,21,42,34400,0.5,1376,https://www.tiktok.com/@mankeem11/video/7587276260770958612,1171.4,,,neutral,0.8950428366661072,english,Mixed/Urban,Unknown,0.0,anger,0.5520029067993164,0.06129869818687439,0.10168732702732086,0.030348317697644234,0.08167301118373871,0.02529236488044262
tiktok,post,7657838422748384532,"@dapurmemains1 kini berada di Negeri Sembilan ‼️

Sempena Fantastic Food Fest 22.0 korang boleh jumpa vendor favourite korang ni di Dataran Centrio Seremban 2. 

Save the date :
02/07/2026 - 05/07/2026
11:00 pagi - 12:00 tengah malam
📍Dataran Centrio Seremban 2, Negeri Sembilan. 

Ditaja khas oleh Yaya Empire @YAYA NADIA EMPIRE 

Jom saya tunjuk apa yang menarik. 

@Fantastic Food Fest By Kak Nab 

#fantasticfoodfestivalbykaknab 
#fantasticfoodfestbykaknab 
#datarancentrioseremban2 
#wantakaful 
#dapurmemains",,,neutral,2026-07-08 04:47:57.554201+00:00,242,121,20,21900,0.5,602,https://www.tiktok.com/@wan_takaful/video/7657838422748384532,565.9,,,neutral,0.9947176575660706,malay,Malay/Bumiputera,Unknown,0.0,love,0.042160388082265854,0.024029282853007317,0.06091314181685448,0.025820495560765266,0.4625771939754486,0.05992939695715904
tiktok,comment,7657851943648150293,"tomyam dia sedap sungguh..
kena try tau.
puas hati makan",https://www.tiktok.com/@wan_takaful/video/7657838422748384532,7657838422748384532,positive,2026-07-02 08:56:51+00:00,2,0,1,0,0.9993770122528076,4,https://www.tiktok.com/@wan_takaful/video/7657838422748384532,,aiskrimmalaysiaumiya,0.0,positive,0.9979233741760254,malay,Malay/Bumiputera,Unknown,0.25,happy,0.0376577228307724,0.021252090111374855,0.8129900097846985,0.0072726053185760975,0.08483710885047913,0.009838548488914967
tiktok,comment,7657847759529181973,Wahh rugi sape x cuba rasa dia mmg sdp 👍,https://www.tiktok.com/@wan_takaful/video/7657838422748384532,7657838422748384532,negative,2026-07-02 08:40:32+00:00,2,0,1,0,0.08692983984947203,4,https://www.tiktok.com/@wan_takaful/video/7657838422748384532,,zamustapha,0.0,negative,0.7102338671684265,multilingual,Unknown,Unknown,0.25,love,0.0625842735171318,0.04609682410955429,0.03325484320521355,0.09952239692211151,0.6849605441093445,0.031713373959064484
tiktok,post,7651605872468036871,"Sebanyak 5,953 pegawai dan anggota PDRM bersama pasukan sokongan dikerahkan sepanjang PRN Negeri Sembilan bagi memastikan keselamatan, kelancaran proses mengundi serta pemantauan aktiviti kempen berjalan terkawal. #AWANInews",,,positive,2026-07-08 04:47:55.900317+00:00,434,13,5,35300,0.9933369278907775,805,https://www.tiktok.com/@501awani/video/7651605872468036871,510.3,,,positive,0.9777897596359253,malay,Malay/Bumiputera,Unknown,0.0,anger,0.2995682954788208,0.11769700050354004,0.27744296193122864,0.022423366084694862,0.0475592166185379,0.03359869495034218
tiktok,comment,7651614667501290258,hmmm,https://www.tiktok.com/@501awani/video/7651605872468036871,7651605872468036871,positive,2026-06-15 13:33:01+00:00,2,0,0,0,0.8454859897494316,2,https://www.tiktok.com/@501awani/video/7651605872468036871,,popwie7777777,0.0,positive,0.48495329916477203,multilingual,Unknown,Unknown,0.25,love,0.13378584384918213,0.09420955181121826,0.09832967817783356,0.075383260846138,0.2638491690158844,0.1189497634768486
tiktok,post,7658226160555494676,MAI DOREH ARGO KEBUN🥰#fyp #durianlover #xyzbca #xuhuong #4u,,,positive,2026-07-08 04:47:57.832727+00:00,215,126,8,19300,0.9635719537734985,542,https://www.tiktok.com/@kedaidurianfarid_20279/video/7658226160555494676,510.3,,,positive,0.8785731792449951,english,Mixed/Urban,Unknown,0.0,love,0.11040876060724258,0.0332624614238739,0.05348774418234825,0.04017221927642822,0.6429869532585144,0.02122419700026512
tiktok,comment,7658280471688217365,"Takut Durian Bahagian Atas Nampak Cantik..
Bahagian Bawah..
Isi Jelatah..",https://www.tiktok.com/@kedaidurianfarid_20279/video/7658226160555494676,7658226160555494676,neutral,2026-07-03 12:39:46+00:00,1,0,0,0,0.5,1,https://www.tiktok.com/@kedaidurianfarid_20279/video/7658226160555494676,,norzilahassan73,0.0,neutral,0.7904167175292969,english,Mixed/Urban,Unknown,0.25,happy,0.01141203660517931,0.038817282766103745,0.8775542974472046,0.007843856699764729,0.021674029529094696,0.02444155141711235
tiktok,comment,7658553514042852117,hari Ni ada lagi ke,https://www.tiktok.com/@kedaidurianfarid_20279/video/7658226160555494676,7658226160555494676,negative,2026-07-04 06:19:30+00:00,2,0,0,0,0.14269505739212035,2,https://www.tiktok.com/@kedaidurianfarid_20279/video/7658226160555494676,,anitaita1333,0.0,negative,0.5243498086929321,multilingual,Unknown,Unknown,0.25,no_clear_emotion,0.10075322538614273,0.036861602216959,0.0793640986084938,0.03465992212295532,0.33606261014938354,0.029363222420215607
tiktok,post,7387963121882729736,Lagu orang negeri sembilan #negeri #negerisembilan #fyp #viral #liriklagu #lyricvideo #capcuttemplate #capcut_edit #nogori9,,,neutral,2026-07-08 04:47:55.078642+00:00,191,138,1,32100,0.5,651,https://www.tiktok.com/@akuniccm/video/7387963121882729736,502.1,,,neutral,0.9182593822479248,english,Mixed/Urban,Unknown,0.0,love,0.0868367925286293,0.027882613241672516,0.039880964905023575,0.03327077254652977,0.6421015858650208,0.02146008424460888
tiktok,post,7597259739226967314,"‼️WARGA PNS ‼️
Jom sertai Pembimbing Rakan Siswa
(PRS) Politeknik Nilai!!!! Cepat scan
QR code sebelum terlambat!!!
#PRSPNS
#UNITYFOREVER
#BINADIRIBANTURAKAN
#polinilai",,,neutral,2026-07-08 04:47:57.282561+00:00,249,72,8,17900,0.5,508,https://www.tiktok.com/@officialprspns/video/7597259739226967314,434.9,,,neutral,0.8301093578338623,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.10571648925542831,0.057640474289655685,0.0690046101808548,0.02504623867571354,0.0823686495423317,0.05053034424781799
tiktok,post,7649662897932586248,DAP Negeri Sembilan akan mengekalkan lebih separuh daripada penyandang sedia ada sebagai calon pada pilihan raya negeri (PRN) kali ini dalam usaha mempertahankan rekod cemerlang memenangi semua kerusi yang ditandingi sejak 2013. #PilihanRayaN9 #PilihanRayaNegeri #PilihanRayaNegeriSembilan #PRN #PRNNegeriSembilan #NegeriSembilanMemilih,,,positive,2026-07-08 04:47:54.774114+00:00,199,5,12,12200,0.9942322671413422,338,https://www.tiktok.com/@501awani/video/7649662897932586248,257.2,,,positive,0.9807742238044739,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.034863218665122986,0.03171675652265549,0.13335686922073364,0.02136661484837532,0.12557578086853027,0.033326536417007446
tiktok,comment,7649693719067230983,[Sticker],https://www.tiktok.com/@501awani/video/7649662897932586248,7649662897932586248,neutral,2026-06-10 09:18:44+00:00,3,0,0,0,0.5,3,https://www.tiktok.com/@501awani/video/7649662897932586248,,iloveeatrice88,0.0,neutral,0.638904333114624,english,Mixed/Urban,Unknown,0.25,love,0.1529519110918045,0.06760036945343018,0.1107211709022522,0.050134241580963135,0.4213085174560547,0.036323435604572296
tiktok,comment,7649995501446644501,terbaik dap,https://www.tiktok.com/@501awani/video/7649662897932586248,7649662897932586248,positive,2026-06-11 04:50:06+00:00,0,0,0,0,0.9946324169635772,0,https://www.tiktok.com/@501awani/video/7649662897932586248,,mohamad.anip,0.0,positive,0.9821080565452576,malay,Malay/Bumiputera,Malay/Bumiputera,0.72,love,0.25066661834716797,0.05790505185723305,0.05244096368551254,0.036515623331069946,0.3391028642654419,0.038166556507349014
tiktok,post,7657781838412385543,"#protonhznseremban #fyp 
POV: Walk in customer baru seorang semua SA nak attend 😂",,,neutral,2026-07-08 04:47:56.995700+00:00,36,3,1,1064,0.5,50,https://www.tiktok.com/@protonhznseremban1s/video/7657781838412385543,46.064,,,neutral,0.8735045194625854,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.012138070538640022,0.011471514590084553,0.01383338775485754,0.009511543437838554,0.03447505086660385,0.08759763091802597
tiktok,comment,7657812751049409301,😂😂😂,https://www.tiktok.com/@protonhznseremban1s/video/7657781838412385543,7657781838412385543,positive,2026-07-02 06:24:49+00:00,0,0,0,0,0.8714138269424438,0,https://www.tiktok.com/@protonhznseremban1s/video/7657781838412385543,,azrulproton,0.0,positive,0.5713794231414795,multilingual,Unknown,Unknown,0.25,love,0.1527145802974701,0.13642236590385437,0.11588431149721146,0.11049454659223557,0.21143889427185059,0.11699191480875015
tiktok,post,7459679358010084630,"-Negeri Sembilan (etat de Malaisie), anniversaire du roi, Yang Di Pertuan Besar Negeri Sembilan
-Negeri Sembilan (Malaysia state), King's Birthday, Yang Di Pertuan Besar Negeri Sembilan
نڬري سمبيلن (نڬري مليسيا)، هاري لاهير راج، يڠ دي ڤرتوان بسر نڬري سمبيلن (jawi)
-森美兰州（马来西亚州）、国王诞辰、森美兰州州长 (chinois)
-நெகிரி செம்பிலான் (மலேசியா மாநிலம்), கிங்ஸ் பிறந்தநாள், யாங் டி பெர்டுவான் பெசார் நெகிரி செம்பிலான் (tamoul)
#negerisembilan #نڬريسمبيلن #森美兰州 #நெகிரிசெம்பிலான் #malaisie #malaisia #seremban #kingbirthday #asie #asia #nationalday #vexyllologie #vexillologist #drapeau #flagcollector #flag #vexillology #flagday",,,neutral,2026-07-08 04:47:55.354909+00:00,16,0,0,540,0.5,21,https://www.tiktok.com/@rogerflag/video/7459679358010084630,16.54,,,neutral,0.9939596652984619,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.071752168238163,0.029203634709119797,0.07568567246198654,0.03284786641597748,0.3764767646789551,0.02643429860472679
youtube,post,bqtEh8am9oo,"As the video platform of Malaysia's leading online news portal https://malaysiagazette.com/, we deliver authentic, fact-checked reports covering a wide range of topics: national news, international developments, human-interest stories, politics, economics, educational contents and everything happening in the country and beyond.

Stay informed with our in-depth coverage, exclusive interviews, and insightful analyses designed to keep you connected to the pulse of the nation. Subscribe to MalaysiaGazette now for daily updates and never miss the stories that matter most to you.

#malaysiagazette #mgtv",,,positive,2026-06-05 02:40:28+00:00,1000,0,1167,95728,0.8899066030979156,3124,https://www.youtube.com/watch?v=bqtEh8am9oo,4596.728,,,positive,0.6330220103263855,english,Mixed/Urban,Unknown,0.0,happy,0.030580250546336174,0.027828026562929153,0.4584346115589142,0.019110525026917458,0.2533249258995056,0.037435613572597504
youtube,post,96WuHuC9TrE,"Antara paparan Sekilas Fakta 5 Jun 2026: 

1) Tunku Nadzaruddin dimasyhur sebagai Yang di-Pertuan Besar NS
2) Kecoh! Pembesar adat dihalang masuk ke kediaman rasmi Tunku Besar Tampin 
3) ‘Tidak pernah dalam sejarah, polis halang pembesar adat masuk’ - Rais
4) 'Siapa suruh tahan!' - Undang berang dihalang bertemu Tunku Nadzaruddin
5) Kerajaan kekal iktiraf Tuanku Muhriz sebagai Yamtuan Besar – PM
6) DUN Negeri Sembilan bubar berkuat kuasa hari ini
7) PH Johor berisiko tewas teruk jika Anwar tak buat PRU serentak PRN?
8) Spekulasi MN 2.0: Hadi sahkan pemimpin PAS bertemu Umno malam tadi





---
Jika anda menyukai laporan yang kami hasilkan, kami amat berbesar hati jika anda boleh membuat sumbangan kepada kami.
Anda boleh menyumbang dengan klik pada pautan yang disertakan: https://membership.malaysiakini.com/d...

Anda juga boleh mendengar Sekilas Fakta yang kini berada di:
Spotify: https://mk.my/A1IGfbX
Apple Podcasts: https://mk.my/sYM0FOY",,,negative,2026-06-05 11:47:06+00:00,1100,0,571,134760,0.0004963159561157116,3018,https://www.youtube.com/watch?v=96WuHuC9TrE,2947.76,,,negative,0.9983456134796143,malay,Malay/Bumiputera,Unknown,0.0,anger,0.521863579750061,0.04017975926399231,0.07755643129348755,0.02961934544146061,0.07956819236278534,0.02747921831905842
youtube,post,JKKYCoEVK_8,Enam sebab UMNO 'ketakutan' dan gementar hadapi PRN Johor dan Negeri Sembilan 2026!,,,neutral,2026-06-13 01:56:38+00:00,1200,0,501,46897,0.5,2169,https://www.youtube.com/watch?v=JKKYCoEVK_8,2749.897,,,neutral,0.9967857599258423,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.07174723595380783,0.03182379901409149,0.16985327005386353,0.021063314750790596,0.24948349595069885,0.01779893785715103
youtube,post,IXzEJUBjHsk,"Episod 204 Keluar Sekejap bersiaran khas dari Muzium Tokoh Johor dengan membawakan analisis mendalam mengenai kempen Pilihan Raya Negeri (PRN) Johor yang kini memasuki fasa penting.

KJ dan Shahril membincangkan isu-isu utama yang mewarnai kempen kali ini, termasuk pertembungan sengit antara Barisan Nasional dan Pakatan Harapan, strategi serta naratif yang dibawa oleh setiap gabungan, prestasi kempen di lapangan, dan faktor-faktor yang bakal mempengaruhi keputusan pilihan raya.

Turut dikupas ialah persoalan sama ada berlaku peralihan undi PAS kepada Barisan Nasional, perubahan pola sokongan pengundi, kekuatan manifesto, serta bagaimana semua perkembangan ini mampu menentukan landskap politik Johor selepas hari pengundian.

Timestamp EP204
0:00 Intro
8:43 Kempen Jumpa Jentera
19:27 Turnout Voters
21:45 Naratif Bercelaru BN
39:45 Future Speaks
47:36 Parti Bersama di PRN Johor
1:00:47 Perang Naratif BN vs PH
1:07:22 Manifesto Parti
1:15:30 PH bakal menang banyak kerusi?
1:18:00 Debat Maszlee vs OH",,,negative,2026-07-06 08:00:15+00:00,984,0,415,59579,0.008766710758209229,1994,https://www.youtube.com/watch?v=IXzEJUBjHsk&t=2856s,2288.579,,,negative,0.9707776308059692,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.03384866192936897,0.018457064405083656,0.03977464511990547,0.012993568554520607,0.04857894033193588,0.03067282773554325
youtube,post,dyj6t1zUDKw,"Antara paparan Sekilas Fakta 20 April 2026:

1) Krisis takhta Negeri Sembilan: Yang di-Pertuan Besar dipecat, MB bersuara 
2) Sidang DUN Perlis ditangguh mengejut! MB tak takut
3) Muhyiddin: Penakut minta darurat tangguh PRN Melaka, Johor
4) Takut kalah? Zahid tempelak Muhyiddin, nafi nak tangguh PRN
5) Anwar bagi 'hint' bila PRU, PRN akan diadakan
6) MP PAS mohon maaf kepada Fadhlina, saman fitnah selesai
7) Tegang di Mitec KL! Aktivis pro-Palestin bantah ekspo senjata 


---

Jika anda menyukai laporan yang kami hasilkan, kami amat berbesar hati jika anda boleh membuat sumbangan kepada kami.

Anda boleh menyumbang dengan klik pada pautan yang disertakan: https://membership.malaysiakini.com/d...

Anda juga boleh mendengar Sekilas Fakta yang kini berada di:
Spotify: https://mk.my/A1IGfbX
Apple Podcasts: https://mk.my/sYM0FOY",,,negative,2026-04-20 11:32:16+00:00,858,0,280,114399,0.0004940271377563699,2281,https://www.youtube.com/watch?v=dyj6t1zUDKw,1812.399,,,negative,0.9983532428741455,malay,Malay/Bumiputera,Unknown,0.0,surprise,0.012792394496500492,0.03792744502425194,0.01455136202275753,0.032610226422548294,0.016687657684087753,0.8458309769630432
youtube,post,Te_qvEfd1wQ,Sertai Telegram saya di sini: https://t.me/RaggieJessyRithaudeen,,,positive,2026-05-07 00:40:56+00:00,663,0,134,26837,0.8232377275824546,1065,https://www.youtube.com/watch?v=Te_qvEfd1wQ,1091.837,,,positive,0.41079242527484894,multilingual,Unknown,Unknown,0.0,love,0.04942608252167702,0.038538578897714615,0.05208849534392357,0.040309298783540726,0.5489884614944458,0.059613704681396484
youtube,post,a3IN9rHnr-U,"#anwaribrahim   #hadiawang   #perikatannasional 

Umno Negeri Sembilan menarik balik sokongannya terhadap Menteri Besar negeri Aminuddin Harun. Pengerusi Umno negeri Jalaluddin Alias ​​berkata keputusan itu dibuat sebulat suara oleh semua 14 Ahli Dewan Undangan Negeri (Adun) kerana hilangnya keyakinan mereka terhadap kepimpinan Aminuddin.

Komen Pembaca
Segala komen yang dilontarkan oleh pembaca melalui akaun masing-masing adalah pandangan peribadi mereka sendiri. Segala risiko dan akibat yang terhasil melalui komen tersebut adalah tanggungan dan bebanan mereka sendiri.

Jangan Lupa Tekan SUBSCRIBE. Terima Kasih !
@HUSTLE Channel",,,negative,2026-04-27 04:38:45+00:00,326,0,168,34735,0.0006712675094604492,841,https://www.youtube.com/watch?v=a3IN9rHnr-U,864.735,,,negative,0.9977624416351318,malay,Malay/Bumiputera,Unknown,0.0,sadness,0.06745021790266037,0.12915299832820892,0.014967146329581738,0.6995455026626587,0.02359260991215706,0.030408674851059914
youtube,comment,Ugz3jYTX_ZAV4LHXHJh4AaABAg,puak2 gila kuasa... Menyusahkan rakyat,https://www.youtube.com/watch?v=a3IN9rHnr-U,a3IN9rHnr-U,neutral,2026-05-07 00:00:00+00:00,11,0,0,0,0.5,1100,,,"{'id': 'UCifAyuOPwn5fQfD1o4MFq8Q', 'name': '@hamsahasrinhamdan5844', 'thumbnails': [{'url': 'https://yt3.ggpht.com/ytc/AIdro_lNtcABOIV0Wx92_lyS5DiUwrKnTiKwUk-LINUnQKE=s88-c-k-c0x00ffffff-no-rj', 'width': 88, 'height': 88}]}",0.0,neutral,0.686935305595398,english,Mixed/Urban,Unknown,0.25,love,0.15839332342147827,0.020922040566802025,0.061027247458696365,0.02566063031554222,0.47918063402175903,0.023051917552947998
youtube,comment,Ugx1NHDg5HfuN7BIz214AaABAg,Jgn BGI UMNO  merentah...,https://www.youtube.com/watch?v=a3IN9rHnr-U,a3IN9rHnr-U,neutral,2026-05-07 00:00:00+00:00,10,0,0,0,0.5,1000,,,"{'id': 'UCkKRmiTurgr60tbFwuVXUFw', 'name': '@AbngDoni', 'thumbnails': [{'url': 'https://yt3.ggpht.com/ytc/AIdro_lE-2v4pt1Am5Vt4Pedf4xjFjaVCExlg_cJVl7OY2xcwvV1BhXRzUSHIHLwFa5dONFuTw=s88-c-k-c0x00ffffff-no-rj', 'width': 88, 'height': 88}]}",0.0,neutral,0.8519377112388611,english,Mixed/Urban,Unknown,0.25,love,0.07643938809633255,0.015468772500753403,0.05533440783619881,0.026402339339256287,0.41839098930358887,0.02261914499104023
youtube,post,s6YblenUtZw,"Perdana Menteri, Datuk Seri Anwar Ibrahim berkata beliau menyokong penuh keputusan Menteri Besar Negeri Sembilan, Datuk Seri Aminuddin Harun untuk mengadakan pilihanraya negeri setelah mendapat perkenan Yang di-Pertuan Besar.

As the video platform of Malaysia's leading online news portal https://malaysiagazette.com/, we deliver authentic, fact-checked reports covering a wide range of topics: national news, international developments, human-interest stories, politics, economics, educational contents and everything happening in the country and beyond.

Stay informed with our in-depth coverage, exclusive interviews, and insightful analyses designed to keep you connected to the pulse of the nation. Subscribe to MalaysiaGazette now for daily updates and never miss the stories that matter most to you.

#malaysiagazette #mgtv",,,neutral,2026-06-05 07:07:16+00:00,207,0,191,19917,0.5,597,https://www.youtube.com/watch?v=s6YblenUtZw,799.917,,,neutral,0.7590935826301575,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.03560798615217209,0.02884989231824875,0.2750094532966614,0.017994627356529236,0.2002170979976654,0.05777599290013313
youtube,post,3N_M0d7PMN0,"Ikuti langsung Sidang Media Khas oleh Menteri Besar Negeri Sembilan, Datuk Seri Aminuddin Harun.

SUBSCRIBE now! @Astro Awani
https://www.youtube.com/c/astroawani?...

Berita lanjut di: http://grid.astroawani.com

Astro AWANI LIVE https://www.astroawani.com/video-terkini

Social Media:
FACEBOOK   / astroawani  
TWITTER   / 501awani  
INSTAGRAM   / 501awani  
TELEGRAM https://t.me/astroawani

#AWANInews",,,neutral,2026-06-04 15:39:57+00:00,235,0,180,21032,0.5,625,https://www.youtube.com/watch?v=3N_M0d7PMN0,796.032,,,neutral,0.9976571798324585,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.13613156974315643,0.07350441813468933,0.07733911275863647,0.0372522734105587,0.06721385568380356,0.11890368908643723
