Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Lang,Community,CommunityLabel,PublisherDomain,PublisherGuess,SeedQuery,CrawlMethod,SourceName,PostID,SourceID,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise,analysis_mode,geo_ns,narrative_solo,narrative_split
news,post,65ae079d3e0d3f29,公青团提呈柔森州选潜在人选名单 冀更多青年候选人上阵. （怡保13日讯）人民公正党青年团（公青团）已鉴定并向党候选人遴选委员会提呈柔佛及森美兰州选举潜在人选名单，目前正等待评估结果及党中央拍板定案。公青团团长慕哈末卡米尔表示，公青团已完成相关遴选工作，并将名单提交予候选人遴选委员会。“我已鉴定具潜力的人选，并已把名单提交给候选人遴选委员会。我们目前等待评估结果，相信很快就会有定案。”他今日在打国国会选区出席活动后接受媒体访问时表示，公青团希望本届州选能有更多青年候选人获得上阵机会。不过，他强调，候选人的遴选不应只以年龄作为考量标准，而应以能力和资格为...,https://www.orientaldaily.com.my/news/nation/2026/06/13/825537,negative,2026-06-13 13:22:00+08:00,0,0,0,0,0.1754663899540901,0,ORIENTAL,cina,cina,Komuniti Cina,orientaldaily.com.my,cina,direct:ORIENTAL,direct_scrape,Oriental Daily 东方日报,,ORIENTAL,negative,0.41511203348636627,multilingual,Unknown,happy,0.04129337519407272,0.13872277736663818,0.3598141372203827,0.021023157984018326,0.09690902382135391,0.06645162403583527,ml_models,True,False,False
news,post,e745c8e25864ec21,"PGA8 rampas 200 peranti vape di tepi Sungai Golok. PASIR MAS: Batalion 8 Pasukan Gerakan Am (PGA8) merampas 200 unit peranti vape dianggarkan bernilai RM20,000 yang ditinggalkan di tepi Sungai Golok di Pangkalan Haram Pok Dik, di sini. Komander Briged Tenggara PGA, Senior Asisten Komisioner Ahmad Radzi Hussain, berkata terdahulu pasukannya membuat r",https://www.bharian.com.my/berita/nasional/2026/06/1571189/pga8-rampas-200-peranti-vape-di-tepi-sungai-golok,negative,2026-06-13 12:40:07+00:00,0,0,0,0,0.0034741759300231934,0,BH,bm,melayu,Komuniti Melayu,bharian.com.my,melayu,direct:BH,direct_scrape,Berita Harian,,BH,negative,0.9884194135665894,malay,Malay/Bumiputera,sadness,0.2850939631462097,0.09394074231386185,0.03590714558959007,0.3129722774028778,0.10327786952257156,0.031192829832434654,ml_models,False,False,False
news,post,ed26e7684489712a,"PRN Johor, Negeri Sembilan berasingan beri kelebihan kepada BN?, Ini penjelasan Khaled Nordin. KOTA TINGGI: Peluang menang mana-mana parti, termasuk Barisan Nasional (BN) pada Pilihan Raya Negeri (PRN) Johor atau Negeri Sembilan ditentukan oleh kesediaan dan keupayaan sendiri, bukannya kerana diadakan serentak atau berasingan. Naib Presiden UMNO, Datuk Seri Mohamed Khaled Nordin, berkata BN t",https://www.bharian.com.my/berita/nasional/2026/06/1571176/prn-johor-negeri-sembilan-berasingan-beri-kelebihan-kepada-bn-ini,negative,2026-06-13 12:22:38+00:00,0,0,0,0,0.07953034043312071,0,BH,bm,melayu,Komuniti Melayu,bharian.com.my,melayu,direct:BH,direct_scrape,Berita Harian,,BH,negative,0.7348988652229309,malay,Malay/Bumiputera,no_clear_emotion,0.04356415197253227,0.024297744035720825,0.06720265001058578,0.016674529761075974,0.11709755659103394,0.025310758501291275,ml_models,True,False,False
news,post,71549ffb9120990c,"Tulang ikan terubuk kini boleh dilembutkan, tingkat potensi komersial. KOTA BHARU: Penyelidik Universiti Malaysia Kelantan (UMK) berjaya membangunkan teknologi inovatif pelembutan tulang terubuk, yang membolehkan ikan itu dimakan bersama tulangnya dengan selamat tanpa menjejaskan rasa, tekstur dan nilai pemakanan. Ketua projek Prof Dr Raja Suzana Raja Kasim, berkata te",https://www.bharian.com.my/berita/nasional/2026/06/1571168/tulang-ikan-terubuk-kini-boleh-dilembutkan-tingkat-potensi-komersial,positive,2026-06-13 12:01:36+00:00,0,0,0,0,0.9978704154491425,0,BH,bm,melayu,Komuniti Melayu,bharian.com.my,melayu,direct:BH,direct_scrape,Berita Harian,,BH,positive,0.9929013848304749,malay,Malay/Bumiputera,happy,0.13757926225662231,0.06601031869649887,0.4161718189716339,0.026715662330389023,0.1212739646434784,0.03712828457355499,ml_models,False,False,False
news,post,aed5877c151c4211,本可阻止州选却选择不作为 拉玛沙米：安华受制于巫统. （吉隆坡13日讯）大马民权共识党（Urimai）主席拉玛沙米抨击首相拿督斯里安华，在柔佛及森美兰提前举行州选课题上言行不一。他在其面子书发文告直指，安华明明有能力阻止州选，却没有采取行动，如今再公开抱怨提前州选，令人质疑其立场是否真诚。“我同意安华对提前举行选举的看法。既然安华在联邦层面与巫统领袖关系密切，他本可以运用身为首相的权力，阻止提前举行州选。”“然而，安华失败了，无论是作为希盟领导的联盟领袖，还是作为首相，他都没有做到。”他认为，这并非安华没有能力，而是“过于受制于巫统”。他说，若巫统...,https://www.orientaldaily.com.my/news/nation/2026/06/13/825512,neutral,2026-06-13 11:59:00+08:00,0,0,0,0,0.5,0,ORIENTAL,cina,cina,Komuniti Cina,orientaldaily.com.my,cina,direct:ORIENTAL,direct_scrape,Oriental Daily 东方日报,,ORIENTAL,neutral,0.8362110257148743,english,Mixed/Urban,anger,0.5326945781707764,0.28029775619506836,0.019899360835552216,0.05304050073027611,0.024007080122828484,0.03223907947540283,ml_models,True,False,False
news,post,d8efdaffeebb4f2f,"PRN Johor: Majoriti tipis, 10 DUN kerusi panas. JOHOR BAHRU: Sekurang-kurangnya 10 kawasan Dewan Undangan Negeri (DUN) dikenal pasti sebagai kerusi panas dalam Pilihan Raya Negeri Johor (PRN) pada 11 Julai ini, berikutan kemenangan majoriti nipis oleh penyandangnya, selain perebutan parti komponen gabungan yang mahu meletakkan calon. Tujuh kerusi",https://www.bharian.com.my/berita/nasional/2026/06/1571152/prn-johor-majoriti-tipis-10-dun-kerusi-panas,negative,2026-06-13 11:45:44+00:00,0,0,0,0,0.0829172909259796,0,BH,bm,melayu,Komuniti Melayu,bharian.com.my,melayu,direct:BH,direct_scrape,Berita Harian,,BH,negative,0.7236090302467346,multilingual,Unknown,no_clear_emotion,0.04075612127780914,0.034451693296432495,0.04140717536211014,0.013570498675107956,0.04627019166946411,0.03124021179974079,ml_models,False,False,False
news,post,a7900a5e48bb1f00,"PRN Negeri Sembilan: 4 penyandang goyah, berisiko. SEREMBAN: Lebih 10 kerusi Dewan Undangan Negeri (DUN) bakal menjadi tumpuan pada Pilihan Raya Negeri (PRN) Negeri Sembilan ke-16, yang dijadualkan berlangsung pada 1 Ogos depan. Situasi itu berlaku berikutan beberapa faktor, termasuk majoriti kemenangan di bawah 1,000 undi pada PRN yang lalu, status",https://www.bharian.com.my/berita/nasional/2026/06/1571137/prn-negeri-sembilan-4-penyandang-goyah-berisiko,neutral,2026-06-13 11:27:01+00:00,0,0,0,0,0.5,0,BH,bm,melayu,Komuniti Melayu,bharian.com.my,melayu,direct:BH,direct_scrape,Berita Harian,,BH,neutral,0.9771109819412231,malay,Malay/Bumiputera,no_clear_emotion,0.2982206642627716,0.0631042942404747,0.07270939648151398,0.10896816104650497,0.11310603469610214,0.024252189323306084,ml_models,True,False,False
news,post,e564d08f382caed5,"Kemelut Negeri Sembilan bukan hanya politik, tapi..... Seremban: Di sebalik kemelut pemerintahan Negeri Sembilan yang terus mencetuskan perhatian ramai, pengamal media arus perdana berdepan antara cabaran paling sukar apabila perlu menyalurkan maklumat yang pantas, tepat dan berimbang di tengah-tengah lambakan spekulasi serta maklumat tidak sahih yang b",https://www.hmetro.com.my/mutakhir/2026/06/1369320/kemelut-negeri-sembilan-bukan-hanya-politik-tapi,negative,2026-06-13 11:10:16+00:00,0,0,0,0,0.00048088431358339623,0,HMETRO,bm,melayu,Komuniti Melayu,hmetro.com.my,melayu,direct:HMETRO,direct_scrape,Harian Metro,,HMETRO,negative,0.9983970522880554,malay,Malay/Bumiputera,anger,0.6548948884010315,0.10557350516319275,0.046690743416547775,0.02833542227745056,0.04470708221197128,0.023473607376217842,ml_models,True,False,False
news,post,34956e7109288379,国盟支持同步国州选举 勿让全年陷入选战模式. （亚罗士打13日讯）国盟主席拿督斯里阿末山苏里表态支持州选举与第16届全国大选同步举行，认为此举不仅能有效节省公共开支，也有助减轻选举机关、竞选团队及执法人员的工作压力，避免国家长期陷入选举氛围。他指出，国盟对于州选与全国大选同步举行的立场始终一致，并认同有关安排所带来的整体效益，至于由吉打、吉兰丹、登嘉楼及玻璃市组成的SG4州属，未来是否也会采取一致步调举行选举，国盟同样持开放态度。阿末山苏里周五出席吉打伊斯兰党第16届全国大选竞选机器推介礼后，在记者会上受询时表示，若州选与全国大选分开进行，...,https://www.orientaldaily.com.my/news/nation/2026/06/13/825500,negative,2026-06-13 10:56:00+08:00,0,0,0,0,0.12188449501991272,0,ORIENTAL,cina,cina,Komuniti Cina,orientaldaily.com.my,cina,direct:ORIENTAL,direct_scrape,Oriental Daily 东方日报,,ORIENTAL,negative,0.5937183499336243,multilingual,Unknown,love,0.09973922371864319,0.03246494382619858,0.23620525002479553,0.02087361551821232,0.36076152324676514,0.022891245782375336,ml_models,False,False,False
news,post,de133d1053d03f0c,【柔佛州选】柔大臣615召开会议 阿末玛斯兰：商榷56州席国阵候选人名单. （麻坡13日讯）巫统最高理事兼柔州署理主席拿督斯里阿末玛斯兰透露，柔州看守大臣拿督翁哈菲兹将于来临周一（15日）召开会议，以讨论公布柔佛州选国阵56名候选人名单的最佳时机。他进一步透露，有关筛选程序已接近尾声，候选人名单包含巫统、马华及国大党，各个成员党早前皆已各自上呈属意人选。“各成员党基层早前已将属意名单递交给各成员党柔州联委会，现阶段正紧锣密鼓地开展核查，完成后便会随即上报给中央最高决策层。”阿末玛斯兰也是兼公共工程部副部长，昨日前往麻坡公共工程局视察后，召开新闻发布会上，针对媒体追问各成...,https://www.orientaldaily.com.my/news/nation/2026/06/13/825501,negative,2026-06-13 10:55:00+08:00,0,0,0,0,0.1745543137192726,0,ORIENTAL,cina,cina,Komuniti Cina,orientaldaily.com.my,cina,direct:ORIENTAL,direct_scrape,Oriental Daily 东方日报,,ORIENTAL,negative,0.4181522876024246,multilingual,Unknown,no_clear_emotion,0.0504850335419178,0.09529407322406769,0.1976381242275238,0.02364269830286503,0.08101090043783188,0.0529501736164093,ml_models,False,False,False
