Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
youtube,post,7eMCNgXPQFQ,"Weconomix team gets into the weeds of the Budi Madani RON95 targeted subsidy distribution that aims to eliminate access to the subsidy for non-Malaysians. The program allocates 300L per Malaysian who has their Identity Card and valid Malaysian Driver’s License and is aged 16 and above. WE discuss what the 300 Litre means for Malaysian’s–from, whether 300L  per-month is enough, how it will affect our petrol pumping culture, the savings it will provide to the National budget to what we can look forward to from money earned not spending on blanket RON95 subsidy.

00:00 Intro - Hi! Everyone
00:35 Umpteen Years of Subsidies!
02:55 Budi Madani RON95 
03:16 Budi Madani RON95  - Factsheet
05:00 300 litres Petrol and Cars’ Running Distance
07:20 Luxury Balik Kampungs?
08:40 The New Pumping Petrol Culture
10:33 Time to Bring Out the Calculators
12:30 Comparing Petrol Pump Prices with our Neighbours
16:38 Thank You for the Subsidy
17:41  End of the Month is coming ,Bro!
18:42  Let’s Strive to Thrive.",https://www.youtube.com/watch?v=7eMCNgXPQFQ,neutral,2025-10-05T19:50:28.000Z,7,0,1,60,0.0,8,10.06,,
youtube,comment,UgxuiDty2AxG1-OYooh4AaABAg,"It really is remarkable the way fuel is subsidised in Malaysia. I have driven in Thailand, Australia and New Zealand. Refilling the fuel tanks there  can be anxiety inducing.",,neutral,2026-01-23T00:00:00Z,0,0,0,0,0.0,000,,"{'id': 'UCpl3a2kFbi0bZpPfvz8tF7Q', 'name': '@gsckla6449', 'thumbnails': [{'url': 'https://yt3.ggpht.com/ytc/AIdro_k93sSQhQXXpqzcqbk67G5W5mZYWLM0FsPyrHrD7gCiOFTs=s88-c-k-c0x00ffffff-no-rj', 'width': 88, 'height': 88}]}",0.0
youtube,post,AslsIQI1Qb0,"Ready to hit the road with savings? With CaltexGO, getting your BUDI95 subsidy is faster, easier, and smarter than ever. 

Just tap, pump, and GO — no hassle, no waiting.

✅ Instant BUDI95 redemption
✅ Seamless mobile fueling experience
✅ Exclusive perks for CaltexGO users

Don’t wait. Get, Set, GO with CaltexGO today! 👉 Download now and fuel up the smart way.

Learn More https://www.caltex.com/my/caltex-rewa...",https://www.youtube.com/watch?v=AslsIQI1Qb0,neutral,2025-10-23T02:57:46.000Z,3,0,0,3314,0.0,36,6.314,,
youtube,post,sLm2MoImDa8,"Experience a faster, more seamless way to redeem your BUDI95 subsidy with CaltexGO. Simply tap, pump, and GO — no delays, no hassle.

With the new Touch ’n Go integration, customers can now link their Touch ’n Go account directly within the CaltexGO app, making subsidy redemption and fueling more convenient than ever.

Enjoy instant BUDI95 redemption, a streamlined mobile fueling experience, and exclusive benefits designed for CaltexGO users.

Learn More https://www.caltex.com/my/caltex-rewa...",https://www.youtube.com/watch?v=sLm2MoImDa8,neutral,2026-02-27T03:34:08.000Z,1,0,0,704,0.0,8,1.704,,
youtube,post,-RylkFTtzVo,"The government is planning to reduce the monthly quota for subsidised RON95 petrol from 300 litres to 200 litres. 

This is due to unsubsidised fuel prices continuing to climb amid the ongoing West Asia conflict.",https://www.youtube.com/watch?v=-RylkFTtzVo,neutral,2026-03-26T04:46:16.000Z,76,0,85,16274,0.0,323,347.274,,
youtube,post,cNbqMWqfcZ0,"Jabatan Pengangkutan Jalan (JPJ) memaklumkan, pemegang lesen memandu yang tamat tempoh lebih 36 bulan, tidak layak menerima subsidi BUDI 95.


#JPJ #SubsidiRON95 #LesenMemandu #BUDI95 #BuletinTV3

====================

Dapatkan berita terkini, tepat dan sahih dengan ‘SUBSCRIBE’ YouTube Buletin TV3

IKUTI kami di:
Facebook : https://www.facebook.com/BuletinTV3Official/
Twitter : https://twitter.com/BuletinTV3
Instagram : https://www.instagram.com/buletintv3/
Website : https://www.buletintv3.my
TikTok : https://www.tiktok.com/@buletintv3
Telegram : https://t.me/BuletinTV3Official
Whatsapp Channel : https://bit.ly/3SZnJ5L
LUMI : https://bit.ly/3ZhzNBm

Lagi berita terkini dan komprehensif, layari www.buletintv3.my #BuletinTV3 #BeritaTerkini",https://www.youtube.com/watch?v=cNbqMWqfcZ0,neutral,2026-03-27T01:36:41.000Z,22,0,12,2659,0.0,60,60.659,,
youtube,post,uqIND8uV7kA,"Prime Minister Datuk Seri Anwar Ibrahim said the government has saved RM800 million since the implementation of Budi95 on Sept 30.

Read more at https://tinyurl.com/yppw3yz6 

WATCH MORE: https://thestartv.com/c/news
SUBSCRIBE: https://cutt.ly/TheStar
LIKE: https://fb.com/TheStarOnline",https://www.youtube.com/watch?v=uqIND8uV7kA,neutral,2025-12-21T10:03:40.000Z,34,0,23,6487,0.0,121,109.487,,
youtube,post,pQ-TodThiWk,"An alternative therapist was fined RM4,000 for spreading false information about the Budi MADANI RON95 initiative on Facebook.

SEPANG: An alternative treatment therapist was fined RM4,000 by the Sessions Court today after pleading guilty to spreading false information about the Budi MADANI RON95 (BUDI95) initiative on Facebook.

Read more: https://thesun.my/news/malaysia-news/...",https://www.youtube.com/watch?v=pQ-TodThiWk,neutral,2026-05-22T08:00:09.000Z,0,0,0,152,0.0,1,0.152,,
youtube,post,FAF4q1ArzzI,"#BernamaNews : The Penang Domestic Trade and Cost of Living Ministry has found no violations at petrol stations across the state following the implementation of the targeted fuel subsidy for RON95 petrol.

#digitalbernamatv #BUDI95 #KPDN #fuel #penang",https://www.youtube.com/watch?v=FAF4q1ArzzI,neutral,2025-11-11T15:08:38.000Z,0,0,0,51,0.0,0,0.051000000000000004,,
youtube,post,M7TIJMdjSlA,"Prime Minister Datuk Seri Anwar Ibrahim announced on Thursday (March 26) that the subsidised RON95 petrol price under the Budi95 will be adjusted to 200l per month beginning April 1.

He said the price of the subsidised petrol initiative will remain unchanged at RM1.99 per litre.

Read more at https://tinyurl.com/3jzvvh37 

WATCH MORE: https://thestartv.com/c/news
SUBSCRIBE: https://cutt.ly/TheStar
LIKE: https://fb.com/TheStarOnline",https://www.youtube.com/watch?v=M7TIJMdjSlA,neutral,2026-03-26T12:54:57.000Z,507,0,293,82817,0.0,1628,1468.817,,
