platform,post_content,comment_content,engagement,sentiment,date
threads,,Penghasut kaum Dari segi apa ? halang sesuatu bangsa bersatu padu Dan menentang ke ? Supaya korang boleh sewenang² tadbir negara Dan diam ikut telunjuk saje ? Siapa rasa senang dengan statement ni ? D,450,negative,NaT
threads,,"Mmg sepatutnya di beri pada PAS memerintah selama sepenggal untuk rakyat M'sia dpt menilai sendiri,,semua parti sblm ni dah memerintah ini kali bagi PAS plk
Walaupun beliau hanya melontar pendapat dr ",406,negative,NaT
threads,,dah terlaksana ke apa yang tuanku hajatkan atau retorik nak butakan pandangan rakyat dengan alasan..,376,negative,NaT
threads,,Saya bersuara pasal PATI 😁 itu hak rakyat tempatan bah tahap kemanusiaannya ni lain sampai doakan kawan dia sendiri jatuh sebab bersuara pasal PATI waishhhhh kena cakap lagi mengaibkan diri 🤭🤣,297,negative,NaT
threads,,"Kalau buat runtuh lepastu runtuh lagi tu apa maksudnya 

Sebuah negeri Pas",237,negative,NaT
threads,,"Jangan nak salahkan BERSATU, PAS, PN pula, Wak Jahid dari UMNO jer yang tak nak Melayu bersatu, BERSATU dengan PAS tiada masalah. 

Masa PAS/UMNO jemput BERSATU dalam MN kita ON jer Wak Jahid AKA UMNO",227,negative,NaT
threads,,Allah angkat dia utk rakyat menilai.. penyokong tegar or pembangkang dpt merasa.. beban or nikmat sendiri fikir🤣🤣🤣🤣,197,negative,NaT
threads,,"Sebarang Anasir Ancam Perpaduan Mesti Dibanteras Tanpa Kompromi - DYMM Agong

Nasihat tegas buat penceroboh haram.",146,neutral,NaT
threads,,👆contoh walanon ceplos menipu resume masa interview.,122,positive,NaT
threads,,"PAS YANG MENGKHIANATI MUAFAKAT NASIONAL 

Kerana wang Pas sanggup meninggalkan penyatuan orang Melayu dalam Muafakat Nasional",112,neutral,NaT
threads,,"Kita kerjasama dgn PH utk bentuk kerajaan stabil. Tapi sekiranya PH tak hormati UMNO sebagai rakan sekutu, eloklah kita putuskan hubungan.",109,negative,NaT
threads,,Negeri pas tebing runtuh.negeri walanon Melayu bela babi besar-besaran. Mantap,103,neutral,NaT
threads,,Alhamdulilah PAS parti yang tegas. Yang zsokong besang presideng terus dia buang! Syukur keberkesanan Qunut Nazillah. Hancurlah penunggang agama!!!!,75,negative,NaT
threads,,Ni projek kerajaan persekutuan tp knp nak Salah kan kerajaan negeri plk.,50,neutral,NaT
threads,,"Sblum ada kuasa,rakyat dibenarkan bercakap apa2 shj...setelah ada kuasa,rakyat nk bercakap disekat dihalang...HANG TGGU PRU16...",49,negative,NaT
threads,,"Sorrylah sis , nda saitu paham bm. 🫩 
Teruskan pertahankan hakmu sebagai rakyat Malaysia. 
Kalau nda kena injak2 kita",43,negative,NaT
threads,,Eh eh kau. Telan la ayat sendiri.,43,negative,NaT
threads,,Tuanku Agung suruh bergabung bentuk kerajaan perpaduan pun kau derhaka lagi sembang acah2 konon gabung parti politik.,42,neutral,NaT
threads,,"PAS tu dlm PN, UMNO tu dalam BN. Ko punya statement pun dah ke laut. X payah sembang politik la mat!",39,neutral,NaT
threads,,Sembangggg Kari asam pedas...😁,33,neutral,NaT
threads,,Hmmm..kemapa dia menolak semasa Agung minta dia bergabung.?,31,negative,NaT
