platform,post_content,comment_content,engagement,sentiment,date
facebook,,Good morning madam😍,13,neutral,2026-05-17 22:27:59+00:00
facebook,,😍😍😍😍,12,positive,2026-05-18 12:04:08+00:00
facebook,,😍😍😍😍,12,positive,2026-05-18 12:04:08+00:00
facebook,,"Hello ma'am, good morning 🌞",11,positive,2026-05-17 22:38:28+00:00
facebook,,Maganda,10,positive,2026-05-18 12:22:04+00:00
facebook,,Maganda,10,positive,2026-05-18 12:22:04+00:00
facebook,,Good Morning Madam 🥰,8,positive,2026-05-17 22:36:34+00:00
facebook,,End the day with a grateful heart 🩷🤍🩶,7,positive,2026-05-18 11:49:28+00:00
facebook,,Great picture,7,positive,2026-05-18 12:15:36+00:00
facebook,,End the day with a grateful heart 🩷🤍🩶,7,positive,2026-05-18 11:49:28+00:00
facebook,,Great picture,7,positive,2026-05-18 12:15:36+00:00
facebook,,So pretty 💕,7,positive,2026-05-17 23:18:50+00:00
facebook,,So pretty 💕 good morning 😊,7,positive,2026-05-18 00:24:40+00:00
facebook,,#natureadventure,5,positive,2026-05-18 16:07:05+00:00
facebook,,Being grateful is a sign of being contented at peace.,5,positive,2026-05-18 11:54:56+00:00
facebook,,gandang gabi,5,negative,2026-05-18 11:55:55+00:00
facebook,,Being grateful is a sign of being contented at peace.,5,positive,2026-05-18 11:54:56+00:00
facebook,,gandang gabi,5,negative,2026-05-18 11:55:55+00:00
facebook,,Good morning,5,positive,2026-05-17 23:39:39+00:00
facebook,,Good morning,5,positive,2026-05-17 23:28:45+00:00
facebook,,Coffee ☕️ morning,4,positive,2026-05-19 00:23:27+00:00
facebook,,Andami nyan😍😋hehe,4,positive,2026-05-19 00:14:31+00:00
facebook,,Precious 💞,4,neutral,2026-05-18 11:23:26+00:00
facebook,,Precious 💞,4,neutral,2026-05-18 11:23:26+00:00
facebook,,"""Lost in the heights, found in the peace—nature’s embrace is the best escape.""🏔️ #MountainEscape
#NatureAdventure #HikingLife #WanderlustVibes #ScenicViews #TravelPhilippines #AdventureAwaits #Mountai",3,positive,2026-05-18 16:06:40+00:00
facebook,,#WanderlustVibes,3,neutral,2026-05-18 16:06:44+00:00
facebook,,#ScenicViews,3,neutral,2026-05-18 16:06:46+00:00
facebook,,"Kape ? Ano Tara ?
Chill vibes ☕✨ Coffee moments that spark creativity and connection — every sip feels like home in this cozy café scene. #CafeLife #CoffeeCulture #LAStyle #CozyVibes #CafeGoals #Urban",3,positive,2026-05-18 15:13:07+00:00
facebook,,#CafeGoals,3,negative,2026-05-18 15:13:10+00:00
facebook,,#ConfidenceGoals,3,neutral,2026-05-18 15:13:32+00:00
facebook,,Wow,3,positive,2026-05-19 00:02:25+00:00
facebook,,Good morning,3,positive,2026-05-18 21:59:28+00:00
facebook,,Wow nice,3,positive,2026-05-19 00:39:43+00:00
facebook,,Wow ganda jan aahh enjoy,3,positive,2026-05-19 01:03:43+00:00
facebook,,Good morning,3,positive,2026-05-18 23:15:18+00:00
facebook,,good morning😍,3,positive,2026-05-18 21:52:03+00:00
