Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
facebook,post,1628439145409174,Setuju tak kalau dua parti keramat terbesar bekerjasama di N9? Kembalikan kuasa Melayu Islam,https://www.facebook.com/ustazahasmakhusinoriginal/posts/pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,,,negative,2026-07-13 03:49:37+00:00,14184,190,3657,0,0.14202351719141007,18031,,,negative,0.5265882760286331,multilingual,Unknown,Unknown,0.0,love,0.05702076852321625,0.02609376423060894,0.16677361726760864,0.03910194709897041,0.6386504769325256,0.026791522279381752
facebook,comment,Y29tbWVudDoxNjI4NDM5MTQ1NDA5MTc0Xzk5MzczNTUwNjgxMjQ1OQ==,kerjasama tidak semestinya melalui gabungan parti secara rasmi atau mesti rasmi atau yang paling penting rakyat melayu Islam yang perlu bijak bersatu berdasarkan isu?,,https://www.facebook.com/ustazahasmakhusinoriginal/posts/pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,positive,2026-07-13 03:51:07+00:00,333,0,185,0,0.9268991827964782,703,Ustazah Asmak Husin,0.0,positive,0.7563306093215942,malay,Malay/Bumiputera,Malay/Bumiputera,0.74,anger,0.5238561630249023,0.16193540394306183,0.06287313997745514,0.029837772250175476,0.14849618077278137,0.015961190685629845
facebook,comment,Y29tbWVudDoxNjI4NDM5MTQ1NDA5MTc0XzE3MzU5Mzc0OTc3NDg2MTE=,"Sangat2 setuju....bergabung lah wahai melayu demi Agama ,Bangsa Dan Tanah Air",,https://www.facebook.com/ustazahasmakhusinoriginal/posts/pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,negative,2026-07-13 10:54:10+00:00,130,0,25,0,0.0005224049091339111,180,Daud Dali,0.0,negative,0.998258650302887,malay,Malay/Bumiputera,Malay/Bumiputera,0.65,love,0.05055270344018936,0.013356159441173077,0.1442282795906067,0.014593773521482944,0.7013875842094421,0.015342019498348236
facebook,comment,Y29tbWVudDoxNjI4NDM5MTQ1NDA5MTc0XzE1NTcyMjAxNDk0NDU3NjY=,saya 50 tahun dengar ceramh PAS...di peluk DAP dia hentam UMNO sekarang dia nak pelok UMNO dia hentam DAP....50 tahun usia saya menyaksikan Demi Allah demi rasul...saya berkata benar.,,https://www.facebook.com/ustazahasmakhusinoriginal/posts/pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,negative,2026-07-13 05:02:40+00:00,574,0,475,0,0.15458115041255951,1524,Salleh Abd Ghani,0.0,negative,0.48472949862480164,multilingual,Malay/Bumiputera,Malay/Bumiputera,0.65,love,0.02048507146537304,0.007316616363823414,0.017218466848134995,0.016335537657141685,0.8299289345741272,0.021660450845956802
facebook,comment,Y29tbWVudDoxNjI4NDM5MTQ1NDA5MTc0XzE2NDc1OTUxMDM0MDQ5NDU=,Buang yg keruh ambil yang jernih! Bersatulah atas nama Allah dan Rasulullah demi lslam n Malaysia yg tercinta.,,https://www.facebook.com/ustazahasmakhusinoriginal/posts/pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,positive,2026-07-13 15:41:31+00:00,26,0,3,0,0.9987939715385437,32,Azman Ibrahim,0.0,positive,0.995979905128479,malay,Malay/Bumiputera,Malay/Bumiputera,0.8,love,0.10000989586114883,0.08606874942779541,0.0586974211037159,0.12393563240766525,0.5235933065414429,0.05674927309155464
facebook,comment,Y29tbWVudDoxNjI4NDM5MTQ1NDA5MTc0XzEwNTEyMTUwNDc0NTc3MzU=,Saya bersetuju jika pas dilupuskan,,https://www.facebook.com/ustazahasmakhusinoriginal/posts/pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,negative,2026-07-13 04:59:49+00:00,225,0,91,0,0.0011369705200195424,407,Juwan Grill,0.0,negative,0.9962100982666016,malay,Malay/Bumiputera,Unknown,0.25,love,0.08989562094211578,0.04134974256157875,0.12418939173221588,0.05925875902175903,0.5596088171005249,0.04125193879008293
facebook,comment,Y29tbWVudDoxNjI4NDM5MTQ1NDA5MTc0XzE3MTI3Njg4MDMyNzQzODQ=,Yang paling utama Bersatu Hati sifarkan PHDAP Ikut Teladan 'Sabah Bijak Memilih',,https://www.facebook.com/ustazahasmakhusinoriginal/posts/pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,positive,2026-07-13 14:17:10+00:00,20,0,4,0,0.9615283787250518,28,Zulkhair Mohd Zain,0.0,positive,0.8717612624168396,malay,Malay/Bumiputera,Malay/Bumiputera,0.72,love,0.07295070588588715,0.019924718886613846,0.10032688826322556,0.026004420593380928,0.489202618598938,0.024973243474960327
facebook,comment,Y29tbWVudDoxNjI4NDM5MTQ1NDA5MTc0XzE4MzM1ODIyODQyNzMxODE=,Atau sebenarnya kembalikan kuasa MCA dan MIC. Di PRN Johor antara parti yang untung adalah MIC di mana 2 kerusi yang mereka menang adalah kawasan majoriti pengundi Melayu Islam. Terimakasih pada PAS yang menggalakkan ahli mereka mengundi MCA dan MIC. Terbukti pilihanraya boleh sahaja memilih calon bukan Islam.,,https://www.facebook.com/ustazahasmakhusinoriginal/posts/pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,positive,2026-07-13 04:21:19+00:00,97,0,50,0,0.9833745956420898,197,Zainodin Daros,0.0,positive,0.9445819854736328,malay,Malay/Bumiputera,Unknown,0.25,love,0.041971150785684586,0.014616952277719975,0.060055553913116455,0.03006359562277794,0.4999607801437378,0.035889316350221634
facebook,comment,Y29tbWVudDoxNjI4NDM5MTQ1NDA5MTc0XzEzNzcwNDQzODExNjA1NDk=,"Yang penting umat dibawah bergabong demi agama, bangsa Dan tanah air.",,https://www.facebook.com/ustazahasmakhusinoriginal/posts/pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,negative,2026-07-13 23:22:14+00:00,6,0,2,0,0.0032096922397613636,10,Abdul Halim Abdullah,0.0,negative,0.9893010258674622,malay,Malay/Bumiputera,Malay/Bumiputera,0.8,no_clear_emotion,0.05735029652714729,0.016265954822301865,0.07574458420276642,0.02670767903327942,0.37549081444740295,0.022174397483468056
facebook,comment,Y29tbWVudDoxNjI4NDM5MTQ1NDA5MTc0Xzk1NjkzMTMzNDAyODczMw==,"Yes sgt setuju. Sebagaimana Nabi Muhammad mempersaudarakan kaum Ansar, khajraj dan muhajirin.",,https://www.facebook.com/ustazahasmakhusinoriginal/posts/pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,pfbid02wai7Txzb1LyN3tJLQRhZxWnRQD7CxBDW1sToYX4QfNpubCFjdHRcTif9cpuABuSnl,positive,2026-07-13 15:00:00+00:00,7,0,0,0,0.9993796944618225,7,Cikgu Hadi Abdul Hadi,0.0,positive,0.9979323148727417,malay,Malay/Bumiputera,Malay/Bumiputera,0.65,love,0.056682780385017395,0.018853377550840378,0.038480743765830994,0.042649056762456894,0.805757462978363,0.014510627835988998
