Platform,Type,ID,Text,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,URL,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7653826054087347474,"RXZ Members 8.0 umum kekal dengan tarikh penganjuran acara itu pada 31 Julai dan 1 Ogos depan meskipun bertembung dengan hari pengundian Pilihan Raya Negeri (PRN) Negeri Sembilan.

Difahamkan, keputusan tersebut dibuat selepas pihak penganjur mengambil kira komitmen kewangan serta perancangan awal yang telah dibuat oleh para peserta, termasuk tempahan penginapan, tiket penerbangan dan perkhidmatan kargo. 

#ohmedia #rxzmembers #mf",,,neutral,2026-06-22 16:00:02.287214+00:00,11600,1914,117,187500,0.5,15506,https://www.tiktok.com/@ohmedia/video/7653826054087347474,15966.5,,,neutral,0.9977074861526489,malay,Malay/Bumiputera,no_clear_emotion,0.03629334270954132,0.030255047604441643,0.04865015670657158,0.017967993393540382,0.06313133239746094,0.04720233380794525
tiktok,comment,7653852338511659796,apa pentingnya event rxz dgn prn...korang semua dah besar..fikirlaa mana yg terbaik utk diri korang sendiri...,https://www.tiktok.com/@ohmedia/video/7653826054087347474,7653826054087347474,positive,2026-06-21 14:16:22+00:00,413,0,21,0,0.9983669281005858,455,https://www.tiktok.com/@ohmedia/video/7653826054087347474,,zoidsx4,0.0,positive,0.9945564270019531,malay,Malay/Bumiputera,love,0.07023540139198303,0.11154089868068695,0.34731459617614746,0.023287346586585045,0.3732649087905884,0.027330534532666206
tiktok,comment,7653873312587105044,RXZ tiap tahun ada kan..maaf kalau salah. yg kita nak hadap 5 tahun.,https://www.tiktok.com/@ohmedia/video/7653826054087347474,7653826054087347474,negative,2026-06-21 15:37:52+00:00,171,0,8,0,0.0004856228828430398,187,https://www.tiktok.com/@ohmedia/video/7653826054087347474,,arianna_nur_sofea82,0.0,negative,0.9983812570571899,malay,Malay/Bumiputera,no_clear_emotion,0.05128872022032738,0.024439897388219833,0.019661275669932365,0.058760400861501694,0.14057931303977966,0.09844567626714706
tiktok,post,7648992732660157704,"Komplot jatuhkan Kerajaan Negeri Sembilan bocor! 

#prnnegerisembilan #kerajaannegerisembilan",,,neutral,2026-06-22 16:00:05.552397+00:00,7881,1646,246,388700,0.5,13660,https://www.tiktok.com/@iyeker_/video/7648992732660157704,12299.7,,,neutral,0.6774873733520508,english,Mixed/Urban,anger,0.268644779920578,0.07207797467708588,0.10044911503791809,0.08023229241371155,0.22519920766353607,0.04249606654047966
tiktok,comment,7649293520498901781,Tok min mb terbaik termasuk mb pulau pinang dan selangor ..,https://www.tiktok.com/@iyeker_/video/7648992732660157704,7648992732660157704,positive,2026-06-09 07:25:53+00:00,118,0,13,0,0.9974276900291442,144,https://www.tiktok.com/@iyeker_/video/7648992732660157704,,suzyraramd,0.0,positive,0.991425633430481,malay,Malay/Bumiputera,love,0.13578565418720245,0.015019447542726994,0.06293003261089325,0.02670295722782612,0.4542151093482971,0.024189217016100883
tiktok,comment,7649394295095722760,"Umno, Bersatu dan Pas adalah pilihan terbaik. Moga YB Tan Sri Abdul Hadi dilantik PM-11 ☺️☺️☺️",https://www.tiktok.com/@iyeker_/video/7648992732660157704,7648992732660157704,negative,2026-06-09 13:56:48+00:00,12,0,29,0,0.00048651695251467064,70,https://www.tiktok.com/@iyeker_/video/7648992732660157704,,iqbal.adzhar,0.0,negative,0.9983782768249512,malay,Malay/Bumiputera,love,0.02448420226573944,0.017499472945928574,0.3064539134502411,0.011960469186306,0.5268577337265015,0.024016210809350014
tiktok,post,7652346079744167188,"#pakatanharapan #tiktok#fyp
#tokmin #pmx",,,neutral,2026-06-22 16:00:05.250187+00:00,2227,189,227,59100,0.5,3234,https://www.tiktok.com/@mya31_portdickson/video/7652346079744167188,3345.1,,,neutral,0.8486046195030212,english,Mixed/Urban,love,0.09097520262002945,0.030075762420892715,0.07300443202257156,0.03533861041069031,0.5273846983909607,0.034648533910512924
tiktok,comment,7652383220683801352,hilang deposit.,https://www.tiktok.com/@mya31_portdickson/video/7652346079744167188,7652346079744167188,neutral,2026-06-17 15:15:21+00:00,9,0,1,0,0.5,11,https://www.tiktok.com/@mya31_portdickson/video/7652346079744167188,,gevanpushpam15,0.0,neutral,0.5465980768203735,english,Mixed/Urban,no_clear_emotion,0.20322808623313904,0.04722188040614128,0.07942776381969452,0.03585800528526306,0.15115825831890106,0.039197660982608795
tiktok,comment,7652722573537903381,xikgu bard❤️❤️❤️❤️better,https://www.tiktok.com/@mya31_portdickson/video/7652346079744167188,7652346079744167188,positive,2026-06-18 13:12:18+00:00,0,0,0,0,0.9794005632400512,0,https://www.tiktok.com/@mya31_portdickson/video/7652346079744167188,,tiffanyhus65,0.0,positive,0.9313352108001709,english,Mixed/Urban,love,0.06630853563547134,0.042402807623147964,0.03531399741768837,0.039278432726860046,0.7448791265487671,0.022863084450364113
tiktok,post,7652573612649630994,"🔥 PH Negeri Sembilan Bersedia Pertahan Mandat Rakyat! 🔥

Pelancaran Jentera Pakatan Harapan Negeri Sembilan berlangsung penuh semangat dengan kehadiran ribuan penyokong dan rakyat daripada pelbagai latar belakang.

Dewan yang dipenuhi sehingga ke setiap ruang membuktikan keyakinan rakyat terhadap kepimpinan dan rekod pentadbiran Kerajaan Negeri di bawah Menteri Besar, Dato’ Seri Aminuddin Harun.

Sokongan yang hadir bukan sahaja daripada ahli parti, malah ramai rakyat biasa yang datang memberikan sokongan. Ini menjadi petanda bahawa rakyat menghargai kestabilan, prestasi dan hala tuju pembangunan yang dibawa oleh Pakatan Harapan.

Dengan semangat yang ditunjukkan malam ini, Pakatan Harapan Negeri Sembilan melangkah ke PRN dengan penuh keyakinan untuk mempertahankan kerajaan negeri dan meneruskan agenda membangunkan Negeri Sembilan.

#PakatanHarapan
#NegeriSembilan
#PRNNegeriSembilan
#AminuddinHarun
#DemiNegeriSembilan",,,positive,2026-06-22 16:00:03.681490+00:00,989,99,101,14300,0.9994112551212311,1332,https://www.tiktok.com/@anthonyloke/video/7652573612649630994,1504.3,,,positive,0.9980375170707703,malay,Malay/Bumiputera,happy,0.0515800416469574,0.04017755761742592,0.41194769740104675,0.025559796020388603,0.24579334259033203,0.029908642172813416
