Platform,Type,ID,Text,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,URL,video_url,media_type,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,comment,7656106840681418004_comment_0,กูจะซึ้งแล้วไปเห็นพี่ข้างหลัง🤣,https://www.tiktok.com/@aku_masih_gabut2/video/7656106840681418004,7656106840681418004,positive,2026-07-15 17:20:00.051712+00:00,14,0,0,0,0.8714138269424438,14,,,,,,,positive,0.5713794231414795,multilingual,Unknown,Unknown,0.0,love,0.02812529169023037,0.023286903277039528,0.04632209241390228,0.03692309185862541,0.8013978600502014,0.03411846607923508
tiktok,comment,7656106840681418004_comment_1,สวัสดีค่ะถึงนักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ขอให้ทุกคนนำโทรศัพท์ขึ้นมาอัดคลิปและบันทึกเสียงค่ะ.....ขณะนี้เวลา 15:00 น 30 นาทีหมดเวลาการเรียนการสอนของนักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ประจำปีการศึกษา 2567 ที่นี่รั้วฟ้าขาวเปรียบเสมือนบ้านหลังที่ 2 ที่เราต่างมีความทรงจำมากมายทั้งเสียงหัวเราะรอยยิ้มและแม้แต่หยดน้ำตารถไฟขบวนสุดท้ายได้เดินทางมาถึงปลายทางสถานีแล้วขอให้นักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ทุกคนโชคดีและขอให้ทุกคนประสบความสำเร็จในเส้นทางที่กำลังจะเริ่มต้นขึ้นต่อจากนี้ขอบคุณทุกความทรงจำลาก่อนด้วยความรักและผูกพันสุดท้ายนี้พวกเราคณะกรรมการสภานักเรียนประจำปีการศึกษา 2567 ขอมอบบทเพลงส่งท้ายให้น้องๆม 3 และพี่ม. 6 ค่ะ.....,https://www.tiktok.com/@aku_masih_gabut2/video/7656106840681418004,7656106840681418004,negative,2026-07-15 17:20:00.051735+00:00,1,0,0,0,0.11971611231565474,1,,,,,,,negative,0.6009462922811508,multilingual,Unknown,Unknown,0.0,happy,0.04825649783015251,0.1219988539814949,0.3515543043613434,0.05242475867271423,0.10104701668024063,0.06504074484109879
tiktok,comment,6991476958156606746_comment_0,กูจะซึ้งแล้วไปเห็นพี่ข้างหลัง🤣,https://www.tiktok.com/@cheguaimangadget/video/6991476958156606746,6991476958156606746,positive,2026-07-15 17:20:00.429350+00:00,14,0,0,0,0.8714138269424438,14,,,,,,,positive,0.5713794231414795,multilingual,Unknown,Unknown,0.0,love,0.02812529169023037,0.023286903277039528,0.04632209241390228,0.03692309185862541,0.8013978600502014,0.03411846607923508
tiktok,comment,6991476958156606746_comment_1,สวัสดีค่ะถึงนักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ขอให้ทุกคนนำโทรศัพท์ขึ้นมาอัดคลิปและบันทึกเสียงค่ะ.....ขณะนี้เวลา 15:00 น 30 นาทีหมดเวลาการเรียนการสอนของนักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ประจำปีการศึกษา 2567 ที่นี่รั้วฟ้าขาวเปรียบเสมือนบ้านหลังที่ 2 ที่เราต่างมีความทรงจำมากมายทั้งเสียงหัวเราะรอยยิ้มและแม้แต่หยดน้ำตารถไฟขบวนสุดท้ายได้เดินทางมาถึงปลายทางสถานีแล้วขอให้นักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ทุกคนโชคดีและขอให้ทุกคนประสบความสำเร็จในเส้นทางที่กำลังจะเริ่มต้นขึ้นต่อจากนี้ขอบคุณทุกความทรงจำลาก่อนด้วยความรักและผูกพันสุดท้ายนี้พวกเราคณะกรรมการสภานักเรียนประจำปีการศึกษา 2567 ขอมอบบทเพลงส่งท้ายให้น้องๆม 3 และพี่ม. 6 ค่ะ.....,https://www.tiktok.com/@cheguaimangadget/video/6991476958156606746,6991476958156606746,negative,2026-07-15 17:20:00.429394+00:00,1,0,0,0,0.11971611231565474,1,,,,,,,negative,0.6009462922811508,multilingual,Unknown,Unknown,0.0,happy,0.04825649783015251,0.1219988539814949,0.3515543043613434,0.05242475867271423,0.10104701668024063,0.06504074484109879
tiktok,comment,7634239453065743636_comment_0,กูจะซึ้งแล้วไปเห็นพี่ข้างหลัง🤣,https://www.tiktok.com/@davaa913/video/7634239453065743636,7634239453065743636,positive,2026-07-15 17:20:00.767626+00:00,14,0,0,0,0.8714138269424438,14,,,,,,,positive,0.5713794231414795,multilingual,Unknown,Unknown,0.0,love,0.02812529169023037,0.023286903277039528,0.04632209241390228,0.03692309185862541,0.8013978600502014,0.03411846607923508
tiktok,comment,7634239453065743636_comment_1,สวัสดีค่ะถึงนักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ขอให้ทุกคนนำโทรศัพท์ขึ้นมาอัดคลิปและบันทึกเสียงค่ะ.....ขณะนี้เวลา 15:00 น 30 นาทีหมดเวลาการเรียนการสอนของนักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ประจำปีการศึกษา 2567 ที่นี่รั้วฟ้าขาวเปรียบเสมือนบ้านหลังที่ 2 ที่เราต่างมีความทรงจำมากมายทั้งเสียงหัวเราะรอยยิ้มและแม้แต่หยดน้ำตารถไฟขบวนสุดท้ายได้เดินทางมาถึงปลายทางสถานีแล้วขอให้นักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ทุกคนโชคดีและขอให้ทุกคนประสบความสำเร็จในเส้นทางที่กำลังจะเริ่มต้นขึ้นต่อจากนี้ขอบคุณทุกความทรงจำลาก่อนด้วยความรักและผูกพันสุดท้ายนี้พวกเราคณะกรรมการสภานักเรียนประจำปีการศึกษา 2567 ขอมอบบทเพลงส่งท้ายให้น้องๆม 3 และพี่ม. 6 ค่ะ.....,https://www.tiktok.com/@davaa913/video/7634239453065743636,7634239453065743636,negative,2026-07-15 17:20:00.767667+00:00,1,0,0,0,0.11971611231565474,1,,,,,,,negative,0.6009462922811508,multilingual,Unknown,Unknown,0.0,happy,0.04825649783015251,0.1219988539814949,0.3515543043613434,0.05242475867271423,0.10104701668024063,0.06504074484109879
tiktok,comment,7655697400786357524_comment_0,กูจะซึ้งแล้วไปเห็นพี่ข้างหลัง🤣,https://www.tiktok.com/@samsulaf4/video/7655697400786357524,7655697400786357524,positive,2026-07-15 17:20:01.728201+00:00,14,0,0,0,0.8714138269424438,14,,,,,,,positive,0.5713794231414795,multilingual,Unknown,Unknown,0.0,love,0.02812529169023037,0.023286903277039528,0.04632209241390228,0.03692309185862541,0.8013978600502014,0.03411846607923508
tiktok,comment,7655697400786357524_comment_1,สวัสดีค่ะถึงนักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ขอให้ทุกคนนำโทรศัพท์ขึ้นมาอัดคลิปและบันทึกเสียงค่ะ.....ขณะนี้เวลา 15:00 น 30 นาทีหมดเวลาการเรียนการสอนของนักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ประจำปีการศึกษา 2567 ที่นี่รั้วฟ้าขาวเปรียบเสมือนบ้านหลังที่ 2 ที่เราต่างมีความทรงจำมากมายทั้งเสียงหัวเราะรอยยิ้มและแม้แต่หยดน้ำตารถไฟขบวนสุดท้ายได้เดินทางมาถึงปลายทางสถานีแล้วขอให้นักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ทุกคนโชคดีและขอให้ทุกคนประสบความสำเร็จในเส้นทางที่กำลังจะเริ่มต้นขึ้นต่อจากนี้ขอบคุณทุกความทรงจำลาก่อนด้วยความรักและผูกพันสุดท้ายนี้พวกเราคณะกรรมการสภานักเรียนประจำปีการศึกษา 2567 ขอมอบบทเพลงส่งท้ายให้น้องๆม 3 และพี่ม. 6 ค่ะ.....,https://www.tiktok.com/@samsulaf4/video/7655697400786357524,7655697400786357524,negative,2026-07-15 17:20:01.728222+00:00,1,0,0,0,0.11971611231565474,1,,,,,,,negative,0.6009462922811508,multilingual,Unknown,Unknown,0.0,happy,0.04825649783015251,0.1219988539814949,0.3515543043613434,0.05242475867271423,0.10104701668024063,0.06504074484109879
tiktok,comment,7661860658308205831_comment_0,กูจะซึ้งแล้วไปเห็นพี่ข้างหลัง🤣,https://www.tiktok.com/@alif_johari/video/7661860658308205831,7661860658308205831,positive,2026-07-15 17:20:03.023088+00:00,14,0,0,0,0.8714138269424438,14,,,,,,,positive,0.5713794231414795,multilingual,Unknown,Unknown,0.0,love,0.02812529169023037,0.023286903277039528,0.04632209241390228,0.03692309185862541,0.8013978600502014,0.03411846607923508
tiktok,comment,7661860658308205831_comment_1,สวัสดีค่ะถึงนักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ขอให้ทุกคนนำโทรศัพท์ขึ้นมาอัดคลิปและบันทึกเสียงค่ะ.....ขณะนี้เวลา 15:00 น 30 นาทีหมดเวลาการเรียนการสอนของนักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ประจำปีการศึกษา 2567 ที่นี่รั้วฟ้าขาวเปรียบเสมือนบ้านหลังที่ 2 ที่เราต่างมีความทรงจำมากมายทั้งเสียงหัวเราะรอยยิ้มและแม้แต่หยดน้ำตารถไฟขบวนสุดท้ายได้เดินทางมาถึงปลายทางสถานีแล้วขอให้นักเรียนชั้นมัธยมศึกษาปีที่ 3 และนักเรียนชั้นมัธยมศึกษาปีที่ 6 ทุกคนโชคดีและขอให้ทุกคนประสบความสำเร็จในเส้นทางที่กำลังจะเริ่มต้นขึ้นต่อจากนี้ขอบคุณทุกความทรงจำลาก่อนด้วยความรักและผูกพันสุดท้ายนี้พวกเราคณะกรรมการสภานักเรียนประจำปีการศึกษา 2567 ขอมอบบทเพลงส่งท้ายให้น้องๆม 3 และพี่ม. 6 ค่ะ.....,https://www.tiktok.com/@alif_johari/video/7661860658308205831,7661860658308205831,negative,2026-07-15 17:20:03.023101+00:00,1,0,0,0,0.11971611231565474,1,,,,,,,negative,0.6009462922811508,multilingual,Unknown,Unknown,0.0,happy,0.04825649783015251,0.1219988539814949,0.3515543043613434,0.05242475867271423,0.10104701668024063,0.06504074484109879
