Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7637131352554343700,"Review Bas
Mara Liner Express
RBD726
#reviewbus #maralinerexpress #maraliner #sahabathafizpjack #jomnaikbas",https://www.tiktok.com/@hafizpjack/video/7637131352554343700,positive,2026-05-19 13:41:41.106589,1553,119,90,41400,0.8260747447609901,2176,2102.4,positive,0.4202491492033005,multilingual,Unknown,love,0.04824274778366089,0.012293561361730099,0.030118029564619064,0.024002300575375557,0.7931039929389954,0.01522058341652155
tiktok,post,7616283992689609991,#CapCut #mara #creatorsearchinsights #fyp,https://www.tiktok.com/@datojohan/video/7616283992689609991,neutral,2026-05-19 13:41:42.320046,1561,83,44,47400,0.5,2162,1906.4,neutral,0.9021885991096497,english,Mixed/Urban,love,0.07772423326969147,0.03643321618437767,0.03261362761259079,0.0642719641327858,0.7111421823501587,0.023415636271238327
tiktok,post,7616204584138165512,"1st MARALINER 13.5 meter
45 Vip seat
Scania (SKS)
Launch Today (13/3/2026)
#CapCut #mara #creatorsearchinsights #fyp #bus",https://www.tiktok.com/@datojohan/video/7616204584138165512,neutral,2026-05-19 13:41:42.045501,953,116,51,31500,0.5,1435,1369.5,neutral,0.8930241465568542,english,Mixed/Urban,no_clear_emotion,0.03971334919333458,0.023936713114380836,0.07567057758569717,0.026421984657645226,0.2576301097869873,0.042802780866622925
tiktok,post,7595529087377231125,"available on @Zayn's Stuff 

#makeup #makeupartist #fyp #fyp #fyppppppppppppppppppppppp",https://www.tiktok.com/@ur_pookie44/video/7595529087377231125,neutral,2026-05-19 13:41:39.256173,844,49,33,38500,0.5,1311,1079.5,neutral,0.8046995997428894,english,Mixed/Urban,love,0.040456622838974,0.025719117373228073,0.03803262114524841,0.01800481230020523,0.6353966593742371,0.04328658804297447
tiktok,post,7603567504383954196,"Replying to @FIEEX1🧸 min dpt apa ni dah belanja bas luar dlm 😜😜

#stagebus #review #maraliner #trending #fyp",https://www.tiktok.com/@maralinersdnbhd/video/7603567504383954196,negative,2026-05-19 13:41:41.383694,411,23,14,12300,0.12338380962610243,571,511.3,negative,0.5887206345796585,multilingual,Unknown,no_clear_emotion,0.0331643782556057,0.01828387938439846,0.061942942440509796,0.02251921221613884,0.341004341840744,0.05271568149328232
tiktok,post,7433085109017906448,"🚌 [REVIEW] MARALINER (RAG 4054)

🛠️SKSBUS D3, Scania K410, 45 VIP seats

📍Kuala Perlis

#SahabatAshman  #pemburubas #gengbasexpressmalaysia #basexpressmalaysia #gengexpress #pilotdarat #abgbas #viralvideo #LIVEFest2024 #fypシ゚ #peminatbasexpress #scania",https://www.tiktok.com/@ashmanzain/video/7433085109017906448,neutral,2026-05-19 13:41:40.803209,283,69,20,23500,0.5,607,504.5,neutral,0.997715950012207,malay,Malay/Bumiputera,no_clear_emotion,0.03837301954627037,0.020288972184062004,0.05211388319730759,0.018301546573638916,0.15601587295532227,0.029721232131123543
tiktok,post,7431753847384591633,"🚌 [REVIEW] MARALINER (RY 3572)

📍Alor Setar - Pendang - Kuala Nerang

#SahabatAshman #SahabatBossKay #SahabatAA #SahabatHafizPjack #pemburubas #gengbasexpressmalaysia #basexpressmalaysia #gengexpress #pilotdarat #abgbas #viralvideo #LIVEFest2024 #fypシ゚",https://www.tiktok.com/@ashmanzain/video/7431753847384591633,neutral,2026-05-19 13:41:41.766448,214,69,22,23500,0.5,540,441.5,neutral,0.9977149963378906,malay,Malay/Bumiputera,no_clear_emotion,0.13248655200004578,0.0361439548432827,0.0877256765961647,0.038069501519203186,0.2928902208805084,0.030307289212942123
tiktok,post,7477763803082427656,"🚌 MARALINER (RQ 5039)

🛠️ SKSBUS E128D, MAN R40 24.460, 45 (2+1 VIP seats with USB ports and cup holder)

📍 Kuala Terengganu - Dungun - Kuantan - Kota Tinggi - Bandar Penawar - Sg Rengit

#SahabatAshman #fandomfest #pemburubas #pemburubasexpress #gengbasexpressmalaysia #basexpressmalaysia #gengexpress #peminatbasexpress #fypジ #abgbas #creatorsearchinsights #viralvideo #busspotting #malaysianbusandtruckenthusiasts #malaysianbusandtruckspotters #malaysianbuses #malaysiabusspotting #malaysiabusspotter #SahabatHafizPjack #tiktokmalaysia 
#LIVEhighlights #TikTokLIVE #LIVE #goliveyourramadan #ramadankareem #puasa #liveyourramadan",https://www.tiktok.com/@ashmanzain/video/7477763803082427656,neutral,2026-05-19 13:41:40.515808,221,8,20,13100,0.5,380,310.1,neutral,0.8881205916404724,english,Mixed/Urban,love,0.10317251831293106,0.035438183695077896,0.08328321576118469,0.049510300159454346,0.42405205965042114,0.034572601318359375
tiktok,post,7625491649241599239,LAGENDA MARA HOLDING SDN BHD kini dibawakan oleh MARA LINER GROUP teman destinasi anda hak milik zon timur pengkalan Chini Pahang menawarkan perkhidmatan yang lebih baik dan lebih efisien dengan pesawat GENERASI BARU dibawakan oleh new model SKSBUS E138I V2 dijanakan oleh SMC-375(WECHAI ZF FULL AUTO TRANSMISION) destinasi perjalanan ID ML73 FELDA CHINI-PEKAN-FELDA CHINI perjalanan setiap hari random pesawat trip 8 pagi dari Chini dan 2.30 ptg dari terminal bas pekan.semoga anda mampu memberikan perkhidmatan yang paling terbaik dan cemerlang buat warga pekan dan sekitarnya oleh toucu besar kapten Khairul Nizam OTAI JALANAN pengkalan Chini 🔥🔥🔥@maralinersdnbhd,https://www.tiktok.com/@pengangkutanawam/video/7625491649241599239,positive,2026-05-19 13:41:40.233539,156,4,28,2596,0.9993839323520659,213,250.596,positive,0.9979464411735535,malay,Malay/Bumiputera,happy,0.07819687575101852,0.04415513202548027,0.41494855284690857,0.02737290784716606,0.2953203320503235,0.027171436697244644
tiktok,post,7466753563851590929,"🚌 MARALINER (RAG 4053)

🛠️ SKSBUS D3, Scania K410EB 6X2

📍 Temerloh - Ipoh - Butterworth - Sungai Petani - Alor Setar - Kangar - Kuala Perlis

#SahabatAshman #fandomfest #pemburubas #pemburubasexpress #gengbasexpressmalaysia #basexpressmalaysia #gengexpress #peminatbasexpress #fypジ #abgbas #creatorsearchinsights #viralvideo #busspotting #malaysianbusandtruckenthusiasts #malaysianbusandtruckspotters #malaysianbuses #malaysiabusspotting #malaysiabusspotter #SahabatHafizPjack #tiktokmalaysia",https://www.tiktok.com/@ashmanzain/video/7466753563851590929,neutral,2026-05-19 13:41:39.939319,185,9,12,6851,0.5,274,245.851,neutral,0.907131016254425,english,Mixed/Urban,love,0.1288110762834549,0.040320366621017456,0.07776518911123276,0.049125682562589645,0.4450049102306366,0.031146446242928505
