Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7632930905757224212,#najwashihab #man #xybca #fyp #sepakat,https://www.tiktok.com/@novalaginugas/video/7632930905757224212,,,neutral,2026-05-29 16:07:44.500456,2200000,204300,30800,19600000,0.5,2631100,2720600.0,neutral,0.9157170057296753,english,Mixed/Urban,love,0.1442132294178009,0.05447734519839287,0.10138529539108276,0.06071257218718529,0.4465419352054596,0.03681511804461479
tiktok,post,7638589950631415061,Anak laki laki memang milik ibunya sampai dia mati #fypdonggggggg #quotes #DeepTalk,https://www.tiktok.com/@mahmudsatriafb/video/7638589950631415061,,,negative,2026-05-29 16:07:30.300535,584500,181900,4631,8200000,0.0013506889343261608,853031,970393.0,negative,0.9954977035522461,malay,Malay/Bumiputera,love,0.05234415456652641,0.018884819000959396,0.017770569771528244,0.05535716935992241,0.7423825860023499,0.02886197529733181
tiktok,post,7516504848318123269,😎 menyala wanita tangguhku,https://www.tiktok.com/@riyukabunga/video/7516504848318123269,,,positive,2026-05-29 16:07:53.764328,858300,26300,10700,16900000,0.8549655377864838,1064300,959900.0,positive,0.5165517926216125,english,Mixed/Urban,love,0.054880667477846146,0.02444629557430744,0.07146943360567093,0.01837114989757538,0.7353683114051819,0.01950550638139248
tiktok,post,7331577095757335813,vote didi in chuang asia on wetv 🤍 #chuangasia #chuangasiathailand #ouyangdidi #didiouyang #ouyangnana #nanaouyang #nene #nenevader #bonbongirls303 #jacksonwang #wangjiaer #mikeangelo #survivalshow #fyp #foryou #xyzbca #fypシ,https://www.tiktok.com/@stobaeri/video/7331577095757335813,,,neutral,2026-05-29 16:07:51.353662,501000,1261,628,5900000,0.5,561889,511306.0,neutral,0.4975399374961853,english,Mixed/Urban,love,0.091219961643219,0.02430642955005169,0.05462392047047615,0.026671914383769035,0.6678244471549988,0.01733117550611496
tiktok,post,7374092119562030342,"not stay together but live together✨

@hanan_attaki_ 
#katauha #katauha13 #cintaanugrahatauujian #ustadhananattaki #ceramahustadzhananattaki #pemudahijrah #menikah #rumahtangga  #cerai #reminder #fyp #fypシ #improved",https://www.tiktok.com/@improved64/video/7374092119562030342,,,neutral,2026-05-29 16:07:43.824514,347000,36900,1738,4500000,0.5,430638,430514.0,neutral,0.7605628371238708,english,Mixed/Urban,love,0.1068536788225174,0.07254304736852646,0.04977133870124817,0.13681650161743164,0.5461642146110535,0.03944771736860275
tiktok,post,7623299514325044500,"Setuju ? ...
.
.
.
#motivasi #kebahagiaan #diri",https://www.tiktok.com/@aks.id55/video/7623299514325044500,,,neutral,2026-05-29 16:07:34.510776,267600,53700,4749,4800000,0.5,374049,394047.0,neutral,0.8612971305847168,english,Mixed/Urban,love,0.0395221970975399,0.03293861076235771,0.3898276686668396,0.020391300320625305,0.43473923206329346,0.03158016502857208
tiktok,post,7639249902702398727,#qoutesstorywa #storytime #katakata #fyppppppppppppppppppppppp,https://www.tiktok.com/@voidhati/video/7639249902702398727,,,neutral,2026-05-29 16:07:55.198618,173500,78300,925,2300000,0.5,275725,335175.0,neutral,0.9090713858604431,english,Mixed/Urban,love,0.09067169576883316,0.03795734420418739,0.05515732616186142,0.03592748939990997,0.4589058458805084,0.02939770184457302
tiktok,post,7633406632591985940,"tanpo hubungan

#liriklagu #tanpohubungan #cover #branda #foryou",https://www.tiktok.com/@hdy__09/video/7633406632591985940,,,neutral,2026-05-29 16:07:20.545839,219000,9775,1707,3200000,0.5,262482,246871.0,neutral,0.7584915161132812,english,Mixed/Urban,love,0.05547206103801727,0.013594106771051884,0.035012274980545044,0.02714201807975769,0.7181459665298462,0.01750558242201805
tiktok,post,7370758908815625477,Kita Bersatuuu... @dindateratu #rinduakurindukamu #dindateratu #petelmaholtra #zaridenmusic #gumilangentertainment #infoorkespati #infoorkesjepara #infoorkeskudus #storyorkespati #orkeskudus #orkesdangdut #sahabatojingkudus #ojingjepara #dangdutkoplo #foryou #fypシ゚viral #untukmu #untukanda #foryourpage #trending #viral_video #fyppppppppppppppppppppppp #fypシ #masukberandafyp #rameindong #semogarame #fyp #penyanyidangdutviral #senengorkes #FYP,https://www.tiktok.com/@senengorkes/video/7370758908815625477,,,neutral,2026-05-29 16:08:06.602105,149500,4422,194,3400000,0.5,188116,162326.0,neutral,0.8637092709541321,english,Mixed/Urban,love,0.11589230597019196,0.08815466612577438,0.045774538069963455,0.16900144517421722,0.47569218277931213,0.04920644313097
tiktok,post,7389624911733492998,Susah amat cari kerja di negara kita,https://www.tiktok.com/@nok_arr/video/7389624911733492998,,,neutral,2026-05-29 16:07:17.041409,97100,8179,5882,4200000,0.5,153161,135304.0,neutral,0.7127032279968262,english,Mixed/Urban,fear,0.23628734052181244,0.3874092102050781,0.013106943108141422,0.27862462401390076,0.031399354338645935,0.026434071362018585
tiktok,post,7610769348243787028,"jalani yang sedang terjadi""
Nikmati yang sudah diberi""
Syukuri yang sudah dimiliki ""

#motivation #fyp #viral #succesmindset #viralvideo",https://www.tiktok.com/@ujangtasik36/video/7610769348243787028,,,positive,2026-05-29 16:07:23.315562,37200,32100,336,3400000,0.9993529796600341,103636,105808.0,positive,0.9978432655334473,malay,Malay/Bumiputera,no_clear_emotion,0.03593895211815834,0.07031373679637909,0.23273815214633942,0.031145766377449036,0.09724104404449463,0.044283442199230194
tiktok,post,7529527955446402360,#anakrantau #sadstory #sadvibes #foryoupage,https://www.tiktok.com/@misadharivaldii_/video/7529527955446402360,,,negative,2026-05-29 16:07:53.409566,87900,5778,775,1500000,0.06746068596839905,109453,103281.0,negative,0.7751310467720032,english,Mixed/Urban,love,0.2376827597618103,0.03819085285067558,0.08932409435510635,0.03661000356078148,0.4014146327972412,0.02387143485248089
tiktok,post,7644403425920240916,Harapan semua wanita mandiri🥹,https://www.tiktok.com/@estifandilah/video/7644403425920240916,,,neutral,2026-05-29 16:07:23.665605,78900,6647,1213,814700,0.5,94907,96647.7,neutral,0.8037443161010742,english,Mixed/Urban,no_clear_emotion,0.09778760373592377,0.07051540166139603,0.11010900139808655,0.05912385880947113,0.22144202888011932,0.07930827140808105
