Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
threads,comment,3.635799431527585e+18,lf travel buddy to Bukidnon,https://www.threads.com/@kwikspell_crash/post/DJ09FHWxNOI,neutral,2025-05-19 07:51:28+00:00,12,0,3,0,0.5,15,neutral,0.8548840880393982,english,Mixed/Urban,love,0.05621590465307236,0.011115153320133686,0.041942812502384186,0.015852130949497223,0.7545049786567688,0.013286405242979527
threads,comment,,me,,positive,2025-05-20 03:49:25+00:00,0,0,0,0,0.8940751358866691,0,positive,0.6469171196222305,multilingual,Unknown,no_clear_emotion,0.15980051457881927,0.1329471468925476,0.14036086201667786,0.10271945595741272,0.17071637511253357,0.11889998614788055
threads,comment,,Ako,,positive,2025-05-19 16:18:58+00:00,0,0,0,0,0.8404450237751007,0,positive,0.4681500792503357,multilingual,Unknown,love,0.1615450084209442,0.1363583207130432,0.13131676614284515,0.10242881625890732,0.18586084246635437,0.11259409785270691
threads,comment,,When?,,neutral,2025-05-19 10:33:48+00:00,0,0,0,0,0.5,0,neutral,0.5991843342781067,english,Mixed/Urban,no_clear_emotion,0.13595476746559143,0.07201416790485382,0.07003947347402573,0.05163305252790451,0.28838539123535156,0.06685180217027664
threads,comment,3.418119275896177e+18,budos otl fanok,https://www.threads.com/@sz.borkaa/post/C9vmV8XtQFK,negative,2024-07-22 23:39:52+00:00,29,0,14,0,0.13777456283569336,43,negative,0.5407514572143555,multilingual,Unknown,love,0.0746990293264389,0.015534824691712856,0.05408170819282532,0.02797030843794346,0.593095600605011,0.02487211674451828
threads,comment,,Ezt repostolnom kellett és azt mondom w csevegőfal,,negative,2024-07-23 22:34:37+00:00,1,0,0,0,0.16186677664518356,1,negative,0.4604440778493881,multilingual,Unknown,no_clear_emotion,0.16473877429962158,0.2960343360900879,0.051182821393013,0.02995937690138817,0.05967923253774643,0.05366618558764458
threads,comment,,Csak a Justin Bieber,,neutral,2024-07-23 13:37:14+00:00,1,0,0,0,0.5,1,neutral,0.7267002463340759,english,Mixed/Urban,no_clear_emotion,0.09410467743873596,0.0711280107498169,0.2430656999349594,0.051566336303949356,0.2195165753364563,0.0661892518401146
threads,comment,,en csak szimplan budos vagyok,,neutral,2024-07-23 16:10:10+00:00,2,0,0,0,0.5,2,neutral,0.8233358860015869,english,Mixed/Urban,love,0.1509619653224945,0.03745367005467415,0.06772521883249283,0.032387081533670425,0.4481043219566345,0.030659468844532967
threads,comment,,teged tisztellej,,neutral,2024-07-23 13:53:28+00:00,1,0,0,0,0.5,1,neutral,0.7389281392097473,english,Mixed/Urban,happy,0.09832891076803207,0.053709615021944046,0.3209853768348694,0.022615736350417137,0.31863170862197876,0.0191807821393013
threads,comment,,Nigga vagyok,,neutral,2024-07-23 12:58:52+00:00,2,0,0,0,0.5,2,neutral,0.7581046223640442,english,Mixed/Urban,no_clear_emotion,0.1441243290901184,0.09171069413423538,0.1034574955701828,0.052524883300065994,0.22543439269065857,0.07740654796361923
