Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
news,post,dffe33c6810214f7,"EC advises candidates to verify nomination papers before Negeri Sembilan polls. &nbsp;SEREMBAN, July 15 &mdash;&nbsp;The Election Commission (EC) has advised prospective candidates intending to contes...",https://www.malaymail.com/news/malaysia/2026/07/15/ec-advises-candidates-to-verify-nomination-papers-before-negeri-sembilan-polls/227699,neutral,2026-07-15 09:13:49+00:00,0,0,0,0,0.5,0,,neutral,0.9450454711914062,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.10690410435199738,0.039712388068437576,0.19096903502941132,0.013153173960745335,0.10251815617084503,0.02666546404361725
news,post,12a646bed9339cdf,"BN to reveal Negeri Sembilan line-up tonight, MCA and MIC allocated 11 seats. SEREMBAN, July 15 &mdash; Barisan Nasional (BN) has allocated seven State Legislative Assembly seats to MCA while four s...",https://www.malaymail.com/news/malaysia/2026/07/15/bn-to-reveal-negeri-sembilan-line-up-tonight-mca-and-mic-allocated-11-seats/227682,neutral,2026-07-15 07:33:17+00:00,0,0,0,0,0.5,0,,neutral,0.9529842734336853,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.02825249545276165,0.019556861370801926,0.06950116902589798,0.012921607121825218,0.065048448741436,0.02384244278073311
news,post,0f08deb55f40aac6,"Negeri Sembilan polls: Anwar warns against dragging royalty, Constitution into campaign. KUALA PILAH, July 15 &mdash; Pakatan Harapan (PH) chairman Datuk Seri Anwar Ibrahim has reminded all parties involved in...",https://www.malaymail.com/news/malaysia/2026/07/15/negeri-sembilan-polls-anwar-warns-against-dragging-royalty-constitution-into-campaign/227614,negative,2026-07-15 00:50:59+00:00,0,0,0,0,0.0028533339500427246,0,,negative,0.9904888868331909,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.030111443251371384,0.015013058669865131,0.09150781482458115,0.02002301998436451,0.23955264687538147,0.02862757258117199
news,post,0bd2296ce9b29728,"Negeri Sembilan polls: Aminuddin seeks fresh Pakatan mandate to preserve stability. &nbsp;KUALA PILAH, July 15 &mdash; Negeri Sembilan Pakatan Harapan (PH) chairman Datuk Seri Aminuddin Harun has urged vo...",https://www.malaymail.com/news/malaysia/2026/07/15/negeri-sembilan-polls-aminuddin-seeks-fresh-pakatan-mandate-to-preserve-stability/227613,negative,2026-07-15 00:48:06+00:00,0,0,0,0,0.15518365055322647,0,,negative,0.48272116482257843,multilingual,Unknown,Unknown,0.0,love,0.07860769331455231,0.04568224772810936,0.25066447257995605,0.029193660244345665,0.2830516993999481,0.035175174474716187
news,post,09a89886e65b8f43,"Negeri Sembilan polls: Aminuddin to contest Linggi, Anthony Loke defends Chennah. KUALA PILAH, July 15 &mdash;&nbsp;Negeri Sembilan Menteri Besar Datuk Seri Aminuddin Harun has been announced as Pakatan...",https://www.malaymail.com/news/malaysia/2026/07/15/negeri-sembilan-polls-aminuddin-to-contest-linggi-anthony-loke-defends-chennah/227611,neutral,2026-07-15 00:43:27+00:00,0,0,0,0,0.5,0,,neutral,0.9376221299171448,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.06523704528808594,0.03810091316699982,0.1353932023048401,0.024007583037018776,0.15075521171092987,0.03904200717806816
news,post,7756cfda8c4a9940,"After Johor wipeout, Bersama to stay out of Negeri Sembilan polls. Party says it will focus on the Melaka state election instead, citing time and resource constraints, and a tougher contest in Negeri Sembilan.",https://www.freemalaysiatoday.com/category/nation/2026/07/15/after-johor-wipeout-bersama-to-stay-out-of-negeri-sembilan-polls,neutral,2026-07-15 09:44:48+00:00,0,0,0,0,0.5,0,,neutral,0.6834201216697693,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.2141834795475006,0.06091054528951645,0.1606365144252777,0.02157941274344921,0.08240542560815811,0.023203754797577858
news,post,9dc1362f9bc3d6f0,"PMO did not interfere in payments to company, court told. Muhyiddin Yassin’s trial hears that KCJ Engineering received RM24.3 million from JKR in advance and interim payments for a road project in Negeri Sembilan.",https://www.freemalaysiatoday.com/category/nation/2026/07/15/pmo-did-not-interfere-in-payments-to-company-court-told,neutral,2026-07-15 09:09:24+00:00,0,0,0,0,0.5,0,,neutral,0.9106047749519348,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.11600302904844284,0.04312814772129059,0.18635433912277222,0.032163333147764206,0.11902598291635513,0.03130827471613884
news,post,37f123486972df17,"Bersama tak tanding di PRN Negeri Sembilan, tumpu Melaka. Kekangan masa dan sumber, serta isu lain yang terheret dalam pertembungan di Negeri Sembilan, antara sebab Bersama tidak mahu terlibat.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/07/15/bersama-tak-tanding-di-prn-negeri-sembilan-tumpu-melaka,negative,2026-07-15 09:04:44+00:00,0,0,0,0,0.09273798465728758,0,,negative,0.690873384475708,malay,Malay/Bumiputera,Unknown,0.0,anger,0.5115156173706055,0.3482060730457306,0.017404168844223022,0.027355121448636055,0.023998839780688286,0.029598409309983253
news,post,06589304f3c26417,"Bersatu to decide tonight on logo to use in Negeri Sembilan polls. A meeting of the party’s Supreme Council is being held following the repeated postponement of seat talks with PAS, says a source.",https://www.freemalaysiatoday.com/category/nation/2026/07/15/bersatu-to-decide-tonight-on-logo-to-use-in-negeri-sembilan-polls,neutral,2026-07-15 08:40:40+00:00,0,0,0,0,0.5,0,,neutral,0.8686316013336182,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.12491001188755035,0.05819442868232727,0.15323853492736816,0.0247751884162426,0.05332247540354729,0.028705419972538948
news,post,b0042b11c0223c2a,"Mandat di N Sembilan bukan untuk angkat individu, kata Anwar. Pengerusi PH berkata kemenangan di Negeri Sembilan penting bagi memastikan rancangan pembangunan dapat diteruskan.",https://www.freemalaysiatoday.com/category/bahasa/tempatan/2026/07/15/mandat-di-n-sembilan-bukan-untuk-angkat-individu-kata-anwar,negative,2026-07-15 08:14:51+00:00,0,0,0,0,0.17549200952053068,0,,negative,0.41502663493156433,multilingual,Unknown,Unknown,0.0,no_clear_emotion,0.05553785338997841,0.028816578909754753,0.1641911119222641,0.020783256739377975,0.2482595294713974,0.028549153357744217
news,post,1cdcc8de830876a8,"MCA to contest 7 seats, MIC 4 in Negeri Sembilan, says Zahid. The Barisan Nasional chairman is expected to announce the full list of BN candidates in Seremban tonight.",https://www.freemalaysiatoday.com/category/nation/2026/07/15/mca-to-contest-7-seats-mic-4-in-negeri-sembilan-says-zahid,neutral,2026-07-15 08:12:49+00:00,0,0,0,0,0.5,0,,neutral,0.9482913613319397,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.027923503890633583,0.0350329652428627,0.18851393461227417,0.011501487344503403,0.0646710991859436,0.03441382944583893
news,post,e6763da8d35bac56,"PH perkemas strategi kempen, dekati pengundi muda menjelang PRN Negeri Sembilan. SHAH ALAM: Pakatan Harapan (PH) akan memperkemas strategi termasuk mendekati pengundi muda menjelang Pilihan Raya Negeri (PRN) Negeri Sembilan, selain menyusun gerak kerja serta penyampaian mesej yang lebih tersusun bagi mempertahan pentadbiran parti itu di negeri berkenaan.",https://www.bharian.com.my/berita/nasional/2026/07/1588509/ph-perkemas-strategi-kempen-dekati-pengundi-muda-menjelang-prn,positive,2026-07-15 16:55:52+00:00,0,0,0,0,0.9615097641944885,0,,positive,0.8716992139816284,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.13865157961845398,0.0751594603061676,0.184103861451149,0.028727928176522255,0.2095399796962738,0.02944594994187355
news,post,25dd577b3ee6b7fe,"KCJ terima bayaran RM24.4 juta bagi projek bina jalan projek Jana Wibawa. KUALA LUMPUR: Pengarah Jabatan Kerja Raya (JKR) Negeri Sembilan, Datuk Wan Hasnan Wan Musa memberitahu Mahkamah Tinggi hari ini, JKR membuat pembayaran RM24.4 juta kepada sebuah syarikat pembinaan bagi projek Program Jana Wibawa.",https://www.bharian.com.my/berita/nasional/2026/07/1588492/kcj-terima-bayaran-rm244-juta-bagi-projek-bina-jalan-projek-jana,positive,2026-07-15 16:40:43+00:00,0,0,0,0,0.9940950274467468,0,,positive,0.9803167581558228,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.035386960953474045,0.023678090423345566,0.0745856836438179,0.030437538400292397,0.12821035087108612,0.038279518485069275
