Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
youtube,post,7eMCNgXPQFQ,"Weconomix team gets into the weeds of the Budi Madani RON95 targeted subsidy distribution that aims to eliminate access to the subsidy for non-Malaysians. The program allocates 300L per Malaysian who has their Identity Card and valid Malaysian Driver’s License and is aged 16 and above. WE discuss what the 300 Litre means for Malaysian’s–from, whether 300L  per-month is enough, how it will affect our petrol pumping culture, the savings it will provide to the National budget to what we can look forward to from money earned not spending on blanket RON95 subsidy.

00:00 Intro - Hi! Everyone
00:35 Umpteen Years of Subsidies!
02:55 Budi Madani RON95 
03:16 Budi Madani RON95  - Factsheet
05:00 300 litres Petrol and Cars’ Running Distance
07:20 Luxury Balik Kampungs?
08:40 The New Pumping Petrol Culture
10:33 Time to Bring Out the Calculators
12:30 Comparing Petrol Pump Prices with our Neighbours
16:38 Thank You for the Subsidy
17:41  End of the Month is coming ,Bro!
18:42  Let’s Strive to Thrive.",https://www.youtube.com/watch?v=7eMCNgXPQFQ,neutral,2025-10-05 19:50:28+00:00,7,0,1,60,0.5,8,10.06,,,neutral,0.8716481328010559,english,Mixed/Urban,love,0.07400228828191757,0.06375596672296524,0.22739364206790924,0.0523218996822834,0.31679192185401917,0.03691122308373451
youtube,comment,UgxuiDty2AxG1-OYooh4AaABAg,"It really is remarkable the way fuel is subsidised in Malaysia. I have driven in Thailand, Australia and New Zealand. Refilling the fuel tanks there  can be anxiety inducing.",,negative,,0,0,0,0,0.06611621975898743,0,,"{'id': 'UCpl3a2kFbi0bZpPfvz8tF7Q', 'name': '@gsckla6449', 'thumbnails': [{'url': 'https://yt3.ggpht.com/ytc/AIdro_k93sSQhQXXpqzcqbk67G5W5mZYWLM0FsPyrHrD7gCiOFTs=s88-c-k-c0x00ffffff-no-rj', 'width': 88, 'height': 88}]}",0.0,negative,0.7796126008033752,english,Mixed/Urban,anger,0.7663054466247559,0.034942418336868286,0.054642364382743835,0.031242160126566887,0.04582886025309563,0.009996408596634865
youtube,post,AslsIQI1Qb0,"Ready to hit the road with savings? With CaltexGO, getting your BUDI95 subsidy is faster, easier, and smarter than ever. 

Just tap, pump, and GO — no hassle, no waiting.

✅ Instant BUDI95 redemption
✅ Seamless mobile fueling experience
✅ Exclusive perks for CaltexGO users

Don’t wait. Get, Set, GO with CaltexGO today! 👉 Download now and fuel up the smart way.

Learn More https://www.caltex.com/my/caltex-rewa...",https://www.youtube.com/watch?v=AslsIQI1Qb0,positive,2025-10-23 02:57:46+00:00,3,0,0,3314,0.9560039043426514,36,6.314,,,positive,0.8533463478088379,english,Mixed/Urban,happy,0.019015643745660782,0.05974395200610161,0.8361208438873291,0.010191881097853184,0.03450871631503105,0.017278268933296204
youtube,post,sLm2MoImDa8,"Experience a faster, more seamless way to redeem your BUDI95 subsidy with CaltexGO. Simply tap, pump, and GO — no delays, no hassle.

With the new Touch ’n Go integration, customers can now link their Touch ’n Go account directly within the CaltexGO app, making subsidy redemption and fueling more convenient than ever.

Enjoy instant BUDI95 redemption, a streamlined mobile fueling experience, and exclusive benefits designed for CaltexGO users.

Learn More https://www.caltex.com/my/caltex-rewa...",https://www.youtube.com/watch?v=sLm2MoImDa8,positive,2026-02-27 03:34:08+00:00,1,0,0,704,0.9384335219860076,8,1.704,,,positive,0.7947784066200256,english,Mixed/Urban,happy,0.02224833145737648,0.06681092828512192,0.8222325444221497,0.011226342059671879,0.03726717829704285,0.01694740727543831
youtube,post,-RylkFTtzVo,"The government is planning to reduce the monthly quota for subsidised RON95 petrol from 300 litres to 200 litres. 

This is due to unsubsidised fuel prices continuing to climb amid the ongoing West Asia conflict.",https://www.youtube.com/watch?v=-RylkFTtzVo,neutral,2026-03-26 04:46:16+00:00,76,0,85,16274,0.5,323,347.274,,,neutral,0.5369053483009338,english,Mixed/Urban,anger,0.3540748655796051,0.14690753817558289,0.17597316205501556,0.07238922268152237,0.08808872848749161,0.02342066913843155
youtube,post,cNbqMWqfcZ0,"Jabatan Pengangkutan Jalan (JPJ) memaklumkan, pemegang lesen memandu yang tamat tempoh lebih 36 bulan, tidak layak menerima subsidi BUDI 95.


#JPJ #SubsidiRON95 #LesenMemandu #BUDI95 #BuletinTV3

====================

Dapatkan berita terkini, tepat dan sahih dengan ‘SUBSCRIBE’ YouTube Buletin TV3

IKUTI kami di:
Facebook : https://www.facebook.com/BuletinTV3Official/
Twitter : https://twitter.com/BuletinTV3
Instagram : https://www.instagram.com/buletintv3/
Website : https://www.buletintv3.my
TikTok : https://www.tiktok.com/@buletintv3
Telegram : https://t.me/BuletinTV3Official
Whatsapp Channel : https://bit.ly/3SZnJ5L
LUMI : https://bit.ly/3ZhzNBm

Lagi berita terkini dan komprehensif, layari www.buletintv3.my #BuletinTV3 #BeritaTerkini",https://www.youtube.com/watch?v=cNbqMWqfcZ0,neutral,2026-03-27 01:36:41+00:00,22,0,12,2659,0.5,60,60.659,,,neutral,0.8670153021812439,english,Mixed/Urban,fear,0.20300376415252686,0.3191750943660736,0.023808678612113,0.14798936247825623,0.027130788192152977,0.17751306295394897
youtube,post,uqIND8uV7kA,"Prime Minister Datuk Seri Anwar Ibrahim said the government has saved RM800 million since the implementation of Budi95 on Sept 30.

Read more at https://tinyurl.com/yppw3yz6 

WATCH MORE: https://thestartv.com/c/news
SUBSCRIBE: https://cutt.ly/TheStar
LIKE: https://fb.com/TheStarOnline",https://www.youtube.com/watch?v=uqIND8uV7kA,neutral,2025-12-21 10:03:40+00:00,34,0,23,6487,0.5,121,109.487,,,neutral,0.5771872997283936,english,Mixed/Urban,happy,0.03647186607122421,0.04974134638905525,0.4288978576660156,0.02416529506444931,0.1453429013490677,0.042478568851947784
youtube,post,pQ-TodThiWk,"An alternative therapist was fined RM4,000 for spreading false information about the Budi MADANI RON95 initiative on Facebook.

SEPANG: An alternative treatment therapist was fined RM4,000 by the Sessions Court today after pleading guilty to spreading false information about the Budi MADANI RON95 (BUDI95) initiative on Facebook.

Read more: https://thesun.my/news/malaysia-news/...",https://www.youtube.com/watch?v=pQ-TodThiWk,negative,2026-05-22 08:00:09+00:00,0,0,0,152,0.13910300731658934,1,0.152,,,negative,0.5363233089447021,english,Mixed/Urban,sadness,0.24424098432064056,0.05224744603037834,0.039152927696704865,0.4717833399772644,0.05731350556015968,0.026773666962981224
youtube,post,FAF4q1ArzzI,"#BernamaNews : The Penang Domestic Trade and Cost of Living Ministry has found no violations at petrol stations across the state following the implementation of the targeted fuel subsidy for RON95 petrol.

#digitalbernamatv #BUDI95 #KPDN #fuel #penang",https://www.youtube.com/watch?v=FAF4q1ArzzI,neutral,2025-11-11 15:08:38+00:00,0,0,0,51,0.5,0,0.051,,,neutral,0.9031181931495667,english,Mixed/Urban,no_clear_emotion,0.06558579206466675,0.029647547751665115,0.13776470720767975,0.023887010291218758,0.11386710405349731,0.037138432264328
youtube,post,M7TIJMdjSlA,"Prime Minister Datuk Seri Anwar Ibrahim announced on Thursday (March 26) that the subsidised RON95 petrol price under the Budi95 will be adjusted to 200l per month beginning April 1.

He said the price of the subsidised petrol initiative will remain unchanged at RM1.99 per litre.

Read more at https://tinyurl.com/3jzvvh37 

WATCH MORE: https://thestartv.com/c/news
SUBSCRIBE: https://cutt.ly/TheStar
LIKE: https://fb.com/TheStarOnline",https://www.youtube.com/watch?v=M7TIJMdjSlA,neutral,2026-03-26 12:54:57+00:00,507,0,293,82817,0.5,1628,1468.817,,,neutral,0.9467164278030396,english,Mixed/Urban,no_clear_emotion,0.07890266925096512,0.03359567001461983,0.17610837519168854,0.05259742587804794,0.1912076622247696,0.05489721894264221
