Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
news,post,55579c88eddfea2b,"‘Undang’ jibe at Anthony Loke crosses line, Negeri Sembilan aide told to apologise. ‘Undang’ jibe at Anthony Loke crosses line, Negeri Sembilan aide told to apologise&nbsp;&nbsp;Yahoo",https://news.google.com/rss/articles/CBMihgFBVV95cUxQSkJTREtWOUMzRFN0RGJ4OThhZnlwUmR0eTA4MF9ZblVkMWFSUU9kRmtGLVVNMnFGQ0lSbHI3US04V1o4SV9jeFBnNGx5NHJKaUpkTm9ELWdaaElkYml2SWdqeEw0ZEoxY0xsYTQ5SXd3OGNqTXNjRGZhZlk0Z0lTZUpoUS1wdw?oc=5,neutral,2026-06-14 07:00:00+00:00,0,0,0,0,0.5,0,,neutral,0.9966713786125183,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.05273197963833809,0.021232817322015762,0.06046900525689125,0.024388788267970085,0.15291668474674225,0.026137130334973335
news,post,670ce70d4fb44b72,"The Borneo Series - The Perils of Pragmatism: Negeri Sembilan and the Trap of ""PMX 2.0"". The Borneo Series - The Perils of Pragmatism: Negeri Sembilan and the Trap of ""PMX 2.0""&nbsp;&nbsp;Jesselton Times",https://news.google.com/rss/articles/CBMivgFBVV95cUxPaXcxclRuQ0ZDMU1YVkZoVlhDeUFzRUVqRnN2ay1TUXdRZVh2LTdSQ0VyWno3OVNtcEtQMDkxTXgyTUEyTEFLTE1MZmJpYlpzVlFNbGpGenhRQ2xaRkdvZEFSdGV1eDIwSl9TbWJCVGdyNHZYYWxPV2tkbDZqWThlVFBlNnBnNTRUcEV3UkY3STZwbWo5ZzhpVXlLWENTUzZYaGtWXzFNdUZZblg5TlRPLVRDeXkzYWwzR2pYeGRn0gHDAUFVX3lxTE0tOERnN09sQlRvWTlvenRxVkxkbUVncElxWS1GMnllNEgydG9GaXJ4TFlJMnNfSXQwdmxGcHVGTUo2QXNCcEJ0V1FDd1JQdkhWUVJaVzJONXJGd3ZDSjcxOTJYNUxQSEFDcjkzTEE2cW5RWkZ2VlRCcTFSVFBkcERrVDNmbWIxdkxtb1ZackgySXJUY1BNYWpFQm9NaFU2Y3lpQVcxcE5sQ3RSRFM2Vi1oRWZLcTFlR3JpR3FNQmJQa3E1aw?oc=5,neutral,2026-06-05 07:00:00+00:00,0,0,0,0,0.5,0,,neutral,0.7740278840065002,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.0770811215043068,0.021099258214235306,0.08971100300550461,0.031037870794534683,0.2648833096027374,0.022984633222222328
news,post,b748ebb655b7358f,"Negeri Sembilan: Election War Drums Beating Amid Palace Tussle: Negeri Sembilan dissolves assembly, but the political and palace tussles may end up in court. Negeri Sembilan: Election War Drums Beating Amid Palace Tussle: Negeri Sembilan dissolves assembly, but the political and palace tussles may end up in court&nbsp;&nbsp;KLSE Screener",https://news.google.com/rss/articles/CBMiqwJBVV95cUxQTEhWRk5WaDNjY25uVTFGQnBCME0zU3hkX0xhdVhEMldwRVRJSWNDOTVoOWR6eDhURndOanVHWEdXZFNlUERJU0dBZVdqZWJGRFFrYWoydlJWX1FLX3F0VVd3WGRiMjNtRFJKVUpueHR0aFptLVVJZFFVclNfNzdpSjBPRUZDa2FvZ0pfZ3FCUk5GZTZYc0ZtQlkyd3N3OEU3R0pSOE04UEk5Y0hFdDBQenU5TTRoVnkxWGZrLW5KdW5rNkl5ZkpTRlhKV0ZpaVBOVWVLNjVnWURsMnduRnlOWFFmdTJvYlNEUGsxQWVNZzhWblphZUhVYXQ0VHI5MzlTUTRUa2FIczFKN250b0tHczhlOWpqNUNkSi11RUwzYlVfamhJWGR5cWo2aw?oc=5,neutral,2026-06-17 07:30:00+00:00,0,0,0,0,0.5,0,,neutral,0.8125475645065308,english,Mixed/Urban,Unknown,0.0,anger,0.42622795701026917,0.12707766890525818,0.12327896803617477,0.0337410494685173,0.04052127152681351,0.025465933606028557
news,post,1be2b777ba2f51d7,MB’s press secretary apologises to Undang over ‘Tok Undang’ remark. MB’s press secretary apologises to Undang over ‘Tok Undang’ remark&nbsp;&nbsp;The Vibes,https://news.google.com/rss/articles/CBMirgFBVV95cUxNZ3ZYYnBRN1BpYzNVV01RVTdscFRiTHpWaFJUWk8tYlRwdGhNRHJEMi1WMGZkZllNZUJUdXoxMkpZa1d2NGdtdGtYMlRObDZTdzJmTmwzZkpDQThPV2hKZVlpRVpjSEJBeWlBcGhuQkVPV3pKLW1mREkwTnJGdV9ZbXlTSS0zM1hOTmVJX0xYMkxJMThsQW9SbnRnUnZ5cnlWQTN1VDY2bDl6YUZERkE?oc=5,neutral,2026-06-15 07:00:00+00:00,0,0,0,0,0.5,0,,neutral,0.8746566772460938,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.0542856901884079,0.014266913756728172,0.05453545227646828,0.020397502928972244,0.10834848135709763,0.02280481345951557
news,post,2a2ad9b4b523285d,"Negeri Sembilan: Election War Drums Beating Amid Palace Tussle: Negeri Sembilan dissolves assembly, but the political and palace tussles may end up in court. Negeri Sembilan: Election War Drums Beating Amid Palace Tussle: Negeri Sembilan dissolves assembly, but the political and palace tussles may end up in court&nbsp;&nbsp;The Edge Malaysia",https://news.google.com/rss/articles/CBMiUEFVX3lxTFBMb213Y2Zwd1U1Q1FEVjJDdVBUamFuRDhVSnlqVlhVU2NXUXBhZzAtR3ZsRzVHZVlXTWxXcWZGNlowa3ZBZ2FBemxxcXBxald3?oc=5,neutral,2026-06-17 07:00:00+00:00,0,0,0,0,0.5,0,,neutral,0.8287017345428467,english,Mixed/Urban,Unknown,0.0,anger,0.3855776786804199,0.12357839196920395,0.12960892915725708,0.03444798290729523,0.041846297681331635,0.02669127844274044
news,post,502357381ac4ef1e,The intangible dimension of Johor and Negeri Sembilan: A wake up call on rakyat’s perpetual quest for institutional coherence — Phar Kim Beng. JULY 4 &mdash; Much has been written about the coming state elections in Johor and Negeri Sembilan. Analysts have focuse...,https://www.malaymail.com/news/malaysia/2026/07/04/the-intangible-dimension-of-johor-and-negeri-sembilan-a-wake-up-call-on-rakyats-perpetual-quest-for-institutional-coherence-phar-kim-beng/226355,neutral,2026-07-04 12:00:23+00:00,0,0,0,0,0.5,0,,neutral,0.8937382698059082,english,Mixed/Urban,Unknown,0.0,happy,0.0682467594742775,0.12365974485874176,0.43387308716773987,0.03416018187999725,0.1103440374135971,0.0321168527007103
news,post,0fd1468e0ebda0f4,"Teo Nie Ching calls for harmonious campaigning after Pakatan materials vandalised in several Johor seats. KULAI, July 4 &mdash; Johor DAP chairman Teo Nie Ching has urged all parties to campaign in a harmonious manner after in...",https://www.malaymail.com/news/malaysia/2026/07/04/teo-nie-ching-calls-for-harmonious-campaigning-after-pakatan-materials-vandalised-in-several-johor-seats/226354,neutral,2026-07-04 11:53:56+00:00,0,0,0,0,0.5,0,,neutral,0.8975798487663269,english,Mixed/Urban,Unknown,0.0,happy,0.055329978466033936,0.03375907987356186,0.5177849531173706,0.0154063506051898,0.2955462634563446,0.01838085986673832
news,post,55625b1b70be065f,"State elections are not referendums: Johor, Negeri Sembilan and the limits of local ballots — Phar Kim Beng. JULY 4 &mdash; When Johor goes to the polls on July 11 and Negeri Sembilan follows onAugust 1, the outcomes will be clos...",https://www.malaymail.com/news/malaysia/2026/07/04/state-elections-are-not-referendums-johor-negeri-sembilan-and-the-limits-of-local-ballots-phar-kim-beng/226284,neutral,2026-07-04 03:41:00+00:00,0,0,0,0,0.5,0,,neutral,0.8754565715789795,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.09509038180112839,0.04207714647054672,0.11073876917362213,0.01980881579220295,0.07472946494817734,0.020385829731822014
news,post,3e2557667bb285c3,"SNAPSHOT | Anwar defends Azam's NFCC appointment; Sarawak DAP chair loses defamation appeal. What's going on in the news today, with updates at 9am, 2pm, 6pm, and 9pm.",https://www.malaysiakini.com/news/778803,neutral,2026-07-03 10:21:22+00:00,0,0,0,0,0.5,0,,neutral,0.8013820648193359,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.05691737309098244,0.012770186178386211,0.05504675582051277,0.01974315010011196,0.16260269284248352,0.0218771081417799
news,post,7410469ab82acc61,"Ex-DAP MP projects crushing defeat for Harapan in Johor election. JOHOR POLLS | BN's win would have spillover effect in N Sembilan, expedite general election - Ong.",https://www.malaysiakini.com/news/778757,neutral,2026-07-03 03:46:11+00:00,0,0,0,0,0.5,0,,neutral,0.6340944766998291,english,Mixed/Urban,Unknown,0.0,happy,0.15008732676506042,0.14319895207881927,0.3374597132205963,0.06043950840830803,0.12967902421951294,0.022211389616131783
