Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
x,post,1760480251824799760,@heyizwanizzat_ I nak balik Alor Setar. Maraliner skrg mmg semua double deck bas baru ke? I baca review kalau bas lama seat keras.,https://x.com/iam_ein/status/1760480251824799760,neutral,2024-02-22 01:42:54+00:00,0,0,1,292,0.5,3,3.292,,,neutral,0.8994248509407043,english,Mixed/Urban,love,0.03877243399620056,0.011071168817579746,0.015953151509165764,0.02107609622180462,0.7113313674926758,0.045419078320264816
x,post,283250949114437632,"Harga mengikut brand cc @Lyana_Saleh ""@halimhamizol: @ilwanhanafi trans 33 smpi kl. mara liner 33 jgk kn. sp 39. Sani 44.""",https://x.com/ilwanhanafi/status/283250949114437632,neutral,2012-12-24 16:41:03+00:00,0,0,0,0,0.5,0,0.0,,,neutral,0.9268979430198669,english,Mixed/Urban,no_clear_emotion,0.05838887766003609,0.01666022092103958,0.043648481369018555,0.02219499461352825,0.3443852663040161,0.03460705280303955
x,post,2053104652997312672,"Gov’t Urged To Review Public Transport Policy, Expand Dedicated Bus Lanes
https://t.co/69tCCR862L
#minutesmy 
#malaysianews 
#PublicTransport 
#BusLane 
#MaraLiner 
#TrafficCongestion 
#TransportPolicy 
#KualaLumpur https://t.co/pQeEGYQjvF",https://x.com/minutesmynews/status/2053104652997312672,neutral,2026-05-09 13:27:48+00:00,0,0,0,7,0.5,0,0.007,,,neutral,0.9977042078971863,malay,Malay/Bumiputera,no_clear_emotion,0.06498000770807266,0.044551197439432144,0.18448668718338013,0.04635033383965492,0.302291601896286,0.05117300897836685
x,post,1726238309469540384,so far the best bas ekspres brand is kkkl. maraliner sempit as fuck ya leg rest,https://x.com/FKApinkparade/status/1726238309469540384,positive,2023-11-19 13:57:39+00:00,0,0,1,90,0.8114210546016692,1,3.09,,,positive,0.3714035153388977,english,Mixed/Urban,love,0.06791321188211441,0.02361150272190571,0.1319752037525177,0.01800980418920517,0.5859925746917725,0.01800582744181156
x,comment,1726238375131459753,kkkl ada wifi 👍🏼,,positive,,0,0,0,0,0.8979605257511138,0,,jesse pinkwoman,0.0,positive,0.6598684191703796,english,Mixed/Urban,love,0.12632666528224945,0.10119680315256119,0.0901426300406456,0.0390460230410099,0.42386728525161743,0.05652773380279541
x,post,426648362658459648,@ShafinaSofians : adik duduk muadzam dh nak setahun kan. Dua brand bus je yg masuk bandar metropolitan. Cepat ngan maraliner je. Haha,https://x.com/edmund6969/status/426648362658459648,neutral,2014-01-24 09:31:11+00:00,0,1,1,0,0.5,2,5.0,,,neutral,0.7678162455558777,english,Mixed/Urban,love,0.06846799701452255,0.01590241864323616,0.023223724216222763,0.023426638916134834,0.41606152057647705,0.042726241052150726
x,comment,426649182154158080,@eyman_aney tak sampai setahun bang haha . Berita sedih bang . Cosmic tak ada dari ipoh bang . Jadi kita putus hubungan bang haha,,negative,,1,0,1,0,0.0009715855121612549,4,,❁ nur ❁,0.0,negative,0.9967613816261292,malay,Malay/Bumiputera,sadness,0.016513671725988388,0.027137722820043564,0.006661728490144014,0.9146966338157654,0.012531331740319729,0.014017893001437187
x,post,1069123100220915713,"ok dah beli tiket bas ke Melaka, NAK AMBIL MARALINER TERAMBIL MELOR INTERLINE hm banyak review buruk dengan syarikat bas ni",https://x.com/erynnazhar/status/1069123100220915713,neutral,2018-12-02 06:56:25+00:00,1,0,0,0,0.5,1,1.0,,,neutral,0.8629476428031921,malay,Malay/Bumiputera,love,0.1371699869632721,0.01683661714196205,0.02844594419002533,0.051701098680496216,0.42656204104423523,0.03282218426465988
x,post,628188869247143937,@afiefikhwan kaunter takdak brand. Yg trusted bg aku hanya maraliner dgn transnasional ja. Kaunter lain kalau okay pun kira nasib,https://x.com/farahmf13/status/628188869247143937,neutral,2015-08-03 13:01:12+00:00,0,0,0,0,0.5,0,0.0,,,neutral,0.8061705231666565,english,Mixed/Urban,love,0.08574927598237991,0.05553106218576431,0.13143736124038696,0.01777881197631359,0.32146912813186646,0.11402483284473419
x,post,1681505084369436672,"PLS RT GAISS , PLISSSS ‼️

Bas MARALINER

Dari Pengkalan Kubor Kelantan ⏩ TBS KL

Departure:18 July @ 7.30pm 
Arrival : 19 July @ 4.30 am

Isu : tersilap ambil beg , beg pada adik saya warna ungu , brand Astars https://t.co/C5pQE7pMFn",https://x.com/AbganF/status/1681505084369436672,neutral,2023-07-19 03:23:47+00:00,0,1,1,210,0.5,4,5.21,,,neutral,0.8304263353347778,english,Mixed/Urban,no_clear_emotion,0.08272504061460495,0.04551905021071434,0.05341313034296036,0.035000525414943695,0.11395503580570221,0.10323821753263474
