Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
threads,comment,3.907106276316656e+18,"Malaysia 🇲🇾 
WE’RE HIRING – DATA ENTRY(REMOTE)

We’re looking for a reliable and responsible individual to join our team as a Data Entry Clerk. This is a remote position, and you can work from home with flexible hours.

Position: Data Entry(Work From Home)
Employment Type: Full-time or Part-time
Schedule:Flexible

Full-Time(Monday–Friday)
•	8:30 AM – 2:30 PM
•	2:30 PM – 8:30 PM

Part-Time 
•	2:30 PM – 5:30 PM
•	8:00 PM – 12:00 AM

Weekends(Saturday & Sunday)
•	Flexible hours per day
#KLCC PARK",https://www.threads.com/@nishi11052026/post/DY41HUjjbHd,neutral,2026-05-28 15:49:45+00:00,3,0,3,0,0.5,6,neutral,0.7633624076843262,english,Mixed/Urban,happy,0.05935991555452347,0.04849971830844879,0.43373656272888184,0.018859999254345894,0.14628025889396667,0.04065341874957085
threads,comment,,how to apply and do give me more detail about this job please,,neutral,2026-05-28 16:23:40+00:00,0,0,0,0,0.5,0,neutral,0.8287601470947266,english,Mixed/Urban,no_clear_emotion,0.013725013472139835,0.09365992248058319,0.07385334372520447,0.03012852557003498,0.0898858979344368,0.25511404871940613
threads,comment,,"Hi akak, how i can apply for this position?",,neutral,2026-05-28 16:04:33+00:00,0,0,0,0,0.5,0,neutral,0.8872886896133423,english,Mixed/Urban,surprise,0.01601567305624485,0.06892424821853638,0.056842852383852005,0.04093203693628311,0.3035441040992737,0.3647642135620117
threads,comment,,"Hi, how to apply this position?",,neutral,2026-05-28 16:04:02+00:00,0,0,0,0,0.5,0,neutral,0.9229900240898132,english,Mixed/Urban,surprise,0.014286513440310955,0.07815888524055481,0.0869239941239357,0.035019081085920334,0.17831408977508545,0.32580649852752686
threads,comment,3.849038838854038e+18,"Bila mereka mainkan isu ini, automatik aku boleh kategorikan identiti parti politik Malaysia:

1. UMNO = Hak Melayu

2. PAS = Hak Islam

3. PKR = Hak Rakyat

4. DAP = Hak Sama Rata",https://www.threads.com/@skilomedia/post/DVqiG5Mk7Gv,negative,2026-03-09 13:00:07+00:00,221,0,79,0,0.0004922926425933727,300,negative,0.9983590245246887,malay,Malay/Bumiputera,love,0.026687560603022575,0.011010325513780117,0.06639818102121353,0.022270970046520233,0.6774743795394897,0.018995029851794243
threads,comment,,"Jadi, kalau kau datang kat aku untuk meraih undi, aku gelak je. 

Sebab aku rasa... sebenarnya kau mahu memperjuangkan periuk nasi kau sendiri jek. 

Kau pun tak hormat dan amalkan perlembagaan parti kau sendiri.

Ye kan?",,negative,2026-03-09 13:07:20+00:00,31,0,1,0,0.0004949212074280007,32,negative,0.9983502626419067,malay,Malay/Bumiputera,love,0.08850471675395966,0.014181890524923801,0.02121466025710106,0.032966870814561844,0.5933921337127686,0.055270809680223465
threads,comment,,Benar dan fakta tidak salah berpolitik tapi jangan taksub,,negative,2026-03-09 14:10:19+00:00,1,0,1,0,0.0004911482334136741,2,negative,0.9983628392219543,malay,Malay/Bumiputera,anger,0.31659749150276184,0.028854569420218468,0.08460914343595505,0.04987781122326851,0.30476534366607666,0.032131318002939224
threads,comment,,Janganlah melampaui batas. Dah dipesan lama dalam Al-Furqan.,,neutral,2026-03-09 14:16:37+00:00,1,0,0,0,0.5,1,neutral,0.8137301206588745,english,Mixed/Urban,anger,0.40289780497550964,0.02224460244178772,0.05199876427650452,0.03721033036708832,0.3025986850261688,0.021295402199029922
threads,comment,,"Idea Konsep & Cerita: 
Taufix Skilo 🇲🇾 

Platform: Threads

Tempat: Tampin, N9

Masa: 2359

Hari: Isnin

Tarikh: 19 Ramadan 1447H
(09 Mac 2026)",,neutral,2026-03-09 17:30:07+00:00,0,0,0,0,0.5,0,neutral,0.9977042078971863,malay,Malay/Bumiputera,no_clear_emotion,0.042872391641139984,0.035695333033800125,0.05363365262746811,0.025249604135751724,0.11652941256761551,0.06239122897386551
threads,comment,,"Siapa penyokong DSAI? 

Kau rasa cantik tak design sampul raya ni? 

https://s.shopee.com.my/60Mjt0qTaS",,neutral,2026-03-09 21:40:07+00:00,0,0,0,0,0.5,0,neutral,0.8466331362724304,english,Mixed/Urban,happy,0.01816568523645401,0.07004638016223907,0.8079052567481995,0.011096267029643059,0.04268990084528923,0.032644160091876984
threads,comment,,"Kenapa Taufix Skilo tak kisah Follower akan UNFOLLOW dia? 

""Sebab Follower ni manusia. Hati manusia boleh berbolak-balik. Hari Ini boleh jadi suka. Esok boleh jadi benci. Yang penting Taufix Skilo kekal jadi diri sendiri.""",,negative,2026-03-16 16:26:47+00:00,0,0,0,0,0.00048245787620543323,0,negative,0.9983918070793152,malay,Malay/Bumiputera,love,0.03608010709285736,0.008111483417451382,0.02247237041592598,0.02245202474296093,0.8679286241531372,0.011693720705807209
threads,comment,,"Bila sebut PAS apa muncul kat kepala kau sebagai peminat Sejarah Tanah Melayu? 

1. Bermula sejak 23 Ogos 1951

2. Persatuan Ulamak Se-Malaya

3. Diubah jadi Persatuan Islam Se-Malaya (PAS) 24 Nov 1951",,negative,2026-04-10 02:42:42+00:00,1,0,0,0,0.10493514239788054,1,negative,0.6502161920070648,multilingual,Unknown,love,0.019641820341348648,0.013886973261833191,0.019471127539873123,0.03341168537735939,0.6675413846969604,0.1382524073123932
threads,comment,,"Kita Orang PAS jangan mudah termakan provokasi pihak lawan. Kalau boleh hentikan budaya fitnah. 

Fokus dekat masalah rakyat khususnya anak muda.  Sebarkan kebaikan di DUN dan PARLIMEN masing-masing.",,positive,2026-04-10 10:15:16+00:00,0,0,0,0,0.8857705652713775,0,positive,0.6192352175712585,malay,Malay/Bumiputera,love,0.2564750909805298,0.019739264622330666,0.08653105795383453,0.06024262309074402,0.2852972447872162,0.03209495171904564
threads,comment,,"Berikan aku 10 kelebihan dan manfaat bila Anak Melayu Islam Tanah Melayu bergaduh sesama sendiri. 

Taufix Skilo nak tau juga. Dapat sedap ek?",,positive,2026-04-15 02:48:58+00:00,1,0,0,0,0.9990947902202605,1,positive,0.9969826340675354,malay,Malay/Bumiputera,love,0.11555967479944229,0.033491477370262146,0.06818611174821854,0.037928421050310135,0.6330212950706482,0.028171639889478683
threads,comment,,"Babi masuk Babi. 

Pastikan Cerita & Berita tentang Anak Melayu dan Orang-Orang Melayu berbau busuk dan negatif di Threads dan Facebook Taufix Skilo ditapis. Jangan layan sebarang provokasi pentaksub Politik.

OVER",,neutral,2026-04-15 05:20:07+00:00,0,0,0,0,0.5,0,neutral,0.8350351452827454,english,Mixed/Urban,anger,0.7457531690597534,0.024312542751431465,0.028161583468317986,0.04173416644334793,0.09412171691656113,0.011313549242913723
threads,comment,,KOD Taufix Skilo Cerita akan diaktifkan Krew Skilo Media selepas Isyak.,,neutral,2026-04-15 12:30:46+00:00,0,0,0,0,0.5,0,neutral,0.8946877717971802,english,Mixed/Urban,no_clear_emotion,0.022377897053956985,0.011965137906372547,0.07087301462888718,0.008824306540191174,0.06966392695903778,0.021862968802452087
threads,comment,,"Apa beza PAS dan UMNO? 

""Pas warna hijau. UMNO warna merah.""",,negative,2026-04-16 00:16:59+00:00,0,0,0,0,0.07984820902347564,0,negative,0.7338393032550812,multilingual,Unknown,love,0.025985078886151314,0.009040630422532558,0.05273611471056938,0.018836507573723793,0.7150493860244751,0.017773842439055443
threads,comment,,Babi masuk Taufix Crew. Babi bantu Skuad Belang clearkan kawasan Threads Taufix Skilo Cerita. Terima. Ganti.,,neutral,2026-04-16 00:57:19+00:00,0,0,0,0,0.5,0,neutral,0.8659246563911438,english,Mixed/Urban,love,0.0960569903254509,0.03164587914943695,0.059101127088069916,0.038257937878370285,0.48433372378349304,0.033367548137903214
threads,comment,,Babi masuk. KOD SKILO MELAYU ISLAM ditemui di Threads Taufix Skilo pada hari KHAMIS. Jam 1348. Zon Kuala Pilah. Terima. Ganti.,,neutral,2026-04-16 05:48:39+00:00,0,0,0,0,0.5,0,neutral,0.8939951658248901,english,Mixed/Urban,no_clear_emotion,0.024172162637114525,0.01453885342925787,0.02818426303565502,0.014879084192216396,0.11325512826442719,0.046431634575128555
threads,comment,,"Bila sebut ANAK ORANG MELAYU, apa muncul kat kepala kau? 

Ini jawapan Taufix Skilo Cerita:

1. Anak Melayu belajar di PASTI
2. Anak Melayu belajar di KEMAS
3. Anak Melayu belajar di PRA Sekolah KPM",,neutral,2026-04-17 10:34:03+00:00,0,0,0,0,0.5,0,neutral,0.8641398549079895,english,Mixed/Urban,no_clear_emotion,0.015124798752367496,0.013670235872268677,0.013467575423419476,0.02775966189801693,0.13668698072433472,0.18463999032974243
threads,comment,,"Pak Cik Ketam masuk Pak Cik Ketam. 

OPS TAUFIX SKILO THREADS N35 GEMENCHEH. P133 TAMPIN AKAN DIAKTIFKAN HARI AHAD. 19 APRIL 2026. JAM 10:00

Skilo Melayu Islam stand by SKILO FM. Harimau dan Krew Skilomedia stand by habis.",,neutral,2026-04-19 01:52:28+00:00,0,0,0,0,0.5,0,neutral,0.909427285194397,english,Mixed/Urban,no_clear_emotion,0.07983627170324326,0.03476007282733917,0.06965360045433044,0.025843380019068718,0.09871677309274673,0.03720395267009735
threads,comment,,"Pak Cik Ketam masuk. Threads Taufix Skilo ditemui Unit Ketam Media pada hari Ahad, 19 April 2026.  Jam 1429. Di N35 Gemencheh. P133 Tampin.

KOD Threads Taufix Skilo Cerita: Skilo Melayu Islam. Isu Dibawa UMNO Hak Melayu. PAS Hak Islam. PKR Hak Rakyat. DAP Hak Sama Rata. 

Unit Ketam Media tinggalkan logo Oh Skilomedia!",,neutral,2026-04-19 06:37:24+00:00,0,0,0,0,0.5,0,neutral,0.8946029543876648,english,Mixed/Urban,sadness,0.02346307970583439,0.023999810218811035,0.007999398745596409,0.8940969705581665,0.022619562223553658,0.015948237851262093
threads,comment,,"Kenapa kau gelak bila Pemimpin Melayu Islam seperti UMNO, PKR, PAS bersatu? 

""Kau nak bersatu macam mana? Mak Cik Lawo ada satu. Kau gila ke apa?""",,negative,2026-04-19 09:57:11+00:00,0,0,0,0,0.0005032002925872692,0,negative,0.9983226656913757,malay,Malay/Bumiputera,love,0.042455438524484634,0.012286593206226826,0.020219115540385246,0.03122670203447342,0.7532130479812622,0.02879795804619789
threads,comment,,"Mak Cik UMNO suruh tanya. Siapa dulu beriya pergi kutuk Penyamun Negara?

Tapi cerita lama kan? Dah jadi Koleksi Sejarah Oh Skilomedia pun. Terima tak @altimet ?",,negative,2026-05-02 18:18:41+00:00,1,0,0,0,0.09726253151893616,1,negative,0.6757915616035461,multilingual,Unknown,love,0.03217418119311333,0.03729640692472458,0.013171974569559097,0.0630873516201973,0.45986253023147583,0.26362645626068115
threads,comment,,"Bila orang sebut ABU, apa muncul kat kepala kau? 

1. Aku Budak UMNO
2. Asal Bukan UMNO
3. Aku Burung Kakak Tua UMNO!",,neutral,2026-05-06 14:17:42+00:00,0,0,0,0,0.5,0,neutral,0.8684999942779541,english,Mixed/Urban,love,0.05299469083547592,0.012320817448198795,0.029997263103723526,0.03334552049636841,0.4688711166381836,0.04224048927426338
threads,comment,,Cerita Kontot Realisme Taufix Skilo di Threads Skilomedia BOOM ditemui semula. Budak Skilo Media Kasi UP ✅,,neutral,2026-05-11 14:05:34+00:00,0,0,0,0,0.5,0,neutral,0.8364875316619873,english,Mixed/Urban,no_clear_emotion,0.01839691959321499,0.009139577858150005,0.02441658452153206,0.011318876408040524,0.09448465704917908,0.04035383090376854
threads,comment,,"Jangan ajar aku apa itu Membangun Bersama Islam. Tak guna kau jadi manusia kalau Sahabat Nabi kena hina pun kau masih berdiam diri!

- ABU, Skilomedia Johor",,positive,2026-05-12 15:32:30+00:00,0,0,0,0,0.8655224665999413,0,positive,0.5517415553331375,multilingual,Unknown,love,0.1987028568983078,0.020197877660393715,0.053005319088697433,0.08346518129110336,0.4139105975627899,0.03104368969798088
threads,comment,,"ABU. Aku Budak UMNO Atau Aku Balaci UMDAP? Kenapa takde naratif Mat Indera Geng Komunis seperti tahun-tahun sebelum UMNO dan DAP bergabung? Atau Pemimpin UMNO lupa gali sejarah?

- Osman Tikus, SMK Skilo Media",,negative,2026-05-13 12:47:17+00:00,0,0,0,0,0.0006209135055542103,0,negative,0.9979302883148193,malay,Malay/Bumiputera,sadness,0.04165252670645714,0.064410500228405,0.012650384567677975,0.5338155627250671,0.0633101612329483,0.19724497199058533
threads,comment,,"Bila sebut Skilomedia BOOM apa muncul kat kepala kau? 

1. Sindiket Cerita Kontot Realisme
2. Sindiket Berita Orang Melayu
3. Sindiket Media Bebas Politik",,neutral,2026-05-15 12:11:53+00:00,0,0,0,0,0.5,0,neutral,0.8441546559333801,english,Mixed/Urban,love,0.04173271358013153,0.010643908753991127,0.03262089192867279,0.021366897970438004,0.4985678791999817,0.033825263381004333
threads,comment,,Seriuslah PAS sanggup gadai maruah demi politik @meta.ai ?,,neutral,2026-05-24 05:29:18+00:00,0,0,1,0,0.5,1,neutral,0.8017429709434509,english,Mixed/Urban,fear,0.046828147023916245,0.5647047758102417,0.10509420186281204,0.02617780491709709,0.08329535275697708,0.08281439542770386
threads,comment,,"Tajuk tu datang dari ""Pemerhati Politik Malaysia"", bukan kenyataan rasmi PAS.

Dalam isu macam ni ada beberapa pandangan utama:
1. Penyokong PAS kata kerjasama politik adalah strategi demi kestabilan dan perjuangan Islam, bukan gadai prinsip.
2. Pengkritik pula kata tindakan tukar rakan gabungan bercanggah dengan pendirian asal parti.
3. Penganalisis neutral biasanya nilai setiap keputusan ikut konteks PRU, kerusi, dan dasar yang dirunding.",,negative,2026-05-24 05:29:45+00:00,0,0,1,0,0.0004804551601410023,1,negative,0.99839848279953,malay,Malay/Bumiputera,anger,0.5124838352203369,0.029902756214141846,0.057102881371974945,0.03283130005002022,0.20578056573867798,0.01939515396952629
threads,comment,,Memang lah tajuk tu datang daripada Pemerhati Politik melayu. Bengong apa @meta.ai kalau kenyataan berat itu datang daripada Pemimpin PAS atau Skilomedia BOOM,,negative,2026-05-24 05:37:56+00:00,0,0,1,0,0.0004959583282470592,1,negative,0.9983468055725098,malay,Malay/Bumiputera,no_clear_emotion,0.054277483373880386,0.012720909900963306,0.0418819859623909,0.026678765192627907,0.3366723656654358,0.02642659842967987
threads,comment,,"Betul, tajuk tu memang bukan kenyataan rasmi PAS atau Skilomedia BOOM. Itu analisis luar dari ""Pemerhati Politik Malaysia"", bukan pendirian parti.

Kalau pemimpin PAS sendiri keluar kenyataan macam tu, barulah boleh kata ia sikap rasmi parti",,negative,2026-05-24 05:38:12+00:00,0,0,0,0,0.0004969596862792747,0,negative,0.9983434677124023,malay,Malay/Bumiputera,no_clear_emotion,0.025219842791557312,0.014365154318511486,0.022035272791981697,0.0188288614153862,0.11643700301647186,0.05388066917657852
threads,comment,,"Dia lagi tepat macamni
1. UMNO = Tunggang Melayu
2. PAS = Tunggang Islam
3. PKR = Tunggang ‘rakyat’
4. DAP = Tunggang Cina/Malaysian Malaysia
Bonus
5. PAN/Amanah = Tunggang arwah Nik Aziz

Sekian, pandangan dari atas pagar 😂",,negative,2026-03-09 14:18:11+00:00,80,0,3,0,0.0004805624485015869,83,negative,0.9983981251716614,malay,Malay/Bumiputera,no_clear_emotion,0.05662383511662483,0.015200668945908546,0.08476938307285309,0.029237350448966026,0.38434329628944397,0.026552889496088028
threads,comment,,Apa salahnya dengan ideologi DAP?Memang patut semua orang patut dilayan secara adil Dan saksama tanpa diskriminasikn serte bersifat pluralisme,,negative,2026-03-10 00:00:00+00:00,47,0,1,0,0.07089558541774749,48,negative,0.7636813819408417,multilingual,Unknown,love,0.057041291147470474,0.016513312235474586,0.08575978130102158,0.029025131836533546,0.6239916682243347,0.021556494757533073
threads,comment,,"Coz certain group consider themselves as superior than others, hence they disagree to equality",,negative,2026-03-10 05:18:09+00:00,15,0,0,0,0.12587072253227233,15,negative,0.5804309248924255,english,Mixed/Urban,happy,0.015566120855510235,0.03597022220492363,0.8638613820075989,0.008227099664509296,0.03936019167304039,0.018880143761634827
threads,comment,,Sebab tu aku pilih dap dan pkr,,negative,2026-03-09 14:09:48+00:00,23,0,1,0,0.0944769188761711,24,negative,0.6850769370794296,multilingual,Unknown,love,0.02693515084683895,0.020281564444303513,0.05486498028039932,0.02342551201581955,0.7623915076255798,0.04756616801023483
threads,comment,,"Boleh tahu, kenapa pilih DAP dan PKR?",,neutral,2026-03-09 14:14:06+00:00,0,0,0,0,0.5,0,neutral,0.8311688899993896,malay,Malay/Bumiputera,surprise,0.010134690441191196,0.028229158371686935,0.013996687717735767,0.036074064671993256,0.09755776077508926,0.7449702024459839
threads,comment,,PKR Hak Rakyat? 😂 Hak Anwar dan anak-beranak ada la,,negative,2026-03-09 16:20:02+00:00,8,0,2,0,0.0007148444652557151,10,negative,0.9976171851158142,malay,Malay/Bumiputera,love,0.0610499307513237,0.015500551089644432,0.04812118038535118,0.03621743246912956,0.6218019127845764,0.026929529383778572
threads,comment,,"Mereka berjuang untuk menang dan mendapat gaji dan pencen. 
Sb tu, dalam proses meraih undi dan simpati byk janji tak masuk akal, janji yg memang tak boleh di buat, janji tak relevan, menjaja fitnah atas dasar dengar dengar cakap,

Yg tinggal.. Pengundi yg taksub figure , pengundi dasar parti, atau pengundi yg waras",,negative,2026-03-09 13:49:36+00:00,5,0,2,0,0.00048027634620667614,7,negative,0.9983990788459778,malay,Malay/Bumiputera,anger,0.6638633012771606,0.04060891643166542,0.035418204963207245,0.02144797518849373,0.16250760853290558,0.011671708896756172
