Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7282568589213715717,"Kunci Kebaikan, YT Metro TV. #dakwah #dasadlatif #ustadzdasadlatif #sujiwotedjo #sujiwotejo #ulama #tokoh #islam #belajaragama #shalat",https://www.tiktok.com/@new_username_sra/video/7282568589213715717,,,neutral,2026-06-06 01:52:21.161405,1500000,114000,14100,21800000,0.5,1846100,1792100.0,neutral,0.9248777627944946,english,Mixed/Urban,no_clear_emotion,0.042527634650468826,0.01856028288602829,0.055840250104665756,0.032903991639614105,0.27239781618118286,0.031733013689517975
tiktok,post,7621934716400307486,"As the US is dragged into another foreign war, it's worth knowing about the man who forced us into it. Watch the film so revealing that it's banned in Israel. The Bibi Files streaming now on TCN.",https://www.tiktok.com/@tuckercarlson/video/7621934716400307486,,,negative,2026-06-06 01:52:06.080363,369700,38100,2340,3000000,0.09825780987739563,440140,455920.0,negative,0.6724739670753479,english,Mixed/Urban,anger,0.6790204644203186,0.04002566263079643,0.04781133681535721,0.1001831665635109,0.0437406450510025,0.020099187269806862
tiktok,post,7646799973618683156,"৪৮০ হাত দীর্ঘ ব্রাজিলের পতাকা রাখা হয় লোহার সিন্দুকে! | DBC News Special

#DBCNews #DBCNewsBD #MaguraFootballFever #BrazilFlagMagura #WorldCupMania #FootballFansBD #MaguraNews #BanglaNews #DBCNewsUpdate #DBCSpecial",https://www.tiktok.com/@dbcnews.tv/video/7646799973618683156,,,neutral,2026-06-06 01:52:04.417356,297400,20100,8372,8100000,0.5,406872,370816.0,neutral,0.8294268846511841,english,Mixed/Urban,love,0.04757038503885269,0.024465404450893402,0.06539155542850494,0.04201143607497215,0.42602697014808655,0.02826586551964283
tiktok,post,7582793242421366023,"Erra Fazira, 51, selamat diijabkabulkan bersama pasangannya, Ezwan Zain, 44, dengan sekali lafaz.

Erra sah menjadi isteri Ezwan atau dikenali sebagai Mr. E dinikahkan oleh Penolong Pendaftar Perkahwinan, Majlis Agama Islam Selangor, Mohd Sabirin Bin Noordin sekitar pukul 9.19 pagi pada tarikh istimewa pilihan mereka 12 Disember 2025.

Erra menerima sepokok bunga emas seberat 102 gram sebagai mas kahwin, sebentuk cincin jenama Cartier pada sesi pembatalan air sembahyang dengan hantaran termasuk sepersalinan emas yang disatukan dalam satu talam yang ditandu.

Wanita yang sudah 11 tahun memikul tanggungjawab sebagai ibu tunggal itu dlihat menitiskan air mata sebaik sah bergelar isteri Ezwan.

“Alhamdulillah, semuanya berjalan lancar seperti dirancang. Syukur, doakan rumah tangga kami,” ujar Erra.

Majlis pernikahan berlangsung dalam suasana sayu ditemani keluarga dan teman terdekat pasangan tersebut di Rinjani Majestic, Kampung Melayu Subang.

Turut kelihatan adalah anak Erra hasil pernikahan bersama suami keduanya, Engku Emran, Engku Aleesya. Anak gadis Ezwan, Sofia turut hadir merestui rumah tangga baharu bapanya.

Memilih tema putih, majlis persandingan yang berlangsung dengan tema garden kontemporari diliputi bebunga putih.

#perkiraan #falaqjodoh #rumahtangga #suami #isteri #laki #bini #tunang #kekasih #bf #nikah #cerai #rujuk #tipsrumahtangga #kesedaran #keluargabahagia #romantis #oldcouple #nasihat #errafazira #foryoupage",https://www.tiktok.com/@falaqjodoh/video/7582793242421366023,,,positive,2026-06-06 01:52:13.866842,126300,11400,3542,2500000,0.9972702264785767,166242,162226.0,positive,0.9909007549285889,malay,Malay/Bumiputera,no_clear_emotion,0.04090011119842529,0.03406749665737152,0.1269339919090271,0.03090205229818821,0.2383163720369339,0.050457727164030075
tiktok,post,7624832272381840661,"CARA UJI SENDIRI 
APAKAH COIN MU PERAK???

#investasiemas #emas #logammulia #perak #viral",https://www.tiktok.com/@tokomassriwijaya/video/7624832272381840661,,,negative,2026-06-06 01:52:33.142309,48600,12000,3454,3300000,0.06924344301223756,97054,86262.0,negative,0.7691885232925415,multilingual,Unknown,no_clear_emotion,0.018023895099759102,0.02256794646382332,0.05028921365737915,0.014741064049303532,0.09299138933420181,0.0700121745467186
tiktok,post,7647444252980514068,Jom join sain ramai ramai !!,https://www.tiktok.com/@alifffroslan/video/7647444252980514068,,,neutral,2026-06-06 01:52:19.756034,59600,5569,2019,549400,0.5,72682,77344.4,neutral,0.8141595125198364,english,Mixed/Urban,love,0.13650941848754883,0.06112361699342728,0.14317767322063446,0.04916448891162872,0.41485339403152466,0.04222875088453293
tiktok,post,7646363781806689556,"1 JUN 26: DEWAN Undangan Negeri (DUN) Negeri Johor yang mempunyai 56 kerusi secara rasmi dibubarkan hari ini, bagi memberi laluan kepada Pilihan Raya Negeri (PRN) ke-16.

Pembubaran itu diumumkan Menteri Besar, Datuk Onn Hafiz Ghazi dalam satu sidang media khas di kediaman rasminya di Saujana, petang ini.

Klik kotak hijau untuk berita lanjut 📰 

#trendingnewsmalaysia #dunjohor #bubar #prnjohor",https://www.tiktok.com/@utusantvofficial/video/7646363781806689556,,,neutral,2026-06-06 01:51:27.510460,42400,4839,1151,779500,0.5,56185,56310.5,neutral,0.9977090358734131,malay,Malay/Bumiputera,no_clear_emotion,0.07381684333086014,0.035761263221502304,0.09022177010774612,0.02356168068945408,0.08102946728467941,0.04171781614422798
tiktok,post,7647826897623321877,"TURKISH VS CHIMA MAKIN PANAS🥶🔥

KALIAN ALL IN SIAPA??

BYON MADNESS 4
6 JUNI 2026
SPIKE AIR DOME PIK 2, INDONESIA
LIVE PAY-PER-VIEW DI VIDIO

#byoncombat #byonsports #byonmadness",https://www.tiktok.com/@byoncombat/video/7647826897623321877,,,neutral,2026-06-06 01:52:28.894396,42600,1729,312,750000,0.5,52141,47744.0,neutral,0.7737920880317688,english,Mixed/Urban,no_clear_emotion,0.05472578480839729,0.026849621906876564,0.057256728410720825,0.02321190945804119,0.2960257828235626,0.026732098311185837
tiktok,post,7646358687199612167,"Dewan Undangan Negeri (DUN) Johor yang mempunyai 56 kerusi rasmi dibubarkan hari ini bagi membuka laluan kepada Pilihan Raya Negeri (PRN) ke-16.

Pengumuman itu dibuat oleh Menteri Besar Johor, Datuk Onn Hafiz Ghazi dalam sidang media khas di kediaman rasminya di Saujana, petang tadi.

Menurut beliau, pembubaran DUN berkenaan dibuat selepas mendapat perkenan Pemangku Sultan Johor, Tunku Mahkota Johor, dalam sesi menghadap yang berlangsung pagi ini.

Sumber: Buletin TV3
Sumber Video: Berita Harian #ohbulan #DUN #Johor #bubar",https://www.tiktok.com/@ohbulanofficial/video/7646358687199612167,,,neutral,2026-06-06 01:51:32.628058,27000,3589,1063,939000,0.5,41042,38306.0,neutral,0.997710108757019,malay,Malay/Bumiputera,no_clear_emotion,0.09683190286159515,0.04573874548077583,0.12803521752357483,0.03065537102520466,0.11045025289058685,0.053169623017311096
tiktok,post,7630401553228156181,#muhyiddinyassin #bersatu #perikatannasional #prnjohor #prnmelaka,https://www.tiktok.com/@abahkitemuhyiddin/video/7630401553228156181,,,neutral,2026-06-06 01:51:52.898334,28500,2073,1551,822400,0.5,40348,38121.4,neutral,0.889236330986023,english,Mixed/Urban,love,0.11128699779510498,0.04196770116686821,0.13857857882976532,0.05585762858390808,0.38733628392219543,0.03885860741138458
