Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
x,post,2057799771897966659,"Perangai sebenar PAS PN

Jenis manusia tk sedar diri, masa Bersatu ada duit PAS cari Bersatu tinggalkan Umno atas alasan melayu islam.

Skrg Umno berduit, PAS buat perkara yang sama dekat Bersatu https://t.co/ysRVIJK129",https://x.com/apanakdikato/status/2057799771897966659,negative,2026-05-22 12:24:32+00:00,114,31,16,3126,0.0005046486854553001,192,227.126,,,negative,0.9983178377151489,malay,Malay/Bumiputera,sadness,0.01780635491013527,0.02487960271537304,0.007068542763590813,0.9009822607040405,0.020948724821209908,0.017831943929195404
x,comment,2057870524563529918,"PAS tak boleh buat kawan kerjasama sama ada formal atau longgar.

Masa MN, dia letak Berjasa sebagai ""Decoy"" dekat Tanjung Piai.
Ingat UMNO Johor bodoh ke?
Orang PAS undi berjasa.

Kalau dia berkawan dengan bukan islam, Calon PN bukan islam lawan islam lain, dia undi yang islam itu.
Padahal bukan islam itu bawa logo PN. 

Dr Dominic Kena getah Macam itulah.",,negative,,8,0,2,0,0.00048644542694092907,14,,Sauffie,0.0,negative,0.9983785152435303,malay,Malay/Bumiputera,love,0.1845359057188034,0.024922477081418037,0.054381173104047775,0.10012253373861313,0.3612618148326874,0.03759004920721054
x,comment,2057985558350381566,"@apanakdikato @JambanMafia Benci² aku dekat umno bersatu atas sikap tamak menyakau dan suka perbodohkan melayu, tp dengan PAS ni menyakau + suka bodohkan melayu + agama Allah pun dia tunggang untuk duit kedudukan dan tittle² 

Sedar akan tak banyak duit, dia tau nak kemana nak melacurkan agama untuk duit",,negative,,7,0,0,0,0.0005086541175842174,7,,𝔰𝔞𝔪𝔖 yellowBlue,0.0,negative,0.9983044862747192,malay,Malay/Bumiputera,love,0.2442498505115509,0.028154071420431137,0.08210158348083496,0.07283765822649002,0.32311806082725525,0.03325594589114189
x,comment,2057810343339151591,@apanakdikato haha. minggu lepas baru PN keluar kenyataan.. mohon pengerusi PN amk tindakan kt presiden pas. ke bekas tukang bawak beg tak berani? https://t.co/SZsfpn4CGR,,negative,,5,0,0,0,0.0004948496818542591,5,,Tenggiling Bisu,0.0,negative,0.9983505010604858,malay,Malay/Bumiputera,fear,0.11335582286119461,0.6157620549201965,0.017357805743813515,0.06701838225126266,0.05592941492795944,0.08450999855995178
x,comment,2057877955905527996,@apanakdikato Duri dalam daging simpan buat apa. Org yg senyap2 jumpa belakang nk settle kes x patut wujud.,,negative,,3,1,0,0,0.067642942070961,5,,Nama_Aku_Rul,0.0,negative,0.77452352643013,multilingual,Unknown,anger,0.7116428017616272,0.10983412712812424,0.02099631540477276,0.04547208547592163,0.035616982728242874,0.02716899663209915
x,comment,2057998324645646673,@apanakdikato Din Yasin dah kata… parti ajaran sesat…dan skrg sgt jelas,,negative,,3,0,1,0,0.08861634135246277,6,,MCO2U,0.0,negative,0.7046121954917908,multilingual,Unknown,anger,0.35971516370773315,0.018991349264979362,0.07801786065101624,0.028729068115353584,0.2348441779613495,0.026675250381231308
x,comment,2057801930228052075,@apanakdikato @PPBMofficial kena main dengan @PASPusat je lah.. PAS nk geng Hamzah masuk PN..,,negative,,3,0,0,0,0.06895140856504439,3,,Rasidi Zainal,0.0,negative,0.770161971449852,multilingual,Unknown,no_clear_emotion,0.13711027801036835,0.024282822385430336,0.047073882073163986,0.033407267183065414,0.21679522097110748,0.0377056784927845
x,comment,2057971491137077339,@apanakdikato @JambanMafia Jijik mcm sundal pisau cukur lebay² kepam tu,,neutral,,3,0,0,0,0.5,3,,Awan Nano,0.0,neutral,0.8291037678718567,english,Mixed/Urban,love,0.09100709110498428,0.03191014379262924,0.07601194828748703,0.03232746571302414,0.5329321622848511,0.029129043221473694
x,comment,2058004875418718677,@apanakdikato Pastu ada hati ckp boleh BERSAMA. https://t.co/lvU5CGvcwd,,neutral,,2,0,0,0,0.5,2,,FR~,0.0,neutral,0.9974442720413208,malay,Malay/Bumiputera,love,0.050489794462919235,0.03239981830120087,0.1149558275938034,0.04232535511255264,0.6625587344169617,0.03532925993204117
x,comment,2058066796566192175,@apanakdikato Semua parti majoriti melayu/islam perlu cari titik persamaan dan bersatu atas dasat itu. Parti2 skrg baik Pas atau Umno atau Pkr nmpk hanya mengejar kuasa dan harta. Yg mjadi mangsa: rakyat jelata.,,negative,,1,0,0,0,0.0004918992519378773,1,,TooSayer,0.0,negative,0.9983603358268738,malay,Malay/Bumiputera,love,0.08892090618610382,0.02446642518043518,0.07157367467880249,0.0433848574757576,0.4144192039966583,0.03168220445513725
