Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7365142434679934213,"Purwakarta - Pabrik sepatu merek Bata yang berlokasi di Purwakarta ditutup akibat terus merugi. Dalam rekaman video salah satu karyawan Bata mengatakan selamat tinggal Bata, selamat tinggal Bata dan terlihat ratusan pekerja pabrik berbondong-bondong meninggalkan pabrik tempat mereka selama ini bekerja.. 

Mengutip pernyataan resmi Corporate Secretary Bata Hatta Tutuko dari keterbukaan informasi pada Sabtu (4/5/2024), terungkap bahwa penutupan pabrik dilakukan sehari menjelang perayaan Hari Buruh Internasional, yakni tanggal 30 April 2024. Hatta menyebutkan, PT Sepatu Bata Tbk telah melakukan berbagai upaya untuk mempertahankan pabrik di Purwakarta tersebut.

Namun, selama empat tahun terakhir di tengah kerugian miliyaran dan tantangan industri akibat pandemi dan perubahan perilaku konsumen yang begitu cepat, bisnis tetap tidak bisa pulih.

Perseroan sudah tidak dapat melanjutkan produksi di pabrik Purwakarta, karena permintaan pelanggan terhadap jenis produk yang dibuat di Pabrik Purwakarta terus menurun dan kapasitas produksi pabrik jauh melebihi kebutuhan yang bisa diperoleh secara berkelanjutan dari pemasok lokal di Indonesia,"" terang Hatta.

""Dengan adanya keputusan ini, maka Perseroan tidak dapat melanjutkan produksi di pabrik Purwakarta,"" tambahnya.",https://www.tiktok.com/@rkp.com/video/7365142434679934213,,,negative,2026-06-08 22:30:08.030402,621300,8887,7714,15800000,0.0005106747150421254,795901,678016.0,negative,0.9982977509498596,malay,Malay/Bumiputera,fear,0.1507754921913147,0.40996304154396057,0.015550673007965088,0.34243401885032654,0.0202915258705616,0.02965548262000084
tiktok,post,7347160759027223813,Emang harus sabar2 kalo jualan😂 #spareparts #banyuwangi #sparepartmotor,https://www.tiktok.com/@ulfysss_/video/7347160759027223813,,,neutral,2026-06-08 22:29:55.241983,94200,757,969,2600000,0.5,121926,101221.0,neutral,0.8150923252105713,english,Mixed/Urban,love,0.07450521737337112,0.026372311636805534,0.045026734471321106,0.032894134521484375,0.7470659017562866,0.01795991323888302
tiktok,post,7617412908158520596,"siapa yang ingin berdiri tegak dimasa-masa sulit, perbanyaklah Dzikrulloh. #hananattaki #ustadzhananattaki #kajianustadzhananattaki #ayahamanah #sharingtime",https://www.tiktok.com/@kajian.ust.hanan.attaki/video/7617412908158520596,,,negative,2026-06-08 22:29:41.309397,52800,6756,350,874600,0.10720489919185638,68652,68236.6,negative,0.6426503360271454,multilingual,Unknown,love,0.10272878408432007,0.06166037172079086,0.08838202059268951,0.03629191592335701,0.5863776803016663,0.024038558825850487
tiktok,post,7642984837887921428,"🚧PENUTUPAN PENUH JAMBATAN PERLING🚧

JKR Daerah Johor Bahru akan menutup sepenuhnya Jambatan Perling FT17 untuk laluan dari Pasir Gudang ke Taman Perling. 

Penutupan ini bertujuan untuk memberi laluan kerja-kerja pembaikan Jambatan tersebut supaya bebanan dapat dikurangkan sepanjang kerja dilaksanakan.

🚧TARIKH PENUTUPAN : 
5/6/2026 - 20/7/2026🚧

MASA : 24 JAM

LALUAN ALTERNATIF KE TAMAN PERLING :
Susur Keluar Flyover Taman Kobena
Pusingan U Plaza Angsana

LALUAN ALTERNATIF KE SKUDAI :
Pusingan U Taman Perling
Pusingan U Plaza Angsana
Susur Keluar Taman Damansara Aliff

LALUAN ALTERNATIF KE SENAI :
Susur Keluar Flyover Kempas

Impak dari penutupan ini, pengguna jalan raya mungkin berdepan tempoh perjalanan yang lebih lama dan diharapkan sebelum memulakan perjalanan hendaklah merancang dahulu laluan alternatif yang bersesuaian supaya pengguna jalan raya tidak berdepan dengan kesesakan di waktu kemuncak.

#iamjkr 
#jasakepadarakyat 
#jkrjohorbahru 
#demirakyatjohor 
#jambatanperling",https://www.tiktok.com/@jkrjohorbahru/video/7642984837887921428,,,neutral,2026-06-08 22:30:08.903542,21600,22200,480,655600,0.5,50836,68095.6,neutral,0.9563968181610107,malay,Malay/Bumiputera,no_clear_emotion,0.2608705759048462,0.07547769695520401,0.12685748934745789,0.051556650549173355,0.13909278810024261,0.038122303783893585
tiktok,post,7587252040196295943,#🇲🇾 #uncleseong #kedaiwanglama #pembeliduitlama #tukarwanglama,https://www.tiktok.com/@uncleseongwanglam/video/7587252040196295943,,,negative,2026-06-08 22:29:58.632357,30200,5969,3988,1500000,0.12611682415008543,55157,55602.0,negative,0.5796105861663818,multilingual,Unknown,love,0.09370705485343933,0.042073458433151245,0.12931451201438904,0.048030268400907516,0.3587164878845215,0.04448971524834633
tiktok,post,7474552135703645446,"Buat kalian yg suka bingung kenapa bisnisnya ga laku, bisa jadi penyebabnya ada disini 🗿 #tutorial #genz #bisnis #selling",https://www.tiktok.com/@iqbalsalmon3/video/7474552135703645446,,,negative,2026-06-08 22:29:47.868436,38700,4236,697,331600,0.17321685701608658,46949,49594.6,negative,0.42261047661304474,multilingual,Unknown,sadness,0.04627484455704689,0.1545594036579132,0.007108455989509821,0.7208749651908875,0.01867363229393959,0.03593678027391434
tiktok,post,7643048726575025425,Udh sejauh ini masak gk bisa 2M sih😅😅,https://www.tiktok.com/@norraaa3v_/video/7643048726575025425,,,neutral,2026-06-08 22:30:15.718395,38900,1560,284,383600,0.5,44580,43255.6,neutral,0.997104823589325,malay,Malay/Bumiputera,fear,0.020062757655978203,0.5777682662010193,0.014260080642998219,0.09445226192474365,0.013374144211411476,0.2608521282672882
tiktok,post,7646422089146076437,Membalas @👾 cek kita keterima tidaknya dmna?#spmb2026 #agussinau #spmbjateng2026,https://www.tiktok.com/@agussinau/video/7646422089146076437,,,negative,2026-06-08 22:29:53.200170,26700,2495,265,539600,0.08345088064670561,34856,33024.6,negative,0.7218303978443146,multilingual,Unknown,surprise,0.026893600821495056,0.08733480423688889,0.0175789762288332,0.05336478352546692,0.07403669506311417,0.5922167301177979
tiktok,post,7631963470828670226,Ternyata sepengaruh itu ya #creatorsearchinsight #affiliatemarketing #affiliatepemula,https://www.tiktok.com/@tokoathaya_printing/video/7631963470828670226,,,neutral,2026-06-08 22:30:13.353208,6634,1156,7900,103500,0.5,16725,32749.5,neutral,0.8530930280685425,english,Mixed/Urban,love,0.09044146537780762,0.021328357979655266,0.10436059534549713,0.020027941092848778,0.3753977119922638,0.046757109463214874
tiktok,post,7565845257997356296,"Ide jualan satu ini menjanjikan banget ! Dijua 7rban masih balik modal kok 😬 asli rasa es campurnya seger dan creamy nya dapet banget bunda 🤤 aghhhh enak poll pokoknya kalian wajib bikin cdan cocok buat dijual yaaa 😍✨

🍧 RESEP ES CAMPUR KEKINIAN 

Bahan es jelly

-3 varian jelly 
-3 sdm gula pasir x 3
-700 ml air x 3
-pewarna makanan

Bahan sirup gula 

-500 gr gula pasir
-500 ml air
-2 sdm pasta frambozen
-1 daun pandan

Bahan kuah creamy

-500 ml air
-1 pandan
-200 gr krimer 
-1/2 sdt garam

-buah semangka
-alpukat
-nata de coco
-es batu 

✏️ Cara membuat simak di video

IB @niahermanto25 
🍳 cookware by @muliya_cookware 
SAUCE POT
With Steamer 
Muliya Cookware

✅ Stainless Steel 304 tebal
✅ mirror finish rapi
✅ PFOA free
✅ Mudah dibersihkan 
✅ SNI
✅ Harga terjangkau
✅ Bisa merebus & kukus

#escampur #escampurlekinian #escampurlegend",https://www.tiktok.com/@mardatillahika/video/7565845257997356296,,,positive,2026-06-08 22:30:03.570212,17600,4188,422,1400000,0.9975313484668731,36210,28642.0,positive,0.9917711615562439,malay,Malay/Bumiputera,anger,0.3042440712451935,0.07988617569208145,0.11729727685451508,0.05851928889751434,0.286379873752594,0.034812361001968384
