Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
x,post,2059794094470451681,"Pertikaian PAS-Bersatu memuncak, PN di ‘ambang perpecahan’, kata penganalisis
#BeritaFMT https://t.co/8rglJXiRtu",https://x.com/fmtoday/status/2059794094470451681,neutral,2026-05-28 00:29:15+00:00,0,0,1,520,0.5,6,3.52,,,neutral,0.8815957903862,english,Mixed/Urban,sadness,0.2626711130142212,0.05489738658070564,0.061783768236637115,0.28624409437179565,0.09684903174638748,0.027466431260108948
x,comment,2059807761593208999,@fmtoday Oi FMT u orng ikut boss yng mne satu din cirit parti ajaran sesst atau bapak kpd pencuri minyak MASAK subsidi utk rakyat tu.,,neutral,,0,0,0,0,0.5,0,,Boy Chan,0.0,neutral,0.7980962991714478,english,Mixed/Urban,no_clear_emotion,0.15900950133800507,0.02294730953872204,0.08695907890796661,0.038974612951278687,0.3080004155635834,0.029635297134518623
x,post,2059790625214758949,"Pertikaian PAS-Bersatu memuncak, PN di ‘ambang perpecahan’, kata penganalisis

👇🧵",https://x.com/fmtoday/status/2059790625214758949,neutral,2026-05-28 00:15:28+00:00,2,0,1,1561,0.5,18,6.561,,,neutral,0.8852253556251526,english,Mixed/Urban,no_clear_emotion,0.26415565609931946,0.0391935296356678,0.07738669216632843,0.1237744614481926,0.0813807025551796,0.025932738557457924
x,comment,2059790627479712222,"#BeritaFMT Seorang penganalisis berkata Bersatu, Gerakan dan MIPP akhirnya akan berpisah dengan PN jika PAS terus mengukuhkan cengkamannya dalam gabungan itu.

Artikel Penuh: https://t.co/7W3Cv7eA0o",,neutral,,1,0,0,0,0.5,1,,Free Malaysia Today,0.0,neutral,0.9956120252609253,malay,Malay/Bumiputera,no_clear_emotion,0.07034014165401459,0.028380990028381348,0.04234887659549713,0.031577274203300476,0.09254248440265656,0.04973740130662918
x,post,2057674612318843005,"Abdul Hadi menegaskan Pas tidak akan bersendirian pada PRU akan datang memandangkan ia masih memegang peranan sebagai pengerusi PN.
#AWANInews #AWANIpagi 

https://t.co/RHzUqW0A4M",https://x.com/501Awani/status/2057674612318843005,neutral,2026-05-22 04:07:11+00:00,1,1,0,1297,0.5,14,4.297,,,neutral,0.9575309753417969,malay,Malay/Bumiputera,no_clear_emotion,0.13386477530002594,0.044708892703056335,0.12161784619092941,0.028553780168294907,0.116266168653965,0.05531380698084831
x,post,2057676249439559922,"Pas sedang kaji semula hubungan dengan Bersatu – Hadi

#malaysiagazette
#PAS

https://t.co/5U6DJOUQFy",https://x.com/MalaysiaGazette/status/2057676249439559922,neutral,2026-05-22 04:13:42+00:00,2,0,0,273,0.5,4,2.273,,,neutral,0.9969969987869263,malay,Malay/Bumiputera,no_clear_emotion,0.06679075956344604,0.05837775394320488,0.17837083339691162,0.05956335738301277,0.24558760225772858,0.06588385254144669
x,post,2057789822429811094,"#AWANI745 bersama @JasmineAbuBakar
📌 Kerajaan usaha jamin bekalan tenaga cukup hingga Disember
📌Polis tahan guru kes cabul pelajar sekolah
📌Sabar ada had, Pas teliti semula hubungan dengan Bersatu
#AWANInews https://t.co/SYZadx7dfn",https://x.com/501Awani/status/2057789822429811094,negative,2026-05-22 11:45:00+00:00,0,0,0,983,0.16837316751480103,9,0.983,,,negative,0.4387561082839966,multilingual,Unknown,no_clear_emotion,0.11238560080528259,0.05743870511651039,0.18748892843723297,0.03732618689537048,0.22865895926952362,0.03643083572387695
x,post,2057665121959464970,"PAS Mula Kaji Semula Hubungan Dengan Bersatu: Sabar Ada Batasnya Kata Hadi Awang
https://t.co/g7ZACHwXTa

Anda rasa siapa yang sedang mengawal Hadi sehingga beliau boleh meremehkan Muhyiddin..",https://x.com/azmyklanajaya/status/2057665121959464970,neutral,2026-05-22 03:29:29+00:00,1,0,1,25,0.5,2,4.025,,,neutral,0.41600269079208374,malay,Malay/Bumiputera,love,0.16992254555225372,0.030359985306859016,0.05140309780836105,0.1355728656053543,0.31575509905815125,0.049712296575307846
x,comment,2058039647503311329,@azmyklanajaya Dah jadi binatang apa pula Bersatu ni?,,neutral,,0,0,0,0,0.5,0,,Zol yunus,0.0,neutral,0.8755916953086853,english,Mixed/Urban,surprise,0.015363400802016258,0.06488555669784546,0.040453940629959106,0.05194785073399544,0.33174240589141846,0.40075650811195374
x,comment,2059206241273155740,https://t.co/QBrZwXWei4,,neutral,,2,0,1,0,0.5,5,,azmyklanajaya,0.0,neutral,0.7605686187744141,english,Mixed/Urban,love,0.07901942729949951,0.07930682599544525,0.05483120679855347,0.06848422437906265,0.36235475540161133,0.13967454433441162
x,post,2057667790241456404,Pas kaji semula hubungan dengan Bersatu - Abdul Hadi - Sinar Harian https://t.co/DswFCAmVj7,https://x.com/UMNONow/status/2057667790241456404,positive,2026-05-22 03:40:05+00:00,1,2,0,1322,0.8335541516542434,16,6.322,,,positive,0.4451805055141449,multilingual,Unknown,no_clear_emotion,0.061053238809108734,0.021009458228945732,0.08370321989059448,0.04387805610895157,0.3212426006793976,0.0468100979924202
x,post,2057735545124778040,"PAS SEDANG KAJI SEMULA HUBUNGAN DENGAN BERSATU – HADI 

PELAJAR TINGKATAN ENAM MAUT BERTEMBUNG VAN KETIKA PULANG SEKOLAH 

PEKERJA KEBUN DIREMAN TUJUH HARI, BANTU SIASATAN KES ROGOL ANAK KANDUNG 

#Berita757 
#RakyatKeutamaanKami https://t.co/dNmt4184dO",https://x.com/berita757/status/2057735545124778040,negative,2026-05-22 08:09:19+00:00,0,0,1,63,0.08577435314655305,1,3.063,,,negative,0.7140854895114899,multilingual,Unknown,no_clear_emotion,0.06338644027709961,0.025467731058597565,0.05526108667254448,0.024295883253216743,0.0707436129450798,0.03412099555134773
x,comment,2057737261329031178,@berita757 Bersatubuhhharamm https://t.co/1BnByExuRZ,,neutral,,0,0,0,0,0.5,0,,Adnilja,0.0,neutral,0.8838838338851929,english,Mixed/Urban,love,0.18112871050834656,0.052297621965408325,0.0523456372320652,0.045357830822467804,0.45819321274757385,0.04384862631559372
x,comment,2059646795890983169,"KOMUNITI ROHINGYA SELAYANG ‘CEMAR’ IBADAH KORBAN AIDILADHA

BERBEZA pula sambutan Hari Raya Aidiladha di sekitar Jalan Besar Selayang Baru menyaksikan ibadah korban mencetuskan rasa kurang senang dalam kalangan penduduk tempatan.

#Berita757 
#RakyatKeutamaanKami https://t.co/30VssZVRZJ",,positive,,1,0,0,0,0.9951184153556822,1,,Berita 757,0.0,positive,0.9837280511856079,malay,Malay/Bumiputera,anger,0.8237055540084839,0.06019783765077591,0.03177495673298836,0.0314253568649292,0.019552508369088173,0.010488921776413918
x,post,2057990474678608314,"Pas mahu buktikan 'abang besar' dalam PN

Tidak terkejut sekiranya perkembangan tersebut akan berakhir dengan perpecahan PN - Penganalisis politik

#SinarHarian #Threads #politik #Pas #abangbesar #PN #analisispolitik

https://t.co/pk89OtWAtB",https://x.com/SinarOnline/status/2057990474678608314,negative,2026-05-23 01:02:19+00:00,2,1,1,453,0.1363545164465904,8,7.453,,,negative,0.5454849451780319,multilingual,Unknown,surprise,0.0072685545310378075,0.02828139252960682,0.015015175566077232,0.02307780645787716,0.017528286203742027,0.8730313181877136
x,comment,2058053112242516270,@SinarOnline Kerana kerakusan doa Qunut Nazilah akhirnya memakan diri!!,,negative,,0,0,0,0,0.04857800602912904,0,,Adnilja,0.0,negative,0.8380733132362366,multilingual,Unknown,no_clear_emotion,0.17387470602989197,0.04523072391748428,0.06255359202623367,0.09100796282291412,0.24615639448165894,0.039557620882987976
x,post,2057717497777070102,"Pas kaji semula hubungan dengan Bersatu - Abdul Hadi

Hubungan Pas dan Parti Pribumi Bersatu Malaysia (Bersatu) dalam Perikatan Nasional (PN) ibarat retak menanti belah apabila parti Islam itu kini sedang mengkaji dan meneliti satu persatu percanggahan serta tindakan negatif yang dilakukan oleh rakan sekutunya itu, lapor wartawan Sinar Harian, Norhaspida Yatim.

Presidennya, Tan Sri Abdul Hadi Awang berkata, tindakan Bersatu yang menolak hasrat untuk memperkukuh PN dengan menyekat keahlian parti-parti Melayu-Islam serta parti bukan Islam yang tidak ekstrem adalah sesuatu yang tidak menyenangkan.

Artikel: https://t.co/1qbnAQ1380

Copyright disclaimer: Segala penyuntingan video adalah hak cipta terpelihara milik Sinar Harian.

#SinarHarian #BeritaSemasa #politik #paskajisdemulahubungandenganBersatu #Pas #Bersatu",https://x.com/SinarOnline/status/2057717497777070102,negative,2026-05-22 06:57:36+00:00,20,10,16,6771,0.0004803478717804177,113,94.771,,,negative,0.9983988404273987,malay,Malay/Bumiputera,anger,0.5710434913635254,0.026884209364652634,0.05109521746635437,0.04911387339234352,0.1981046348810196,0.014338613487780094
x,comment,2057726782334546244,"@SinarOnline Pas asyik kawen cerai je.. kawen dgn Dap, kawen dgn pkr,kawen umno, kawen dgn besatu last sekali kawen sesama sendiri",,neutral,,2,0,0,0,0.5,2,,Ariffin,0.0,neutral,0.8832069039344788,english,Mixed/Urban,love,0.08409944921731949,0.019961126148700714,0.06097075715661049,0.036048341542482376,0.6453762054443359,0.02152338996529579
