Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
youtube,post,kuQp3rOY6ko,"Fuel smarter with BUDI95! 🚗💨

Claim your BUDI95 subsidy and pay using TNG eWallet app.

#CaltexMY #TNGeWallet #BUDI95 #BudiMadaniRON95 #BudiMadani95",https://www.youtube.com/watch?v=kuQp3rOY6ko,positive,2026-01-14 05:58:01+00:00,1,0,0,242,0.8562395513057708,3,1.242,positive,0.5207985043525696,english,Mixed/Urban,love,0.055094003677368164,0.026223748922348022,0.16169346868991852,0.03013082779943943,0.6232219338417053,0.02086358703672886
youtube,post,3hK9-9cKYMQ,Deputy Finance Minister Liew Chin Tong says that Budi95’s use goes beyond subsidy management and should also be seen as a “demand management” tool.,https://www.youtube.com/watch?v=3hK9-9cKYMQ,neutral,2026-05-12 10:35:11+00:00,27,0,0,5350,0.5,80,32.35,neutral,0.9202719330787659,english,Mixed/Urban,no_clear_emotion,0.07218318432569504,0.04456031695008278,0.2731521725654602,0.0384608656167984,0.24798966944217682,0.03451765328645706
youtube,post,oCx6608P05o,"Pengurus sebuah stesen minyak di Tumpat, Kelantan mengakui berlaku kecuaian dalam pengendalian transaksi subsidi Budi RON95 sehingga menyebabkan kuota milik seorang pengguna disalahgunakan pihak lain.

Menurut pengurus berkenaan, Mohamed Rusdi Md Nasir, sistem Budi95 membenarkan pengisian nombor MyKad secara manual dalam keadaan tertentu seperti cip kad tidak dapat dibaca.",https://www.youtube.com/watch?v=oCx6608P05o,negative,2026-04-09 04:46:41+00:00,19,0,10,4942,0.09495132565498351,78,53.942,negative,0.6834955811500549,malay,Malay/Bumiputera,anger,0.5621302723884583,0.0677894577383995,0.01528423372656107,0.1310597062110901,0.06150072440505028,0.032220277935266495
youtube,post,uqIND8uV7kA,"Prime Minister Datuk Seri Anwar Ibrahim said the government has saved RM800 million since the implementation of Budi95 on Sept 30.

Read more at https://tinyurl.com/yppw3yz6 

WATCH MORE: https://thestartv.com/c/news
SUBSCRIBE: https://cutt.ly/TheStar
LIKE: https://fb.com/TheStarOnline",https://www.youtube.com/watch?v=uqIND8uV7kA,neutral,2025-12-21 10:03:40+00:00,34,0,23,6487,0.5,121,109.487,neutral,0.5771872997283936,english,Mixed/Urban,happy,0.03647186607122421,0.04974134638905525,0.4288978576660156,0.02416529506444931,0.1453429013490677,0.042478568851947784
youtube,post,gMM_QXT33dI,"Ramai tanya, macam mana sebenarnya cara paling senang, selamat dan berbaloi nak guna BUDI95 ni? Sekarang kan ada banyak cara – boleh guna MyKad dekat kaunter, atau guna apps macam Setel, CaltexGO, ataupun TnG eWallet. Tapi antara semua ni, mana satu paling win untuk pengguna Malaysia tahun 2025?

Dalam video ni Daus bandingkan satu-satu:
– Cara guna MyKad di kaunter (cara lama)
– Cara guna apps petrol macam Setel & CaltexGO
– Dan cara terbaru guna TnG eWallet (yang boleh guna untuk semua stesen minyak!)

Kalau korang nak tahu mana paling senang, cepat, selamat dan praktikal – Daus share terus pengalaman sendiri, termasuk risiko macam IC tertinggal, isu privacy, dan kelebihan bila guna apps yang dah integrate semua brand minyak dalam satu platform.

Spoiler sikit: sekarang ni isi minyak pun boleh guna satu app je – tak payah nak download banyak-banyak, tak payah verify banyak kali, tak payah beratur panjang dekat kaunter pun! 🔥

Jadi kalau korang tengah pening nak pilih cara mana untuk claim subsidi BUDI95, make sure tengok sampai habis. Video ni akan bantu korang buat pilihan yang lebih bijak, cepat dan selamat.

Join Group Whatsapp Daus :
Stock: https://chat.whatsapp.com/LxdEn1vdifd...
Crypto: https://chat.whatsapp.com/HY4DPxyU0ZH...
General: https://chat.whatsapp.com/D2UlY2bAjWm...

🔥 Nak Lagi Banyak Benefit? Join Elite Private Whatsapp Group DausDK! (RM240/setahun)
➡Klik sini: https://nas.io/dausdk

Join Group Community DausDK di sini :
Telegram : https://t.me/dausdkgroup
Whatsapp : https://chat.whatsapp.com/Ctq9CW3Qym3...

Perlukan Bantuan Untuk Daftar Mana2 Apps? (Hubungi Saya) : 
📝 Whatsapp - https://wa.link/281cp7
☎️ Telegram - https://t.me/dausdk37

🚀 Follow me on:-
Youtube:    / @dausdk   
Telegram: https://t.me/dausdk 
Instagram: https://bit.ly/dausdkinstagram
Tiktok: https://bit.ly/dausdktiktok
Facebook Channel : https://bit.ly/dausdkfacebook
Facebook Community : www.facebook.com/groups/dausdkcommunity/
Twitter : https://x.com/dausdkofficial

Do You Want to Join Our Team ?
Please email your resume at : dausdk@dausdk.com

⚠️ Disclaimer: I am NOT a financial advisor nor a ""guru"". Investments must be made within your capabilities and at your own risks. All content provided is for informational purposes only and I make no representation to its accuracy nor completeness. I am not liable for any errors, omission, or availability of any information. My views are my own. I am not responsible for any comments or content posted on this channel. By commenting, you are solely responsible for your own views. I am not liable for any damages nor harm resulting from any content or interactions on this channel

⏰ Timestamps

00:00 – Intro: Macam-macam cara nak guna BUDI95
00:33 – Cara 1: Guna MyKad atau IC dekat kaunter minyak
01:53 – Masalah bila guna cara lama (beratur, IC tertinggal, risiko keselamatan)
02:48 – Kenapa cara ni dah tak sesuai zaman sekarang
03:15 – Cara 2: Guna apps Setel & CaltexGO
03:42 – Kelebihan guna app petrol (tak payah keluar kereta, lebih cepat)
04:09 – Masalah apps berbeza ikut jenama & isu verification
04:34 – Kenapa ramai rasa leceh guna banyak app
05:01 – Cara 3: Guna TnG eWallet – paling senang & fleksibel
05:28 – Kelebihan TnG eWallet (dah sedia ada, senang nak guna)
05:54 – Semua stesen minyak boleh guna satu app je!
06:21 – Setel dah integrate dalam TnG eWallet – all-in-one solution
06:50 – Kesimpulan & nasihat Daus untuk pengguna BUDI95

#budi95 
#tng 
#finance
#DausDK",https://www.youtube.com/watch?v=gMM_QXT33dI,negative,2025-11-03 11:37:24+00:00,81,0,18,3537,0.00048633813858034447,134,138.537,negative,0.9983788728713989,malay,Malay/Bumiputera,no_clear_emotion,0.10175012052059174,0.04677475988864899,0.04384905844926834,0.06832105666399002,0.2797454297542572,0.07356534898281097
youtube,post,sLm2MoImDa8,"Experience a faster, more seamless way to redeem your BUDI95 subsidy with CaltexGO. Simply tap, pump, and GO — no delays, no hassle.

With the new Touch ’n Go integration, customers can now link their Touch ’n Go account directly within the CaltexGO app, making subsidy redemption and fueling more convenient than ever.

Enjoy instant BUDI95 redemption, a streamlined mobile fueling experience, and exclusive benefits designed for CaltexGO users.

Learn More https://www.caltex.com/my/caltex-rewa...",https://www.youtube.com/watch?v=sLm2MoImDa8,positive,2026-02-27 03:34:08+00:00,1,0,0,704,0.9384335219860076,8,1.704,positive,0.7947784066200256,english,Mixed/Urban,happy,0.02224833145737648,0.06681092828512192,0.8222325444221497,0.011226342059671879,0.03726717829704285,0.01694740727543831
youtube,post,bMZdzKk7IyQ,"A viral video of a woman filling up RON95 petrol into a container in a car's boot has got her to lose her fuel subsidy privileges.

The Finance Ministry announced that it had launched an investigation following the viral video.

Read more at https://tinyurl.com/msxs2c5s

WATCH MORE: https://thestartv.com/c/news
SUBSCRIBE: https://cutt.ly/TheStar
LIKE: https://fb.com/TheStarOnline",https://www.youtube.com/watch?v=bMZdzKk7IyQ,negative,2026-03-24 03:29:37+00:00,165,0,167,47394,0.09653576016426085,805,713.394,negative,0.6782141327857971,english,Mixed/Urban,sadness,0.09960250556468964,0.09837538003921509,0.02238309755921364,0.6959690451622009,0.01606060564517975,0.0342821404337883
youtube,post,pQ-TodThiWk,"An alternative therapist was fined RM4,000 for spreading false information about the Budi MADANI RON95 initiative on Facebook.

SEPANG: An alternative treatment therapist was fined RM4,000 by the Sessions Court today after pleading guilty to spreading false information about the Budi MADANI RON95 (BUDI95) initiative on Facebook.

Read more: https://thesun.my/news/malaysia-news/...",https://www.youtube.com/watch?v=pQ-TodThiWk,negative,2026-05-22 08:00:09+00:00,0,0,0,152,0.13910300731658934,1,0.152,negative,0.5363233089447021,english,Mixed/Urban,sadness,0.24424098432064056,0.05224744603037834,0.039152927696704865,0.4717833399772644,0.05731350556015968,0.026773666962981224
youtube,post,ZME54jRnDcE,"Timbalan Menteri Kewangan, Liew Chin Tong berkata kuota petrol RON95 di bawah program BUDI95 berpotensi dikurangkan kepada 150 liter sebulan.

Beliau berkata langkah itu bertujuan memastikan keterjaminan bekalan bahan api domestik susulan ketidaktentuan bekalan global.

Menurutnya, data menunjukkan majoriti rakyat menggunakan kurang daripada 200 liter sebulan.",https://www.youtube.com/watch?v=ZME54jRnDcE,positive,2026-05-12 07:59:16+00:00,15,0,56,3108,0.9976467370986938,102,186.108,positive,0.9921557903289795,malay,Malay/Bumiputera,anger,0.34320950508117676,0.23994044959545135,0.10691031068563461,0.038607239723205566,0.047831594944000244,0.03873404860496521
youtube,post,egoK80QhoAM,"Want to enjoy your BUDI95 fuel subsidy hassle-free? 🚗💨

Learn how to use your MyKAD at Caltex stations with this step-by-step process to activate BUDI95.

#CaltexMY #BUDI95 #BudiMadaniRON95 #BudiMadani95",https://www.youtube.com/watch?v=egoK80QhoAM,neutral,2026-01-14 05:48:47+00:00,0,0,1,198,0.5,2,3.198,neutral,0.6633176207542419,english,Mixed/Urban,happy,0.022177932783961296,0.044601019471883774,0.6727171540260315,0.014618607237935066,0.1687324047088623,0.03397437185049057
