Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7516504848318123269,😎 menyala wanita tangguhku,https://www.tiktok.com/@riyukabunga/video/7516504848318123269,,,positive,2026-06-06 02:18:46.466493,858700,26300,10700,16900000,0.8549655377864838,1064700,960300.0,positive,0.5165517926216125,english,Mixed/Urban,love,0.054880667477846146,0.02444629557430744,0.07146943360567093,0.01837114989757538,0.7353683114051819,0.01950550638139248
tiktok,post,7643146319636270344,#xyzbca #katakata #4u,https://www.tiktok.com/@userrlja/video/7643146319636270344,,,positive,2026-06-06 02:18:03.693270,373500,41900,190,2600000,0.8316121205687522,441590,460470.0,positive,0.43870706856250763,multilingual,Unknown,love,0.058438319712877274,0.03830311819911003,0.021333947777748108,0.06889216601848602,0.568916916847229,0.05036991834640503
tiktok,post,7623299514325044500,"Setuju ? ...
.
.
.
#motivasi #kebahagiaan #diri",https://www.tiktok.com/@aks.id55/video/7623299514325044500,,,neutral,2026-06-06 02:18:33.553873,268500,53900,4755,4800000,0.5,375155,395365.0,neutral,0.8612971305847168,english,Mixed/Urban,love,0.0395221970975399,0.03293861076235771,0.3898276686668396,0.020391300320625305,0.43473923206329346,0.03158016502857208
tiktok,post,7636170713925176594,"TAKDIR KEHIDUPAN 
Youtube: hati bersuara @hatibersuara-z5q
#takdirkehidupan #CapCut",https://www.tiktok.com/@wong_ae5758/video/7636170713925176594,,,neutral,2026-06-06 02:18:28.065166,116400,69300,3125,6400000,0.5,252825,270775.0,neutral,0.8765364289283752,english,Mixed/Urban,love,0.042657725512981415,0.03783216327428818,0.06431324779987335,0.05636349320411682,0.7196681499481201,0.025098100304603577
tiktok,post,7562462418769661202,#katakata #4u #berandafyp #brokenfamily #cry,https://www.tiktok.com/@syafikaa_adelia/video/7562462418769661202,,,negative,2026-06-06 02:18:50.580685,202700,22300,378,2100000,0.11841448545455932,246378,250534.0,negative,0.6052850484848022,english,Mixed/Urban,love,0.11636350303888321,0.025820428505539894,0.03458026796579361,0.053351350128650665,0.48953670263290405,0.024888431653380394
tiktok,post,7592648622630587678,"Nothing is permanent.

Follow @vawzen for more!

#vawzen",https://www.tiktok.com/@vawzen/video/7592648622630587678,,,positive,2026-06-06 02:18:25.694682,161000,14700,540,1900000,0.8680132150650024,195240,193920.0,positive,0.5600440502166748,english,Mixed/Urban,love,0.036433830857276917,0.06645902991294861,0.09053073078393936,0.05249413102865219,0.4217853248119354,0.12425969541072845
tiktok,post,7378809220881304838,klian sering gk sih kya gtuu??? #storymu #beranda #katakatastory,https://www.tiktok.com/@deasvya15/video/7378809220881304838,,,neutral,2026-06-06 02:18:37.659503,157200,12000,495,2700000,0.5,196695,185385.0,neutral,0.9109819531440735,english,Mixed/Urban,love,0.05019700154662132,0.01928400807082653,0.02058989740908146,0.024165494367480278,0.8057971596717834,0.024440057575702667
tiktok,post,7630419244609703189,Pitutur Jowo bab ngelakoni urip | status WA #pituturjawa #jowopride #filosofijawa  #budayajawa #nasehat,https://www.tiktok.com/@lakonkepungkur/video/7630419244609703189,,,neutral,2026-06-06 02:18:34.124813,104400,34200,376,2900000,0.5,167976,176828.0,neutral,0.9374864101409912,english,Mixed/Urban,love,0.14314350485801697,0.04821094498038292,0.17611536383628845,0.0414995439350605,0.4538232088088989,0.02642901986837387
tiktok,post,7601410922707569940,maap sengaja🤭😂🙏 #fyp #finaafri🇹🇼 #rongkads #taiwan🇹🇼 #xyzbca,https://www.tiktok.com/@finnaaa04/video/7601410922707569940,,,negative,2026-06-06 02:18:16.257310,102400,13500,515,3000000,0.05499595999717713,146415,133945.0,negative,0.8166801333427429,multilingual,Unknown,love,0.07994730025529861,0.02960473857820034,0.05786403268575668,0.030772017315030098,0.667546272277832,0.020622670650482178
tiktok,post,7214165911840886043,sudah bnyak yg di alami di saat susah cari bantuan#fyp#katakatamotivasi#pelajaranhidup#sukalike🤝#fypgakni,https://www.tiktok.com/@story_orang02/video/7214165911840886043,,,positive,2026-06-06 02:18:15.086296,24100,23800,298,1800000,0.844121067225933,66198,74394.0,positive,0.4804035574197769,multilingual,Unknown,fear,0.057721082121133804,0.5605812072753906,0.03429225832223892,0.0778563991189003,0.1077256053686142,0.07183530181646347
tiktok,post,7590251733205421332,Pitutur Sabdo Palon 2026 #pituturjowo #sabdopalon #sabdopalonnagihjanji,https://www.tiktok.com/@stylestoryai/video/7590251733205421332,,,neutral,2026-06-06 02:18:27.519027,19400,16700,526,1700000,0.5,53626,56078.0,neutral,0.9065989851951599,english,Mixed/Urban,love,0.12047601491212845,0.038890860974788666,0.10190939158201218,0.04557999223470688,0.44922882318496704,0.03436635434627533
tiktok,post,7636788121849351445,"AkuWalkman - Ada Ubi Ada Batas ( Official Song + Lyric )

Hidup ni simple — apa kita buat, akan kembali.
Tak cepat, tapi pasti.
“Ada Ubi Ada Batas” bukan tentang balas dendam…
tapi tentang hukum hidup yang tak pernah silap.

#laguviral #FYPmalaysia #akuwalkman #lagutranding #adaubiadabatas",https://www.tiktok.com/@akuwalkman/video/7636788121849351445,,,negative,2026-06-06 02:18:44.914512,27100,9474,484,777000,0.0006107211112976185,44828,48277.0,negative,0.9979642629623413,malay,Malay/Bumiputera,love,0.20545846223831177,0.044886887073516846,0.051359888166189194,0.03232365846633911,0.4856865406036377,0.020180705934762955
tiktok,post,7630824854182235399,"Setia Band - Hilang Ingatan (Versi Jepang)

#hilangingatan #setiaband @charly_setiaku @SETIA BAND OFFICIAL",https://www.tiktok.com/@suarabuatan/video/7630824854182235399,,,neutral,2026-06-06 02:18:57.354202,34300,2599,350,812900,0.5,45378,41360.9,neutral,0.9265719652175903,english,Mixed/Urban,love,0.05582055449485779,0.019480345770716667,0.07425237447023392,0.024742668494582176,0.6979832053184509,0.02213112637400627
tiktok,post,7157143119102758170,"Aku harusnya sih ng'Tag seseorang, tapi siapa????😭😭😭
Eren - Takkan Pisah #erentakanpisah #takanpisah #storywa #fyp #ajitani01",https://www.tiktok.com/@aji_tani01/video/7157143119102758170,,,negative,2026-06-06 02:18:17.484780,14100,12300,425,817600,0.14369441270828245,35001,40792.6,negative,0.5210186243057251,english,Mixed/Urban,love,0.16343587636947632,0.12298062443733215,0.021568158641457558,0.18492132425308228,0.41021835803985596,0.033153239637613297
tiktok,post,7555831263890853132,lagu ngapain kok repot versi Ibu Rumah Tangga (IRT) #CapCut #chatgpt #fyp #fouryoupage #irtproduktif @tribugo prakoso,https://www.tiktok.com/@nyonya.produktif/video/7555831263890853132,,,neutral,2026-06-06 02:18:08.257255,18100,9919,260,760600,0.5,35885,39478.6,neutral,0.9151490926742554,english,Mixed/Urban,love,0.09704487025737762,0.03485732525587082,0.03115353360772133,0.04768955707550049,0.6848594546318054,0.023862870410084724
tiktok,post,7585222547596168470,"Save and Try😁🙌🏼/ Solo Training session⚽️❤️‍🔥

#football #training #consistency #fy #viral",https://www.tiktok.com/@iliyas.rmi/video/7585222547596168470,,,positive,2026-06-06 02:18:22.856459,32900,1455,135,413000,0.9495120108127594,38620,36628.0,positive,0.831706702709198,english,Mixed/Urban,love,0.03709230199456215,0.016946371644735336,0.06642278283834457,0.02056809701025486,0.7051137089729309,0.017805127426981926
tiktok,post,7577612532135759111,bisa ko sndri juga 😊🤏🏽 #robloxtrend #robloxfyp #asing #robloxedit #CapCut,https://www.tiktok.com/@mesaraayaa/video/7577612532135759111,,,positive,2026-06-06 02:18:06.630211,30000,977,670,429400,0.940105789899826,35941,34393.4,positive,0.8003526329994202,english,Mixed/Urban,love,0.08431752026081085,0.0594959482550621,0.10978971421718597,0.04679502174258232,0.3870226740837097,0.05874006077647209
