Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
x,comment,2074425581341474978,https://t.co/f3KFPyOw1f,,https://x.com/alx/status/1631039713783042049,1631039713783042049,negative,2026-07-07 09:29:34+00:00,102,2,9,0,0.1778328761458397,133,,ALX 🇺🇸,0.0,negative,0.40722374618053436,multilingual,Unknown,Unknown,0.15,love,0.09640943259000778,0.07760046422481537,0.057261232286691666,0.0683291032910347,0.36069178581237793,0.12396537512540817
x,comment,2074433252631179448,"2026年7月7日《#VOA今日焦点》重点新闻内容包括：美国总统特朗普星期一启程土耳其参加北约峰会；全球规模最大的环太平洋军演正在夏威夷进行；世界杯八强即将揭晓，美国队迎来对阵比利时的关键战
点击收看👉https://t.co/P3qvexSHwj https://t.co/RC3CufsieQ",,https://x.com/VOAChinese/status/1555586820158603264,1555586820158603264,neutral,2026-07-07 10:00:03+00:00,3,0,0,0,0.5,3,,美国之音中文网,0.0,neutral,0.8711966872215271,english,Chinese,Chinese,0.95,no_clear_emotion,0.057289961725473404,0.07921021431684494,0.12132633477449417,0.020819757133722305,0.07691462337970734,0.051699865609407425
x,comment,2074457260470788237,"乌克兰总统泽连斯基在安卡拉北约峰会上把话说得很直：乌克兰属于北约。

他的原话是，带上乌克兰的北约，才是面向未来的联盟。 https://t.co/r8wdW6qXM5",,https://x.com/__Inty__/status/1554313163599859712,1554313163599859712,negative,2026-07-07 11:35:27+00:00,1,0,0,0,0.1644323542714119,1,,Inty News,0.0,negative,0.451892152428627,multilingual,Unknown,Unknown,0.2,no_clear_emotion,0.07091230899095535,0.05091525614261627,0.21803607046604156,0.04593198001384735,0.2719067931175232,0.03993329778313637
x,comment,2074448365337674148,六月底，美国最高法院裁定特朗普以行政命令终结出生公民权无效，暂保“美宝”身分。许多产妇虽松一口气，但焦点已从“孩子有没有公民权”转为“孕妇能否顺利入境”。专家告诉BBC，未来签证审查、入境询问等或将更严格。https://t.co/PUT8I7pgXv,,https://x.com/bbcchinese/status/1610829796518531072,1610829796518531072,neutral,2026-07-07 11:00:06+00:00,4,1,2,0,0.5,12,,BBC News 中文,0.0,neutral,0.8158864378929138,english,Mixed/Urban,Unknown,0.2,fear,0.09049844741821289,0.30330944061279297,0.055866993963718414,0.09877396374940872,0.03664906322956085,0.19868040084838867
x,comment,2074447200139272424,"Kuning #bersama.

Ayuh jom register di https://t.co/rWSR3dZn1S https://t.co/JhLjUGZKLS",,https://x.com/La_FarEast/status/1671525852457099265,1671525852457099265,neutral,2026-07-07 10:55:28+00:00,0,0,0,0,0.5,0,,#bersama P108 8103 💛💙,0.0,neutral,0.8297481536865234,english,Mixed/Urban,Unknown,0.25,love,0.12265683710575104,0.04007408022880554,0.04227426275610924,0.058694783598184586,0.573803186416626,0.037502728402614594
x,comment,2074457760176206242,"全部不认罪……
https://t.co/VS7Wr7GzUX
#中国报 https://t.co/PyhO047bpL",,https://x.com/mychinapress/status/1710684169267978637,1710684169267978637,negative,2026-07-07 11:37:26+00:00,0,0,0,0,0.030531178414821614,0,,马来西亚中国报,0.0,negative,0.8982294052839279,multilingual,Chinese,Chinese,0.95,sadness,0.04275808855891228,0.07283294200897217,0.013657603412866592,0.31334903836250305,0.11810240149497986,0.29661598801612854
x,post,2073717003614138749,"PAS tidak akan membentangkan manifesto secara menyeluruh pada Pilihan Raya Negeri (PRN) Johor, sebaliknya hanya menawarkan beberapa inisiatif dan tawaran khusus di kawasan yang ditandingi.

Berita penuh 

https://t.co/kFxOmBMfuU",https://x.com/harakahdailyHD/status/2073717003614138749,,,positive,2026-07-05 10:33:56+00:00,15,1,11,796,0.9992564022541046,34,50.796,,,positive,0.9975213408470154,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.041192542761564255,0.022637994959950447,0.07244069874286652,0.024138564243912697,0.19234052300453186,0.033585187047719955
x,comment,2073783939807011105,@harakahdailyHD https://t.co/j381uB64fF,,https://x.com/harakahdailyHD/status/2073717003614138749,2073717003614138749,neutral,2026-07-05 14:59:54+00:00,0,0,0,0,0.5,0,,Parputodi,0.0,neutral,0.8629578351974487,english,Mixed/Urban,Unknown,0.25,love,0.1173713281750679,0.05476132780313492,0.060526419430971146,0.05928269773721695,0.5037479996681213,0.05744650214910507
x,comment,2073779376517509402,"@harakahdailyHD Haram undi pas ..Pas hanya tawarkan fitnah, kejian dan hinaan pada sahabat Nabi. https://t.co/qSj54xqLsk",,https://x.com/harakahdailyHD/status/2073717003614138749,2073717003614138749,negative,2026-07-05 14:41:46+00:00,2,0,0,0,0.041267810761928536,2,,Riz,0.0,negative,0.8624406307935715,multilingual,Unknown,Unknown,0.15,no_clear_emotion,0.12456537783145905,0.0223190076649189,0.05534951761364937,0.07229970395565033,0.32518643140792847,0.042938850820064545
x,comment,2073939736272765282,@harakahdailyHD Tak yakin menang takdalah manifesto.,,https://x.com/harakahdailyHD/status/2073717003614138749,2073717003614138749,neutral,2026-07-06 01:18:59+00:00,0,0,0,0,0.5,0,,Jenk,0.0,neutral,0.8115611672401428,english,Mixed/Urban,Unknown,0.15,fear,0.05029328912496567,0.7353737950325012,0.036562755703926086,0.018741562962532043,0.010843531228601933,0.12067632377147675
x,comment,2074289662534041932,"@harakahdailyHD 4 negeri yg pas perintah pun tak terlaksana manifesto, bayangkan johor yg da maju tu mundur kerana PAS ( terbukti gagal dan gila kongkek ) 

Lebai² kongkek PAS ni hanya nak jawatan dan ghanimah je, nak sembang pasal kemajuan? Terengganu dapat lebih 11 billion pun tak nampak hasil",,https://x.com/harakahdailyHD/status/2073717003614138749,2073717003614138749,neutral,2026-07-07 00:29:28+00:00,0,0,0,0,0.5,0,,𝔰𝔞𝔪𝔖 yellowBlue,0.0,neutral,0.8284988403320312,english,Mixed/Urban,Unknown,0.25,fear,0.03560614585876465,0.4252040684223175,0.015009120106697083,0.2145913690328598,0.012961944565176964,0.258735328912735
x,comment,2073730780598239379,@harakahdailyHD Haram undi parti yg buat FITNAH pada sahabat nabi ✌️,,https://x.com/harakahdailyHD/status/2073717003614138749,2073717003614138749,neutral,2026-07-05 11:28:40+00:00,3,0,0,0,0.5,3,,VVD,0.0,neutral,0.8294432759284973,english,Mixed/Urban,Unknown,0.15,love,0.04109333083033562,0.013691633008420467,0.04899046942591667,0.020178621634840965,0.6040282845497131,0.02669111266732216
x,comment,2074004206386880646,@harakahdailyHD Islam teaches the Malay Muslim stupidity.  Only know how to pray and think of heavan. What the fuck the know. lol better go to heavan as fast as possible.  Troublemakers,,https://x.com/harakahdailyHD/status/2073717003614138749,2073717003614138749,negative,2026-07-06 05:35:10+00:00,0,0,1,0,0.021315371990203835,3,,HappyMurtad,0.0,negative,0.9289487600326538,english,Mixed/Urban,Unknown,0.25,love,0.056915540248155594,0.0161258727312088,0.04392265900969505,0.03490973636507988,0.754703938961029,0.014676859602332115
x,comment,2073964266085130479,@harakahdailyHD https://t.co/M4AOmBfAF6,,https://x.com/harakahdailyHD/status/2073717003614138749,2073717003614138749,neutral,2026-07-06 02:56:28+00:00,0,0,0,0,0.5,0,,mat burn,0.0,neutral,0.8515920042991638,english,Malay/Bumiputera,Malay/Bumiputera,0.74,love,0.11114665120840073,0.05335555225610733,0.0680534839630127,0.06035960465669632,0.47934141755104065,0.05995483323931694
x,comment,2074030918218727881,"@harakahdailyHD Pandat pun x-lat, macam mana nak contest ? 🤣🤣",,https://x.com/harakahdailyHD/status/2073717003614138749,2073717003614138749,neutral,2026-07-06 07:21:19+00:00,0,0,0,0,0.5,0,,Alfang,0.0,neutral,0.7208136320114136,english,Mixed/Urban,Unknown,0.25,love,0.10517553240060806,0.02368430234491825,0.02434214949607849,0.02927103079855442,0.5603829026222229,0.03133207932114601
x,comment,2073760971005583634,@harakahdailyHD Nak bebaskan najib yer 🤣,,https://x.com/harakahdailyHD/status/2073717003614138749,2073717003614138749,neutral,2026-07-05 13:28:38+00:00,1,0,0,0,0.5,1,,ahyazid,0.0,neutral,0.7772244215011597,english,Mixed/Urban,Unknown,0.25,surprise,0.017958907410502434,0.036224085837602615,0.032078925520181656,0.019862856715917587,0.08032116293907166,0.5089189410209656
x,comment,2073755299941699631,@harakahdailyHD Elok JANGAN undi PAS....,,https://x.com/harakahdailyHD/status/2073717003614138749,2073717003614138749,neutral,2026-07-05 13:06:06+00:00,0,0,0,0,0.5,0,,"Ramli Zainal, Ph.D.",0.0,neutral,0.8381253480911255,english,Malay/Bumiputera,Malay/Bumiputera,0.8,love,0.06696325540542603,0.0234588161110878,0.11445378512144089,0.01769947074353695,0.6640993356704712,0.01638418808579445
x,comment,2073765722770325980,@harakahdailyHD Asal bukan PAS,,https://x.com/harakahdailyHD/status/2073717003614138749,2073717003614138749,neutral,2026-07-05 13:47:31+00:00,0,0,0,0,0.5,0,,Pena,0.0,neutral,0.8507648706436157,english,Mixed/Urban,Unknown,0.15,no_clear_emotion,0.10252495110034943,0.03183240070939064,0.06786631047725677,0.0392967127263546,0.3083115816116333,0.046491049230098724
x,comment,2073292586345709923,"@mengyinbeiyong jokes
💓
represents

🌺",,https://x.com/mengyinbeiyong/status/2071926990639423765,2071926990639423765,positive,2026-07-04 06:27:27+00:00,0,0,0,0,0.8352145642042159,0,,卓颖🌸同城丄门🌸附近喝🍵,0.0,positive,0.45071521401405334,multilingual,Chinese,Chinese,0.95,love,0.07563269138336182,0.024441100656986237,0.037872035056352615,0.027885813266038895,0.7632974982261658,0.017305957153439522
x,comment,2073254419181809727,"@mengyinbeiyong lindsay
🥁
also

🤎",,https://x.com/mengyinbeiyong/status/2071926990639423765,2071926990639423765,positive,2026-07-04 03:55:47+00:00,0,0,0,0,0.8567588627338409,0,,梁晴🌸同城丄门🌸附近喝🍵,0.0,positive,0.5225295424461365,english,Chinese,Chinese,0.95,love,0.0793590173125267,0.03021198697388172,0.03768359497189522,0.02972375974059105,0.7458391189575195,0.01851622574031353
x,post,2072203638077051138,"Nantikan podcast eksklusif HarakahDaily: Dari Jalan Pahang bersama Ustaz Idris Ahmad.

Bersama Naib Presiden PAS merangkap Ahli Parlimen Bagan Serai, mengupas pelbagai isu semasa, perkembangan politik terkini dan topik-topik sensasi yang sedang menjadi perhatian rakyat.

#Harakah https://t.co/Wf1p0Crazf",https://x.com/harakahdailyHD/status/2072203638077051138,,,negative,2026-07-01 06:20:21+00:00,9,4,8,900,0.00600830912590028,30,41.9,,,negative,0.9799723029136658,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.010978768579661846,0.008687575347721577,0.019855691120028496,0.01762709766626358,0.11028002947568893,0.10359041392803192
x,comment,2072530320264683681,"@harakahdailyHD Tak payah lah.........
33 bulan.....
"" Parlimen bubar pulak, ana baru nak bentang RUU355""
Kah ....kah....kah.... Draf pun rasanya tarak!",,https://x.com/harakahdailyHD/status/2072203638077051138,2072203638077051138,neutral,2026-07-02 03:58:28+00:00,0,0,0,0,0.5,0,,gua_java 2020,0.0,neutral,0.7554852366447449,english,Mixed/Urban,Unknown,0.25,surprise,0.03444157540798187,0.38329726457595825,0.013236756436526775,0.04827531799674034,0.021071061491966248,0.45403391122817993
x,comment,2072312249780224427,"@harakahdailyHD Tahu dah… dia minta 5 hari jer bukan 5 tahun… berubah semuanya.. hudud boleh buat, RUU355 terlaksana… walaung semua naik bmw volvo 😂😂😂 itulah mimpi yang benar",,https://x.com/harakahdailyHD/status/2072203638077051138,2072203638077051138,negative,2026-07-01 13:31:56+00:00,1,0,0,0,0.00048213601112367943,1,,ASBY,0.0,negative,0.9983928799629211,malay,Malay/Bumiputera,Unknown,0.15,love,0.07956859469413757,0.08990330994129181,0.040353238582611084,0.1067868247628212,0.585863471031189,0.04804140329360962
x,comment,2072298109733105939,@harakahdailyHD Haram undi parti yg buat FITNAH pda sahabat nabi ✌️,,https://x.com/harakahdailyHD/status/2072203638077051138,2072203638077051138,neutral,2026-07-01 12:35:45+00:00,0,0,0,0,0.5,0,,VVD,0.0,neutral,0.8315932750701904,english,Mixed/Urban,Unknown,0.15,love,0.042211778461933136,0.014893566258251667,0.05399088189005852,0.01985117606818676,0.5865234732627869,0.027013102546334267
x,comment,2072268195722076238,@harakahdailyHD Ada makan sagon tak?,,https://x.com/harakahdailyHD/status/2072203638077051138,2072203638077051138,neutral,2026-07-01 10:36:53+00:00,2,0,0,0,0.5,2,,PU Leather,0.0,neutral,0.9970530271530151,malay,Malay/Bumiputera,Unknown,0.25,surprise,0.011622674763202667,0.03609118238091469,0.011465529911220074,0.03328794240951538,0.04874996468424797,0.7764135599136353
x,comment,2072709314331205946,@harakahdailyHD Ehhhh.. ada lg la supi kumari.. lama x dgr khabar dia? tp dh up skit skrg.. ada studio buat podcast😂😂,,https://x.com/harakahdailyHD/status/2072203638077051138,2072203638077051138,negative,2026-07-02 15:49:44+00:00,0,0,0,0,0.09609307944774628,0,,hazri harun,0.0,negative,0.6796897351741791,multilingual,Malay/Bumiputera,Malay/Bumiputera,0.65,surprise,0.01204591989517212,0.04423254355788231,0.011830794624984264,0.0350508876144886,0.034543879330158234,0.8195613026618958
x,comment,2072431103999426767,@harakahdailyHD Kesian 5 hari selesai,,https://x.com/harakahdailyHD/status/2072203638077051138,2072203638077051138,neutral,2026-07-01 21:24:13+00:00,1,0,1,0,0.5,4,,azreen,0.0,neutral,0.8496686816215515,english,Mixed/Urban,Unknown,0.25,no_clear_emotion,0.010637035593390465,0.009934399276971817,0.0249930489808321,0.005971233360469341,0.03383432701230049,0.03007831797003746
x,comment,2072282974373253559,@harakahdailyHD https://t.co/d7lvKJTEpu,,https://x.com/harakahdailyHD/status/2072203638077051138,2072203638077051138,neutral,2026-07-01 11:35:36+00:00,0,0,0,0,0.5,0,,ahyazid,0.0,neutral,0.8537477850914001,english,Mixed/Urban,Unknown,0.25,love,0.1183350682258606,0.056348126381635666,0.06717310845851898,0.06101721152663231,0.4673420190811157,0.062496818602085114
x,comment,2072225042394718363,@harakahdailyHD 😂😂 https://t.co/fAQKIyOspv,,https://x.com/harakahdailyHD/status/2072203638077051138,2072203638077051138,neutral,2026-07-01 07:45:24+00:00,0,0,0,0,0.5,0,,AfiQ,0.0,neutral,0.6832624077796936,english,Mixed/Urban,Unknown,0.15,love,0.09497549384832382,0.05029701814055443,0.05472234636545181,0.053445324301719666,0.5923603773117065,0.04803987592458725
x,post,2072220085138407751,"Nantikan episod akan datang podcast HarakahDaily: Dari Jalan Pahang bersama Ahli Parlimen Parit Buntar.

Ikuti kupasan yang padat, berfakta dan penuh dengan analisis bernas mengenai pelbagai perkara yang sedang menjadi perhatian umum.

Jangan lepaskan episod ini!

#HarakahDaily https://t.co/SIcd1jZB1e",https://x.com/harakahdailyHD/status/2072220085138407751,,,neutral,2026-07-01 07:25:42+00:00,9,2,6,818,0.5,25,31.818,,,neutral,0.9639348983764648,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.030659543350338936,0.016299687325954437,0.03670540452003479,0.02525351755321026,0.22551791369915009,0.057932544499635696
x,post,2072530244100366562,"Rang Undang-Undang (RUU) Jenayah Siber 2026 mesti dipastikan tidak menjadi instrumen yang menyekat kebebasan bersuara rakyat atau mewujudkan suasana ketakutan untuk mengkritik pihak pentadbiran.

Berita penuh 

https://t.co/6a4PbRGsKn",https://x.com/harakahdailyHD/status/2072530244100366562,,,neutral,2026-07-02 03:58:10+00:00,10,6,2,727,0.5,25,28.727,,,neutral,0.8611734509468079,malay,Malay/Bumiputera,Unknown,0.0,anger,0.724271297454834,0.06502356380224228,0.08507011830806732,0.01870420202612877,0.043209489434957504,0.018683023750782013
x,post,2073661223653228988,KJ: Hak Melayu N Sembilan terancam jika Umno tiada dalam k'jaan negeri https://t.co/Mi0phmxpqA,https://x.com/mkini_bm/status/2073661223653228988,,,negative,2026-07-05 06:52:17+00:00,121,20,270,203799,0.0004806697368621715,2448,1174.799,,,negative,0.9983977675437927,malay,Malay/Bumiputera,Unknown,0.0,love,0.059803739190101624,0.06761201471090317,0.025489063933491707,0.1228272020816803,0.48853084444999695,0.09590206295251846
x,comment,2074006248035647805,@mkini_bm @Khairykj  ini butul ka… dulu keluar sikijab … sikarang Bangsa Ugama saja lain indada https://t.co/t1agiB21Zd,,https://x.com/mkini_bm/status/2073661223653228988,2.073661223653229e+18,negative,2026-07-06 05:43:17+00:00,6,5,2,0,0.12673090249300004,22,,"UrangSabah baini, sumua pun uncit, anak tiri bakan",0.0,negative,0.5775636583566666,multilingual,Unknown,Unknown,0.25,no_clear_emotion,0.12129293382167816,0.054136428982019424,0.08200975507497787,0.055610865354537964,0.3164273202419281,0.05246002972126007
x,comment,2073708050754773380,@mkini_bm Dulu Rafizi pernah puji KJ ni satu²nya dari umno yg tak main isu  perkauman. Apa dah jadi ni?,,https://x.com/mkini_bm/status/2073661223653228988,2.073661223653229e+18,negative,2026-07-05 09:58:21+00:00,4,0,4,0,0.08570792376995087,16,,Solihein Samsuri,0.0,negative,0.7143069207668304,multilingual,Unknown,Unknown,0.25,love,0.0682104304432869,0.025602322071790695,0.04326966777443886,0.03853739798069,0.5365139245986938,0.037749242037534714
x,comment,2073695115764531228,@mkini_bm Ular ni memang hanat. Ko punya spin babi pun kalah KJ oi https://t.co/GAAdIv45OC,,https://x.com/mkini_bm/status/2073661223653228988,2.073661223653229e+18,negative,2026-07-05 09:06:57+00:00,112,19,5,0,0.000507187843322765,165,,LadyM🧧,0.0,negative,0.9983093738555908,malay,Malay/Bumiputera,Unknown,0.15,love,0.20695257186889648,0.024414455518126488,0.03755856305360794,0.06535573303699493,0.4231189787387848,0.03396441787481308
x,comment,2073672847101436390,"@mkini_bm PAS : Islam akan terancam jika tak sokong PAS.
UMNO : Melayu akan terancam jika tak sokong UMNO.

Dua parti yang sepatutnya sudah lama berkubur kerana tidak sudah-sudah bermain dengan sentimen agama dan bangsa.",,https://x.com/mkini_bm/status/2073661223653228988,2.073661223653229e+18,negative,2026-07-05 07:38:28+00:00,165,28,1,0,0.0005080103874206543,224,,frossonice,0.0,negative,0.9983066320419312,malay,Malay/Bumiputera,Unknown,0.25,fear,0.24036821722984314,0.3644557297229767,0.036120329052209854,0.06940530240535736,0.20805983245372772,0.030021609738469124
x,comment,2073682481593901317,@mkini_bm Umno yg terancam sebenarnya...umno dah tak berguna,,https://x.com/mkini_bm/status/2073661223653228988,2.073661223653229e+18,negative,2026-07-05 08:16:45+00:00,33,3,0,0,0.053098431229591375,39,,Hartanah Timur,0.0,negative,0.8230052292346954,multilingual,Unknown,Unknown,0.25,sadness,0.01457737572491169,0.03824755549430847,0.005478190258145332,0.8870874047279358,0.011510183103382587,0.033078525215387344
