Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
linkedin,post,7467184079541743617,"Kenyataan Media
Perikatan Nasional

Perikatan Nasional Sedia Masuk Gelanggang PRN Johor

Perikatan Nasional (PN) mengambil maklum pengumuman pembubaran Dewan Undangan Negeri Johor bagi memberi laluan kepada Pilihan Raya Negeri. 

Pilihan raya bukan sekadar pertandingan politik, tetapi medan untuk menawarkan penyelesaian yang lebih baik kepada rakyat khususnya dalam isu kos sara hidup, peluang pekerjaan, pembangunan ekonomi negeri, integriti pentadbiran dan masa depan negara.

Sehubungan itu, saya menyeru seluruh kepimpinan, jentera dan ahli-ahli parti komponen Perikatan Nasional agar memberikan fokus sepenuhnya terhadap persiapan menghadapi pilihan raya ini dengan semangat kebersamaan, disiplin serta kesatuan tindakan.

Perikatan Nasional akan memasuki gelanggang pilihan raya ini dengan penuh tanggungjawab, matang dan profesional serta meletakkan kepentingan rakyat sebagai keutamaan. 

Saya juga berharap seluruh jentera dapat mengelakkan sebarang bentuk provokasi melampau, politik kebencian dan perpecahan, sebaliknya menampilkan politik yang lebih tenang, berfakta dan berorientasikan solusi.

Insya-Allah, dengan kerjasama semua pihak serta sokongan rakyat, Perikatan Nasional akan terus membawa agenda pentadbiran yang stabil, bersih dan prihatin demi masa depan Johor dan Malaysia yang lebih baik.

YAB Dato’ Seri Ir. Dr. Ahmad Samsuri Mokhtar
Pengerusi
Perikatan Nasional
1 Jun 2026",https://www.linkedin.com/posts/dr-ahmad-samsuri-mokhtar_kenyataan-media-perikatan-nasional-perikatan-activity-7467184079541743617-4ldk,,,negative,2026-06-01 12:03:38.134000+00:00,230,3,4,0,0.0005954861640929954,237,248.0,negative,0.9980150461196899,malay,Malay/Bumiputera,happy,0.11653962731361389,0.0414021760225296,0.41047418117523193,0.02998625859618187,0.2152682989835739,0.023914773017168045
linkedin,post,6891646304515162112,"JOHOR STATE ELECTIONS WILL BE THE FIRST TIME UNDI18 IS REALISED 

1. The implementation of UNDI 18  will increase voter numbers by almost 750,000 for the upcoming Johor state elections
2. #UNDI18 urges young people to exercise their democratic responsibility and vote, as well urging political parties to field more young candidates and new faces.

So proud of how far the campaign has come. Tharma Pillai",https://www.linkedin.com/posts/qyirayusri_undi18-activity-6891646304515162112-i2JC,,,positive,2022-01-25 07:41:59.593000+00:00,206,4,0,0,0.9522720754146575,210,214.0,positive,0.8409069180488586,english,Mixed/Urban,happy,0.01539649534970522,0.031465157866477966,0.848110556602478,0.01004479918628931,0.05309893190860748,0.018840929493308067
linkedin,post,7445246006071357441,"Many thanks to CGS International Securities Malaysia for inviting me to share the stage with Khairy Jamaluddin for a DEMOCRASEE fireside chat on the 1st of April 2026 at its office at Menara IQI, part of the TRX ecosystem.

I started off the event with a forecasting of the Johor state election results if the state elections were to be called in July 2026, before the UMNO General Assembly which will take place from the 12th to the 16th of April 2026. I projected 3 possible scenarios with the most likely scenario as BN winning a comfortable majority in the Johor state assembly (compared to its already impressive showing during the Jan 2022 state elections which was affected by COVID19).

This result would have significant consequences on the decision by BN to go it alone or to work with Pakatan Harapan (PH) in the next general election. I think there are good reasons for GE16 to be called before the end of the year, even if PM Anwar Ibrahim wants to go full term.

KJ and I discussed the optionality which leaders from the various coalitions have in terms of being able to pick up the phone and call leaders from other coalitions to have a discussion on who will form government after the general election results are announced.

Who do you think will most likely be PMXI? Leave you answers in the comments section below...

Alan Inn Kit Chia Luqman Yahya 

Looking forward to the ESG event in the 2nd half of the year: Chyi Ming Chong",https://www.linkedin.com/posts/imokman_many-thanks-to-cgs-international-securities-activity-7445246006071357441-XQ6k,,,positive,2026-04-01 23:09:33.829000+00:00,177,1,1,0,0.9601828217506407,179,182.0,positive,0.8672760725021362,english,Mixed/Urban,happy,0.05027371644973755,0.07360182702541351,0.45976945757865906,0.016730215400457382,0.09307737648487091,0.0307131540030241
linkedin,post,7459436086792966144,"Minda Presiden PAS

PAS MENGAJAK PERPADUAN ISTIQAMAH

Parti Islam Se-Malaysia (PAS) mencadangkan perpaduan sebagaimana yang ditunjukkan oleh Allah SWT kepada Rasulullah SAW, bermula dengan perpaduan bangsa Arab yang disatukan oleh Islam dan kemanusiaan, diikuti oleh perpaduan masyarakat majmuk pelbagai agama dan bangsa berkonsepkan kemanusiaan dan keadilan kepada semua dalam negara yang dipimpin oleh Islam.

Begitulah kita memulakan perpaduan Melayu Islam dan bumiputera yang memimpin dan bersama dengan pelbagai kaum dan agama berkonsepkan kemanusiaan dan keadilan kepada semua, bersama cadangan Tun Dr. Mahathir yang mempunyai banyak pengalaman dan paling lama dalam politik negara.

PAS menolak perpaduan yang tidak mendaulatkan Islam dan umatnya bersama DAP dan gagasan Pakatan Harapan (PH) kerana tidak istiqamah.

Presiden UMNO menolak kerjasama Islam bersama PAS kerana ada DNA khianat dalam PAS tanpa bukti yang benar.

UMNO pula ada kaitan dengan DNAA yang nyata mengepung UMNO dalam UMDAP (UMNO yang bekerjasama dengan DAP), namun tidak menjadi halangan kepada usaha perpaduan umat.

Apabila UMNO dipimpin oleh kalangan yang tidak beristiqamah, menjadikan ahli dan pengikutnya laksana anak ayam kehilangan ibu yang terpaksa menyorok di mana-mana sahaja bagi menyelamatkan diri daripada helang dan sewah yang berkeliaran dan berebut untuk menyambarnya.

Baca selanjutnya:",https://www.linkedin.com/posts/abdulhadiawang_minda-presiden-pas-pas-mengajak-perpaduan-activity-7459436086792966144-YvOB,,,negative,2026-05-11 02:55:52.712000+00:00,57,5,2,0,0.0004806697368621715,64,73.0,negative,0.9983977675437927,malay,Malay/Bumiputera,love,0.2717114984989166,0.03694102540612221,0.06404110044240952,0.07428444176912308,0.35490721464157104,0.01870434172451496
linkedin,post,7460934599913656321,"Malaysia, here we come !! 

What started as a small idea in a room has today grown into a larger mission.

PlanPol was built with a simple belief: politics needs structure, strategy, technology, and execution working together on the ground.

After creating a strong impact in the 2026 elections, we are proud to take our next big step beyond India.

PlanPol is now entering Malaysian politics, marking a significant milestone as we expand our footprint into Southeast Asia.

We are proud to announce our work for the Johor Elections, and this journey represents more than just expansion. It represents the growing relevance of political technology, data-driven campaign systems, booth-level intelligence, and structured political consulting across borders.

From local constituencies to international political landscapes, our mission remains the same:

To help leaders understand people better, communicate stronger, organize smarter, and win for a greater purpose .

This is a proud moment for the entire PlanPol team.

Jeevakumar Palaniyappan Stalin Muthusamy Saravanan Vimalanathan Gayathri GL Naren Mani Manikandan V 

#planpolmalaysia #johorstatelection #politech #malaysiaelection #MIC #politicalconsulting",https://www.linkedin.com/posts/planpol-consulting_planpolmalaysia-johorstatelection-politech-activity-7460934599913656321-4rIG,,,positive,2026-05-15 06:10:26.081000+00:00,47,7,3,0,0.9567809760570525,57,70.0,positive,0.855936586856842,english,Mixed/Urban,happy,0.02518196403980255,0.030622651800513268,0.7128055095672607,0.015977580100297928,0.15134263038635254,0.021571097895503044
linkedin,post,7461898352402518016,"If election fever is a thing, the temperature in Malaysia saw a sharp spike over the weekend.

It began on Saturday when Barisan Nasional announced it would contest all 56 seats in the next Johor state election, essentially distancing itself from Pakatan Harapan - its unity government partner at the federal level and in several states including Johor.

PH folks, already gathering in the southern state for their major national convention, rallied hard on Sunday. Top brass framed it as a challenge thrown down. PM Anwar Ibrahim warned that elections are his call and he is prepared to send the entire country to the polls. Before the night ended, the chief minister of Melaka, another BN-UMNO stronghold, hinted that Melaka could also see an election in the next few months.

Further up in Selangor, taking the stage quite literally at a local performing arts centre, two PKR MPs who were ex-ministers in PM Anwar’s cabinet announced that they will vacate their parliamentary seats as they “adopted” a different political party - one that was unheard of prior to this announcement. Kamikaze mission, they called it.

CNA’s Malaysia team was activated in both states and got a taste (or reminder) of what the next few months could look like. Good thing we all love election coverage. 

Our senior correspondents Melissa and Afifah brought us the latest and, as always, allowed me to live vicariously through them. Texting both correspondents while fleshing out lines, vetting copies, sorting out tech issues and watching simultaneous livestreams truly tested my multitasking abilities.

Credit also goes to Ahmad Asraf Suhaimi, Mohd Afzal Idrose, Lancelot and PUUNITHA - the BTS powerhouses (behind-the-scenes, not the K-pop band).

I have full faith that our team is also prepared for when the entire country goes to the polls. No kamikaze. Just gambatte.",https://www.linkedin.com/posts/activity-7461898352402518016-40Kd,,,neutral,2026-05-17 22:00:02.580000+00:00,44,2,3,0,0.5,49,57.0,neutral,0.7689829468727112,english,Mixed/Urban,no_clear_emotion,0.191058948636055,0.13836565613746643,0.21627233922481537,0.049950793385505676,0.07163523137569427,0.03547798842191696
linkedin,post,7358804630618693634,"6 August 2025: In a landmark decision, the Court of Appeal has ruled that the Election Commission (EC) and government’s decision to bar a Skudai voter from voting in the Johor state elections in 2022 due to him having COVID-19, was wrong.

The judge also allowed a declaration that the EC had violated Tamileswaraan’s constitutional right under Article 119 of the Federal Constitution.

Counsel New Sin Yew, from election watchdog BERSIH 2.0 and representing Tamileswaraan, said this is a groundbreaking and important decision made by the Court of Appeal.

“The right to vote is a cornerstone of our democracy. The Court of Appeal has rightly recognised the right to vote as a constitutional right, and not a statutory right, which cannot be easily abrogated,” he added.

Read more here: https://lnkd.in/gvegjxtm",https://www.linkedin.com/posts/amerbon-advocates_appellate-court-rules-ec-was-wrong-to-bar-activity-7358804630618693634-1rft,,,neutral,2025-08-06 10:22:23.918000+00:00,39,6,0,0,0.5,45,51.0,neutral,0.6852343082427979,english,Mixed/Urban,anger,0.2824946939945221,0.031258635222911835,0.10818786174058914,0.052119288593530655,0.2577618360519409,0.02599724382162094
linkedin,post,7461270930070355969,"From India to Malaysia, the journey gets bigger

PlanPol officially steps into Malaysian politics, expanding our presence into Southeast Asia.
Our work for the Johor Elections marks a proud milestone in this international journey.
Built on strategy, technology, and strong ground execution, we continue to grow beyond borders.
New nation. Same vision. Bigger impact. 

Jeevakumar Palaniyappan Stalin Muthusamy Saravanan Vimalanathan Gayathri GL Naren Mani Manikandan V 

#PlanPol #Malaysia #JohorElections #PoliticalStrategy #PoliticalTech #ElectionCampaign #SoutheastAsia",https://www.linkedin.com/posts/planpol-consulting_planpol-malaysia-johorelections-activity-7461270930070355969-WzsP,,,positive,2026-05-16 04:26:53.439000+00:00,24,3,0,0,0.9592985153198241,27,30.0,positive,0.8643283843994141,english,Mixed/Urban,happy,0.020416133105754852,0.02579464390873909,0.7917600870132446,0.011035197414457798,0.10098520666360855,0.01653679646551609
linkedin,post,7467415874165997568,"Hope everyone’s had a refreshing long weekend following Wesak Day and the Yang di-Pertuan Agong’s Birthday. Here’s a holiday read on yesterday’s Johor State Assembly dissolution by South China Morning Post SCMP where I gave my thoughts on what this development would mean for Malaysia’s political parties.

————————————

Meanwhile, Ahmad Mohsein Azman, a senior analyst at BowerGroupAsia, said the Johor election would be an early test for BN, PH and PN ahead of Malaysia’s next general election, which is due by 2028.

“In the case of Johor, the current political momentum in favour of the incumbent Umno-BN bloc is in part an extension or sneak peek into similar feel-good sentiments reverberating within Umno-BN’s grass roots on the national scale,” he told This Week in Asia.

BN and PH going their separate ways in Johor had long been expected because the unity government was always a loose arrangement, Ahmad Mohsein said, but the campaign would show how difficult that separation could be on the ground.

“The reality of untangling this loose yet intricate cooperation dynamic will be messy,” Ahmad Mohsein said. “The upcoming Johor state election will provide a first glimpse of how messy this political divorce would be.”

https://lnkd.in/gX7CVvf5

Article by Iman Muttaqin Yusof",https://www.linkedin.com/posts/iammohsein_snap-polls-in-malaysias-johor-set-up-clash-activity-7467415874165997568-gJzS,,,positive,2026-06-02 03:24:42.279000+00:00,15,2,0,0,0.896271413564682,17,19.0,positive,0.6542380452156067,english,Mixed/Urban,happy,0.03896425664424896,0.10206150263547897,0.7134987711906433,0.03127041086554527,0.06909108906984329,0.020281776785850525
linkedin,post,6909696395847303168,"We are glad to be part of the team in making the 3D Infographics with tracking AR live transmission a success at RTM JB for Johor state election. 

Congrats to RTM team on the success in creating a great Election infographics with superb Augmented Reality showcase.

#ar #3dgraphics #livebroadcast #jaasystems",https://www.linkedin.com/posts/jaasys_ar-3dgraphics-livebroadcast-activity-6909696395847303168-IWDA,,,positive,2022-03-16 03:06:36.721000+00:00,11,1,1,0,0.9927358448505401,13,16.0,positive,0.9757861495018005,english,Mixed/Urban,happy,0.015921704471111298,0.037402305752038956,0.8436328172683716,0.009457479231059551,0.04621947184205055,0.020237239077687263
