Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7647844619694345492,"Kita semua rasa lah kan. Barang dapur, keperluan harian semua dah makin mahal. Sebab tu saya pergi tengok sendiri. Rupanya ada benda yang kita tak perasan selama ni. @Pierre Pang",https://www.tiktok.com/@khairykj/video/7647844619694345492,,,negative,2026-06-05 09:43:16+00:00,1352,26,143,40045,0.0011816561222076638,1921,negative,0.9960611462593079,malay,Malay/Bumiputera,love,0.05589525029063225,0.09001396596431732,0.026884915307164192,0.25019070506095886,0.4242526590824127,0.09603361040353775
tiktok,post,7649050638336134421,"Menerima kunjungan hormat daripada Pesuruhjaya Tinggi British ke Malaysia, TYT Ajay Sharma demi memperkukuhkan hubungan antara dua pihak.",https://www.tiktok.com/@drsamtrg/video/7649050638336134421,,,positive,2026-06-08 15:43:08+00:00,7570,228,281,64293,0.9436238199472426,8721,positive,0.8120793998241425,multilingual,Unknown,happy,0.07998824119567871,0.059208307415246964,0.4357398450374603,0.03943179175257683,0.1638064831495285,0.0524008609354496
tiktok,post,7649028332801068296,"Risiko Terlalu Besar Jika Tidak Adakan PRN Negeri Sembilan Pakatan Harapan berpandangan bahawa meneruskan susunan politik sedia ada di Negeri Sembilan tanpa mendapatkan mandat baharu daripada rakyat merupakan satu risiko yang terlalu besar. Isunya bukan sekadar soal politik, tetapi soal kestabilan pentadbiran negeri dan kebajikan rakyat. Pada sidang Dewan Undangan Negeri yang dijadualkan berlangsung pada bulan Oktober nanti, agenda paling penting ialah pembentangan dan kelulusan Belanjawan Negeri. Jika belanjawan tersebut gagal diluluskan, ia bermakna kerajaan negeri telah kehilangan sokongan majoriti. Akibatnya: ❌ Kerajaan negeri tidak dapat berfungsi dengan lancar ❌ Peruntukan pembangunan tidak dapat disalurkan ❌ Program kebajikan rakyat akan terjejas ❌ Operasi pentadbiran negeri berdepan kesukaran ❌ DUN tetap perlu dibubarkan dan pilihan raya terpaksa diadakan Justeru, daripada menunggu sehingga tercetus krisis yang lebih besar pada bulan Oktober, adalah lebih bertanggungjawab untuk mengembalikan mandat kepada rakyat sekarang. Dalam sistem demokrasi, rakyat adalah penentu akhir. Biarlah rakyat membuat keputusan parti mana yang mempunyai majoriti dan layak mentadbir Negeri Sembilan untuk tempoh lima tahun akan datang. Kestabilan politik bukan sesuatu yang boleh dipertaruhkan. Masa depan Negeri Sembilan perlu dibina atas mandat rakyat yang jelas dan kukuh. Kembalikan mandat kepada rakyat. Biar rakyat menentukan hala tuju Negeri Sembilan.",https://www.tiktok.com/@anthonyloke/video/7649028332801068296,,,negative,2026-06-08 14:16:36+00:00,342,21,75,16794,0.00048787593841553845,605,negative,0.9983737468719482,malay,Malay/Bumiputera,fear,0.3435886800289154,0.45315659046173096,0.06855633109807968,0.04687563329935074,0.027001071721315384,0.01779395155608654
tiktok,post,7648657407693901074,"Wesak reminds us that compassion, kindness and generosity don’t belong to any one religion, they belong to all of us. Honoured to officiate the Brickfields procession for the fourth consecutive year, and grateful for what this community continues to show this country.",https://www.tiktok.com/@anthonyloke/video/7648657407693901074,,,positive,2026-06-07 14:17:14+00:00,66,0,2,2058,0.9880351841449737,88,positive,0.9601172804832458,english,Mixed/Urban,love,0.048491839319467545,0.03679920732975006,0.05836745724081993,0.0418180376291275,0.76200932264328,0.025013091042637825
tiktok,post,7648149670073486610,"MOT dan MINDEF memeterai kerjasama strategik untuk membuka lebih banyak peluang pekerjaan dalam sektor logistik khusus untuk bakal pesara dan veteran ATM. Melalui program TVET, upskilling, reskilling dan pemadanan pekerjaan oleh PERHEBAT, kerajaan harap inisiatif ini akan dapat dipelbagaikan lagi ke sektor penerbangan, khususnya dalam bidang MRO, supaya menambahkan lagi lebih banyak pekerjaan kemahiran tinggi kepada ekonomi Malaysia, di samping memastikan veteran dan pesara ATM dapat kerjaya kedua yang bermakna dan mampan.",https://www.tiktok.com/@anthonyloke/video/7648149670073486610,,,positive,2026-06-06 05:26:56+00:00,52,1,1,1625,0.9994106113910675,70,positive,0.9980353713035583,malay,Malay/Bumiputera,happy,0.05525442212820053,0.0501561239361763,0.4634452760219574,0.03271862119436264,0.20022548735141754,0.03506790101528168
tiktok,post,7649800359350734087,RESET sekarang!,https://www.tiktok.com/@hamzahzainudin_/video/7649800359350734087,,,negative,2026-06-10 16:12:27+00:00,240,24,11,4547,0.08704366609454153,320,negative,0.7098544463515282,multilingual,Unknown,no_clear_emotion,0.17560434341430664,0.12540467083454132,0.12748779356479645,0.08447712659835815,0.16419613361358643,0.1089407205581665
tiktok,post,7649756138866527509,"𝐒𝐞𝐚𝐛𝐚𝐝 𝐉𝐞𝐧𝐣𝐚𝐫𝐨𝐦, 𝐒𝐞𝐚𝐛𝐚𝐝 𝐒𝐞𝐦𝐚𝐧𝐠𝐚𝐭 𝐊𝐞𝐛𝐞𝐫𝐬𝐚𝐦𝐚𝐚𝐧 Seronok melihat kemeriahan dan semangat yang ditunjukkan oleh warga Kampung Jenjarom sempena sambutan ulang tahun ke-100 kampung yang penuh dengan sejarah dan warisan ini. Tahniah kepada seluruh warga Kampung Jenjarom. Semoga kampung yang bersejarah ini terus maju, makmur dan kekal menjadi kebanggaan generasi akan datang. #100TahunJenjarom #jenjarom",https://www.tiktok.com/@ahmadzahidhamidi/video/7649756138866527509,,,positive,2026-06-10 13:20:51+00:00,120,3,18,630,0.9993986129760741,147,positive,0.9979953765869141,malay,Malay/Bumiputera,love,0.03595966845750809,0.03153202682733536,0.3411470055580139,0.023331662639975548,0.36042773723602295,0.030814364552497864
tiktok,post,7649599381246676244,"𝐏𝐞𝐧𝐝𝐢𝐝𝐢𝐤 𝐊𝐄𝐌𝐀𝐒, 𝐏𝐞𝐦𝐛𝐢𝐧𝐚 𝐆𝐞𝐧𝐞𝐫𝐚𝐬𝐢 𝐌𝐚𝐬𝐚 𝐃𝐞𝐩𝐚𝐧 Saya kongsikan momen bersama dengan warga KEMAS dalam Sambutan Hari Pendidik KEMAS 2026 yang bertemakan “55 Tahun Mencerdaskan Anak Bangsa”. Terima kasih kepada seluruh pendidik KEMAS yang telah mendidik, membimbing dan membentuk sahsiah anak-anak Malaysia dengan penuh dedikasi dan kasih sayang. #HariPendidikKEMAS #KEMAS #disinibermula",https://www.tiktok.com/@ahmadzahidhamidi/video/7649599381246676244,,,positive,2026-06-10 04:00:00+00:00,131,6,13,788,0.9992272734642028,157,positive,0.9974242448806763,malay,Malay/Bumiputera,love,0.08794822543859482,0.0666753277182579,0.043411824852228165,0.12756456434726715,0.569067120552063,0.051594652235507965
tiktok,post,7649319456539249940,"𝐏𝐞𝐭𝐚𝐡 𝐁𝐞𝐫𝐛𝐢𝐜𝐚𝐫𝐚, 𝐁𝐞𝐬𝐚𝐫 𝐏𝐨𝐭𝐞𝐧𝐬𝐢𝐧𝐲𝐚 Pagi tadi, saya sempat berkenalan dengan adik Munira, hos cilik TabiCast KEMAS yang cukup petah bercakap dan berani berhadapan dengan orang ramai. Alhamdulillah, inilah antara peranan yang dimainkan oleh TABIKA KEMAS sebagai tempat mencungkil dan menggilap potensi anak-anak sejak usia awal. Saya mendoakan semoga adik Munira terus berjaya dalam pelajaran dan membesar menjadi anak yang membanggakan keluarga, masyarakat dan negara. Insya-Allah. #TabiCastKEMAS #KEMAS #KKDW #disinibermula",https://www.tiktok.com/@ahmadzahidhamidi/video/7649319456539249940,,,positive,2026-06-09 09:06:20+00:00,766,59,45,8250,0.9994031012058258,952,positive,0.9980103373527527,malay,Malay/Bumiputera,love,0.02633649669587612,0.04650407284498215,0.3227052688598633,0.028708457946777344,0.4119912087917328,0.07067811489105225
tiktok,post,7649016409543937301,"Demi Bangsa Johor, marilah kita rapatkan saf, satukan tekad dan bekerja bersungguh-sungguh kerana calon kita hanya satu.. calon Barisan Nasional. #BNJohor #BangsaJohor #BarisanNasional #MajuJohor",https://www.tiktok.com/@ahmadzahidhamidi/video/7649016409543937301,,,neutral,2026-06-08 13:30:19+00:00,111,9,19,927,0.5,148,neutral,0.8531991243362427,english,Mixed/Urban,love,0.04955560714006424,0.026431085541844368,0.1745353490114212,0.030051274225115776,0.5841650366783142,0.018544021993875504
