Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
youtube,post,mPX76hSp_hw,MARA LINER SKSBUS @ KUALA PERLIS 29 JANUARI 2022,https://www.youtube.com/watch?v=mPX76hSp_hw,neutral,2022-02-05 11:38:17+00:00,39,0,0,3415,0.5,73,42.415,neutral,0.8895952105522156,english,Mixed/Urban,no_clear_emotion,0.048062942922115326,0.027577143162488937,0.09560931473970413,0.018671752884984016,0.19925473630428314,0.028569448739290237
youtube,post,Zk2m1-ah6UA,"Perkhidmatan bas MARA terutama di kawasan luar bandar tetap diteruskan, walaupun operasi MARA Liner mengalami penurunan penumpang kesan pandemik Covid-19 yang melanda seluruh negara.
https://www.hmetro.com.my/mutakhir/2021/10/761758/mara-liner-teruskan-perkhidmatan-bas-luar-bandar-metrotv
-------------------------------------------------------------------------
#HMETRO #METROTV
▪️ Berita terkini di http://www.hmetro.com.my
▪️ Telegram https://t.me/hmetro
▪️ FB http://www.facebook.com/harianmetro 
▪️ Twitter http://www.twitter.com/hmetromy
▪️ Instagram http://www.instagram.com/hmetromy
▪️ TikTok http://www.tiktok.com/@hmetromy",https://www.youtube.com/watch?v=Zk2m1-ah6UA,neutral,2021-10-02 08:19:29+00:00,35,0,0,1610,0.5,51,36.61,neutral,0.690838634967804,malay,Malay/Bumiputera,no_clear_emotion,0.2792671024799347,0.1087062731385231,0.024800915271043777,0.16497378051280975,0.036089938133955,0.08111467957496643
youtube,post,MYcKjQA0LZo,"Maraliner MAN 24.460. @ Putrajaya Sentral [MAN 24.460||RQ8156||SKSBus e128d]

#maraliner 
#man
#manbus
#mantruckandbus
#man24460
#europeanbus
#sksbus
#skse128d
#busspotting
#busenthusiast
#doubledeckerbus
#duoaxlebus
#bas2tingkat
#basekspres 
#expressbus
#expressbusmalaysia 
#putrajayasentral
#mbte",https://www.youtube.com/watch?v=MYcKjQA0LZo,neutral,2019-12-21 00:24:50+00:00,24,0,0,2663,0.5,50,26.663,neutral,0.9976909160614014,malay,Malay/Bumiputera,love,0.08889120817184448,0.025379056110978127,0.08109785616397858,0.031749624758958817,0.4910394847393036,0.023505154997110367
youtube,post,V8XtAdBcMrg,Proses Sanitasi Bas-Bas MARA Liner Sdn Bhd,https://www.youtube.com/watch?v=V8XtAdBcMrg,neutral,2020-06-04 04:19:39+00:00,24,0,0,1642,0.5,40,25.642,neutral,0.9254238605499268,english,Mixed/Urban,love,0.11205689609050751,0.03146357089281082,0.08447291702032089,0.03642783686518669,0.5293247699737549,0.026730500161647797
youtube,post,1YaXMi1pAvA,Koleksi Bas MaraLiner Teman Destinasi Anda,https://www.youtube.com/watch?v=1YaXMi1pAvA,neutral,2021-08-09 04:15:38+00:00,22,0,0,3028,0.5,52,25.028,neutral,0.8719000816345215,english,Mixed/Urban,love,0.029607387259602547,0.008520794101059437,0.026574647054076195,0.013408472761511803,0.8744085431098938,0.01217749435454607
youtube,post,5B9gZKeajOg,"Maraliner MAN 24.460  RV3586 [SKSBus e128d] @ MBKT

#maraliner 
#man
#manbus
#man24460
#mantruckandbus
#busspotting
#busenthusiast
#sksbus
#skse128d
#rtgintech
#badanbas
#doubledeckerbus
#bas2tingkat
#basekspres 
#expressbus
#expressbusmalaysia 
#mbte
#hentianbasmajlisbandarayakualatrengganu",https://www.youtube.com/watch?v=5B9gZKeajOg,neutral,2020-07-14 07:44:25+00:00,20,0,0,1961,0.5,39,21.961,neutral,0.9976884126663208,malay,Malay/Bumiputera,love,0.11237156391143799,0.03102661855518818,0.07705819606781006,0.037854887545108795,0.5167377591133118,0.025353407487273216
youtube,post,eB_Osw0W-1k,BAS MARA LINER TANJONG MALIM,https://www.youtube.com/watch?v=eB_Osw0W-1k,neutral,2023-01-11 04:47:09+00:00,17,0,0,1876,0.5,35,18.876,neutral,0.7065718770027161,english,Mixed/Urban,love,0.10275951772928238,0.020345371216535568,0.05521775782108307,0.023111019283533096,0.56498783826828,0.018307436257600784
youtube,post,TkZJNjcIQ0Y,Video Korporat MARA Liner,https://www.youtube.com/watch?v=TkZJNjcIQ0Y,neutral,2022-09-15 07:42:13+00:00,17,0,0,950,0.5,26,17.95,neutral,0.805259108543396,english,Mixed/Urban,no_clear_emotion,0.05654763802886009,0.02294202148914337,0.04433498531579971,0.014906318858265877,0.10249927639961243,0.027352428063750267
youtube,post,4Qs1qfQzSOM,"Bismillah...semoga lancar perjalanan. Maraliner MAN 24.460 RV3580 //Kajang -KB
//SKSBus e128d

#maraliner 
#man
#manbus
#mantruckandbus
#sksbus
#skse128d
#doubledeckerbus
#bas2tingkat
#basekspres 
#basekspresmalaysia 
#expressbus
#expressbusmalaysia 
#stesenbaskajang
#terminalbaskajang
#mbte",https://www.youtube.com/watch?v=4Qs1qfQzSOM,neutral,2018-10-15 00:56:39+00:00,15,0,0,2444,0.5,39,17.444,neutral,0.9816446304321289,malay,Malay/Bumiputera,love,0.09707687050104141,0.04222431406378746,0.11634090542793274,0.0418851263821125,0.5557125806808472,0.02352253906428814
youtube,post,EldR4VqKlYA,MARA LINER  SCANIA By Go Auto VGN 4246,https://www.youtube.com/watch?v=EldR4VqKlYA,neutral,2022-01-25 02:17:04+00:00,16,0,0,957,0.5,25,16.957,neutral,0.9193171262741089,english,Mixed/Urban,love,0.05382155627012253,0.024465614929795265,0.07421056926250458,0.02765718102455139,0.6121127605438232,0.02639727294445038
