Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
instagram,post,3627697876206732227,@nagaethnic#penangmalaysia#pestabonataon#parnadohotboruna#semalaysia#🥢🪕🎹🎼🪘💃💃,https://www.instagram.com/p/DJYK_9_vcPD/,neutral,2025-05-08 03:35:08+00:00,16,0,1,0,0.5,17,19.0,,,neutral,0.7968021035194397,english,Mixed/Urban,love,0.1384725123643875,0.03842945024371147,0.08131944388151169,0.04211044684052467,0.5231536626815796,0.027046218514442444
instagram,post,3613303938642490507,"Did you know there are 4 types of Intellectual Property (IP) protection?

Each one plays a unique role in protecting your creations and ideas!

Here’s a quick breakdown:
1️⃣ Trademark – Protects your brand name, logo, slogan, and symbols
2️⃣ Copyright – Covers creative works like books, music, videos, graphics, and software
3️⃣ Patent – Safeguards new inventions or technological processes
4️⃣ Industrial Design – Protects the appearance and design of a product

🔐 At Special Enhancement, we specialize in helping you with Trademark and Copyright protection — the most common and essential forms of IP for brands and creatives.

Whether you are building a brand or publishing creative work, we've got your back!

📝 Ready to protect what you’ve built?
📧 yong@ihsc.com.my | 📲 012-660 2381 (BL Yong)
📧 mkt@ihsc.com.my | 📲 018-399 6926 (Pei Kit)

💡 Let us help you turn your ideas into secured assets!

#IntellectualProperty #Trademark #Copyright #IPProtection #CreativeRights #BrandSecurity #MyIPO #SEMalaysia #BusinessSupport #InnovationMatters #SpecialEnhancement",https://www.instagram.com/p/DIlCMnATjSL/,neutral,2025-04-18 06:56:57+00:00,1,0,0,0,0.5,1,1.0,,,neutral,0.5664587020874023,english,Mixed/Urban,happy,0.08388087153434753,0.052732422947883606,0.5793222188949585,0.020117785781621933,0.18021118640899658,0.023685287684202194
instagram,post,3611848818931175830,"🧠✨ What is Intellectual Property (IP) and why does it matter?

Intellectual Property (IP) refers to creations of the mind—this includes your inventions, designs, literary and artistic works, brand names, symbols, logos, and images used in commerce. In other words, IP is what protects the value of your ideas.

Whether you're an entrepreneur, artist, inventor, or business owner, protecting your IP is crucial. It gives you the legal rights to your creation and prevents others from using it without permission.

In Malaysia, MyIPO (Perbadanan Harta Intelek Malaysia) is the official agency responsible for handling all IP matters, including registration, administration, and enforcement.

🎯 Why register your IP?
✔️ Safeguard your unique ideas and creations
✔️ Strengthen your business identity and credibility
✔️ Prevent misuse or copying by others
✔️ Open doors to licensing, franchising, or partnerships

Let our team guide you through the process and make IP registration simple and stress-free!

📞 Reach out to us today to get started:
📧 yong@ihsc.com.my | 📲 012-660 2381 (BL Yong)
📧 mkt@ihsc.com.my | 📲 018-399 6926 (Pei Kit)

🔒 Turn your ideas into protected assets!

#IntellectualProperty #IPMalaysia #MyIPO #BusinessProtection #IdeaToAsset #Trademark #Patent #Copyright #BrandIdentity #SEMalaysia #InnovationMatters #SpecialEnhancement",https://www.instagram.com/p/DIf3V1KzpGW/,neutral,2025-04-16 06:45:53+00:00,1,0,0,0,0.5,1,1.0,,,neutral,0.8162554502487183,english,Mixed/Urban,love,0.17410540580749512,0.03493768721818924,0.2731708288192749,0.02604883722960949,0.34188902378082275,0.025694023817777634
instagram,comment,18118560643352266,😍😍😍,,positive,2024-02-04 07:34:23+00:00,0,0,0,0,0.8714138269424438,0,,,0.0,positive,0.5713794231414795,multilingual,Unknown,love,0.14077608287334442,0.13281188905239105,0.11645112186670303,0.10768009722232819,0.23082104325294495,0.10687226802110672
instagram,post,3593996928604143820,"*SALAM DIRGAHAYU*

🙏🙏🙏💚

SELAMAT HARI ULANGTAHUN KEPUTERAAN
KEBAWAH DULI YANG TERAMAT MULIA YANG DIPERTUAN BESAR PANJI ALAM II @ YTM TUANKU PANJI ALAM II

Guru Utama / Presiden / Ketua Dewan Perguruan & Adat Istiadat 
Persatuan Seni Silat Gayong Ma'arifat Malaysia

Pewaris Mutlak 
Kerabat Bergelar & Waris Beradat Kesultanan Melayu Panji Alam Nusantara Melayu [SB]

Kami semua murid/ahli Gayong Ma'arifat seluruh alam, jemaah Al-Qadiriyyah serta Kerabat Panji Alam merasa amat bertuah dan beruntung berada dibawah Payung Berdaulat naungan YTM Tuanku Panji Alam II Datuk Paduka Wan Muhammad Fikri Shamsulazam Al Qadiri semenjak Almarhum Pengasas Tuanku Panji Alam I..

Moga Allah SWT sentiasa memimpin dan memelihara YTM Tuanku sekeluarga dan rahmat-Nya sentiasa bersama YTM Tuanku hendak-Nya.

Daulat Tuanku Panji Alam II 
Tuanku Panji Alam II 
Dirgahayu Tuanku

#gayongmaarifat
#semalaysia
#HariKeputeraan
#YTM Tuanku Panji Alam ll
#SalamRamadan",https://www.instagram.com/p/DHgcSotS4DM/,negative,2025-03-22 15:37:22+00:00,4,0,0,0,0.0004812777042388916,4,4.0,,,negative,0.9983957409858704,malay,Malay/Bumiputera,love,0.0458250418305397,0.037079691886901855,0.34554731845855713,0.029481757432222366,0.3545339107513428,0.03237248957157135
instagram,comment,18071965213913846,@nagaethnic#penangmalaysia#pestabonataon#parnadohotboruna#semalaysia#🥢🪕🎹🎼🪘💃💃,,neutral,2025-05-08 03:35:16+00:00,0,0,0,0,0.5,0,,,0.0,neutral,0.7968021035194397,english,Mixed/Urban,love,0.1384725123643875,0.03842945024371147,0.08131944388151169,0.04211044684052467,0.5231536626815796,0.027046218514442444
instagram,post,3521917005273514605,"🌟 Elevate Your Business with Us! 🌟Infoquest e-solution
👉 https://tr.ee/YHT1F_zkE2 
 🚀 We offer innovative solutions, expert guidance, and tailored strategies designed to grow your business and boost your success! 🌱
Whether you're looking to increase your revenue, improve your online presence, or streamline operations, we’re here to help every step of the way.
💡 Get started today and unlock the full potential of your business!
☎️𝐂𝐚𝐥𝐥: +603-7956 0127
📱𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩: https://wa.me/60183593549
📧𝐄-𝐌𝐚𝐢𝐥: admin@infoquest.com.my
🌐𝐖𝐞𝐛𝐬𝐢𝐭𝐞: https://infoquest.com.my
#infoquestesolution #business #aibusiness #healthcare #MalaysiaHealthcare #AIAdvancements #inspiration #innovations #ElevateYourBrand #fbdaily #trendingpost #explore #explorepage #islammalaysia #malaysia #malaysiatrending #malaysiamadani #semalaysia",https://www.instagram.com/p/DDgXNs7vEJt/,positive,2024-12-13 04:47:25+00:00,0,0,0,0,0.9680668532848358,0,0.0,,,positive,0.8935561776161194,english,Mixed/Urban,happy,0.03626616671681404,0.055240124464035034,0.5459250807762146,0.02488342858850956,0.17822512984275818,0.0528111606836319
instagram,post,3352368867639635407,"JOM MEMBACA 10 MINIT
• 23 April 2024 | Selasa
• 11.00am > 11.10am 
#semalaysia

AMALAN SEDIKIT PAHALA BERGANDA
Sabda Rasulullah s.a.w., yang bermaksud: “Sesungguhnya sedekahnya orang Muslim itu dapat menambah umurnya, dapat mencegah kematian yang buruk, Allah akan menghilangkan darinya sifat sombong, kefakiran dan sifat bangga pada diri sendiri” – Hadis Riwayat al-Thabrani.",https://www.instagram.com/p/C6GAbk3vS3P/,positive,2024-04-23 06:25:32+00:00,5,0,0,0,0.9986323595046996,5,5.0,,,positive,0.995441198348999,malay,Malay/Bumiputera,happy,0.02349085733294487,0.034384097903966904,0.7150285840034485,0.015374851413071156,0.13711749017238617,0.02759709767997265
instagram,post,3295053488075902397,"Bold lips,bold heart❤️

#yslloulou #yslcabas #yslearrings #makeup #lipstickaddict #jualysl #yslhandbags #jualysllipstick #yvessaintlaurentbag #yslclutchthailand #yslbeautyid #yvessaintlaurentmakeup #lipstickoftheday #yslparfum #yslmonogram #yslsecond #lipsticks #jualyslmakeup #mattelipstick #yslbeautyhotel #jualyslmurah #lipstickjunkie #yslbeaut #semalaysia #yvesaintlaurant #yslcardholderthailane #lipstickmurah #yslnecklace #yslshoulderbag #yslearrings",https://www.instagram.com/p/C26YbCArQ29/,positive,2024-02-04 04:30:07+00:00,58,0,1,0,0.9069231092929839,59,61.0,,,positive,0.68974369764328,english,Mixed/Urban,love,0.09324682503938675,0.02608891762793064,0.06264252215623856,0.033339470624923706,0.660630464553833,0.01876167394220829
instagram,post,3277195263453539703,"Gelanggang Johor Jumaat malam, yang perlukan Khidmat Perawatan Sihir, Saka, dll juga di buka pada malam tersebut, Inshaallah!

===============================
SESI PENGAMBILAN AHLI BARU (1) 2024
PERTUBUHAN AHLUL HAQ BUDI MALAYSIA

AHB SELANGOR (Puchong)
Tarikh : 11 Januari 2024 
Hari : Khamis Malam
+60 17-272 9274 Cikgu Fahmi

AHB MELAKA (Bukit Katil)
Tarikh : 17 Januari 2024
Hari : Rabu Malam
+60 18-399 8697 En. Ameer
+60 13-690 5759 En. Syukri

AHB KEDAH (Kulim)
Tarikh : 26 Januari 2024
Hari : Jumaat Malam
+60 12-530 6441 Cikgu Fithri
+60 19-561 6959 En. Azmizul

AHB PERLIS (Panggas)
Tarikh : 27 Januari 2024
Hari : Sabtu Malam
+60 13-288 6098 Cikgu Zul

AHB KUALA LUMPUR (Sentul)
Tarikh : 1 Febuari 2024
Hari : Khamis Malam
+60 17-697 0539 Cikgu Nasyrol

AHB PAHANG (Bandar Pusat)
‪+60 17‑963 2327‬ En. Uda
+60 16-514 4534 En. Ahmad

AHB JOHOR (JB)
‪+60 17‑614 1713‬ Cikgu Hidayat
+60 19-239 0787 Cikgu Fairouse

#PukulanHAQ
#RAHSIAMakrifah
#SeMalaysia",https://www.instagram.com/p/C1677qRva13/,negative,2024-01-10 13:09:01+00:00,1,0,0,0,0.1408733233809471,1,1.0,,,negative,0.530422255396843,multilingual,Unknown,no_clear_emotion,0.05826437845826149,0.030503511428833008,0.057386770844459534,0.035278886556625366,0.21538294851779938,0.03666113317012787
