Platform,Type,ID,Text,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,URL,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7642172596263439637,"Perguruan Tinggi Telah menyuarakan, apakah ini peringatan pertama untuk pemerintah? 
#ugm #prabowo #mahasiswa #koalisiindonesiamaju",,,neutral,2026-06-24 13:14:42.348798+00:00,393300,70200,4367,4300000,0.5,510867,https://www.tiktok.com/@fatahajah_awh/video/7642172596263439637,551101.0,,,neutral,0.9976490139961243,malay,Malay/Bumiputera,no_clear_emotion,0.02020762860774994,0.016209110617637634,0.042901668697595596,0.019974621012806892,0.14849166572093964,0.04328985884785652
tiktok,post,7597386784883903764,"Pengungsi Rohingya menggelar aksi unjuk rasa di Jalan M Jamil, kawasan Bandar Serai, Pekanbaru, pada Senin (19/1/2026). Aksi tersebut dilakukan untuk menuntut peningkatan bantuan biaya hidup yang dinilai terus mengalami penurunan dan tidak lagi mencukupi kebutuhan sehari-hari.
.
Dalam aksi itu, para pengungsi membentangkan sejumlah spanduk yang berisi tuntutan pemenuhan kebutuhan dasar. Mereka mendesak adanya layanan medis yang memadai, peningkatan bantuan tunai, akses pendidikan bagi anak-anak, tempat tinggal yang layak, serta kemudahan transportasi untuk menjangkau layanan publik.
.
Salah seorang pengungsi menyampaikan bahwa saat ini bantuan bulanan yang diterima sebesar Rp1,05 juta untuk individu, Rp1,7 juta untuk keluarga, dan Rp2,3 juta untuk keluarga dengan satu anak. Menurutnya, jumlah tersebut tidak cukup untuk memenuhi kebutuhan hidup sehari-hari, sehingga mereka berharap adanya perhatian dan kebijakan baru dari pihak terkait.
.
Namun, faktanya demonstrasi ini dimaksudkan untuk organisasi PBB IOM/UNHCR dan bukan pemerintah Indonesia. 

#Rohingya #Pekanbaru",,,positive,2026-06-24 13:14:25.894503+00:00,352400,52100,13500,12000000,0.9815525531768798,538000,https://www.tiktok.com/@pikiranrakyat/video/7597386784883903764,509100.0,,,positive,0.9385085105895996,malay,Malay/Bumiputera,fear,0.058873772621154785,0.49348440766334534,0.011510416865348816,0.34546998143196106,0.02522401325404644,0.04029438644647598
tiktok,post,7615909260987288839,Kim Jong Un Sebut Hanya Butuh 1 Rudal Untuk Lenyapkan Israel,,,neutral,2026-06-24 13:14:27.121402+00:00,282100,9587,398,9800000,0.5,390085,https://www.tiktok.com/@millenialzkece/video/7615909260987288839,312268.0,,,neutral,0.8953406810760498,english,Mixed/Urban,anger,0.4331076443195343,0.050670869648456573,0.1397324800491333,0.06392893940210342,0.13311032950878143,0.027994267642498016
tiktok,post,7617134413226216725,"Langit di Jalur Gaza mendadak berubah!!

Sabtu 14 Maret 2026, ketika badai debu besar disertai angin kencang menyelimuti wilayah tersebut. Kabut pasir menutup jarak pandang dan menerjang kamp-kamp pengungsian, menambah berat kehidupan warga yang sudah bertahan dalam kondisi kemanusiaan yang sangat sulit.

Hasbunallah wa ni‘mal wakil.

Mari do'akan mereka agar terus dalam lindungan Allah Subhanahu Wata'ala.. Aamiin ya Allah Ya Rabb 🤲

#update #berita #langit #gaza #palestina #indonesiapeduli",,,negative,2026-06-24 13:14:26.183070+00:00,213600,38900,3288,1100000,0.004639381170272849,266788,https://www.tiktok.com/@indonesiapeduli.official/video/7617134413226216725,302364.0,,,negative,0.9845353960990906,malay,Malay/Bumiputera,anger,0.536612868309021,0.1909686177968979,0.09207034111022949,0.030388403683900833,0.06522370874881744,0.02040359005331993
tiktok,post,7608463297561644296,"Throwback FNKSS 2025 Tempat Ketiga Kumpulan Yusran Mewakili Negeri Terengganu

credit video 🎥 : Nasyed Media

#terengganu #fnkss2025 #yusran #fypシ゚ #fyppppppppppppppppppppppp",,,negative,2026-06-24 13:14:31.919970+00:00,201600,23600,847,2100000,0.13321026116609572,247047,https://www.tiktok.com/@hiqwtzc/video/7608463297561644296,253441.0,,,negative,0.5559657961130142,multilingual,Unknown,no_clear_emotion,0.03411831334233284,0.020117871463298798,0.052790459245443344,0.020564880222082138,0.15386603772640228,0.024278661236166954
tiktok,post,7578769389001002258,"Neng milah bersih - bersih dulu sebelum pulang
#gadisdesa #jandadesa #fypviral #jampangturunankidul",,,neutral,2026-06-24 13:14:25.600747+00:00,140100,9667,1809,5900000,0.5,210576,https://www.tiktok.com/@jtk_entertainment_/video/7578769389001002258,170761.0,,,neutral,0.8412498831748962,english,Mixed/Urban,love,0.1304510086774826,0.03551144525408745,0.0742962434887886,0.030489586293697357,0.5144588351249695,0.024967411532998085
tiktok,post,7634501964868406536,"A message to the Rohingya community around the world~

Please watch this video, and then decide what message I am trying to share with you.

Please avoid any kind of crime or harmful behavior. Let us protect ourselves, our families, and the dignity of our community.

If someone misunderstands you or makes a false accusation, stay calm. Do not panic. If you do not clearly understand what is being said or asked, do not respond.

Never answer questions when you are confused or unable to explain yourself properly. You have the right to remain silent until you fully understand the situation.

You can contact the police and request an interpreter. Make sure you clearly understand everything before speaking. Then explain your situation calmly and truthfully.

Misunderstandings can lead to serious problems, so always be careful, patient, and aware.

Let us stay safe, act wisely, and protect our future together.

#unfrezzmyaccount #rohingyamalaysia #RohingyaRights #RohingyaRefugeecamps #💔💔💔😭😭😭 @sky hesh Thuzar👑🇲🇲🇲🇾 @ANUWAR ✈️♥️♥️👌👈 @꧁𓊈♡𝓜𝓓 𝓙𝓐𝓑𝓔𝓡 𝓙𝓡♡𓊉꧂",,,neutral,2026-06-24 13:14:29.452705+00:00,49500,5850,1753,2700000,0.5,84103,https://www.tiktok.com/@ndonesia.rohingya.refuge/video/7634501964868406536,69159.0,,,neutral,0.7958888411521912,english,Mixed/Urban,anger,0.541548490524292,0.040223073214292526,0.09484647214412689,0.033390261232852936,0.21601738035678864,0.011260986328125
tiktok,post,7641803469581569300,"“Rakyat di desa nggak pakai dolar kok.”

Cuma butuh 7 detik ucapan Pak Prabowo ini langsung bikin lini masa heboh!! Padahal maksud sebenarnya adalah optimisme untuk ekonomi lokal kita. 

Saat kurs global naik turun, kekuatan sejati Indonesia ada di pasar tradisional dan perputaran rupiah di desa-desa yang tetap tangguh.

Menurut kalian, ucapan ini emang realistis atau terlalu menyederhanakan masalah? Coba komen di bawah!",,,negative,2026-06-24 13:14:35.831088+00:00,42200,6438,805,286400,0.007971400022506736,52307,https://www.tiktok.com/@infocerdas4/video/7641803469581569300,57777.4,,,negative,0.9734286665916443,malay,Malay/Bumiputera,no_clear_emotion,0.1719539612531662,0.08607255667448044,0.10259141772985458,0.02327299863100052,0.24963174760341644,0.06783939152956009
tiktok,post,7646698078300343572,"Ibu Ini Sebut Dia Jatuh Bangun Usaha, Negara Tiba2 Minta Pajak",,,negative,2026-06-24 13:14:30.397378+00:00,43200,795,733,1300000,0.03797125518321992,57728,https://www.tiktok.com/@millenialzkece/video/7646698078300343572,48289.0,,,negative,0.873429149389267,multilingual,Unknown,love,0.10124573111534119,0.09029563516378403,0.038888342678546906,0.09345871210098267,0.5879582762718201,0.04045415297150612
tiktok,post,7385382394263538952,"Pengerusi Muafakat Nasional (MN), Tan Sri Annuar Musa, meramalkan bahawa 11 ahli Parlimen Barisan Nasional (BN) bakal menyatakan sokongan kepada Perikatan Nasional (PN) kelak.

Annuar, yang juga bekas Ahli Parlimen Ketereh, menyatakan bahawa tindakan tersebut akan berlaku jika enam kerusi Parlimen PN yang menyokong Perdana Menteri Datuk Seri Anwar Ibrahim tidak diisytiharkan kosong.

“Sebaik saja Yang di-Pertua Dewan Rakyat (Tan Sri Johari Abdul) menfatwakan enam kerusi tidak kosong, dijangka 11 ahli Parlimen BN akan mengikut jejak yang sama dengan mengisytiharkan sokongan kepada calon PM ke 11, tunggu,” katanya di Facebook malam tadi.

Annuar turut mengulas mengenai keputusan yang dijangka akan diumumkan oleh Johari selepas menerima notis pengosongan enam kerusi dari Ketua Whip Parti Pribumi Bersatu Malaysia (Bersatu), Datuk Ronald Kiandee minggu ini.

Walau bagaimanapun, Annuar tidak mendedahkan nama-nama 11 ahli Parlimen BN yang akan mengambil langkah tersebut.

Johari sebelum ini menyatakan bahawa beliau akan membuat keputusan dalam tempoh 21 hari berhubung perkara tersebut.

Surat arahan pengosongan enam kerusi dikeluarkan oleh Bersatu kepada semua wakil rakyatnya sebelum ini, selepas pindaan ke atas Fasal 10 dalam Perlembagaan Bersatu yang diluluskan oleh Jabatan Pendaftaran Pertubuhan (RoS).

Pada 1 Jun lalu, Presiden Bersatu, Tan Sri Muhyiddin Yassin, melaporkan bahawa 25 ahli Parlimen dan 58 ahli Dewan Undangan Negeri (ADUN) telah menandatangani surat menyatakan kesetiaan kepada parti tersebut.

Ini menunjukkan bahawa enam ahli Parlimen yang sebelum ini menyatakan sokongan kepada Anwar tidak memberikan sebarang maklum balas seperti yang diarahkan oleh Bersatu.

Mereka adalah Datuk Syed Abu Hussin Hafiz Syed Abdul Fasal (Bukit Gantang), Datuk Dr Suhaili Abdul Rahman (Labuan), Zahari Kechik (Jeli), Mohd Azizi (Gua Musang), Datuk Iskandar Dzulkarnain Abdul Khalid (Kuala Kangsar), dan Datuk Dr Zulkafperi Hanapi (Tanjong Karang).

Minggu lepas, Speaker Dewan Undangan Negeri (DUN) Kelantan, Datuk Mohd Amar Nik Abdullah, mengumumkan kerusi DUN Nenggiri akan dikosongkan.",,,negative,2026-06-24 13:14:23.208713+00:00,23000,1962,5405,734700,0.008025544881820668,37714,https://www.tiktok.com/@warta_my/video/7385382394263538952,43873.7,,,negative,0.9732481837272644,malay,Malay/Bumiputera,no_clear_emotion,0.08112149685621262,0.09737101197242737,0.10201484709978104,0.0669342428445816,0.12555178999900818,0.0694003626704216
