Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,,,,,,neutral,2026-06-21 02:35:28.263652+00:00,0,0,0,0,0.5,0,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
tiktok,post,7653433235275336968,"Bukti bukan sekadar janji. Rakyat melihat, dan akan membuat penilaian. #PRNN9 #UMNO #Tokmat #rantau #rembau",https://www.tiktok.com/@umno_ns/video/7653433235275336968,,,neutral,2026-06-21 02:35:28.265037+00:00,112,3,7,1974,0.5,141,neutral,0.7378323674201965,malay,Malay/Bumiputera,no_clear_emotion,0.06011908873915672,0.0191242303699255,0.05405769124627113,0.02870193123817444,0.21171747148036957,0.0443856343626976
tiktok,post,7653050439700663559,"POV: Member ajak ride RXZ, tapi PRN dah panggil 😭🏍️📢

“Maaf bro, kali ni kami pilih untuk benamkan PH. RXZ kita jumpa lepas menang.” 🔥💪

Motor ada minyak.
Jentera pun kena ada semangat. ⚔️

#RXZLife #RXZLegend #RXZGang #AnakMudaBN         #PRNN9",https://www.tiktok.com/@umno_ns/video/7653050439700663559,,,positive,2026-06-21 02:35:28.594347+00:00,1568,161,88,26400,0.9994043350219726,2081,positive,0.9980144500732422,malay,Malay/Bumiputera,love,0.044737622141838074,0.01828095316886902,0.04355219379067421,0.0205520149320364,0.7601668834686279,0.01601927913725376
tiktok,post,7652649088818662674,3 sebab kenapa Orang Nismilan tolak Pakatan Harapan #PrnN9 #UMNO #kitagerakbersama,https://www.tiktok.com/@umno_ns/video/7652649088818662674,,,neutral,2026-06-21 02:35:29.048182+00:00,4379,827,1436,78700,0.5,7429,neutral,0.8942114114761353,english,Mixed/Urban,sadness,0.07054945081472397,0.0645110160112381,0.013984860852360725,0.42102184891700745,0.13187848031520844,0.11579897999763489
tiktok,post,7651968862841277697,"𝐒𝐚𝐥𝐚𝐦 𝐌𝐚𝐚𝐥 𝐇𝐢𝐣𝐫𝐚𝐡 𝟏𝟒𝟒𝟖𝐇

Bismillahirahmanirahim.

Badan Perhubungan UMNO Negeri Sembilan ingin mengucapkan Selamat Menyambut Maal Hijrah 1448H kepada seluruh umat Islam, khususnya warga Negeri Sembilan yang dikasihi.

Kedatangan tahun baharu Islam ini bukan sekadar pergantian kalendar, malah ia membawa mesej pengorbanan, penyatuan, dan kebangkitan yang dicerminkan melalui peristiwa hijrah Rasulullah SAW.

Semangat inilah yang menuntut kita untuk terus bermuhasabah, meninggalkan perkara yang sia-sia, dan berhijrah ke arah kebaikan demi kemaslahatan agama, bangsa, dan tanah air.

Dalam mendepani cabaran zaman, UMNO Negeri Sembilan komited untuk terus memperkukuh ukhuwah, memelihara perpaduan rakyat, serta memacu kemakmuran negeri berlandaskan nilai-nilai rahmah.

Marilah kita bersama-sama memperbaharui tekad dan azam untuk membina masyarakat yang lebih dinamik, harmoni, dan diberkati Allah SWT.

""Sesungguhnya orang-orang yang beriman, dan orang-orang yang berhijrah serta berjihad pada jalan Allah, mereka itulah orang-orang yang mengharapkan rahmat Allah."" (Surah Al-Baqarah: 218).

Semoga tahun 1448H ini membawa seribu keberkatan, kejayaan dan kemenangan buat kita semua.

#KitaGerakBersama #UMNONegeriSembilan",https://www.tiktok.com/@umno_ns/video/7651968862841277697,,,positive,2026-06-21 02:35:29.392570+00:00,27,4,1,872,0.9994088947772979,40,positive,0.9980296492576599,malay,Malay/Bumiputera,love,0.07604817301034927,0.04821189120411873,0.2756648063659668,0.04401367902755737,0.44346341490745544,0.020539654418826103
tiktok,post,7651597813993835783,"Apabila MB kurang cerdik, yang menanggung akibat kita. Jangan mudah percaya pemimpin parti SPIN! #PRNN9 #UMNO #PH #PN",https://www.tiktok.com/@umno_ns/video/7651597813993835783,,,negative,2026-06-21 02:35:29.759966+00:00,105,4,8,2991,0.0005006253719329612,146,negative,0.9983312487602234,malay,Malay/Bumiputera,love,0.25161251425743103,0.0390985868871212,0.018578650429844856,0.1262238472700119,0.44997382164001465,0.022900929674506187
tiktok,post,7651562753726958866,,https://www.tiktok.com/@umno_ns/video/7651562753726958866,,,neutral,2026-06-21 02:35:30.125569+00:00,37,0,13,1011,0.5,60,neutral,0.0,unknown,Unknown,neutral,0.0,0.0,0.0,0.0,0.0,0.0
tiktok,post,7651406381563628801,"𝐉𝐀𝐍𝐆𝐀𝐍 𝐏𝐄𝐑𝐌𝐀𝐈𝐍𝐊𝐀𝐍 𝐈𝐍𝐒𝐓𝐈𝐓𝐔𝐒𝐈 𝐀𝐃𝐀𝐓 𝐍𝐄𝐆𝐄𝐑𝐈 𝐒𝐄𝐌𝐁𝐈𝐋𝐀𝐍

Saya memandang serius rakaman video yang kini tular di media sosial yang memaparkan seorang pegawai kepada Menteri Besar Negeri Sembilan menggelarkan Setiausaha Agung DAP, YB Anthony Loke, sebagai “Undang Yang Ke-5” ketika Majlis Pelancaran Jentera Pakatan Harapan Negeri Sembilan baru-baru ini.

Saya ingin menegaskan bahawa gelaran Undang bukan bahan jenaka politik. Gelaran tersebut mempunyai kedudukan, sejarah dan kemuliaannya yang tersendiri dalam sistem Adat Perpatih dan kenegaraan Negeri Sembilan.

Perbuatan mengaitkan mana-mana pemimpin politik dengan gelaran Undang, walaupun atas alasan gurauan atau sindiran, adalah tidak wajar, tidak sensitif dan menunjukkan kegagalan memahami nilai serta kedudukan Institusi Adat Negeri Sembilan.

Lebih mengecewakan apabila perkara seperti ini datang daripada individu yang berada dalam lingkungan pentadbiran kerajaan negeri yang sepatutnya menjadi contoh dalam menghormati adat dan institusi negeri.

Oleh itu, saya mendesak Menteri Besar Negeri Sembilan menyatakan pendirian beliau mengenai perkara ini. Menteri Besar tidak boleh berdiam diri atau berpura-pura menganggap perkara ini remeh. Kegagalan bertindak hanya akan memberikan gambaran bahawa sikap memperlekehkan institusi adat turut diterima dan dibenarkan oleh pentadbiran kerajaan negeri.

Selain itu, pegawai terbabit juga perlu memohon maaf secara terbuka kepada rakyat Negeri Sembilan dan Institusi Undang Yang Empat tanpa sebarang alasan atau helah. Permohonan maaf itu perlu dibuat segera bagi menunjukkan rasa tanggungjawab atas keterlanjuran yang telah berlaku.

Rakyat Negeri Sembilan tidak akan sesekali membenarkan adat, institusi dan warisan negeri ini dipermainkan demi kepentingan atau retorik politik mana-mana pihak.

Institusi adat bukan milik parti politik. Institusi adat adalah maruah Negeri Sembilan.

Adat mesti dijunjung. Institusi harus Dipertahan. Maruah Negeri Tidak Boleh Dipermainkan.

𝐃𝐀𝐓𝐎’ 𝐒𝐀𝐈𝐅𝐔𝐋 𝐘𝐀𝐙𝐀𝐍 𝐒𝐔𝐋𝐀𝐈𝐌𝐀𝐍
AJK Badan Perhubungan UMNO Negeri Sembilan
15 Jun 2026",https://www.tiktok.com/@umno_ns/video/7651406381563628801,,,negative,2026-06-21 02:35:30.450497+00:00,95,3,4,1734,0.00048372745513913795,119,negative,0.9983875751495361,malay,Malay/Bumiputera,sadness,0.0331820547580719,0.03242052346467972,0.010725117288529873,0.8682198524475098,0.02102210372686386,0.01637537218630314
tiktok,post,7651236744414661905,Nak bantai prestasi Tok Jalal tapi gagal. Nak tembak hasil kerja Tok Mat pun tetap gagal…,https://www.tiktok.com/@umno_ns/video/7651236744414661905,,,negative,2026-06-21 02:35:30.824964+00:00,153,4,17,4078,0.05746302902698516,214,negative,0.8084565699100494,multilingual,Unknown,surprise,0.0290612131357193,0.197457954287529,0.016540760174393654,0.10565248131752014,0.012300773523747921,0.596160888671875
tiktok,post,7653354301133163783,"Ramai tanya kenapa Shuttle Selatan guna tren diesel. 

Bila projek landasan berkembar elektrik Gemas–JB siap, ETS elektrik ambil alih laluan tersebut. 

Tren diesel yang sebelum ini berkhidmat di sana kini tidak lagi diperlukan untuk laluan itu.

Jadi MOT ada dua pilihan:
1. Tunggu 2 hingga 3 tahun untuk 10 set tren EMU baharu siap dibina, atau 
2. Gunakan tren yang sudah ada ini sekarang supaya rakyat Johor tidak perlu menunggu lebih lama.

MOT membuat pertimbangan yang profesional dan memilih yang kedua.

Hasilnya penduduk di sekitar laluan Shuttle Selatan kini adanya mod pengangkutan alternatif dari Kulai ke JB Sentral dalam masa lebih kurang 30-40 minit. 

Tambahan pula, Laluan Kempas Baru–Pasir Gudang yang selama ini hanya digunakan untuk kargo kini dibuka untuk penumpang buat pertama kalinya. 

Ini juga tetap perkhidmatan bersubsidi, dengan kerajaan menyediakan antara RM11 juta hingga RM15 juta setahun.

Tren EMU baharu akan tiba pada masanya. Tapi selagi rakyat boleh gunakan perkhidmatan ini sekarang, tidak ada sebab untuk menunggu.",https://www.tiktok.com/@anthonyloke/video/7653354301133163783,,,negative,2026-06-21 02:35:31.152256+00:00,141,5,12,3674,0.00048195719718935326,194,negative,0.9983934760093689,malay,Malay/Bumiputera,surprise,0.05015677958726883,0.24842455983161926,0.02337239868938923,0.10990024358034134,0.10399401187896729,0.30578646063804626
