Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
news,post,f4ddc9b7d8fcca88,A call for the government to stand and act. A call for the government to stand and act&nbsp;&nbsp;The Vibes,https://news.google.com/rss/articles/CBMilgFBVV95cUxNWHpzZ0FieFBEWHhPb1hVMGJYa2l3UUljZjlTTU9XMklEcUlaXzVJVEhXLTNyMHdObWhJSzRtNGVmak5Lbld3a3FUUTRiZzdmc2tYNXZYbVBxVGZYV2tZODRlV2JiXy1XZHowR3pneFVpRk13S0Fydmw2OE5Na0NlYktJbXlidWxrTVZjX01YSkszZk9CQUE?oc=5,neutral,2026-06-20 07:00:00+00:00,0,0,0,0,0.5,0,,neutral,0.8154458999633789,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.08552521467208862,0.051518093794584274,0.23065832257270813,0.06157892197370529,0.18907183408737183,0.043162859976291656
news,post,502357381ac4ef1e,The intangible dimension of Johor and Negeri Sembilan: A wake up call on rakyat’s perpetual quest for institutional coherence — Phar Kim Beng. JULY 4 &mdash; Much has been written about the coming state elections in Johor and Negeri Sembilan. Analysts have focuse...,https://www.malaymail.com/news/malaysia/2026/07/04/the-intangible-dimension-of-johor-and-negeri-sembilan-a-wake-up-call-on-rakyats-perpetual-quest-for-institutional-coherence-phar-kim-beng/226355,neutral,2026-07-04 12:00:23+00:00,0,0,0,0,0.5,0,,neutral,0.8937382698059082,english,Mixed/Urban,Unknown,0.0,happy,0.0682467594742775,0.12365974485874176,0.43387308716773987,0.03416018187999725,0.1103440374135971,0.0321168527007103
news,post,55625b1b70be065f,"State elections are not referendums: Johor, Negeri Sembilan and the limits of local ballots — Phar Kim Beng. JULY 4 &mdash; When Johor goes to the polls on July 11 and Negeri Sembilan follows onAugust 1, the outcomes will be clos...",https://www.malaymail.com/news/malaysia/2026/07/04/state-elections-are-not-referendums-johor-negeri-sembilan-and-the-limits-of-local-ballots-phar-kim-beng/226284,neutral,2026-07-04 03:41:00+00:00,0,0,0,0,0.5,0,,neutral,0.8754565715789795,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.09509038180112839,0.04207714647054672,0.11073876917362213,0.01980881579220295,0.07472946494817734,0.020385829731822014
news,post,9498998dcf982b20,"PRN Johor tidak wajar jadi platform ubah keputusan undang-undang - Timbalan Setiausaha Agung PKR. KUALA LUMPUR: Pilihan raya tidak sepatutnya dijadikan platform untuk mempengaruhi atau mentafsir semula keputusan undang-undang, kata Timbalan Setiausaha Agung PKR, Aidi Amin Yazid.",https://www.bharian.com.my/berita/nasional/2026/07/1582660/prn-johor-tidak-wajar-jadi-platform-ubah-keputusan-undang-undang,negative,2026-07-04 20:07:05+00:00,0,0,0,0,0.009457772970199563,0,,negative,0.9684740900993347,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.1590089052915573,0.031133918091654778,0.07353664934635162,0.04322221875190735,0.18435129523277283,0.037534598261117935
news,post,8d9479eb973c4bb2,"Ronaldo ceriakan seorang kanak-kanak mangsa gempa bumi di Venezuela. LONDON: Cristiano Ronaldo menghantar mesej penuh sokongan kepada seorang kanak-kanak Venezuela yang kehilangan segalanya dalam gempa bumi dahsyat baru-baru ini, selain mengundang dia untuk hadir menyaksikan perlawanannya.",https://www.bharian.com.my/sukan/bola/2026/07/1582634/ronaldo-ceriakan-seorang-kanak-kanak-mangsa-gempa-bumi-di-venezuela,positive,2026-07-04 19:07:30+00:00,0,0,0,0,0.9990692377090453,0,,positive,0.9968974590301514,malay,Malay/Bumiputera,Unknown,0.0,sadness,0.0513903982937336,0.07146943360567093,0.008031344972550869,0.8207972049713135,0.015085320919752121,0.02025294490158558
news,post,1989c4c0c116057a,"'Lagi cepat dia umumkan, lagi banyak dia kalah' - Anwar. KULAI: Datuk Seri Anwar Ibrahim hari ini menempelak tindakan Menteri Besar Johor, Datuk Onn Hafiz Ghazi disebabkan tindakannya yang mengumumkan pembubaran Dewan Undangan Negeri (DUN) Johor lebih awal daripada yang sepatutnya.",https://www.bharian.com.my/berita/nasional/2026/07/1582628/lagi-cepat-dia-umumkan-lagi-banyak-dia-kalah-anwar,negative,2026-07-04 18:46:51+00:00,0,0,0,0,0.00048476457595825195,0,,negative,0.9983841180801392,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.30236750841140747,0.07198473066091537,0.11748369038105011,0.035830382257699966,0.10254515707492828,0.023574020713567734
news,post,7b84fadee95dfed4,"BN diramal menang besar PRN Johor: 'Meleset, jauh tersasar daripada realiti' - Fahmi. BATU PAHAT: Pakatan Harapan (PH) menolak ramalan bekas Ahli Parlimen Bangi, Dr Ong Kian Ming daripada DAP, bahawa Barisan Nasional (BN) mencatatkan kemenangan besar pada Pilihan Raya Negeri (PRN) Johor kali ini dengan dijangka membolot hingga 53 daripada keseluruhan 56 kerusi Dewan Undangan Negeri (DUN).",https://www.bharian.com.my/berita/nasional/2026/07/1582581/bn-diramal-menang-besar-prn-johor-meleset-jauh-tersasar-daripada,neutral,2026-07-04 16:32:06+00:00,0,0,0,0,0.5,0,,neutral,0.9373382329940796,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.05729355663061142,0.040564779192209244,0.03620653226971626,0.029421338811516762,0.08232694119215012,0.05726037174463272
news,post,6e9c0a6fe9478437,Altimet turun padang bantu kempen calon PH DUN Endau. Mersing: Kehadiran penyanyi Altimet dalam kempen calon Pakatan Harapan (PH) Dewan Undangan Negeri (DUN) Endau Saiful Nizam Samat pada Pilihan Raya Negeri (PRN) Johor ke-16 dilihat antara faktor penarik dalam usaha meraih sokongan pengundi terhadap parti itu di DUN berkenaan.,https://www.hmetro.com.my/mutakhir/2026/07/1379403/altimet-turun-padang-bantu-kempen-calon-ph-dun-endau,neutral,2026-07-04 21:09:02+00:00,0,0,0,0,0.5,0,,neutral,0.8699463605880737,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.039781779050827026,0.026554249227046967,0.06458141654729843,0.02754829451441765,0.2880430817604065,0.05196639522910118
news,post,2463b3b6cf68579a,"Ronaldo ubati duka mangsa gempa. London: Cristiano Ronaldo menghantar mesej penuh sokongan kepada seorang kanak-kanak Venezuela yang kehilangan segalanya dalam gempa bumi dahsyat baru-baru ini, selain mengundang dia untuk hadir menyaksikan perlawanannya.",https://www.hmetro.com.my/arena/bola-sepak/2026/07/1379389/ronaldo-ubati-duka-mangsa-gempa,positive,2026-07-04 20:19:56+00:00,0,0,0,0,0.9993710398674011,0,,positive,0.9979034662246704,malay,Malay/Bumiputera,Unknown,0.0,sadness,0.04725515469908714,0.0628233328461647,0.007466352079063654,0.839661180973053,0.015078051947057247,0.016453631222248077
news,post,e3f5f8ac026d100e,"Puad Zarkashi buat kejutan, hadir program Anwar. JOHOR BAHR: Bekas Ahli Dewan Undangan Negeri (ADUN) Rengit, Datuk Dr. Mohd. Puad Zarkashi membuat kejutan apabila hadir ke program Dialog Terbuka Belia yang dihadiri Pengerusi Pakatan Harapan (PH), Datuk Seri Anwar Ibrahim Felda Ulu Tebrau, di sini malam ini. Kehadiran Bekas Ahli Majlis Tertinggi (MKT) UMNO itu turut disambut oleh Perdana Menteri yang bersalaman ... Read more
The post Puad Zarkashi buat kejutan, hadir program Anwar appeared first on Utusan Malaysia.",https://www.utusan.com.my/terkini/2026/07/puad-zarkashi-buat-kejutan-hadir-program-anwar/?utm_source=rss&utm_medium=rss&utm_campaign=puad-zarkashi-buat-kejutan-hadir-program-anwar,neutral,2026-07-04 13:56:34+00:00,0,0,0,0,0.5,0,,neutral,0.9302741885185242,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.028773179277777672,0.018679654225707054,0.04123249650001526,0.02867984212934971,0.10765174776315689,0.10300306975841522
