Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7631997831167118615,"gradient eyeliner 🖤⭐️ save it to try later! products:
@L’Oréal Paris infaillible micro fine eyeliner in black & Loreal telescopic extentionist mascara 
@Makeup By Mario master mattes eyeshadow palette 
video inspo @Vika_bodro💄 
#makeup #beautyhacks #eyeliner #makeuphacks #makeuptips",https://www.tiktok.com/@lenkalul/video/7631997831167118615,positive,2026-05-24 00:40:29.374380,534500,40900,828,18000000,0.9365123271942138,756228,636784.0,positive,0.7883744239807129,english,Mixed/Urban,happy,0.07701808959245682,0.22642552852630615,0.33765748143196106,0.03701992332935333,0.17065827548503876,0.04327288642525673
tiktok,post,7626089245513387286,"Depuis la fermeture de Marineland au public le 5 janvier 2025, une situation préoccupante continue de se dérouler à l’abri des regards.

Aujourd’hui, 12 dauphins et 2 orques vivent encore dans les bassins du parc. Des images récentes, notamment filmées par drone, montrent des installations en état de dégradation avancée, avec la présence d’algues, une eau devenue verte et trouble, ainsi que du béton fissuré et des infrastructures vieillissantes. Ces éléments soulèvent de nombreuses interrogations sur les conditions de vie actuelles de ces animaux. Il est important de préciser que cette publication a un objectif strictement informatif et journalistique. Il ne s’agit pas ici de désigner un responsable ou de pointer du doigt qui que ce soit. Mais face à une situation aussi sensible, il semble essentiel que chacun puisse être informé. Depuis plusieurs années, la question de la captivité des cétacés est au cœur des débats en France, notamment depuis la loi de 2021 qui prévoit la fin progressive des spectacles avec ces animaux. Aujourd’hui, la fermeture du parc pose une autre problématique : que vont devenir ces animaux ? Plusieurs pistes ont été évoquées, comme des transferts vers d’autres structures, la création de sanctuaires marins, ou encore leur maintien temporaire sur place dans l’attente de solutions adaptées. Mais à ce jour, la situation reste floue, et les animaux sont toujours présents dans ces bassins. Informer, c’est aussi permettre à chacun de se faire son propre avis. 

👉 Et n’oubliez pas : plus on partage, plus ça se propage ! 
👉 Et si ce n’est pas déjà fait, abonnez-vous pour ne rien manquer ! 

#Marineland #Antibes #Orques #Dauphins #ProtectionAnimale #Cétacés #Actualité #France #Environnement #BienÊtreAnimal #LeMondeVuDAuvergne",https://www.tiktok.com/@lemondevudauvergne/video/7626089245513387286,neutral,2026-05-24 00:40:32.947549,410200,27500,2380,3700000,0.5,477080,476040.0,neutral,0.8241702318191528,english,Mixed/Urban,anger,0.6754234433174133,0.15181297063827515,0.06250657886266708,0.03737223520874977,0.02775699645280838,0.0133306123316288
tiktok,post,7566338826373844240,"Probando el delineador Hashimi Kahal 
 ˚˖𓍢ִ໋🌷͙֒✧˚.🎀༘⋆ #g#grwmm#makeupt#tutorialm#makeuptutorialeyeliner",https://www.tiktok.com/@pocketsizemirari2/video/7566338826373844240,neutral,2026-05-24 00:40:48.241912,185600,4615,601,2200000,0.5,212816,198833.0,neutral,0.8835266828536987,english,Mixed/Urban,no_clear_emotion,0.10315609723329544,0.06185228005051613,0.10791892558336258,0.0514427125453949,0.26059582829475403,0.06846137344837189
tiktok,post,7496289566052060446,"Black girl magic photoshoot with @amor.brandy at La Salle University shot by @visualizedbymal 🎥〽️ 
•

#grad2025 #phillygraduationphotographer  #ivyleaguegrad #phillygrad #d1athlete #trackgrads #lasalle #pagrad #gradphotographer #travelingphotographer  #hbcugrad#hbcualum #whovisualizedyou#dmvgradphotographer #temple #collegegrad #d1athlete #trackandfield",https://www.tiktok.com/@visualizedbymal/video/7496289566052060446,neutral,2026-05-24 00:40:32.291572,128300,8808,758,2300000,0.5,160866,150490.0,neutral,0.8268178105354309,english,Mixed/Urban,love,0.033394504338502884,0.012865202501416206,0.05383865162730217,0.01956757716834545,0.6082577109336853,0.020224234089255333
tiktok,post,7611561671177424150,Replying to @brar.27 does it seem like the Blinkaria kohl you received is empty? How to activate your kohl? How to stop koh fall out and is it easy to apply kohl? #blinkaria #blinkariakohl #makeuphacks #beautyhacks #kajal,https://www.tiktok.com/@blinkaria/video/7611561671177424150,neutral,2026-05-24 00:40:24.330984,139800,1543,1084,1800000,0.5,160427,147938.0,neutral,0.6758735179901123,english,Mixed/Urban,sadness,0.017172886058688164,0.04503291845321655,0.007234590128064156,0.8872150182723999,0.012249978259205818,0.02137168124318123
tiktok,post,7559622990543998222,"Transparency matters. I’ve seen all your feedback especially from my Nigerian dolls and I’m already back in the lab trying to find what exactly could’ve happened.
Our liners are smudge-proof, but I always want to know how they perform across climates and gloss formulas. Thank you for keeping me accountable, this is how we grow 💕
Please remember to be kind in the comments. We’re all learning, improving, and growing together 🤍 #marvianocosmetics #fyp #trending #relatable @Marviano Cosmetics",https://www.tiktok.com/@_marvella___/video/7559622990543998222,positive,2026-05-24 00:40:45.800337,106800,1164,890,732100,0.8650262892246245,116175,112530.1,positive,0.5500876307487488,english,Mixed/Urban,love,0.02962346002459526,0.033739812672138214,0.22644929587841034,0.01571883261203766,0.6240109205245972,0.02876150794327259
tiktok,post,7565018609542499602,"Sucrose photocard made with gel pens from @Languo Stationery @languo_artcollab ! ^^ 🍬🍭🍋‍🟩

This gel pen is perfect for both drawing and writing! :3 and i love the unique textured finish! It’s like dried acrylic paints but smaller :D also i guess it’ll be perfect for detailing too :o i might want to try it later~ 

#languo #languogelpen #sucrose #sucrosefanart #GenshinImpact",https://www.tiktok.com/@dayxou/video/7565018609542499602,positive,2026-05-24 00:40:46.389046,53500,2638,173,352900,0.9918300807476044,59840,59647.9,positive,0.9727669358253479,english,Mixed/Urban,love,0.0380125418305397,0.03908209875226021,0.24938204884529114,0.022062519565224648,0.5856044292449951,0.032344523817300797
tiktok,post,7572239509253917970,There’s something so magical and mesmerizing about burgundy eyeliners that bring out all the beauty in your eyes…🧎🏻‍♀️‍➡️♥️ #burgundyeyeliner #burgundymakeup #eyemakeup,https://www.tiktok.com/@musthavesxt/video/7572239509253917970,positive,2026-05-24 00:40:36.993982,37300,3863,99,825500,0.9949874699115753,49517,46148.5,positive,0.9832915663719177,english,Mixed/Urban,happy,0.031383827328681946,0.03653910756111145,0.5113141536712646,0.014924882911145687,0.3469918370246887,0.02821918949484825
tiktok,post,7221575907763391749,"Itinerary for a trip in Malaysia 🇲🇾 

- Day 1: Kuala Lumpur 
•Chinatown
•Petronas
•Batu Caves

- Day 2 and 3: Cameron Highlands
•Boh Tea Plantation
•Cameron Valley Tea

- Day 4, 5 and 6: Penang
•Chew Jetty
•Carnarvon Street
•Penang National Park
•Little India

- Day 7, 8, 9 and 10: Perhentian Islands
•Teluk Keke Beach
•Long Beach
•Teluk Pauh

- Day 11 and 12: Taman Negara
•Canopy Walk

- Day 13: Melaka
•Jonker Walk Night Market
•Melaka Street Art
•Melaka Straits Mosque

Follow @soytraveler for more itinerary ideas✨
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
#visitmalaysia #exploremalaysia #malaysiatrip #travelguide #malaysiatravel #exploretravel #traveltips #travelitinerary #exploringtheworld #discovermalaysia #travelmalaysia #malaysiatrulyasia #perhentianisland #kualalumpur #penang #tamannegara #cameronhighlands #melaka",https://www.tiktok.com/@soytraveler/video/7221575907763391749,neutral,2026-05-24 00:40:32.606964,16100,12000,226,1100000,0.5,39326,41878.0,neutral,0.8669078946113586,english,Mixed/Urban,no_clear_emotion,0.07621333003044128,0.02260773256421089,0.06288016587495804,0.031848229467868805,0.36192750930786133,0.02235306240618229
tiktok,post,7614030724554870023,My FAV four lipliners👄 #makeuptutorial #rhode,https://www.tiktok.com/@evanostdal/video/7614030724554870023,positive,2026-05-24 00:40:08.960566,34700,754,40,265000,0.9937772214412688,38144,36593.0,positive,0.9792574048042297,english,Mixed/Urban,love,0.033894382417201996,0.016581440344452858,0.07695677876472473,0.019957253709435463,0.7620052099227905,0.02021471969783306
