Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
instagram,post,3901672773581561719,"Harga MinyaKita di Pasar Karombasan Manado Dijual di Atas HET, Stok dari Bulog Dibatasi 🛒 

Kisaran harga minyak goreng rakyat merek MinyaKita di Pasar Karombasan, Kota Manado, terpantau melebihi ketetapan pemerintah pada Rabu (20/5/2026). Produk kemasan satu liter yang seharusnya dijual sesuai HET Rp 15.700, kini dipasarkan seharga Rp 18.000 oleh sejumlah pedagang.

Faktor pembatasan pasokan resmi dari pihak Bulog sebanyak maksimal 25 karton per pedagang dalam seminggu membuat sebagian penjual beralih mengambil barang ke agen penyuplai. Di sisi lain, harga komoditas minyak curah di lokasi yang sama juga tercatat mengalami kelonjakan hingga menyentuh Rp 22.000 per liter.

#PasarKarombasan #MinyakSubsidi #KotaManado #InfoSulut #TribunManado

klik link Baca Berita di story untuk info lengkap",https://www.instagram.com/p/DYlhrczJF93/,neutral,2026-05-21 03:54:23+00:00,1,0,1,0,0.5,2,4.0,neutral,0.9957848191261292,malay,Malay/Bumiputera,no_clear_emotion,0.17542050778865814,0.0882718488574028,0.04914392903447151,0.06271808594465256,0.09867540001869202,0.06315065920352936
instagram,post,3898062528982719402,"PADANG LAWAS UTARA 

suluhsumatera : Ditengah meningkatnya perhatian publik terhadap dugaan penyalahgunaan BBM subsidi di Kabupaten Padang Lawas Utara, aparat kepolisian kembali melakukan penindakan. 

Satu unit mobil Mitsubishi L300 yang diduga mengangkut bahan bakar minyak (BBM) subsidi jenis solar secara tidak sesuai ketentuan berhasil diamankan Tim Unit Pidana Khusus Satreskrim Polres Tapanuli Selatan.

Penindakan tersebut dilakukan pada Kamis malam (14/05/2026), di Jalan Lintas Langgapayung–Gunung Tua, tepatnya di Desa Sihopuk Baru, Kecamatan Halongonan Timur, Kabupaten Padang Lawas Utara.

Kasatreskrim Polres Tapanuli Selatan, Iptu. Bontor Desmonth Sitorus, SH, MH menjelaskan, petugas menemukan seorang pria berinisial JH, 53 warga Kecamatan Portibi, Kabupaten Padang Lawas Utara, yang diduga sedang mengangkut BBM subsidi jenis solar menggunakan mobil tersebut.

“Setelah dilakukan pengecekan, personel kami menemukan sekitar 900 liter solar subsidi yang berada di dalam baby tank di atas bak mobil,” jelas Iptu. B. D. Sitorus.

Lanjut >>> link di kolom komentar
#minyaksubsidi #solarsubsidi #ilegal",https://www.instagram.com/p/DYYszegRpuq/,negative,2026-05-16 04:22:48+00:00,1,0,0,0,0.0724761664867401,1,1.0,negative,0.758412778377533,malay,Malay/Bumiputera,anger,0.44085386395454407,0.13248717784881592,0.12291115522384644,0.03191289305686951,0.069297656416893,0.052603285759687424
instagram,post,3891663494735340008,"Setiap Galon Di Arah Medan Mulai Padat Antrian Kendaraan Pencari Solar Apakah Solar Mulai Langka … ?
@sorotan #Pertamina #subsidi #solar #foto #pengikut #minyaksubsidi #pengikut #fypシ゚ #fypageシ #fypシ゚viralシ",https://www.instagram.com/p/DYB91RdDiHo/,negative,2026-05-07 08:27:42+00:00,2,0,0,0,0.05358085334300994,2,2.0,negative,0.8213971555233002,multilingual,Unknown,no_clear_emotion,0.0855168029665947,0.05890108644962311,0.05961989238858223,0.05956877022981644,0.29149913787841797,0.10569234192371368
instagram,post,3890499316495209046,"Jam Segini Biasanya Sunyi Eh Antri Panjang Juga Manalagi Kreta Besar2 Colok Pertamaxla 
Ngelakkan Pagi Siang dan Sore Eh Nyatanya Sama Aja Jam Kecil Pun Masi Antrian Panjang
@sorotan #pengikut #pertamina #minyaksubsidi #antri #foto #fypシ゚ #fypageシ #fypシ゚viralシ",https://www.instagram.com/p/DX91IP-mNJW/,negative,2026-05-05 17:54:41+00:00,1,0,0,0,0.11699647307395936,1,1.0,negative,0.6100117564201355,multilingual,Unknown,love,0.10566433519124985,0.04058306664228439,0.08839911222457886,0.05213392153382301,0.4066525995731354,0.04228699207305908
instagram,post,3887258422874452715,"Sejumlah pedagang di Pasar Badak, Kabupaten Pandeglang, memilih enggan menjual minyak goreng bersubsidi MinyaKita. Hal ini dipicu seringnya keluhan dari pembeli akibat harga jual yang tidak sesuai dengan bandrol pada kemasan.

Pada plastik MinyaKita tertera harga sekitar Rp14.500, namun di lapangan pedagang menjualnya di kisaran Rp21.000 hingga Rp22.000 per liter. Selisih harga tersebut kerap menimbulkan perdebatan antara pedagang dan pembeli.

Salah satu pedagang, Yono, mengaku hampir setiap hari mendapat komplain dari pelanggan. Menurutnya, kondisi ini membuat pedagang berada di posisi sulit karena harga beli dari distributor sudah tinggi.

“Bandrolnya Rp14.500, tapi kita jual Rp21.000. Jadi sering dipermasalahkan pembeli,” ujarnya, Rabu (29/4/2026).

Baca berita selengkapnya disini 👇 

https://www.pandeglangnews.co.id/news/16317071893/sering-dikomplain-pembeli-karena-harga-tak-sesuai-bandrol-pedagang-pasar-badak-pandeglang-ogah-jual-minyakita

#minyaksubsidi",https://www.instagram.com/p/DXyUPClk7Lr/,negative,2026-05-01 06:35:38+00:00,17,0,2,0,0.00048092007637023926,19,23.0,negative,0.9983969330787659,malay,Malay/Bumiputera,fear,0.3637777864933014,0.4566071629524231,0.01653071865439415,0.07209306210279465,0.026990476995706558,0.031575363129377365
instagram,post,3886637438282745966,"‎Ketersediaan minyak goreng subsidi di Kota Mataram masih mengalami kelangkaan. Kondisi ini dipicu terbatasnya pasokan dari distributor, di tengah meningkatnya permintaan masyarakat akibat kenaikan harga minyak goreng premium.
‎
‎Kepala Bidang Barang Pokok dan Penting Dinas Perdagangan Kota Mataram, Sri Wahyunida, menjelaskan bahwa stok minyak goreng premium di pasar tradisional maupun ritel modern masih relatif aman. Namun, lonjakan harga membuat masyarakat beralih ke minyak goreng bersubsidi.
‎
‎Menurut dia, tingginya permintaan terhadap minyak goreng merek MinyaKita menjadi salah satu penyebab utama kelangkaan. Pasokan yang terbatas dari distributor tidak mampu mengimbangi kebutuhan di lapangan.
‎
‎“Ada pengiriman dari Bulog ke beberapa mitra di pasar tradisional, tetapi jumlahnya terbatas,” ujar Nida saat dikonfirmasi, Rabu (29/4/2026).
‎
‎Ia mengakui, konsumen lebih memilih MinyaKita karena harganya lebih terjangkau, yakni sekitar Rp15.700 per liter. Sementara itu, harga minyak goreng premium saat ini berkisar antara Rp21.000 hingga Rp23.000 per liter.
‎
‎Untuk mengantisipasi pembelian berlebihan, penjualan minyak goreng subsidi dibatasi maksimal dua liter per konsumen. Kebijakan ini diterapkan agar distribusi lebih merata dan tidak terjadi penimbunan oleh masyarakat.
‎
‎Nida tidak menampik bahwa kelangkaan juga disebabkan pengurangan distribusi dari pabrik. Saat ini, mitra di pasar tradisional hanya menerima sekitar 30 dus, turun dari sebelumnya 60 dus.
‎
‎Berita ini di muat di SUARANTB.COM dengan judul ” Minyak Goreng Subsidi Langka “
‎
‎#MinyakGorengSubsidiLangka #MinyakSubsidi #DistribusiTerbatas #PermintaanMeningkat #GlobalFmLombok
‎",https://www.instagram.com/p/DXwHChnk8hu/,negative,2026-04-30 10:01:52+00:00,3,0,0,0,0.000570183992385842,3,3.0,negative,0.9980993866920471,malay,Malay/Bumiputera,fear,0.20501255989074707,0.3971327841281891,0.030093010514974594,0.07494816929101944,0.07441606372594833,0.08332274109125137
instagram,post,3884631143346279029,"Kok bisa ???

Apabila dilakukan secara berulang ulang untuk tujuan komersil/dijual kembali adalah ilegal, berbeda dengan pembelian eceran normal.

Seorang pria berinisial SM (49) ditangkap polisi setelah memborong pertalite di 5 SPBU berbeda menggunakan motor thunder yang tangkinya telah diisi penuh. BBM tersebut disedot dan ditampung untuk dijual kembali.
Pelaku dijerat pasal 55 undang undang No 22 Tahun 2021 tentang minyak dan gas bumi.

Selain penjara 6 tahun, pelaku penyalahgunaan BBM subsidi juga terancam denda maksimal mencapai Rp 60 miliar.

#pertalite #minyaksubsidi",https://www.instagram.com/p/DXo-3F2kxJ1/,neutral,2026-04-27 15:35:41+00:00,0,0,0,0,0.5,0,0.0,neutral,0.9969413876533508,malay,Malay/Bumiputera,anger,0.588269829750061,0.08173336833715439,0.07660404592752457,0.043808188289403915,0.05257546901702881,0.03822481632232666
instagram,post,3879057364200806583,"Patutnya minyak subsidi ni hanya rakyat Malaysia je yang layak nikmati, macam mana boleh terlepas kat tangan orang lain

#kuali260420 #minyakpaket #minyaksubsidi",https://www.instagram.com/p/DXVLh7gjVi3/,negative,2026-04-19 23:02:08+00:00,1173,0,50,0,0.0004806339740753285,1223,1323.0,negative,0.9983978867530823,malay,Malay/Bumiputera,surprise,0.05318848788738251,0.08379792422056198,0.012656725011765957,0.22764673829078674,0.10475821793079376,0.404100626707077
instagram,post,3876233567395230856,"⛽ “Ingat tak ada siapa nampak? CCTV sentiasa tengok.” 👀

Minyak subsidi bukan untuk disalah guna.
Ia bantuan untuk rakyat—bukan peluang untuk ambil kesempatan.

Hari ini, hampir semua stesen minyak dipantau 24/7.
Setiap pergerakan, setiap transaksi… semuanya direkod.

👉 Isi luar biasa?
👉 Kenderaan mencurigakan?
👉 Corak pembelian pelik?

Semua boleh dikesan. Cepat atau lambat.

Jangan kerana nak untung sekejap,
masa depan sendiri jadi taruhan.

Ingat—
Bukan setakat undang-undang,
tapi amanah yang kita khianati.

*Isi dengan jujur. Guna dengan betul.*
Kerana apa yang kita ambil hari ini,
akan dipersoalkan esok.

🚫 Jangan salah guna minyak subsidi
📹 CCTV sentiasa memerhati

#Integriti #MinyakSubsidi #jujuritupenting",https://www.instagram.com/p/DXLJeRzCbSI/,negative,2026-04-16 01:31:41+00:00,0,0,0,0,0.0005016982555389182,0,0.0,negative,0.9983276724815369,malay,Malay/Bumiputera,surprise,0.03702341765165329,0.037287089973688126,0.02645017020404339,0.027425257489085197,0.03668202459812164,0.6150705814361572
instagram,post,3875070528755784286,"Yang pernah mengira kulit makin berminyak itu gara-gara dehidrasi, angkat tangannya!!

Aku juga akan ikut angkat tangan karena aku pernah percaya ini. Lama-lama jadi ragu karena kenapa kulit masih aja oily (nggak berubah jadi normal) padahal udah pakai moisturizer dengan tepat?

🍉 Post kali ini untuk mematahkan mitos sekaligus ngasih penjelasan lanjutan seputar produksi sebum. Baca post “Proses Kulit Memproduksi Sebum” untuk konteks lebih lanjut, yak.

🌸 Punya pertanyaan lebih lanjut soal industri perminyakan kulit sejahtera? Drop aja komen di bawah, yaaa...

#minyakbuluspapua #minyaknyongnyong #minyaksubsidi #minyakurapan",https://www.instagram.com/p/DXHBB1qEtpe/,negative,2026-04-14 11:00:00+00:00,91,0,1,0,0.0005798041820526123,92,94.0,negative,0.998067319393158,malay,Malay/Bumiputera,anger,0.6468895077705383,0.24485625326633453,0.02313149720430374,0.031403668224811554,0.01723363809287548,0.015541227534413338
