Platform,Type,ID,Text,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,URL,video_url,media_type,engagement_score,author,author_followers,derived_error,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7630332986247908628,"According to New Straits Times, Jairo suffered a concussion and received multiple stitches to his lip at a local hospital in Jeddah.   
Captain Natxo was reportedly booked for breaching protocol after snatching a stretcher from medics.

#mothershipabroad",,,negative,2026-07-08 10:56:21.870990+00:00,2800000,131200,12200,95700000,0.09934279918670655,3900400,https://www.tiktok.com/@mothershipsg/video/7630332986247908628,https://www.tiktok.com/@mothershipsg/video/7630332986247908628,video,3194700.0,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@mothershipsg/video/7630332986247908628...: Failed to load video from https://www.tiktok.com/@mothershipsg/video/7630332986247908628: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",negative,0.6688573360443115,english,Mixed/Urban,Unknown,0.0,anger,0.6607174873352051,0.04800547659397125,0.06137073040008545,0.07201835513114929,0.04362548142671585,0.0178812388330698
tiktok,post,7650873648550710535,HEHEHEHEHE udaahh yaa sesuai janjii!!!🫶🫶🫶 #diluarnurul,,,positive,2026-07-08 10:56:15.450352+00:00,310500,10800,1075,2500000,0.9545144200325011,347375,https://www.tiktok.com/@nayshiiie.2/video/7650873648550710535,https://www.tiktok.com/@nayshiiie.2/video/7650873648550710535,video,337825.0,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@nayshiiie.2/video/7650873648550710535...: Failed to load video from https://www.tiktok.com/@nayshiiie.2/video/7650873648550710535: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.8483814001083374,english,Mixed/Urban,Unknown,0.0,love,0.0580296665430069,0.04817541688680649,0.1697516143321991,0.023776434361934662,0.6124516129493713,0.02103128284215927
tiktok,post,7647354067274009876,"MIRIS, PEJABAT BADAN GIZI NASIONAL KORUPSI 1 MILYAR PER HARI, SEMENTARA ITU MASIH BANYAK MASYARAKAT INDONESIA YANG SUSAH CARI UANG TIAP HARINYA (Source: Kompas TV) #mbg #bgn #sppg #makanbergizigratis #kejaksaanagung",,,neutral,2026-07-08 10:56:29.887350+00:00,99400,20500,8747,1200000,0.5,140647,https://www.tiktok.com/@fharidbahtiar/video/7647354067274009876,https://www.tiktok.com/@fharidbahtiar/video/7647354067274009876,video,167841.0,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@fharidbahtiar/video/7647354067274009876...: Failed to load video from https://www.tiktok.com/@fharidbahtiar/video/7647354067274009876: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.9977194666862488,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.1434841901063919,0.09183744341135025,0.09008331596851349,0.05706916004419327,0.2484123706817627,0.04998891428112984
tiktok,post,7650735718473403656,"Menteri Pertanian Andi Amran Sulaiman memberikan tanggapan terkait usulan seorang dosen Universitas Negeri Makassar (UNM) yang meminta agar harga beras diturunkan menjadi Rp13.000 per kilogram.

Menteri Amran menegaskan bahwa penurunan harga beras ke tingkat tersebut justru berisiko menghancurkan kesejahteraan petani.",,,neutral,2026-07-08 10:56:34.045696+00:00,84600,5422,2040,1500000,0.5,107062,https://www.tiktok.com/@pembasmii.kehaluan.reall/video/7650735718473403656,https://www.tiktok.com/@pembasmii.kehaluan.reall/video/7650735718473403656,video,103064.0,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@pembasmii.kehaluan.reall/video/7650735718473403656...: Failed to load video from https://www.tiktok.com/@pembasmii.kehaluan.reall/video/7650735718473403656: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.8499657511711121,english,Mixed/Urban,Unknown,0.0,anger,0.680919349193573,0.045392513275146484,0.07376016676425934,0.04269435256719589,0.06435733288526535,0.016612842679023743
tiktok,post,7624150530134232337,"— #DUANGWITHYOU — || I love serious Duang sm ㅜㅜ ||

━━━➳༻❀✿❀༺➳━━━
★ My tg channel: saphiredd

★ Boosty: saphired (link in bio!)

★ Scp: blvnscenes
━━━➳༻❀✿❀༺➳━━━
Tags: #duangwithyouseries #duangwithyou #dwy #duang #duangwithyouedit #teeteewanpichit #twnpich #teeteepor #bl #thaibl #domunditv #bllakorn #lakorn #bledit #aftereffects #dmdtv #edit #fyp #viral #rge #on || ★ upload method ★ TG: @editing_news",,,positive,2026-07-08 10:56:28.927307+00:00,77000,4744,417,532500,0.9707051992416381,87486,https://www.tiktok.com/@saphired_/video/7624150530134232337,https://www.tiktok.com/@saphired_/video/7624150530134232337,video,88271.5,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@saphired_/video/7624150530134232337...: Failed to load video from https://www.tiktok.com/@saphired_/video/7624150530134232337: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",positive,0.902350664138794,english,Mixed/Urban,Unknown,0.0,love,0.09267672896385193,0.06042899563908577,0.04476720094680786,0.10488498210906982,0.6072219014167786,0.03734331578016281
tiktok,comment,7659828982535815949,is this a sign to rewatch again?,https://www.tiktok.com/@saphired_/video/7624150530134232337,7624150530134232337,neutral,2026-07-07 16:49:19+00:00,0,0,0,0,0.5,0,https://www.tiktok.com/@saphired_/video/7624150530134232337,,,,animemanga4me,0.0,,neutral,0.9412311911582947,english,Mixed/Urban,Unknown,0.25,fear,0.06338564306497574,0.2207680195569992,0.19228525459766388,0.049448125064373016,0.13204091787338257,0.1666739284992218
tiktok,post,7574367757744049429,"Peraturan baru masuk ke INDONESIA. Wajib punya dokumen ini yaaa
#tutorial #allindonesia #traveling #imigrasiindonesia #tips",,,neutral,2026-07-08 10:56:14.533006+00:00,30000,15000,1202,1100000,0.5,57202,https://www.tiktok.com/@mandetexplorer/video/7574367757744049429,https://www.tiktok.com/@mandetexplorer/video/7574367757744049429,video,64706.0,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@mandetexplorer/video/7574367757744049429...: Failed to load video from https://www.tiktok.com/@mandetexplorer/video/7574367757744049429: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.7708643078804016,english,Mixed/Urban,Unknown,0.0,love,0.043929316103458405,0.03340461477637291,0.055514320731163025,0.033636391162872314,0.4467395544052124,0.040949925780296326
tiktok,post,7592223358888971551,𝜗𝜚 i tried editing guys 😓 also this is a joke video so don’t take it to the heart!  ──⟡ #fyp #slimerant #danganropa #strawberryshortcake #satire,,,negative,2026-07-08 10:56:20.960460+00:00,54700,487,461,491800,0.13399972915649414,60566,https://www.tiktok.com/@kittyuko_/video/7592223358888971551,https://www.tiktok.com/@kittyuko_/video/7592223358888971551,video,57548.8,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@kittyuko_/video/7592223358888971551...: Failed to load video from https://www.tiktok.com/@kittyuko_/video/7592223358888971551: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",negative,0.5533342361450195,english,Mixed/Urban,Unknown,0.0,love,0.12895900011062622,0.06575057655572891,0.09082765877246857,0.05292830616235733,0.45233291387557983,0.03821628913283348
tiktok,post,7592476587077979412,"ditempatku ngebel lebih terkenal dengan pemandian air panas belerang yg bisa mengobati segala penyakit kulit.
#telaga #ngebel #ponorogo #madiun #jawatimur",,,neutral,2026-07-08 10:56:20.664518+00:00,36800,4828,2441,2700000,0.5,71069,https://www.tiktok.com/@xotox_allakhazaam/video/7592476587077979412,https://www.tiktok.com/@xotox_allakhazaam/video/7592476587077979412,video,56479.0,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@xotox_allakhazaam/video/7592476587077979412...: Failed to load video from https://www.tiktok.com/@xotox_allakhazaam/video/7592476587077979412: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",neutral,0.8221888542175293,english,Mixed/Urban,Unknown,0.0,love,0.1316954493522644,0.12166671454906464,0.07393748313188553,0.1471903920173645,0.2739897668361664,0.12047367542982101
tiktok,post,7650822073182391559,"Kalo lu penasaran kenapa banyak negara ketar ketir dengan wacana kebijakan ekspor via satu pintu, sini gue jelasin secara cepat & simple.",,,negative,2026-07-08 10:56:33.434048+00:00,48200,2556,712,416600,0.0004808485507964977,55634,https://www.tiktok.com/@elson.lo/video/7650822073182391559,https://www.tiktok.com/@elson.lo/video/7650822073182391559,video,55864.6,,,"omni request failed: HTTP 500 model=nvidia/nemotron-3-nano-omni-30b-a3b-reasoning url=https://integrate.api.nvidia.com/v1/chat/completions body={""error"":{""message"":""Exception: Failed to load video from https://www.tiktok.com/@elson.lo/video/7650822073182391559...: Failed to load video from https://www.tiktok.com/@elson.lo/video/7650822073182391559: Could not open video stream\n"",""type"":""Internal Server Error"",""code"":500}}",negative,0.998397171497345,malay,Malay/Bumiputera,Unknown,0.0,surprise,0.00995982252061367,0.04016662389039993,0.014360601082444191,0.029132701456546783,0.047592151910066605,0.8081622123718262
