Platform,Type,ID,Text,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,URL,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7648903251189894407,"PRN Negeri Sembilan semakin hampir!
Setiausaha Agung DAP, Anthony Loke menegaskan bahawa persiapan menghadapi pilihan raya berjalan lancar dengan semangat kerjasama yang kukuh dalam Pakatan Harapan.
• PRN Negeri Sembilan dijangka diadakan serentak dengan PRN Johor pada bulan Julai. 
• DAP akan mempertahankan 11 kerusi yang ditandingi dan  sehingga 20 kerusi keatas yang ditandingi Pakatan Harapan .
• Kerjasama erat antara parti-parti komponen terus diperkukuhkan demi kestabilan dan kesejahteraan rakyat.
#PRNNegeriSembilan #AnthonyLoke  #PakatanHarapan
#AnwarIbrahim 
#FYPMalaysia",,,positive,2026-06-11 18:12:45.032761+00:00,1000,87,134,51500,0.9993903696537016,1736,https://www.tiktok.com/@penerangankeadila/video/7648903251189894407,1627.5,,,positive,0.9979678988456726,malay,Malay/Bumiputera,happy,0.07426220178604126,0.0742032527923584,0.48963621258735657,0.026498494669795036,0.10239528119564056,0.030220476910471916
tiktok,comment,7648983635693585159,"harap Anthony Loke kalah
dlm pilihan raya N 9",https://www.tiktok.com/@penerangankeadila/video/7648903251189894407,7648903251189894407,neutral,2026-06-08 11:23:12+00:00,54,0,6,0,0.5,66,https://www.tiktok.com/@penerangankeadila/video/7648903251189894407,,madali008,0.0,neutral,0.7939395308494568,english,Mixed/Urban,sadness,0.08826073259115219,0.03682319447398186,0.009766334667801857,0.8099461197853088,0.01956685446202755,0.016293393447995186
tiktok,comment,7648988922978501377,kalah teruk mcm kat sabah,https://www.tiktok.com/@penerangankeadila/video/7648903251189894407,7648903251189894407,negative,2026-06-08 11:43:44+00:00,23,0,2,0,0.10897644460201264,27,https://www.tiktok.com/@penerangankeadila/video/7648903251189894407,,yang.zahrah,0.0,negative,0.6367451846599579,multilingual,Unknown,no_clear_emotion,0.13628467917442322,0.026012396439909935,0.07165192812681198,0.027668269351124763,0.15178053081035614,0.020653845742344856
tiktok,post,7649368964715400455,Ahmad Zahid mengesahkan parti itu akan bertanding secara solo dalam Pilihan Raya Negeri (PRN) Negeri Sembilan akan datang. #AWANInews #PRNJohor #JohorMemilih,,,positive,2026-06-11 18:12:45.864358+00:00,816,47,157,30900,0.8327796906232834,1329,https://www.tiktok.com/@501awani/video/7649368964715400455,1411.9,,,positive,0.44259896874427795,multilingual,Unknown,no_clear_emotion,0.03522294759750366,0.017255747690796852,0.09911289811134338,0.014531745575368404,0.15651999413967133,0.0203887689858675
tiktok,comment,7649521690968359681,BN UMNO TERBAIK DAN MANTAP SEKALI. SAYA SOKING 100%.,https://www.tiktok.com/@501awani/video/7649368964715400455,7649368964715400455,positive,2026-06-09 22:25:58+00:00,4,0,6,0,0.9852214753627777,16,https://www.tiktok.com/@501awani/video/7649368964715400455,,syed.mohd.adan.sy,0.0,positive,0.950738251209259,malay,Malay/Bumiputera,love,0.044154174625873566,0.01300883200019598,0.07486192882061005,0.018788691610097885,0.46430230140686035,0.021294619888067245
tiktok,comment,7649630936644535048,solo esok tak cukup kerusi gabung,https://www.tiktok.com/@501awani/video/7649368964715400455,7649368964715400455,neutral,2026-06-10 05:15:12+00:00,3,0,3,0,0.5,9,https://www.tiktok.com/@501awani/video/7649368964715400455,,ultradon_loder,0.0,neutral,0.7946794033050537,english,Mixed/Urban,fear,0.22438225150108337,0.6246859431266785,0.010644837282598019,0.0943702831864357,0.011033883318305016,0.022623861208558083
tiktok,post,7649705085689269511,"(PRN) NEGERI SEMBILAN : DAP UMUM CALON LEBIH AWAL SEDIKIT MASA LAGI.

SEREMBAN: DAP Negeri Sembilan memberi bayangan akan mengekalkan lebih daripada separuh penyandang di kerusi dimenangi pada Pilihan Raya Negeri (PRN) nanti.

Setiausaha Agung DAP, Anthony Loke Siew Fook berkata, parti itu sedang melaksanakan proses pemilihan sebelum dimuktamadkan dalam masa beberapa hari lagi.

""Calon-calon akan ditampilkan dan diumumkan lebih awal bagi memberi ruang serta masa yang mencukupi terutamanya kepada calon baharu menyesuaikan diri di kawasan yang bakal ditandingi serta memperkenalkan diri mereka kepada para pengundi,"" katanya. 

Terdahulu beliau hadir Majlis Perasmian Skrin Elektronik di Dataran Lobak di sini hari ini.

Anthony yang juga Pengerusi DAP Negeri Sembilan berkata, walaupun terdapat beberapa pertukaran calon, proses tersebut dijangka berjalan lancar kerana parti itu telah membudayakan semangat sokongan antara penyandang dan calon baharu.

""Penyandang yang tidak dicalon perlu juga terus membantu calon pilihan demi memastikan kesinambungan perjuangan parti.

""Saya yakin rakyat tahu menilai berdasarkan prestasi dan rekod perkhidmatan wakil rakyat mereka di kawasan masing-masing,"" katanya.

Mengulas mengenai calon di PRN Johor, Anthony berkata, senarai penuh calon masih belum diserahkan kepadanya selaku Setiausaha Agung.

""Jadi belum mengetahui jumlah calon penyandang dan calon baharu yang bakal diketengahkan,"" katanya.

#nogoripost #anthonyloke #prnns2026 #dataranlobak 
#umumcalon",,,negative,2026-06-11 18:12:44.728209+00:00,298,20,76,16100,0.007241964340209961,555,https://www.tiktok.com/@nogoripost/video/7649705085689269511,582.1,,,negative,0.9758601188659668,malay,Malay/Bumiputera,no_clear_emotion,0.02188117988407612,0.059885431081056595,0.08511386811733246,0.020399222150444984,0.07221893221139908,0.09897689521312714
tiktok,comment,7649984114591253249,reply Komen saya...1 for BN..2 PN...3 PH..korang undi mana..,https://www.tiktok.com/@nogoripost/video/7649705085689269511,7649705085689269511,neutral,2026-06-11 04:05:38+00:00,0,0,2,0,0.5,4,https://www.tiktok.com/@nogoripost/video/7649705085689269511,,kcumenn,0.0,neutral,0.9169602990150452,english,Mixed/Urban,no_clear_emotion,0.026040630415081978,0.009893332608044147,0.012434357777237892,0.01586342789232731,0.11128015071153641,0.05726780369877815
tiktok,comment,7649775323102331655,NS KOMPOM HARAPAN MENANG BESAR,https://www.tiktok.com/@nogoripost/video/7649705085689269511,7649705085689269511,positive,2026-06-10 14:35:29+00:00,10,0,7,0,0.9377644047141075,24,https://www.tiktok.com/@nogoripost/video/7649705085689269511,,alias5313,0.0,positive,0.7925480157136917,multilingual,Unknown,no_clear_emotion,0.10718879848718643,0.06764078140258789,0.1395576149225235,0.027586309239268303,0.14861750602722168,0.03713590279221535
tiktok,post,7648106485003701511,"🔥 Negeri Sembilan JOHOR menuju PRN!

Kami teguh berdiri bersama Parti Keadilan.
Sokongan padu kepada PMX untuk terus menerajui Malaysia MADANI.

🌺 Keadilan Untuk Semua
❤️ Rakyat Didahulukan
🇲🇾 Malaysia Terus Maju

#PMX #PRN2026 #NegeriSembilan #Keadilan #MalaysiaMADANI",,,positive,2026-06-11 18:12:44.443178+00:00,157,27,25,1205,0.9993695378303526,221,https://www.tiktok.com/@penerangancabangsegamat/video/7648106485003701511,287.205,,,positive,0.9978984594345093,malay,Malay/Bumiputera,love,0.08786307275295258,0.03149919584393501,0.19373296201229095,0.03767584636807442,0.5206888318061829,0.022677171975374222
