platform,content,engagement,likes,comments,shares,sentiment,url,date
tiktok,gimana para pejuang KPR? #kpr #properti #kredit #fyp #belirumah,379599,285300.0,4499.0,33800.0,neutral,https://www.tiktok.com/@felicia.tjiasaka/video/7235967344722464006,2026-06-09 00:10:27.573757
tiktok,#malaysiatiktok sepi,158705,95000.0,5623.0,6082.0,negative,https://www.tiktok.com/@papa_ragel/video/7122680553320516891,2026-06-09 00:10:36.011174
tiktok,Modus PENIPUAN Terbaru ! Cara Mengenali Scam Call hening. Share Ke Orang Tersayang Kalian agar jangan menjadi Korban Scam ini #pikirduakali #moduspenipuan #ai #info #terbaru2026,74597,31800.0,597.0,30200.0,positive,https://www.tiktok.com/@kabar.62/video/7630294998071676180,2026-06-09 00:10:11.813066
tiktok,#taiwan#fyp#pekerjakeras#fyppppppppppppppppppppppp,73655,62100.0,491.0,2527.0,neutral,https://www.tiktok.com/@lelesssss._/video/7643332002803928328,2026-06-09 00:10:19.522824
tiktok,Need to lock those rolling bases and full stacks? Coming soon! #packout #packoutsystem #milwukeetool #milwaukeepackout #milwaukeetools #packoutmods #superduty #f150 #fordtrucks #f350,57498,35000.0,415.0,8083.0,neutral,https://www.tiktok.com/@integraltruck/video/7449451579851214123,2026-06-09 00:10:47.279900
tiktok,#🇲🇾 #uncleseong #kedaiwanglama #pembeliduitlama #tukarwanglama,55157,30200.0,3988.0,5969.0,negative,https://www.tiktok.com/@uncleseongwanglam/video/7587252040196295943,2026-06-09 00:10:21.536481
tiktok,Udh sejauh ini masak gk bisa 2M sih😅😅,44586,38900.0,284.0,1561.0,neutral,https://www.tiktok.com/@norraaa3v_/video/7643048726575025425,2026-06-09 00:10:29.154164
tiktok,"Cinta Kuya, anak dari Uya Kuya, memilih jualan di Amerika Serikat sambil kuliah. 

Menariknya, daya beli masyarakat Amerika sangat kuat. Banyak orang di sana lebih melihat kualitas daripada harga.
Kar",40139,22700.0,85.0,354.0,positive,https://www.tiktok.com/@investing_muda/video/7615990646716878101,2026-06-09 00:10:29.453588
tiktok,"gimana menurut kalian? 

Menteri Keuangan Purbaya Yudhi Sadewa menilai pelemahan nilai tukar rupiah hingga mendekati level Rp17.800 per dolar AS sebagai kondisi yang tidak masuk akal. Menurutnya, fund",26739,20200.0,556.0,1282.0,negative,https://www.tiktok.com/@dyan_shrza/video/7644756617900215560,2026-06-09 00:10:41.881969
tiktok,#creatorsearchinsights #offer offer offer #Nandani Bastralay Pidari chowk #100 mtr#9804881461,22079,13300.0,122.0,3396.0,neutral,https://www.tiktok.com/@nandani.bastarala/video/7646068517783080210,2026-06-09 00:10:50.752097
tiktok,"Kenapa banyak bisnis kuliner yang tutup?
Setiap hari kita lihat cafe dan warung baru bermunculan. Tapi... yang bertahan cuma segelintir.

Saya rangkum dari pengalaman belasan tahun di lapangan:
✅ Bany",21852,8676.0,534.0,6810.0,negative,https://www.tiktok.com/@tekyang88/video/7528677190855101701,2026-06-09 00:10:07.933445
tiktok,"❗️17 Ide Bisnis 3 Jutaan yang Diam-diam Banyak Peminatnya‼️

Mau mulai usaha tapi modal pas-pasan?
Ini 17 ide bisnis yang realistis dimulai dari modal 3 jutaan.
Cocok buat karyawan, mahasiswa, atau ib",18641,6694.0,72.0,875.0,positive,https://www.tiktok.com/@nethubglobal/video/7576942691871706376,2026-06-09 00:10:10.473586
tiktok,LC lebih menggoda #LC #xybca #fyppppppppppppppppppppppp #fypage #jjkatata,15915,8957.0,240.0,1004.0,neutral,https://www.tiktok.com/@bangriyan294/video/7634221617689726226,2026-06-09 00:10:22.776482
tiktok,paket usaha snow ice 17juta udah sama mesin 360 watt ! cocok untuk kaki lima #snowice #paketusaha #longervideos @Bing Snow Indonesia,15014,8184.0,253.0,2564.0,positive,https://www.tiktok.com/@lianaoktavia7/video/7304968285706013957,2026-06-09 00:10:32.325026
tiktok,#fyp #foryoupage #taiwan,14608,11300.0,121.0,836.0,neutral,https://www.tiktok.com/@martiadila/video/7643364338505436437,2026-06-09 00:10:32.631264
tiktok,#newceator #fyp #viral,13858,8120.0,320.0,2640.0,neutral,https://www.tiktok.com/@anisfrance.fr/video/7620063825076768022,2026-06-09 00:10:08.577498
tiktok,#motivationfr #viralvideo #realcreato #creatorsalepenuhberkah #creator,11650,9625.0,83.0,708.0,positive,https://www.tiktok.com/@winplus8/video/7644291391467670816,2026-06-09 00:10:17.175355
tiktok,Guru Ngaji Botai Pemburu Bocil,11421,8010.0,531.0,1138.0,neutral,https://www.tiktok.com/@idrisyushardy/video/7646206833312468231,2026-06-09 00:10:35.310952
tiktok,Duit lama bukan semua ada harga,10400,6303.0,441.0,963.0,neutral,https://www.tiktok.com/@michealduitlamaxx/video/7641126964325043477,2026-06-09 00:10:20.573094
tiktok,These are the best drag tunes in fix it up! #fyp #viral #roblox #fixitup #viralvideo,10394,7942.0,0,482.0,positive,https://www.tiktok.com/@greenvillerr/video/7604689770672934157,2026-06-09 00:10:15.615626
tiktok,jangan pernah menyesal untuk bersodaqoh #gusiqdam #gusiqdammuhammad😊 #gusiqdammuhammad #gusiqdamterbaru #sodaqoh,9904,3580.0,128.0,3828.0,negative,https://www.tiktok.com/@ngaoskaweruh/video/7313777911301950725,2026-06-09 00:10:27.906247
