Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,QueryID,Negeri,Jenis_Suara,Weight_Analisis,SeedQuery,StreamLabel
news,post,e451bb67375f01ed,New PETRONAS Syntium Delivers Enhanced Engine Protection and Fuel Efficiency - Media OutReach Newswire. New PETRONAS Syntium Delivers Enhanced Engine Protection and Fuel Efficiency - Media OutReach Newswire&nbsp;&nbsp;Sin Chew Daily,https://news.google.com/rss/articles/CBMiakFVX3lxTFBha29PV2IzdGJIU2V2NFU0Umo1aWFhSWJjOEtNM0VLNjVxR2c5N09Ocm5GTm96amNSRzgxa2dteFlQS1hUcU5ORThYeGx2TFZsejBVTHBFWkxhYWY5cTZaZUxzS0NMU2ZBMEE?oc=5,,2026-06-12T07:00:00+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Melaka OR 马六甲 when:30d",Media Cina Melaka
news,post,250c60ef104fd0db,Malaysia’s low unemployment masks deeper crisis of underemployed graduates. Malaysia’s low unemployment masks deeper crisis of underemployed graduates&nbsp;&nbsp;MySinchew,https://news.google.com/rss/articles/CBMickFVX3lxTFB0b1o2YmZuY200NXdabzBPOWJtemlRMzZrV0x4SUhsUXdkN2JPd25odTZmVFRmdXBRbzd4V1l3NTkyd09pVk5UOEVDQzQ4dnZyUUl6Zk5XcU8zOFJOUUNmTDFvNWJ2VHBFVDQ4N2gxbjZ1dw?oc=5,,2026-07-04T09:48:09+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Melaka OR 马六甲 when:30d",Media Cina Melaka
news,post,827af43f20f0880a,"Over 1,000 Malaysians in 2km queue for jobs with starting pay of $1.1k. Over 1,000 Malaysians in 2km queue for jobs with starting pay of $1.1k&nbsp;&nbsp;The Straits Times",https://news.google.com/rss/articles/CBMi0gFBVV95cUxPckJ3YnlVWmJvQjBMSHFkVFk5VG5qZTJXRmxzZEFiZXd0RWVBU21BNkJFc2lRay1ISXp6SmhJMk1MeFZUWGp4WHl1Qkd2WDN1ZEY3bXRJZlhuZnR3ckRYa3lXdWhWSGVXRFF1U2FhR3dkdlYzSUVyT0xlOTAwbWY1eFhlSnNhVktXLURIV0R6cnY0cnY4Qk1jZEhsSUlERFloUjFxMVhvd0N0WlpuMl9uV1I5ZGdIUE5RN01CUGNHNTdDSHl0NUJXZTFLOU5jMWpMaWc?oc=5,,2026-06-17T07:00:00+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Melaka OR 马六甲 when:30d",Media Cina Melaka
news,post,b8d270c1a9d070e6,Good salary offered by Infineon attracts long queue of job seekers: Melaka human resources exco. Good salary offered by Infineon attracts long queue of job seekers: Melaka human resources exco&nbsp;&nbsp;MySinchew,https://news.google.com/rss/articles/CBMickFVX3lxTE9QM3lra2JEc0pxOFNURWtxcmRhdTNxVWtYbC1SYVhSa09wbG13eURYVHY5SVpEaGFET3ZGTm5mTWhJSzBCSlJwRmZhYzNnelF3VW1IWUNEZnQ5NGZ0c2NRaDJtajdaM28ySi1Pb1UzWS04QQ?oc=5,,2026-06-16T07:00:00+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Melaka OR 马六甲 when:30d",Media Cina Melaka
news,post,4eb290cfdb83badd,Pekanbaru–Melaka flight boosts health tourism from Indonesia - News. Pekanbaru–Melaka flight boosts health tourism from Indonesia - News&nbsp;&nbsp;MySinchew,https://news.google.com/rss/articles/CBMickFVX3lxTE5JOGlpQnJnbFNOX2VrRXlyUTRvNk92dlQxX19nQ2dQX3h5UkZIVmlicFZXdXJqbjRZcENMNkVzNFdxTHV2TjhkTGlNZW83bDZWZUFiNl9ZT1FhY3NJaGoxd0lXMWljbmk5ZVNXVllHUjJCZw?oc=5,,2026-06-13T07:00:00+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Melaka OR 马六甲 when:30d",Media Cina Melaka
news,post,c8244079d5afed75,"German MNC’s Melaka recruitment drive triggers 1 km queue of 1,000 job-seekers. German MNC’s Melaka recruitment drive triggers 1 km queue of 1,000 job-seekers&nbsp;&nbsp;MySinchew",https://news.google.com/rss/articles/CBMickFVX3lxTE1qenVjcWhIUWRIb0VTcTRSLXNFVmdxaGc5S1RvNnk2bzNyMU5QbDhLM2hVZUxqTFp2dUVnanhfb25KT2V2MG5jbjRtNjRLYTRQQXQ0WklCNHdlZ29tYTNQeGZJMjF2UlBLeTdtMUxhWFVDZw?oc=5,,2026-06-15T07:00:00+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Melaka OR 马六甲 when:30d",Media Cina Melaka
news,post,184ee532fd8577b2,"Thousands Turn Up For 400 Jobs At Melaka Semiconductor Factory Offering RM3,500 Starting Pay. Thousands Turn Up For 400 Jobs At Melaka Semiconductor Factory Offering RM3,500 Starting Pay&nbsp;&nbsp;says.com",https://news.google.com/rss/articles/CBMivgFBVV95cUxObHNwYzYyRTdpNzdFeGhyR0NJUmNEQXJidExCLVJ0T0xhOVJJdGlEeDJSemhMY0ZJNi00eEtzeU81MmxlOTZUZnhndGI3M2Rhald2Zm5yNjNOdDN0bWtrbjFKeExqUE1YTjN4X2JITlhUVlFaNEhVT0k3MnBKTVpjMjg1QWw3TzEwVF9pUVhEdGlQN0RndXNEVnd0OWc5TjlfTGwtWGJHZllHUTY3Q3BLYVdvckNMaVhyNjh6WVN3?oc=5,,2026-06-15T07:00:00+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Melaka OR 马六甲 when:30d",Media Cina Melaka
news,post,ab9373e17477e0f6,British Man Crashes Friend’s Car Into Melaka Homestay While Taking It To The Workshop. British Man Crashes Friend’s Car Into Melaka Homestay While Taking It To The Workshop&nbsp;&nbsp;WeirdKaya,https://news.google.com/rss/articles/CBMibkFVX3lxTFBla19ZTkxoTU8zS1JmeE1aQ2I2b2tfYk8zbXVrSVRBM2d6d0tvT0FrM2JtQnNmOGtzX0RJcmxSVXY5Z185RFBkbjFoUnBGX0VfeHh0elA0S0FyZHdPdnV5MVlKQ2xsU1JSSkM5Mnp3?oc=5,,2026-06-10T10:24:44+00:00,0,0,0,0,0.0,0,S3A1,Melaka,media_chinese,Tinggi,"""Sin Chew"" OR ""China Press"" OR ""星洲日报"" OR ""中国报"" Melaka OR 马六甲 when:30d",Media Cina Melaka
news,post,7b1f9d8c592313ef,"Melaka PRN to follow after Johor, Negeri Sembilan – Ab Rauf. Melaka PRN to follow after Johor, Negeri Sembilan – Ab Rauf&nbsp;&nbsp;The Vibes",https://news.google.com/rss/articles/CBMipAFBVV95cUxPTnRpbnRwcUxEa3FvY3o1X3phT3Jwb3d0RU95b0NTaHJWbzJsX2g3SERreDgwWVR5TU5HWHJabVduSFNfTXRsdkNScXNDWkttSXVEekllUnlqamZoN2VnTVVGQk1jdWF4YXBwaG1EYjhLUVFEUnN4cjlibXRRUjRXcGtRSDZROXYtQmtxbl9pRm5PMkdDUVlZUFJ6QzFFVmNnNGlPUA?oc=5,,2026-06-22T07:00:00+00:00,0,0,0,0,0.0,0,S3B2,Melaka,seat_bandar,Tinggi,"Melaka OR ""Bandar Hilir"" calon OR PRN ""Melaka"" when:30d",Bandar Melaka (Bandar Hilir)
news,post,65ff9e912f04df93,Melaka Polls Not A Platform For Provocation - Ab Rauf. Melaka Polls Not A Platform For Provocation - Ab Rauf&nbsp;&nbsp;Bernama,https://news.google.com/rss/articles/CBMidkFVX3lxTE95czRKZHFCbF9SbWFiOGs5STItRVBORGo4MjBlUnpvN2hNVWZEN3luWk0xOHpWSWFtb2Rzdy1CaE5FZHliU1lyWU5ocUlCNXRfZ0VGaktJUUdEQ3dqWlpqX0FIUkk2M3pSb2RFbHczRzA4czNpVXc?oc=5,,2026-07-01T07:00:00+00:00,0,0,0,0,0.0,0,S3B2,Melaka,seat_bandar,Tinggi,"Melaka OR ""Bandar Hilir"" calon OR PRN ""Melaka"" when:30d",Bandar Melaka (Bandar Hilir)
