Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
x,post,2020859257894109672,https://t.co/wc9udWYTYq,https://x.com/VaibhavPok72608/status/2020859257894109672,neutral,Mon Feb 09 13:56:07 +0000 2026,0,0,0,0,0.0,0
x,post,2020859231692537887,"Modi paid $500 billion as “strategic orbit rehabilitation fees” to Trump while rivals like Vietnam & Malaysia got settled deals. 

India gets an “interim” framework cutting tariffs from 50% to just 18%; still higher than others.

Bloomberg calls it an “IMF bailout” where we PAY instead of receiving aid. Forced to abandon Russian oil under Ukraine war pressure. Farmers sold out for photo-ops.

This isn’t diplomacy, it’s a surrender with a price tag. National sovereignty mortgaged for personal PR.",https://x.com/TheSincereDude/status/2020859231692537887,neutral,Mon Feb 09 13:56:01 +0000 2026,0,0,0,0,0.0,0
x,post,2020859226919248182,https://t.co/1kGuyNC6CC,https://x.com/ShelarNiti94058/status/2020859226919248182,neutral,Mon Feb 09 13:56:00 +0000 2026,0,0,0,0,0.0,0
x,post,2020859175006343445,https://t.co/bGtou8L7wP,https://x.com/PratibhaP4242/status/2020859175006343445,neutral,Mon Feb 09 13:55:47 +0000 2026,0,0,0,0,0.0,0
x,post,2020859125509304792,https://t.co/waty0vmMXU,https://x.com/VaibhavPok72608/status/2020859125509304792,neutral,Mon Feb 09 13:55:35 +0000 2026,0,0,0,1,0.0,0
x,post,2020859087437603073,Game piala malaysia smlm https://t.co/2I0lPblUJy,https://x.com/UmarAzizAvy/status/2020859087437603073,neutral,Mon Feb 09 13:55:26 +0000 2026,0,0,0,2,0.0,0
x,post,2020859044450177382,"👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼

𝐏𝐌 𝐌𝐨𝐝𝐢 𝐡𝐚𝐬 𝐩𝐮𝐭 𝐈𝐧𝐝𝐢𝐚𝐧 𝐜𝐮𝐥𝐭𝐮𝐫𝐞 𝐨𝐧 𝐭𝐡𝐞 𝐠𝐥𝐨𝐛𝐚𝐥 𝐬𝐨𝐟𝐭 𝐩𝐨𝐰𝐞𝐫 𝐦𝐚𝐩. 🇮🇳

Watch some captivating visuals from our Honourable 
Prime Minister Shri 
Narendra Modi's 🙏🏼 🙏🏼 🙏🏼 
visit to Malaysia. 🎥 https://t.co/88QPiYa0dS",https://x.com/Dr_SJeyakkannan/status/2020859044450177382,neutral,Mon Feb 09 13:55:16 +0000 2026,0,0,0,0,0.0,0
x,post,2020859042923467243,https://t.co/GVrhmR5CFo,https://x.com/PratibhaP4242/status/2020859042923467243,neutral,Mon Feb 09 13:55:16 +0000 2026,0,0,0,1,0.0,0
x,post,2020858993837502714,https://t.co/nwwrx99NLK,https://x.com/VaibhavPok72608/status/2020858993837502714,neutral,Mon Feb 09 13:55:04 +0000 2026,0,0,0,1,0.0,0
x,post,2020858934051905575,"@InsaneReality https://t.co/FSQzrQpS2d

News article about the accident in Malaysia, in case anyone accuses the video of being AI.",https://x.com/fatcatlim/status/2020858934051905575,neutral,Mon Feb 09 13:54:50 +0000 2026,0,0,0,1,0.0,0
