platform,post_content,comment_content,engagement,sentiment,date
tiktok,,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,13,neutral,2026-06-11T16:34:52.456537
tiktok,,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,13,neutral,2026-06-11T16:34:55.607210
tiktok,,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,13,neutral,2026-06-11T16:34:57.412288
tiktok,,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,13,neutral,2026-06-11T16:34:59.097409
tiktok,,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,13,neutral,2026-06-11T16:34:59.802157
tiktok,,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,13,neutral,2026-06-11T16:35:00.584745
tiktok,,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,13,neutral,2026-06-11T16:35:01.260092
tiktok,,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,13,neutral,2026-06-11T16:35:01.950946
tiktok,,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,13,neutral,2026-06-11T16:35:02.766960
tiktok,,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,13,neutral,2026-06-11T16:35:03.471558
tiktok,,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,13,neutral,2026-06-11T16:35:04.154884
tiktok,,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,13,neutral,2026-06-11T16:35:05.014018
tiktok,,nk Tanya....boleh ker permasyuran tanpa Undang yg 4 dan Tuanku Besar Tampin ....,13,neutral,2026-06-11T16:35:05.665744
