platform,post_content,comment_content,engagement,sentiment,date
facebook,,"Kejayaan = beri manfaat pada orang lain, bantu org lain",190,neutral,2025-12-18 04:50:47+00:00
facebook,,"Itu la kenapa dalam agama .manusia pling tinggi nilainya ialah manusia yg memberi manfaat kepada manusia lain...

Anak2 skrg sgt2 perlu diubah perspektif kejayaan  dipandang dari sudut yg lebih meluas",80,negative,2025-12-18 07:40:20+00:00
facebook,,Saya suka content begini,63,positive,2025-12-18 09:54:29+00:00
facebook,,"Duduk berkampung di hospital nampak tukang cuci lap lantai, technician betulkan lampu, abang kakak catering hantar dan kutip makanan, abang kakak sekuriti jenguk tengok keselamatan, semuanya saya harg",47,positive,2025-12-18 11:19:03+00:00
facebook,,"Kalau dia mula lukis orang lidi dan pecah kepada 2, 2 kepada 4, 4 ke 8, maka cepat² la pura² bini call panggil balik.",35,negative,2026-02-17 04:17:02+00:00
facebook,,"ni baru betul, ciduk kes semasa tp tukar sebagai nasihat dan peringatan pada umum. bukan jdikan isu semasa utk jatuhkan seseorang. kdg stu isu tu kna tilik lebih lama dan bukan ikut turut kondem.",31,negative,2025-12-18 05:04:01+00:00
facebook,,"okaylah dia nak share peluang. Jika tak berminat tolak secara baik. Jika minat mana tau itu sebagai titik permulaan untuk kalian dapat belajar sesuatu dr situ.

Sebab saya pun berfikiran macamni dahul",28,positive,2026-02-17 02:15:57+00:00
facebook,,Hormat dengan penulisan Admin PHM. Rasanya SU PM pun tak boleh nak olah penceritaan dan syarahan seperti ini.Penuh nasihat dengan gaya lenggok bersahaja. Unsur Kecindan disemai dengan wadah nasihat.Te,25,positive,2025-12-18 06:44:20+00:00
facebook,,Banyak pembeli pembeli gaharu yg berhenti membeli teras hutan di sebap kan susah lepas di pintu2 keluar masuk negara dan persempedanan nagara juga.. ini di sebapkan kerajaan memperketatkan undang unda,24,negative,2023-06-28 07:10:50+00:00
facebook,,Tak teringin nk hantar mak ayah pergi haji ka tuan2..,21,neutral,2026-02-17 01:16:10+00:00
facebook,,Cari toke kilang proses minyak gaharu dia tembang semua tak payah cuci,21,negative,2024-06-28 12:27:12+00:00
facebook,,MLM - member lama muncul 🤣,20,negative,2026-02-16 17:10:38+00:00
facebook,,"Bukan harga teras xde harga... Yang membeli tu pijak harga, beli harga yahudi nasroni... Barang itam, dia da tau da ke mana dia nak jual.. dia kata la ni kayu injek la, sekarang da xde kayu utan la...",20,negative,2023-06-28 05:22:48+00:00
facebook,,"Cara mereka DAP luas kan pengaruh melalui NGO termakan budi habislah undi sokong mereka..utk tawan kawasan MP parlimen.. ADA makna tuu !
Susu halal ka tidak, mana pihak bertanggungjawab halal TIADA am",20,negative,2024-10-29 14:52:19+00:00
facebook,,"Saya agent unit trust. 98% client saya adalah strangers. Alhamdulillah... Dibina atas kepercayaan. Dibina atas niat membantu. 

Kawan2 tak pernah saya paksa. Dia tak tanya saya tak cakap. Lagi pun tak",19,negative,2026-02-17 09:49:39+00:00
facebook,,Tak semua orang suka kaya. Kadang2 suka peanut atau sambal bilis.,18,positive,2026-02-17 00:57:42+00:00
facebook,,"BANK-BANK pun sama.. telefon  dengan ayat MENGHARGAI...

lepas tu TIADA soalan encik berminat atau tak?? 

Tapi ayat perangkap.. ""saya teruskan ye"" bermakna da setuju..

Terkadang hilang jugak adab sa",18,negative,2026-02-17 00:18:40+00:00
facebook,,terbaikkk lahhh min PHM ni…semua tulisan besttt dibaca!🥰🥰,15,negative,2025-12-18 14:37:30+00:00
facebook,,"bnda ni dh jd kt sy 20 thn dulu. kwn call konon nk ajak catch-up pdhal masa study dulu sy lgsg xde dlm circle dia. xpe, sy layankan. jupe, belanja mkn-minum & lepas kuar script cari downline dia. pjg ",14,neutral,2026-02-16 14:02:03+00:00
facebook,,Nk bt kayu api ke boss?,11,neutral,2024-06-28 08:10:30+00:00
facebook,,Iskandar Omar org yg buat minyak,9,neutral,2024-07-02 11:38:04+00:00
facebook,,"Aku buat dri kikir chainsaw ketuk dn gosok longkang
Boleh pkai dri yg bli kt kedai
Pandai gosok MMG tajam",9,neutral,2023-11-22 05:31:34+00:00
facebook,,Kau sptut nya minta deposit ba itu bru tda rugi amai,8,neutral,2025-03-15 04:13:23+00:00
facebook,,"Bagus min up pasal ni, sesiapa yg bekerja dlm bidang kesihatan sgt dipandang rendah walaupun dr, bila makan ubat tak baik terus ckp dr b***h sedangkan proses diagnosis penyakit ni byk step2 yg perlu d",8,negative,2025-12-19 01:14:36+00:00
facebook,,"Kalau kawan tanya tengah buat kerja sampingan apa, jawab ja sepatah ""Public Gold"" - contohnya -. 

Kalau dia tanya detail baru syarah produk apa, sebab tu tanda dia berminat.

Kalau dia tak tanya deta",8,negative,2026-02-17 04:03:38+00:00
facebook,,"Di kalangan taik taik MLM ni mereka ada networking. Kalau dia dah mark kita memang anti taik MLM, memang mereka tak berani masuk dekat. Kita kena ada reputasi itu. 

Tips dia simple saja. 
Bila dioran",8,negative,2026-02-16 12:43:24+00:00
facebook,,mohon tuan share sikit gambar kayu2 tuan. sbb kalau semata claim hutan. tidak memadai. Mesti ada kriteria kualiti dan kuantiti sesuai.  juga kita perlu ingat. byk yg keluar dari hutan jugak adalah kay,6,negative,2023-06-28 07:43:42+00:00
facebook,,Betul sangat,5,negative,2025-01-03 03:12:12+00:00
facebook,,Abg kena kenal gred dulu.. Mcm mana A.. Mcm mana B dan sterusnya.. Gred2 kayu bwk wajib ambk tau.. Mana laku.. Mana tak laku.,5,negative,2025-01-03 04:03:09+00:00
facebook,,,5,neutral,2025-01-05 09:50:36+00:00
facebook,,Congratulations Jenn😍 Daebakk❤️❤️,5,positive,2026-05-23 15:29:00+00:00
facebook,,To serve mankind is the most honorable job in the world but it’s not for everyone.,5,neutral,2025-12-18 12:58:29+00:00
facebook,,"Saya ada tiga pokok Gaharu,,sdh kena suntik umur 10 tahun,,",5,negative,2023-06-30 06:14:03+00:00
facebook,,Dalam shopee pun ada jual alat² cmni..china punya..,4,neutral,2023-11-22 00:15:27+00:00
facebook,,Kayu apa...,3,negative,2025-01-05 09:51:07+00:00
facebook,,Ini mcm kayu pulai saja,3,negative,2025-03-15 04:38:31+00:00
facebook,,Batang gharu tak jadi teras tu,3,neutral,2025-03-15 04:55:25+00:00
facebook,,Sejak dua menjak nih sy menjadi peminat Public Health Malaysia . Banyak dah post Dr PHM buatkan hati saya bergetar dan mata berair. Saya turut salurkan info drp PHM kpd anak didik saya. Betul sgt org ,3,negative,2025-12-20 04:35:21+00:00
facebook,,Sudah berlaku pada bijih timah. X berbaloi melombong krn kos lbh tinggi drp jualan. Inilah juga yg akan berlaku pada pasaran durian nnti ... diikuti dgn kinam pulak. Saya simpati .... Wallhua'lam.,3,negative,2023-06-28 07:14:06+00:00
facebook,,Saya ada tanam pokok gaharu ni kat tepi rumah dan kawasan kbun biar mcm tu jer la...sbb kurang ilmu,3,negative,2023-06-28 08:12:57+00:00
facebook,,Nasib baik xpikul kayu balak...Lau xdh masuk books of rekod...hu3,2,negative,2025-03-15 04:44:09+00:00
facebook,,buyer x boleh pakai,2,positive,2025-03-15 08:50:26+00:00
facebook,,Bukan mudah menyuci kayu  untuk dptkn  teras,2,negative,2025-03-15 04:05:04+00:00
facebook,,Mainan harga..,2,negative,2023-06-28 05:55:44+00:00
facebook,,"LEMAK LEMBU TIDAK HALAL DALAM SUSU TEPUNG - Moga umat Muslim harus Waspada.

Seorang profesor  dari Institut Penyelidikan Halal hari ini mendedahkan adanya syarikat pembuat susu tepung menggunakan lem",2,negative,2024-10-31 07:13:44+00:00
facebook,,Berapa harga supper king dan grade a b  c masa ini boss,2,positive,2023-11-22 01:51:20+00:00
facebook,,Otai,2,neutral,2023-11-22 00:19:38+00:00
facebook,,"Len kali..bayag separuh..ok..deal..
Bnyk lanun woi",1,neutral,2025-03-15 04:33:38+00:00
facebook,,Hehehe.penganayaan,1,positive,2025-03-15 05:34:22+00:00
facebook,,"kita banyak kali dah kena gitu bang , sekrg ni kita ambik deposit 50/100, . klau dia x jdi ambik kyu,duit tu kira burn...",1,negative,2025-03-15 06:00:43+00:00
facebook,,Congratss dean👏👏.. So proud of u🥰🥰,1,positive,2026-05-23 11:24:32+00:00
facebook,,,1,neutral,2026-05-23 12:14:47+00:00
facebook,,,1,neutral,2026-05-23 17:41:49+00:00
facebook,,,1,neutral,2026-05-24 00:40:39+00:00
facebook,,Thaniah Mandak🎉🎉🎉🎉🎉,1,positive,2026-05-23 18:38:19+00:00
facebook,,"Baik jual teras kemuning je tuan dengar khabar harga da cacah rm3500/kg,syg dulu tahun 1981 baru rm2.30/kg,x lama lgi banyakla rumah2 lama kat kg yg kebenyakan pakai teras kemuning balak tu roboh seba",1,negative,2023-06-30 16:05:05+00:00
facebook,,Yea la..susah sngt nk order..kena buat sendiri,1,neutral,2023-11-22 14:13:37+00:00
facebook,,power tu,1,neutral,2023-11-22 03:56:42+00:00
facebook,,Sebab Inoculants,0,neutral,2025-01-07 15:30:55+00:00
facebook,,Lain kli minta lh deposit dulu,0,neutral,2025-03-15 22:25:52+00:00
facebook,,,0,neutral,2025-03-15 04:00:29+00:00
facebook,,Congratss Jenn❤️‍🔥❤️‍🔥,0,positive,2026-05-27 11:56:20+00:00
facebook,,Congrats gojes! 😍,0,negative,2026-05-26 15:55:40+00:00
facebook,,Tahniah JennMuah Studio,0,neutral,2026-05-23 14:22:51+00:00
facebook,,Congratulations mandak n team! 😍,0,positive,2026-05-24 02:35:20+00:00
facebook,,Ya kayuapi bossku,0,neutral,2024-06-28 09:36:34+00:00
facebook,,Mantap,0,positive,2025-02-20 16:22:00+00:00
facebook,,,0,neutral,2025-03-15 04:05:53+00:00
facebook,,,0,neutral,2025-03-15 04:05:44+00:00
facebook,,,0,neutral,2025-03-15 04:05:34+00:00
facebook,,,0,neutral,2025-03-15 04:05:28+00:00
facebook,,0168871604 koll sy kita boleh brbincang pasal harga ok,0,neutral,2023-06-28 10:18:34+00:00
facebook,,Nak tanya pokok yg kena injek btul ka xda harga,0,negative,2023-06-28 13:22:07+00:00
facebook,,Terbaiklah teruskan perjuangan dan usaha yg baik selamat malam sahabatku,0,positive,2024-11-03 14:30:43+00:00
