Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
facebook,post,,,https://www.facebook.com/share/18qaCVtwpf/,,,neutral,2026-07-08 07:04:27.264600+00:00,0,0,0,0,0.5,0,,,neutral,0.0,unknown,Unknown,,0.0,neutral,0.0,0.0,0.0,0.0,0.0,0.0
facebook,post,122106884883379555,"Tokoh Tokoh yang ditunggu-tunggu akhirnya hadir ke Endau!😃

YAB Dato' Seri Muhammad Sanusi Md Nor
Menteri Besar Kedah akan bersama rakyat dalam Ceramah Mega Perikatan Nasional.

Kalau sayang Endau, jangan sekadar tengok di Facebook.
Datang. Dengar sendiri. Nilai sendiri.

📍 Jumpa kita di Ceramah Mega!
Jom Jaga Endau. Jom Jaga Johor.

#UstazHakimi
#JomJagaEndau
#EndauBerkatSejahtera
#BerkatPrihatinSejahtera",https://www.facebook.com/reel/27604019439262030/,,,positive,2026-07-08 06:42:11+00:00,8,0,0,0,0.987848538160324,8,,,positive,0.9594951272010803,malay,Malay/Bumiputera,Unknown,0.0,love,0.10088402032852173,0.07532857358455658,0.03930152952671051,0.16830427944660187,0.5067381858825684,0.0541798435151577
facebook,post,122106871737379555,"🚨 FLASHMOB PN N32 ENDAU! JOM TURUN RAMAI-RAMAI! 🚨

🔥 Masa untuk tunjukkan semangat!
🔥 Masa untuk bersatu!
🔥 Masa untuk gegarkan N32 Endau!

Semua jentera Perikatan Nasional N32 Endau dijemput hadir bagi memeriahkan Flashmob Perikatan Nasional N32 ENDAU. 

👕 Dress Code : Baju Perikatan Nasional atau pakaian berwarna bendera PN. 

🤍 Biar padat. Biar padu. Biar semua nampak semangat kita!

📢 Ajak seorang, bawa dua. Ajak dua, bawa satu pasukan! Jangan sekadar jadi penonton, jadilah sebahagian daripada gelombang semangat N32 Endau!

Kita turun. Kita bersatu. Kita gegarkan Endau! 💪🤍

#CalonNo1
#CalonAnakMuda 
#N32Endau
#BerkatPrihatinSejahtera 
#EndauBerkatSejahtera",https://www.facebook.com/UstazHakimi01/posts/pfbid033y395LBYPiRxKe1NHkVpvqGpnwQ8efNg36wfrTzLfDg3h9bunqETr1SoargsZTQcl,,,positive,2026-07-08 05:57:50+00:00,16,1,3,0,0.9528616070747375,20,,,positive,0.8428720235824585,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.05008303001523018,0.044370438903570175,0.28313779830932617,0.030497713014483452,0.24938198924064636,0.030087124556303024
facebook,comment,Y29tbWVudDoxMjIxMDY4NzE3MzczNzk1NTVfMjEwODM5NjI5MzM4ODQ2Mg==,"Undi No. 1, Ustaz Hakimi

#UstazHakimi
#JomJagaEndau
#EndauBerkatSejahtera
#BerkatPrihatinSejahtera",,https://www.facebook.com/UstazHakimi01/posts/pfbid033y395LBYPiRxKe1NHkVpvqGpnwQ8efNg36wfrTzLfDg3h9bunqETr1SoargsZTQcl,pfbid033y395LBYPiRxKe1NHkVpvqGpnwQ8efNg36wfrTzLfDg3h9bunqETr1SoargsZTQcl,neutral,2026-07-08 06:39:05+00:00,0,0,0,0,0.5,0,Syed Razman,0.0,neutral,0.8246722221374512,english,Malay/Bumiputera,Malay/Bumiputera,0.74,no_clear_emotion,0.04088865965604782,0.016481798142194748,0.1001812070608139,0.026632079854607582,0.3372451364994049,0.03127327561378479
facebook,comment,Y29tbWVudDoxMjIxMDY4NzE3MzczNzk1NTVfMjIxMjYyNzEyMjkwOTM3Ng==,JOM ANAK MUDA MERSING TURUN SERTAI FLASH MOB,,https://www.facebook.com/UstazHakimi01/posts/pfbid033y395LBYPiRxKe1NHkVpvqGpnwQ8efNg36wfrTzLfDg3h9bunqETr1SoargsZTQcl,pfbid033y395LBYPiRxKe1NHkVpvqGpnwQ8efNg36wfrTzLfDg3h9bunqETr1SoargsZTQcl,neutral,2026-07-08 06:07:08+00:00,1,0,0,0,0.5,1,Alif Akmal,0.0,neutral,0.7769030332565308,english,Mixed/Urban,Unknown,0.25,no_clear_emotion,0.07426154613494873,0.026546962559223175,0.055893901735544205,0.02115044929087162,0.3098045587539673,0.02448708936572075
facebook,comment,Y29tbWVudDoxMjIxMDY4NzE3MzczNzk1NTVfMTkyNDA2NjYzODE1ODY3MA==,Jom² rindu nya nk kibar bendera n angkat poster calon💚,,https://www.facebook.com/UstazHakimi01/posts/pfbid033y395LBYPiRxKe1NHkVpvqGpnwQ8efNg36wfrTzLfDg3h9bunqETr1SoargsZTQcl,pfbid033y395LBYPiRxKe1NHkVpvqGpnwQ8efNg36wfrTzLfDg3h9bunqETr1SoargsZTQcl,neutral,2026-07-08 06:50:15+00:00,0,0,0,0,0.5,0,Roy Twinmom,0.0,neutral,0.5299886465072632,english,Mixed/Urban,Unknown,0.25,love,0.11339489370584488,0.0808030366897583,0.04362134262919426,0.16492442786693573,0.4980250895023346,0.0487896129488945
facebook,post,122106868209379555,"Ada yang sudah lama dalam perjuangan ini,
doanya menguatkan langkah. 
Amanah ini semakin saya rasakan sesuatu yang besar, berupa amanah ramai orang yang benar-benar ikhlas.

Alhamdulillah, hari ini saya berpeluang menziarahi Al-Malak Tokoh Maal Hijrah 1448H, Ustaz Md. Nor.

Beliau menitipkan doa agar Allah mengurniakan kemenangan kepada PAS, sebuah perjuangan yang istiqamah membawa nilai-nilai Islam dan kebajikan untuk masyarakat.

Yang paling menyentuh hati, ada beberapa pesanan beliau yang benar-benar membuat saya sebak. Doakan saya terus diberikan kekuatan, keikhlasan dan istiqamah untuk memikul amanah ini sebaik mungkin. 
Jika Allah mengizinkan kemenangan, semoga ia menjadi kemenangan untuk Islam, untuk rakyat, dan untuk Endau yang lebih berkat serta sejahtera. Dan semoga saya dapat melaksanakannya dengan baik. 

Terima kasih Ustaz atas doa dan nasihat yang sangat berharga. Semoga Allah memelihara kesihatan dan memberkati usia Ustaz.

Jom Jaga Endau.
Jom Jaga Johor.

#UstazHakimi
#JomJagaEndau
#EndauBerkatSejahtera
#BerkatPrihatinSejahtera
#PNKekalEndau",https://www.facebook.com/UstazHakimi01/posts/pfbid0hPbBpZhUkz1wwAhpCJED4dx6Z9xLjfWLKdDeXAxUZQaR4ivFhi4YbxQqcxqjw8yKl,,,positive,2026-07-08 05:43:02+00:00,23,4,2,0,0.9994107544422148,29,,,positive,0.9980358481407166,malay,Malay/Bumiputera,Unknown,0.0,love,0.03125235438346863,0.03802802041172981,0.34583795070648193,0.02466696873307228,0.49480679631233215,0.03154027462005615
facebook,comment,Y29tbWVudDoxMjIxMDY4NjgyMDkzNzk1NTVfMjMwMjA3NDg2Njk5Mjc4MQ==,"Undi No. 1, Ustaz Hakimi

#UstazHakimi
#JomJagaEndau
#EndauBerkatSejahtera
#BerkatPrihatinSejahtera",,https://www.facebook.com/UstazHakimi01/posts/pfbid0hPbBpZhUkz1wwAhpCJED4dx6Z9xLjfWLKdDeXAxUZQaR4ivFhi4YbxQqcxqjw8yKl,pfbid0hPbBpZhUkz1wwAhpCJED4dx6Z9xLjfWLKdDeXAxUZQaR4ivFhi4YbxQqcxqjw8yKl,neutral,2026-07-08 06:38:53+00:00,0,0,0,0,0.5,0,Syed Razman,0.0,neutral,0.8246722221374512,english,Malay/Bumiputera,Malay/Bumiputera,0.74,no_clear_emotion,0.04088865965604782,0.016481798142194748,0.1001812070608139,0.026632079854607582,0.3372451364994049,0.03127327561378479
facebook,comment,Y29tbWVudDoxMjIxMDY4NjgyMDkzNzk1NTVfOTE0ODg1ODI0OTYyMTMz,"Undi No. 1, Ustaz Hakimi

#UstazHakimi
#JomJagaEndau
#EndauBerkatSejahtera
#BerkatPrihatinSejahtera",,https://www.facebook.com/UstazHakimi01/posts/pfbid0hPbBpZhUkz1wwAhpCJED4dx6Z9xLjfWLKdDeXAxUZQaR4ivFhi4YbxQqcxqjw8yKl,pfbid0hPbBpZhUkz1wwAhpCJED4dx6Z9xLjfWLKdDeXAxUZQaR4ivFhi4YbxQqcxqjw8yKl,neutral,2026-07-08 06:38:54+00:00,0,0,0,0,0.5,0,Syed Razman,0.0,neutral,0.8246722221374512,english,Malay/Bumiputera,Malay/Bumiputera,0.74,no_clear_emotion,0.04088865965604782,0.016481798142194748,0.1001812070608139,0.026632079854607582,0.3372451364994049,0.03127327561378479
facebook,post,1007110695260940,"Bila masuk ke dapur, bukan aroma nasi daging yang menyambut saya dulu... tetapi gelak tawa yang memenuhi ruang. 

Di dapur inilah cerita dikongsi, pengalaman diwariskan dan silaturahim dieratkan.

Inilah indahnya Program Dapur Tautan Kasih bukan sekadar berkongsi resipi, tetapi menyatukan hati melalui masakan.

Terima kasih kepada Chef Mak Ndak dan semua yang menjayakan program ini.

PILIH MAZLAN BUJANG – PMB

Calon No. 3
Calon Perikatan Nasional
N31 Kahang

#MazlanBujang #KahangBermuafakatRakyatBerkat #JomJagaJohor #CalonNo3 #N31Kahang #DapurTautanKasih",https://www.facebook.com/reel/4476404825930427/,,,positive,2026-07-08 07:00:03+00:00,3,1,0,0,0.9993967175483702,4,,,positive,0.9979890584945679,malay,Malay/Bumiputera,Unknown,0.0,love,0.028407078236341476,0.02499576285481453,0.025868313387036324,0.037760425359010696,0.5378128290176392,0.09990987926721573
