Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
linkedin,post,7447297306443382784,"𝗧𝗵𝗲 𝗕𝗮𝗰𝗸𝗯𝗼𝗻𝗲 𝗼𝗳 𝗧𝗵𝗶𝘀 𝗘𝗰𝗼𝗻𝗼𝗺𝘆

When global oil prices rise, when supply chains are disrupted, and when costs increase, the impact is not felt first by large corporations or multinationals.

It is felt most immediately by small business owners.

The nasi lemak seller who opens at 5am and sees her ingredient costs rise week by week. The workshop owner managing a growing diesel bill. The family business that has served its community for generations and now faces difficult decisions about staying open.

We see you. This government sees you.

That is why our response is grounded not only in words, but in concrete support:

• RM117 million allocated under the 13th Malaysia Plan for eight targeted MSME programmes

• RM53 million to accelerate digital and AI adoption, ensuring technology remains an enabler, not a barrier

• RM500 million in soft loans for businesses affected by global trade tensions

• RM34.9 billion in concessional SME financing through Bank Negara Malaysia

• RM60 million through MATRADE to support SMEs in expanding into new export markets, including Africa, Central Asia and Latin America

The National Economic Action Council or MTEN, is engaging directly with SMEs to understand the challenges on the ground and to shape a more responsive policy framework. This is not policy developed in isolation. It is policy built through partnership.

MSMEs contribute 39.5 percent of our GDP and employ 8.1 million Malaysians, nearly half of our workforce. When we protect small businesses, we protect the foundations of our economy. When we protect the economy, we safeguard the well-being of our people. When we protect jobs, we protect families. 

Our target under the 13th Malaysia Plan is clear. We aim to increase the share of medium-sized enterprises from 1.6 percent to 5 percent by 2030. This means enabling micro enterprises to grow into confident small businesses, and small businesses to scale into stable medium-sized firms. This is not simply economic policy. It is a long-term investment in national strength and economic resillience.

Malaysia’s economy is not built in boardrooms alone. It is built by the individuals who open before dawn and close after dark. They are the backbone of this nation, and this government stands firmly behind them.

#MalaysiaMADANI
#EkonomiMADANI",https://www.linkedin.com/posts/anwaribrahimofficial_malaysiamadani-ekonomimadani-activity-7447297306443382784-ZU8e,,,neutral,2026-04-07 15:00:41.949000+00:00,1253,106,46,0,0.5,1405,1603.0,neutral,0.6840027570724487,english,Mixed/Urban,happy,0.1841081976890564,0.12975731492042542,0.5097573399543762,0.03554829955101013,0.06989673525094986,0.017984358593821526
linkedin,post,7364506438813044739,"Malaysia’s deep tech founders don’t leave for Singapore because they love the food ... they leave because our financial system starves them.

We keep saying Malaysia wants to be an “Innovation Nation.” But our development banks still behave like it’s the plantation era ... demanding collateral, land titles, and predictable revenue streams. Try pitching them a deep tech startup built on AI, biotech, or climate solutions, and they’ll look at you like you’ve asked them to finance a spaceship to Mars.

Meanwhile, the numbers don’t lie. In 2024, ASEAN early-stage tech funding hit ~$2.8B. Guess where it went? Singapore. By Month 9, 2024, it pulled 68% of deal value. By H1 2025, it controlled a jaw-dropping 92% of Southeast Asia’s tech funding. The rest of ASEAN, including Malaysia, is left to fight for scraps.

This isn’t “bad luck.” It’s policy design.

The U.S. wires innovation into its financial DNA:
- SBIR/STTR grants de-risk early R&D.
- The DOE’s Loan Programs Office has already committed over $100B to scale deep tech infrastructure.
- Strategic incentives like the CHIPS Act crowd in private capital at massive scale.

Singapore runs the same playbook regionally ... sovereign-backed co-investments, fast regulatory sandboxes, and patient capital structures. It funds possibility, not predictability. That’s why every serious ASEAN founder eventually ends up with a Singapore cap table.

And Malaysia? We’re still trying to make deep tech fit into SME loan products.

It’s like forcing a Formula One car onto a kampung road and wondering why it can’t accelerate.

If we don’t fix this, Malaysia will become a Copy-Cat Nation (I believe we already are!) ... importing technology we should have built ourselves, instead of exporting our smartest founders across the Causeway.

The solution isn’t another glossy blueprint or “innovation corridor.” It’s rewiring our financial plumbing:
- Accept IP and patents as collateral.
- Offer milestone-based venture debt with government first-loss guarantees.
- Use government procurement as capital to validate local innovations.
- Anchor sovereign fund-of-funds that actually back deep tech, not just safe bets.
- Build regulatory fast lanes with strict timelines, not endless approval queues.

Financial policy isn’t just about loans and grants. It’s about choosing what future you want to build.

The U.S. and Singapore have already made their choice.

If Malaysia keeps funding predictability, we’ll keep buying other people’s futures.

If we fund possibility, we might just build our own.

The question isn’t “can we afford to?” It’s can we afford not to?

Right now, Singapore is eating our lunch — and we’re the ones paying for the table.",https://www.linkedin.com/posts/ainolrazman_malaysias-deep-tech-founders-dont-leave-activity-7364506438813044739-VxxP,,,neutral,2025-08-22 03:59:20.926000+00:00,466,52,118,0,0.5,636,924.0,neutral,0.49818184971809387,english,Mixed/Urban,love,0.08846895396709442,0.07404468208551407,0.21742373704910278,0.038005515933036804,0.46559426188468933,0.02153628319501877
linkedin,post,7383335681579782144,"Malaysia just got a massive RM1.898 Billion boost for industrial transformation in Budget 2026! 🚀🇲🇾

This allocation is key to raising our economic ""ceiling"" through high-quality investments and exports, while raising the ""floor"" for SMEs and the Rakyat, aligning with the MADANI Economic Framework and NIMP 2030.

Key Takeaways:

•	Investor Confidence: The new Outcome-Based Incentive Framework rolls out fully in Q1/Q2 2026. Plus, MIDA’s Investor Pass will fast-track strategic talent. Our efforts have already moved Malaysia up 11 ranks in the World Competitiveness Ranking 2025!

•	Export Strength: The Market Development Grant (MDG) for SMEs is doubled to RM60 million. We’re also providing RM500 million in easy loans via EXIM Bank to boost export resilience.

•	Strategic Sectors:

o	Semiconductors: A huge RM550 million from Khazanah/KWAP and RM500 million from Bank Pembangunan Malaysia Bhd will accelerate our shift to high-value chips. The goal: RM1.0 trillion E&E exports by 2030.

o	Halal Industry: Financing guarantees via SJPP (Syarikat Jaminan Pembiayaan Perniagaan Berhad, a company that guarantees loans to help SMEs access financing) will be increased up to RM2 billion to help us achieve a RM80 billion Halal export target by 2030.

o	NIMP 2030: Reinforced with RM200 million for CoSIF (Strategic Co-Investment Fund) to help SMEs/MTCs expand in high-value sectors.

•	Green Transition: RM16.5 billion in GLIC/GLC investments for solar and EV charging networks, building on the RM25.4 billion in Green Investments already approved.

•	Talent Pipeline: RM650 million for TVET and 3 million training opportunities from HRD Corp. This is critical to producing the high-skilled workforce our strategic sectors demand, like the 60,000 engineers for the semiconductor industry.

We are committed to swiftly implementing these measures to enhance the quality of life for the Rakyat and create more opportunities for our PKS. Malaysia is firmly on track to be a top 12 most competitive economy globally by 2033!

#TZA #MITIMalaysia #ThisIsWhereGlobalStarts #MADANIIsWorking #Budget2026",https://www.linkedin.com/posts/tengku-zafrul-aziz-31a86840_tza-mitimalaysia-thisiswhereglobalstarts-activity-7383335681579782144-b5Se,,,positive,2025-10-13 03:00:02.232000+00:00,606,29,7,0,0.9753927171230315,642,685.0,positive,0.9179757237434387,english,Mixed/Urban,happy,0.037841759622097015,0.06302836537361145,0.6573067307472229,0.023585092276334763,0.10137688368558884,0.031272344291210175
linkedin,post,7442423016636100608,"There’s a certain tragic comedy in watching Malaysia roll out its largest budget ever. For 2026, RM421 billion is on the table, with billions earmarked for Bumiputera empowerment; RM2.5 billion in micro-loans, RM5 billion in guaranteed SME financing, RM6 billion for education.

On paper, we’re building a high-income nation. In reality, we’re scaling nasi lemak vendors and government sub-contractors.

Look at the output. The TUBE programme generated RM154 million in sales ... respectable, until you realize much of it sits in basic retail and F&B. Meanwhile, RM1.32 billion in financing to Bumiputera companies translates into just 8.1% of GDP contribution.

So why isn’t the needle moving?

Because we’re misallocating talent.

Take Khairul Aming. An engineer by training ... systems, logistics, chemistry. What is he doing? Bottling sambal. His RM4 million restaurant venture pulled 3,000 bookings in minutes. Commercial genius, no question. But it raises an uncomfortable thought; what if that same brain went into deep tech?

Instead, the ecosystem nudges our brightest toward what gets funded. And funding overwhelmingly favors working capital (stock for kedai runcit) and physical assets (more restaurants).

The numbers don’t lie. Billions go to G1–G4 contractors and F&B ecosystems, while high-tech gets scraps ... RM105 million here, training programs there. In a RM421 billion budget, that’s barely a rounding error.

We celebrate success stories like Khairul Aming. Millionaire, household name. But symbolically, it reflects a policy failure. We’re channeling engineering minds into optimizing chili paste supply chains because that’s where the incentives are.

And the result? A risk-averse ecosystem. Why gamble on AI or semiconductors ... years of R&D, uncertain returns; when you can open a restoran with guaranteed loans? Why build factories when fixing drains pays faster?

We are effectively funding dominance in kopitiams and procurement, while deep tech, AI, and green energy remain someone else’s game.

The Madani government talks about a “paradigm shift.” But until we stop treating restaurateurs as the pinnacle of success, and start pushing engineers to actually engineer; we’ll remain consumers of technology, not creators.

It’s time to stop funding the sambal and start funding the silicon.",https://www.linkedin.com/posts/ainolrazman_theres-a-certain-tragic-comedy-in-watching-activity-7442423016636100608-uknC,,,neutral,2026-03-25 04:12:00.699000+00:00,274,24,87,0,0.5,385,583.0,neutral,0.5390449166297913,english,Mixed/Urban,fear,0.13291777670383453,0.28694936633110046,0.1814253330230713,0.03746578469872475,0.06307388097047806,0.052440207451581955
linkedin,post,7412754186016088064,"2025 Reflection: Grit, Growth, and the Path Ahead

What an incredible year it's been for GXS Group! As 2025 closes, we celebrated a significant achievement: booking our final tranche of collaterised lending assets and achieving a zero-finding post-completion audit. A perfect capstone to a period of intense focus and solid execution.

Looking back on my first six months as Group CEO, the overwhelming feeling is one of immense privilege and gratitude to lead our passionate teams across Singapore and Malaysia. It's been a journey of deep fulfillment, seeing the daily impact of our work, even as we navigated challenging moments and tough decisions.


From Small Steps to Big Wins:

I am truly blown away by what we’ve accomplished as a group:

🎯Regional Impact: In Singapore, we tripled assets and doubled revenue (whilst seamlessly integrating our first acquisition, GXS Capital). In Malaysia, we became the leading digital retail lender, serving a truly underserved segment—over 40% of our customers took their very first loan from us. This is the real change we set out to make.
🎯Strategic Shifts: We completed our builds to serve both Consumer & SME segments. The strategic shifts to secured lending and the launch of business banking were game-changers, making our portfolio stronger and safer. Our intensified focus on Data and AI is critical to serving our customers smarter and staying ahead.
🎯Superbank (Indonesia): Their successful IPO, being 300 times oversubscribed, was a powerful signal of public confidence in our collective vision.


The Heavy Calls: 

2025 required heavy calls to future-proof our business—decisions that were personally heart-wrenching but necessary. I want to take this time to thank my colleagues  who showed resilience, grace and commitment during these bittersweet moments.

As we look toward 2026, my commitment is a renewed rigour focused on:

☑️Obsessing over customer love, finding that unique ""value-add"" that sets us apart.
☑️Being relentless about meeting our business goals 
☑️Leveraging our ecosystem—deepening collaboration with Grab and Singtel for quicker scaling.
☑️Being the beacon for what a digital bank should be: trusted by regulators, admired by the industry, and serving the underserved with heart.

To our GXS Bank  and GXBank  teams: Thank you for your expertise, drive, and relentless commitment to change. You are essential to realising our purpose. To our shareholders, board members, and business partners: thank you for your unwavering support.

Let’s go get 2026! I am incredibly excited for the opportunities that lie ahead and the positive impact we will create together.

#GXS #GXB #DigitalBank #Let’sGoGet2026 #YearInReview #Growth #Innovation",https://www.linkedin.com/posts/pei-si-lai-82768354_gxs-gxb-digitalbank-activity-7412754186016088064-LI5I,,,positive,2026-01-02 07:18:40.259000+00:00,451,1,17,0,0.9919232070446014,469,504.0,positive,0.9730773568153381,english,Mixed/Urban,happy,0.02390623278915882,0.05380440503358841,0.7487999200820923,0.017874479293823242,0.10143624991178513,0.028657106682658195
linkedin,post,7421356206369464320,"Some of the most impactful government programs are the ones we don’t hear much about.

Last week we launched RM50 billion in loan guarantees through Skim Jaminan Pembiayaan Perniagaan (SJPP) and Skim Jaminan Kredit Perumahan (SJKP). Not for a fancy mega-project but for a mechanism that will quietly enable tens of thousands of small businesses and families to access financing they couldn't get otherwise.

The Government doesn't hand out money through these programmes, but we guarantee loans. Banks still lend their own capital. Businesses and homebuyers still repay. Markets still function. But the Government absorbs enough risk—up to 80% for businesses, and up to 120% for housing— so that banks will now lend to people they would have previously turned away.

These are people in our everyday lives: warung owners, gig workers, local product manufacturers, fishermen. Most of them don’t receive pay slips, and have no land titles for collateral. Basic requirements that make them “too risky” for banks, and so they are often marginalized when it comes to financing.
 
And yet, collectively they form a critical driving force of our economy. SMEs employ nearly half of Malaysia's workforce and contribute about 40% of GDP. The informal economy - gig workers, traders, contract workers - have grown exponentially since Covid-19 and continues to expand. Shutting them out of the financial system means hampering a key growth engine.

Every ringgit the Government puts into guarantees unlocks significantly more in actual lending. Businesses invest, hire, grow. Families build equity. Tax revenue increases. The economy expands from the base up, not just the top down.

Since 2009, SJPP has guaranteed RM116 billion in SME financing across 85,000 businesses. Since 2008, SJKP has enabled RM25 billion in home loans for 104,000 first-time buyers. In 2025 alone, 14,000 SMEs received RM14 billion in financing, while 27,000 families got RM7 billion in housing loans. Each loan makes a difference in someone's life, and collectively they create tangible impact to the country. 

Congratulations to Prokhas Sdn Bhd, Syarikat Jaminan Pembiayaan Perniagaan Berhad (SJPP) and SJKP on these achievements, and for continuing the important work of enabling growth through inclusion.",https://www.linkedin.com/posts/amir-hamzah-azizan-05990b42_some-of-the-most-impactful-government-programs-activity-7421356206369464320-R4Zc,,,neutral,2026-01-26 01:00:01.729000+00:00,412,18,8,0,0.5,438,472.0,neutral,0.5207714438438416,english,Mixed/Urban,anger,0.4353855848312378,0.06616169214248657,0.15091173350811005,0.055331192910671234,0.1582493782043457,0.019995516166090965
linkedin,post,7467459051954655232,"What's strategic direction of Maybank vs CIMB?⁠
⁠
Maybank’s quarter was about resilience, margin expansion, and broad-based franchise strength. Beyond the RM2.48b net profit, Maybank highlighted better funding mix, a higher CASA ratio, and disciplined cost management. ⁠
⁠
But the more interesting part is where it is trying to build long-term advantage: ROAR30.⁠
⁠
The bank is leaning into Islamic finance, wealth, transaction banking, investment banking, SME growth, and sustainability. Maybank Islamic remains a major engine, with total financing growing 8.6% YoY to RM326.3b, while the group also highlighted its #1 positioning in global sukuk and MYR sukuk league tables. 
⁠
On sustainability, Maybank has refreshed its ambition to mobilise RM300b in sustainable finance from 2026 to 2030, while also aiming to economically empower 3 million lives.⁠
⁠
CIMB, meanwhile, is positioning Q1 as proof that its Forward30 plan is on track. Its 4Cs strategy focuses on capital reallocation, building a stronger deposit franchise, cross-selling, and improving capabilities. ⁠

The bank is also reshaping Thailand by exiting non-core auto loans, reallocating towards wealth and wholesale, and returning up to THB11b capital to the group.⁠
⁠
CIMB also saw strong quarterly non-interest income momentum, helped by fees and Trading & FX, while its partnership with Ant International points towards cross-border payments and treasury innovation.⁠
⁠
Sources : Official Q1 2026 reports of each bank ⁠
⁠
#investments #Maybank #CIMB #banks #Malaysia #TheFinancialCoconut #investors #finance",https://www.linkedin.com/posts/the-financial-coconut_investments-maybank-cimb-activity-7467459051954655232-prIp,,,positive,2026-06-02 06:16:16.666000+00:00,385,19,1,0,0.8752957344055176,405,426.0,positive,0.5843191146850586,english,Mixed/Urban,happy,0.024142539128661156,0.05180630460381508,0.7725592255592346,0.014861720614135265,0.059611961245536804,0.027765216305851936
linkedin,post,7425163853434515457,"Digital Banks in Malaysia are Losing Money…..

Losses of RM200m–RM600m across Malaysia’s digital banks are often waved away as “startup costs.” Some losses are inevitable. Sloppy ones aren’t.

The issue isn’t digital banking. It’s the way many of these banks are being built.

Too many chase deposits before knowing how to deploy them; cos it’s the easiest to do! Paying up for money that ends up in low-yield assets creates negative carry almost immediately. In reality, deposits aren’t the constraint; capital is. With a RM300m minimum capital requirement post-graduation, every product has to justify the capital it consumes.

It’s interesting to look at what worked elsewhere.

Starling Bank treated capital, not deposits, as the scarce resource. Products were sequenced to recycle capital quickly, not to inflate balance sheets. Growth was slower; but losses were controlled.

Lending strategy matters just as much. Long-tenor, low-margin loans look impressive on paper, but they delay income and trap capital early on. Nubank did the opposite: short-duration, fast-turning credit. Capital moved faster, pricing adjusted sooner, and profitability followed.

Fee income is another blind (and “usually” ignored) spot. Payments, FX spreads, SME subscriptions; none are flashy, but they keep revenue flowing while loan books mature. Monzo leaned heavily on interchange and premium accounts long before lending carried the model.

Then there’s discipline. High customer acquisition costs and scaling loans before risk engines are ready don’t accelerate success! They just defer losses. WeBank built risk and data capabilities first, then scaled. Risk wasn’t a control function; it was the product.

The lesson from the UK, Brazil, and China is consistent: digital banks don’t become profitable quickly. They MUST become profitable predictably.

Malaysia’s next digital banking winner won’t be the fastest to grow.
It will be the one that loses slower, learns faster, and earns earlier!",https://www.linkedin.com/posts/datuk-dr-h-c-michael-lor-71b81149_digital-banks-in-malaysia-are-losing-money-activity-7425163853434515457-EhMA,,,negative,2026-02-05 13:10:15.532000+00:00,303,33,12,0,0.1011773943901062,348,405.0,negative,0.662742018699646,english,Mixed/Urban,happy,0.06009494885802269,0.2798362970352173,0.4596307575702667,0.0379565954208374,0.05406595766544342,0.044096481055021286
linkedin,post,7455664524642230272,"#132 🇲🇾 MALAYSIA’S E-WALLET WAR

Generated by Habib AI using ChatGPT.


Malaysia’s cashless economy is booming — and a handful of e-wallets are fighting to control how money moves daily.


1. 🥇 TOUCH ‘N GO EWALLET: THE ECOSYSTEM KING

Built from toll payments into a national platform, Touch ’n Go eWallet leads in real-world usage.

* 👥 Users: 20M+
* 💰 Est. revenue: RM1B+
* 📈 Profit: Near breakeven / improving
* 🚗 Strength: Toll, parking, transit, retail
* 🤝 Backed by Ant Group

👉 It’s infrastructure, not just an app.


2. 🛍️ SHOPEEPAY: THE E-COMMERCE MACHINE

ShopeePay dominates online spending within Shopee.

* 👥 Users: 15M+ (est.)
* 💰 Revenue (digital finance, Sea Limited): RM8B+
* 📉 Profit: Improving (post-subsidy phase)
* 💥 Strength: Cashback + vouchers

👉 If Malaysians shop, ShopeePay wins.


3. 🚗 GRABPAY: THE SUPER APP ADVANTAGE

GrabPay powers payments inside Grab.

* 👥 Users: 10M+ (MY est.)
* 💰 Revenue (fintech segment): RM6B+
* 📈 Profit: Turning positive (group level)
* 🍔 Strength: Rides, food, delivery

👉 Payments fuel a larger ecosystem.


4. 🏦 BOOST: THE TELCO-DRIVEN CHALLENGER

Boost (app) backed by Axiata Group focuses on financial access.

* 👥 Users: ~10M
* 💰 Est. revenue: RM300M–RM500M
* 📉 Profit: Still scaling
* 💼 Strength: SME tools, micro-loans

👉 Quietly building financial infrastructure.


5. 💳 BIGPAY: THE TRAVEL FINTECH PLAYER

BigPay by AirAsia targets global users.

* 👥 Users: 3M+
* 💰 Est. revenue: RM200M–RM400M
* 📉 Profit: Investment phase
* ✈️ Strength: Low FX, international spending

👉 Niche, but strong in cross-border use.


6. ⚔️ WHO’S REALLY WINNING?

* 🥇 Touch ‘n Go → Daily life dominance
* 🥈 ShopeePay → E-commerce transactions
* 🥉 GrabPay → Lifestyle ecosystem
* 🎯 Boost → Financial inclusion
* ✈️ BigPay → Travel niche

👉 The war isn’t about one winner — it’s about owning different habits.


7. 📊 WHY THIS WAR MATTERS

* Billions in transactions flow yearly
* Profits are still evolving across players
* Data will power lending, AI, and future finance


🔑 TAKEAWAYS

* Ecosystem > app
* Habit drives revenue
* Profits come after scale
* Niche players can win
* Malaysia is a fintech battleground 🚀


#HabibAI #TouchNGo #ShopeePay #GrabPay #BoostApp #BigPay #FintechMalaysia #CashlessSociety #DigitalEconomy #MalaysiaTech #EwalletWar",https://www.linkedin.com/posts/habibaishow_habibai-touchngo-shopeepay-activity-7455664524642230272-528t,,,neutral,2026-04-30 17:09:02.223000+00:00,288,28,2,0,0.5,318,350.0,neutral,0.7208260893821716,english,Mixed/Urban,happy,0.05757676437497139,0.04690852016210556,0.39488911628723145,0.03487777337431908,0.144718736410141,0.029668543487787247
linkedin,post,7366631865815855106,"Monee just pulled off what most #banks dream of.

In just 12 months, their #loanbook has almost doubled. From $3.5B in Q2 2024 to $6.9B in Q2 2025. At the same time, the #NPL 90+ ratio dropped to 1%. Banks usually talk about balancing #growth and credit quality, Monee is simply mastering it.

And here’s the jaw-dropper: they now have over 30 million first-time borrowers. That’s 4 million added in a single quarter. For a region where access to formal credit has always been a massive gap, this isn’t just growth. It’s system-changing. Millions of consumers and #SMEs are finally getting access to loans they couldn’t touch before.

The story isn’t only about ShopeePay either. On-platform #lending is still flying, but off-Shopee loans are quietly exploding. #Malaysia alone has already crossed $1B in outstanding loans. Off-platform SPayLater grew more than 40% in just one quarter and now accounts for over 20% of the market. That’s what expansion looks like.

Traditional banks love to present themselves as the guardians of prudent lending. Yet they’re watching from the sidelines while a tech-born lender doubles its book, keeps NPLs at record lows, and signs up tens of millions of new customers.

This isn’t a #FinTech sideshow anymore. It’s the new lending #infrastructure of #SEA.

And if you’re a traditional bank exec reading this… it should keep you up at night.

#BNPL #innovation #data #technology #disruption #riskmodels",https://www.linkedin.com/posts/davidjimenezmaireles_banks-loanbook-npl-activity-7366631865815855106-hfg0,,,positive,2025-08-28 00:45:02.212000+00:00,215,14,3,0,0.9659007370471954,232,252.0,positive,0.8863357901573181,english,Mixed/Urban,happy,0.050835590809583664,0.10183010250329971,0.35857152938842773,0.040560897439718246,0.14903926849365234,0.07191809266805649
