Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
instagram,post,3902218846837708057,"Dapur rakyat lagi diuji…
Gas makin langka, minyak makin mahal.
Masak sekarang bukan soal bisa atau tidak, tapi kuat bertahan di tengah kebutuhan yang terus naik. 🥲🔥
Semoga keadaan segera membaik dan rezeki kita semua selalu dicukupkan. 🙏💔

#GasLPG #MinyakMahal #SuaraRakyat #MutmainahRiyanto",https://www.instagram.com/p/DYnd13JmJUZ/,negative,2026-05-21 21:59:18+00:00,0,0,0,0,0.005212587118148815,0,0.0,negative,0.9826247096061707,malay,Malay/Bumiputera,fear,0.12532484531402588,0.4154945909976959,0.14125606417655945,0.05886421352624893,0.1626918613910675,0.02799556590616703
instagram,post,3900803766388669273,"Assalamualaikum, selamat pagi dan selamat beraktifitas 
Hari ini pasti tambah sepi jalanan karena kendaraan tidak bisa berjalan tanpa adanya minyak 🤦‍♀️🤦‍♀️,, semoga ini cepat teratasi
#minyaklangkah
#minyakmahal
#swmangatcqriminyak
#semuaorang
#jangkauanluas",https://www.instagram.com/p/DYicFuyGjtZ/,positive,2026-05-19 23:07:48+00:00,0,0,0,0,0.9993695735931396,0,0.0,positive,0.9978985786437988,malay,Malay/Bumiputera,fear,0.10363714396953583,0.40762999653816223,0.06894589215517044,0.15242092311382294,0.2032601237297058,0.03125658631324768
instagram,post,3900341681731856647,"Minyakita Kembali Langka dan Mahal, Wajah Klasik Tata Kelola Pangan Indonesia Kembali Terulang

Lintas24jam.com - Jakarta, 19 Mei 2026 – Persoalan distribusi dan harga pangan kembali memperlihatkan wajah klasik tata kelola pangan Indonesia. Program minyak goreng rakyat Minyakita, yang seharusnya menjadi solusi minyak goreng murah untuk masyarakat, kembali mengalami kelangkaan di berbagai daerah. Kalaupun tersedia, harga jualnya melambung jauh di atas Harga Eceran Tertinggi (HET) yang telah ditetapkan pemerintah.

Temuan terbaru menunjukkan harga Minyakita per liter dijual mulai Rp21.000 hingga Rp22.000, sementara kemasan 2 liter dijual mencapai Rp38.000 di sejumlah pasar tradisional. Kondisi ini memunculkan pertanyaan besar terkait efektivitas pengawasan distribusi pangan nasional.

#minyakita #minyaklangka #minyakmahal",https://www.instagram.com/p/DYgzBg6RukH/,neutral,2026-05-19 07:49:44+00:00,0,0,0,0,0.5,0,0.0,neutral,0.9897632598876953,malay,Malay/Bumiputera,anger,0.217804417014122,0.16164560616016388,0.03380001708865166,0.18336588144302368,0.1745227724313736,0.055255912244319916
instagram,post,3897606547853769484,yg lagi naik daun di bahodopi minyak sudah di harga 62.000 😌😌 bagaimna tidak menyala uang merah  kalau minyak 1 biji saja sudah melayang mi dia kasian 🤭😌#minyakmahal #bahannaik #fyp,https://www.instagram.com/p/DYXFIE_D3sM/,negative,2026-05-15 13:15:29+00:00,0,0,0,0,0.0004963517189026101,0,0.0,negative,0.9983454942703247,malay,Malay/Bumiputera,love,0.17109225690364838,0.2151574045419693,0.03721630573272705,0.054372597485780716,0.2540956139564514,0.1044735461473465
instagram,post,3897568259764135468,"Di t4 kami minyak bensin dah naik guys 14 RB/ liter nya..
Jdi mending beli 1 jeregen aja biar jangan pusing😄
Di daerah kalian dah Berapa guys?

#minyakmahal
#efekperang🤣",https://www.instagram.com/p/DYW8a6bFCYs/,neutral,2026-05-15 11:59:24+00:00,0,0,0,0,0.5,0,0.0,neutral,0.4353618621826172,malay,Malay/Bumiputera,love,0.03833653777837753,0.015930097550153732,0.051562681794166565,0.020112987607717514,0.7277047038078308,0.023841580376029015
instagram,post,3897525942189563732,"Hasil berburu minyak,, alhamdulillah dpt bimoli😀😀😀

#minyakmahal #minyaklangka",https://www.instagram.com/p/DYWyzHHFB9U/,negative,2026-05-15 10:35:20+00:00,0,0,0,0,0.11333450227975844,0,0.0,negative,0.6222183257341385,multilingual,Unknown,love,0.05046004429459572,0.03940337523818016,0.1642732471227646,0.026974333450198174,0.5372417569160461,0.04416004940867424
instagram,post,3897170147896416706,"KAYAKNYA PENGARUH minyak mahal  dan langkah jadi  mungkin ada mi yg oplosan 
Jadi Bingung deh ntah karna apa yah padahal Minyak Baru, spatula  Bru, wajan bersih, pas dipake goreng minyak meluap sampe ful wajan 🫩😭
#minyakberbusa #minyakgorengmahal #minyakmahal #dapurmasak #kontenmasak",https://www.instagram.com/p/DYVh5n2n1nC/,positive,2026-05-14 22:48:27+00:00,0,0,0,0,0.9287676632404327,0,0.0,positive,0.7625588774681091,malay,Malay/Bumiputera,no_clear_emotion,0.19322608411312103,0.20743682980537415,0.028830060735344887,0.07536686956882477,0.09075452387332916,0.09568685293197632
instagram,post,3896744404103768409,"Efek gak ada dapat yg besar terpaksa beli saja meski mahal dari pada gak ada😭 Kalau saya  pake ini di kedai ½hari sudah kering mi wajan ku😭 Kalau kalian segini berapa hari??
#fbpro #fyp #minyakgoreng #minyakmahal #minyakgorengmahal",https://www.instagram.com/p/DYUBGPDGKlZ/,negative,2026-05-14 08:42:34+00:00,0,0,0,0,0.07219827175140381,0,0.0,negative,0.7593390941619873,malay,Malay/Bumiputera,love,0.248165100812912,0.18259575963020325,0.023536110296845436,0.11629059910774231,0.35051289200782776,0.038002584129571915
instagram,post,3895299857888932607,"Minyak goreng mahal..jdi pas hari onan begini beralih ke pisang rebus aja dlu.
#semuaorang_pisangrebus_jangkaualuas_fbpro
#minyakmahal",https://www.instagram.com/p/DYO4pUjGXL_/,negative,2026-05-12 08:52:31+00:00,0,0,0,0,0.05326918959617616,0,0.0,negative,0.8224360346794128,multilingual,Unknown,love,0.11737342178821564,0.027478156611323357,0.05820612609386444,0.042187806218862534,0.57761549949646,0.02706157974898815
instagram,post,3893643286502369044,"Setelah minyak melonjak harga nya..minyakkita hilang muncul minyak familly bentar lagi minyak apa lg ya..minyak sekarang mahal mau menggoreng pun berfikir😩😫
#minyakmahal",https://www.instagram.com/p/DYI__CODucU/,negative,2026-05-10 02:01:12+00:00,0,0,0,0,0.027817153930664085,0,0.0,negative,0.9072761535644531,multilingual,Unknown,fear,0.09530127048492432,0.4834202527999878,0.018310215324163437,0.24338030815124512,0.08500750362873077,0.046939652413129807
