Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
tiktok,post,7660048433847258388,"A – AKSES INFRASTRUKTUR DAN KEMUDAHAN AWAM DITAMBAH BAIK

Jalan yang baik, saliran yang terurus, lampu jalan yang mencukupi serta kemudahan awam yang selesa bukanlah kemewahan, tetapi keperluan rakyat.

InshaAllah, setiap isu berkaitan infrastruktur akan terus diangkat dan diperjuangkan secara berperingkat agar kehidupan masyarakat menjadi lebih selesa, selamat dan berkualiti.

Sedikit demi sedikit, kita bina Sungai Balang yang lebih baik untuk semua.

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7660048433847258388,,,positive,2026-07-08 07:15:23.894086+00:00,9,0,0,33,0.9994085371494292,9,positive,0.9980284571647644,malay,Malay/Bumiputera,Unknown,0.0,happy,0.07495677471160889,0.04990328103303909,0.7012020349502563,0.018912427127361298,0.10597553849220276,0.017544850707054138
tiktok,post,7660034684822326548,"Terkejut saya dengan cara sapaan orang Sungai Balang hari ini.

Walaupun cuaca agak mendung hari ini, suasana Pasar Pagi Rabu tetap meriah dengan orang ramai yang keluar mencari rezeki dan membeli keperluan harian.

Terus terang, saya agak terkejut apabila beberapa orang datang menyapa, bersalaman malah ada yang memeluk saya sambil menyatakan sokongan kepada Perikatan Nasional. 

Saya sedar harapan yang diletakkan itu bukan sesuatu yang kecil. Ia menjadi peringatan kepada saya bahawa masih banyak yang perlu dipelajari dan diusahakan demi memberikan khidmat yang terbaik kepada masyarakat.

Mohon doakan agar sekiranya diberi kesempatan dan amanah, saya dapat melaksanakannya dengan penuh keikhlasan, istiqamah dan sebaik mungkin untuk seluruh warga Sungai Balang.

Terima kasih atas layanan yang begitu baik pagi ini. Semoga Allah SWT memberkati rezeki semua para peniaga dan masyarakat di Pasar Pagi Parit Yusof.

Jom Jaga Sungai Balang 🤝

Undilah saya, Amin Sailan
Calon No. 2 
N16 Sungai Balang

""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7660034684822326548,,,positive,2026-07-08 07:15:24.176151+00:00,27,0,0,126,0.9963291466236114,28,positive,0.9877638220787048,malay,Malay/Bumiputera,Unknown,0.0,surprise,0.007962233386933804,0.03091135434806347,0.015217513777315617,0.024621589109301567,0.018701869994401932,0.8624565601348877
tiktok,post,7660021145923603732,"L – Ladang, Nelayan dan Petani Dibela

Sungai Balang dibesarkan bersama hasil titik peluh nelayan, petani dan pengusaha ladang.

Saya sedar mereka wajar diberi perhatian melalui kemudahan yang lebih baik, akses pasaran, bantuan peralatan serta infrastruktur yang menyokong pekerjaan mereka.

InshaAllah, jika diberi amanah, saya akan terus berusaha memperjuangkan suara dan kebajikan mereka kerana merekalah antara tulang belakang ekonomi masyarakat kita.

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7660021145923603732,,,positive,2026-07-08 07:15:24.470542+00:00,35,0,1,147,0.9994098961353302,37,positive,0.9980329871177673,malay,Malay/Bumiputera,Unknown,0.0,love,0.03571045398712158,0.01938755437731743,0.09921254962682724,0.031773995608091354,0.7032980918884277,0.02656733989715576
tiktok,post,7660000337020865812,"A – AGAMA DAN PENDIDIKAN DIPERKUKUHKAN 

Masyarakat yang harmoni lahir daripada asas ilmu dan nilai agama yang kukuh.

Agama bukan sahaja membentuk akhlak, malah mengeratkan silaturahim dan perpaduan dalam kalangan masyarakat. Pendidikan anak-anak perlu terus diberi perhatian, di samping memakmurkan masjid, surau, sekolah agama dan institusi pendidikan sebagai pusat membina insan.

InshaAllah, usaha memperkukuh agama dan pendidikan akan terus menjadi keutamaan demi melahirkan generasi yang berilmu, berakhlak sekaligus melahirkan masyarakat yang lebih harmoni.

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7660000337020865812,,,positive,2026-07-08 07:15:24.746130+00:00,47,0,2,170,0.9994082152843475,50,positive,0.9980273842811584,malay,Malay/Bumiputera,Unknown,0.0,happy,0.08099613338708878,0.04975511133670807,0.4636751115322113,0.031207475811243057,0.3053969144821167,0.02172807790338993
tiktok,post,7659988855021473044,"Selamat pagi dari Pasar Pagi Parit Yusof. ☀️

Semoga setiap rezeki para peniaga terus diberkati dan Sungai Balang terus melangkah menjadi kawasan yang lebih sejahtera untuk kita semua.

Jom pangkah Perikatan Nasional Sabtu ini!
Amin Sailan
Calon No. 2 
N16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659988855021473044,,,positive,2026-07-08 07:15:25.028008+00:00,25,1,3,134,0.9993850409984588,30,positive,0.9979501366615295,malay,Malay/Bumiputera,Unknown,0.0,happy,0.046598128974437714,0.04707222431898117,0.6545843482017517,0.030297402292490005,0.16169095039367676,0.01984412781894207
tiktok,post,7659974307623210260,"Betul ke warung-warung di Sungai Balang ni semuanya hidden gem?

Setiap pagi saya singgah bersarapan di warung yang berbeza. Alhamdulillah, setiap satunya ada keistimewaan tersendiri. Makanannya sedap, suasananya tenang, dan yang paling menggembirakan ialah senyuman serta sapaan mesra daripada para pengunjung.

Benda-benda kecil beginilah yang memberi semangat untuk memulakan hari. Semoga warung-warung tempatan di Sungai Balang terus maju dan menjadi pilihan ramai.

Kalau terserempak dengan saya di mana-mana, jangan segan untuk menegur ya

Amin Sailan
Calon No. 2 
N16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659974307623210260,,,positive,2026-07-08 07:15:25.305771+00:00,37,0,1,144,0.9994030654430388,39,positive,0.9980102181434631,malay,Malay/Bumiputera,Unknown,0.0,happy,0.06673777103424072,0.03983031585812569,0.36648860573768616,0.02674766257405281,0.3255777060985565,0.04314176365733147
tiktok,post,7659966234338888981,"Assalamualaikum dan selamat pagi semua. 

Setiap senyuman, setiap jabat tangan, dan setiap doa yang diberikan menjadi kekuatan buat saya untuk terus melangkah dan berkhidmat sebaik mungkin.

Ini jadual pergerakan saya untuk hari ini. Jika terserempak, jangan segan untuk menegur dan menyapa. InsyaAllah, saya amat berbesar hati untuk bertemu dan berkenalan dengan anda semua.

Jumpa nanti!

Amin Sailan
Calon No. 2 
N16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659966234338888981,,,positive,2026-07-08 07:15:25.591751+00:00,21,0,1,146,0.9993987560272216,23,positive,0.9979958534240723,malay,Malay/Bumiputera,Unknown,0.0,love,0.052383165806531906,0.016162339597940445,0.04740620777010918,0.01885434240102768,0.5553209185600281,0.0432303361594677
tiktok,post,7659943950689635605,"⏳ LAGI 3 HARI MENUJU HARI MENGUNDI

Alhamdulillah, DUN Sungai Balang mencatatkan 100% kehadiran pengundi awal semalam. Tahniah dan terima kasih kepada semua anggota pasukan keselamatan yang telah menunaikan amanah sebagai pengundi.

Di peringkat negeri pula, seramai 19,471 pengundi awal telah mengundi dengan peratusan keluar mengundi sebanyak 94.49%.

Kini tiba giliran kita pula.

🗳️ Lagi 3 hari, ayuh keluar mengundi dan tunaikan tanggungjawab anda. Setiap undi membawa harapan, setiap undi menentukan masa depan Sungai Balang.

Jom Jaga Sungai Balang!

Amin Sailan
Calon No. 2 
N.16 Sungai Balang

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659943950689635605,,,positive,2026-07-08 07:15:25.871904+00:00,27,0,1,160,0.9991693556308745,29,positive,0.9972311854362488,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.05034998431801796,0.03202086687088013,0.14992022514343262,0.03473999723792076,0.32176822423934937,0.03376911208033562
tiktok,post,7659939748986866964,"G – GERAK KERJA BERINTEGRITI DAN BERAMANAH

Kepercayaan masyarakat adalah tanggungjawab yang besar. Bagi saya, setiap amanah yang diberi mesti dijaga dengan penuh kejujuran, ketelusan dan komitmen. Bukan sekadar berkata-kata, tetapi membuktikannya melalui kerja yang konsisten dan hasil yang nyata.

InshaAllah, jika diberikan mandat, saya akan berusaha menjadi wakil yang dekat dengan rakyat, peka terhadap masalah setempat dan melaksanakan tugas dengan penuh tanggungjawab.

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659939748986866964,,,positive,2026-07-08 07:15:26.155741+00:00,30,0,1,141,0.9993939101696014,32,positive,0.9979797005653381,malay,Malay/Bumiputera,Unknown,0.0,love,0.047363054007291794,0.020991947501897812,0.12645705044269562,0.030123470351099968,0.6273201704025269,0.025038452818989754
tiktok,post,7659938550741208341,"Tinta Dhuha Ustaz Amin Sailan

""Jom Jaga Sungai Balang""
""Anak Muda, Jiwa Berkhidmat""

#UstazAmin4SungaiBalang
#AminSailan
#CalonNo2
#JomJagaJohor
#SungaiBalangSejahtera",https://www.tiktok.com/@ustazamin_n16/video/7659938550741208341,,,neutral,2026-07-08 07:15:26.446680+00:00,22,0,1,127,0.5,24,neutral,0.8482723832130432,english,Mixed/Urban,Unknown,0.0,love,0.054113030433654785,0.019789433106780052,0.09845226258039474,0.033378392457962036,0.6018587350845337,0.02451508864760399
