Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
instagram,post,3907390577465431415,"Musim perayaan dan cuti persekolahan ini, ramai rakyat mengambil peluang untuk pulang ke kampung bertemu ibu bapa, sanak saudara dan mengeratkan silaturahim.

Dalam keadaan kos perjalanan yang masih menjadi pertimbangan sebahagian keluarga, inisiatif BUDI MADANI sedikit sebanyak membantu meringankan beban rakyat yang memerlukan. Bantuan yang disalurkan bukan sekadar angka, tetapi memberi ruang kepada keluarga untuk meneruskan kehidupan dengan lebih tenang dan merancang perjalanan pulang dengan lebih yakin.

Kerajaan MADANI terus berusaha memastikan bantuan yang bersasar dapat dinikmati oleh golongan yang benar-benar memerlukan agar manfaat pembangunan dapat dirasai secara lebih adil dan menyeluruh.

Bersama-sama kita mengeratkan hubungan kekeluargaan dan memperkukuh semangat kebersamaan dalam kalangan rakyat Malaysia.

#TaatSetia
#MADANIBekerja
#JKOMBersamaRakyat 
#MalaysiaMADANI
#BUDI95",https://www.instagram.com/p/DY51wcoiRV3/,,,positive,2026-05-29 01:14:36+00:00,8,0,2,0,0.9994051575660705,10,14.0,,,positive,0.9980171918869019,malay,Malay/Bumiputera,happy,0.028454333543777466,0.054743681102991104,0.8136701583862305,0.01175344455987215,0.032874688506126404,0.014702697284519672
instagram,comment,17917092189383235,不懂新政策卻懂得用budi95😂,,https://www.instagram.com/p/DY51wcoiRV3/,DY51wcoiRV3,neutral,2026-05-29 02:10:32+00:00,0,0,0,0,0.5,0,,,0.0,neutral,0.7677441239356995,english,Mixed/Urban,surprise,0.0282874945551157,0.20821331441402435,0.019109612330794334,0.051066286861896515,0.037997230887413025,0.5555756092071533
instagram,comment,18089981318203523,不用废话多多 罚就对了 管你好赌的爸生病的妈 bla bla bla 罚款照收,,https://www.instagram.com/p/DY51wcoiRV3/,DY51wcoiRV3,negative,2026-05-29 02:03:36+00:00,0,0,0,0,0.028807036578655243,0,,,0.0,negative,0.9039765447378159,multilingual,Unknown,sadness,0.040055181831121445,0.03746797516942024,0.00844357255846262,0.8330031037330627,0.04120323061943054,0.020324915647506714
instagram,comment,18075455324293849,妈的不懂? 这个 rule 已经很久了，装傻,,https://www.instagram.com/p/DY51wcoiRV3/,DY51wcoiRV3,negative,2026-05-29 01:37:19+00:00,0,0,0,0,0.1698551282286644,0,,,0.0,negative,0.43381623923778534,multilingual,Unknown,surprise,0.0331755205988884,0.09106931835412979,0.0156415943056345,0.10153473168611526,0.22066563367843628,0.4157818853855133
instagram,comment,18096199868585307,不可能。。是在做戏。你不是三岁小孩！！,,https://www.instagram.com/p/DY51wcoiRV3/,DY51wcoiRV3,negative,2026-05-29 01:25:28+00:00,0,0,0,0,0.03708574175834656,0,,,0.0,negative,0.8763808608055115,multilingual,Unknown,surprise,0.04477033391594887,0.21361301839351654,0.017589667811989784,0.05500771105289459,0.03144211694598198,0.49407291412353516
instagram,comment,17973996675027922,如不被人发现你会补❌價我不信！,,https://www.instagram.com/p/DY51wcoiRV3/,DY51wcoiRV3,negative,2026-05-29 00:57:00+00:00,0,0,0,0,0.029664579033851612,0,,,0.0,negative,0.9011180698871613,multilingual,Unknown,fear,0.1267579048871994,0.42279526591300964,0.018839018419384956,0.262442409992218,0.06809226423501968,0.0651126354932785
instagram,post,3907050738036519290,"早前在社交媒体闹得沸沸扬扬，新加坡注册轿车在巴莪休息站违规添加RON95津贴汽油事件，事主坦承，这是一起因久未回国、不熟悉新津贴政策而引发的误会，

事主艾尔文今日透过《东方日报》做出澄清，强调自己绝非不负责任之人，在发现错误后，已于当下第一时间主动前往油站柜台补缴RON97汽油的差价。

他说，网络上的单方面指控与新闻报导已严重影响了他在新加坡的工作、新加坡籍太太的生活，甚至连累在大马的无辜家人遭到亲友指指点点。为了保护家人安全并导正视听，他决定站出来还原当天的真实经过。

#东方日报 #BUDI95 #orientaldailynews #东方online",https://www.instagram.com/p/DY4ofIgGDF6/,,,neutral,2026-05-28 13:59:25+00:00,412,0,34,0,0.5,446,514.0,,,neutral,0.815674901008606,english,Mixed/Urban,anger,0.587522566318512,0.02343057654798031,0.051859114319086075,0.07209450006484985,0.12306849658489227,0.01529572531580925
instagram,comment,18080499797443297,TMD PUKIMXK PKHKC 这些杂种新加坡狗一直以为它们自己很ATAS酱，但是RON97青油它们又打不起！整天要偷打我们的BUDI95津贴油，现在又说这些政策它不懂。真的以为我们的政府是LULU。。。,,https://www.instagram.com/p/DY4ofIgGDF6/,DY4ofIgGDF6,neutral,2026-05-29 00:51:51+00:00,0,0,0,0,0.5,0,,,0.0,neutral,0.8295772671699524,english,Mixed/Urban,love,0.1286100596189499,0.13771560788154602,0.02369394153356552,0.08369804918766022,0.5233670473098755,0.041288696229457855
instagram,comment,18024855320656245,又是Mercedes 的车主？？？,,https://www.instagram.com/p/DY4ofIgGDF6/,DY4ofIgGDF6,negative,2026-05-29 00:51:15+00:00,0,0,0,0,0.13368151634931563,0,,,0.0,negative,0.5543949455022812,multilingual,Unknown,no_clear_emotion,0.015305568464100361,0.017997855320572853,0.018724584951996803,0.024397635832428932,0.0542670302093029,0.2954779267311096
instagram,comment,18095289653521445,你是古代人咩？这些新闻早就街知巷闻了你装不了解哈哈哈,,https://www.instagram.com/p/DY4ofIgGDF6/,DY4ofIgGDF6,negative,2026-05-28 23:49:44+00:00,0,0,0,0,0.09039163291454314,0,,,0.0,negative,0.6986945569515228,multilingual,Unknown,surprise,0.016588173806667328,0.06838419288396835,0.012908299453556538,0.05360351875424385,0.06561295688152313,0.715214729309082
