Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
news,post,,"Langgar hingga melambung, lelaki didakwa bunuh penunggang motosikal | Sinar Harian",https://www.sinarharian.com.my/article/773737/berita/semasa/langgar-hingga-melambung-lelaki-didakwa-bunuh-penunggang-motosikal,neutral,"04/01/2026, 02:58 AM, +0000 UTC",0,0,0,0,0.0,0
news,post,,Pemandu ambil dadah berdepan hukuman mati mandatori... Saktygaanapathy dituduh bunuh penunggang motosikal,https://www.mstar.com.my/lokal/semasa/2026/04/01/pemandu-ambil-dadah-berdepan-hukuman-mati-mandatori-saktygaanapathy-dituduh-bunuh-penunggang-motosikal,neutral,"04/01/2026, 04:05 AM, +0000 UTC",0,0,0,0,0.0,0
news,post,,"""Arwah Amirul buat dua kerja sara anak-anak"" - Rakan",https://www.bharian.com.my/berita/nasional/2026/03/1527117/arwah-amirul-buat-dua-kerja-sara-anak-anak-rakan,neutral,"03/30/2026, 05:42 AM, +0000 UTC",0,0,0,0,0.0,0
news,post,,"Senarai hitam seumur hidup lebih praktikal tangani pemandu mabuk, kata pakar",https://www.freemalaysiatoday.com/videos/AW12weonNvI,neutral,"03/31/2026, 06:00 AM, +0000 UTC",0,0,0,0,0.0,0
news,post,,"“Saya perlu berjuang, penjara tidak cukup” - Isteri mangsa pemandu mabuk dedah arwah dalam perjalanan beli buku Matematik untuk anak",https://www.mstar.com.my/lokal/semasa/2026/03/30/saya-perlu-berjuang-penjara-tidak-cukup---isteri-mangsa-pemandu-mabuk-dedah-arwah-dalam-perjalanan-beli-buku-matematik-untuk-anak,neutral,"03/30/2026, 11:32 AM, +0000 UTC",0,0,0,0,0.0,0
news,post,,Kerajaan digesa laksana hukuman mati terhadap pemandu mabuk sebabkan kematian,https://www.freemalaysiatoday.com/videos/BzoF-Fn1X8U,neutral,"03/30/2026, 09:07 AM, +0000 UTC",0,0,0,0,0.0,0
news,post,,Pemandu BMW mabuk langgar mati penghantar makanan,https://www.kosmo.com.my/2025/04/13/pemandu-bmw-mabuk-langgar-mati-penghantar-makanan/,neutral,"04/13/2025, 07:00 AM, +0000 UTC",0,0,0,0,0.0,0
news,post,,Malaysia Gazette. . Peguam Najib Dakwa Ada 'Deal Dirty' Dalam Usaha Bawa Balik Jho Low . . . #1MDB #JhoLow Video : @aqiraazemi_,https://www.facebook.com/MalaysiaGazette/videos/peguam-najib-dakwa-ada-deal-dirty-dalam-usaha-bawa-balik-jho-low-1mdb-jholow-vid/1515616996393191/,neutral,"12/18/2025, 08:00 AM, +0000 UTC",0,0,0,0,0.0,0
news,post,,Another drug user caught on video driving; should more innocent people die?,https://focusmalaysia.my/another-drug-user-caught-on-video-driving-should-more-innocent-people-die/,neutral,"03/31/2026, 07:26 AM, +0000 UTC",0,0,0,0,0.0,0
news,post,,Penghantar makanan maut dirempuh pemandu mabuk ketika bantu mangsa kemalangan | Sinar Harian,https://www.sinarharian.com.my/article/722584/berita/semasa/penghantar-makanan-maut-dirempuh-pemandu-mabuk-ketika-bantu-mangsa-kemalangan,neutral,"04/13/2025, 07:00 AM, +0000 UTC",0,0,0,0,0.0,0
