Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
news,post,d2dcbc30f0c8bcc8,"Khaled Nordin says Hobart Camp blast investigation report will be submitted by mid‑month. KOTA TINGGI, July 5 &mdash; The investigation report into the grenade explosion that claimed the lives of two military p...",https://www.malaymail.com/news/malaysia/2026/07/05/khaled-nordin-says-hobart-camp-blast-investigation-report-will-be-submitted-by-midmonth/226454,neutral,2026-07-05 09:02:43+00:00,0,0,0,0,0.5,0,0.0,neutral,0.9021239280700684,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.08963529765605927,0.08662960678339005,0.28713101148605347,0.034855037927627563,0.09695611894130707,0.03518003225326538
news,post,33b9aa3173e6135c,"Fahmi: Johor among priorities as MCMC moves to improve internet coverage with shared networks. BATU PAHAT, July 5 &mdash; The Communications Ministry, through the Malaysian Communications and Multimedia Commission (...",https://www.malaymail.com/news/malaysia/2026/07/05/fahmi-johor-among-priorities-as-mcmc-moves-to-improve-internet-coverage-with-shared-networks/226444,neutral,2026-07-05 09:05:38+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8046208620071411,english,Mixed/Urban,Unknown,0.0,happy,0.04487147927284241,0.03764554113149643,0.35391536355018616,0.02590852417051792,0.19870831072330475,0.03314149007201195
news,post,b95b899af314e978,"Mohamad Hasan hints BN could shake up ‘traditional seats’ for Negeri Sembilan polls. SEREMBAN, July 5 &mdash; Barisan Nasional (BN) is likely to make changes by no longer retaining &ldquo;traditional seats...",https://www.malaymail.com/news/malaysia/2026/07/05/mohamad-hasan-hints-bn-could-shake-up-traditional-seats-for-negeri-sembilan-polls/226445,neutral,2026-07-05 09:22:31+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8724226355552673,english,Mixed/Urban,Unknown,0.0,fear,0.15449249744415283,0.5279635787010193,0.15401098132133484,0.021765677258372307,0.034009844064712524,0.04913852736353874
news,post,3d05f20af4c9df51,"Police: Shah Alam college failed to check employee’s criminal record before hiring him in teen molest, sodomy case. KUALA LUMPUR, July 5 &mdash; Police say an automotive college that hired a man now suspected of molesting and sodomising...",https://www.malaymail.com/news/malaysia/2026/07/05/police-shah-alam-college-failed-to-check-employees-criminal-record-before-hiring-him-in-teen-molest-sodomy-case/226443,negative,2026-07-05 08:27:41+00:00,0,0,0,0,0.06133335828781128,0,0.0,negative,0.7955554723739624,english,Mixed/Urban,Unknown,0.0,anger,0.7058261036872864,0.048944421112537384,0.08873511105775833,0.018978292122483253,0.04024551436305046,0.020099712535738945
news,post,602b14971af3cb74,"Johor polls: Bukit Batu Pakatan candidate steps up campaign to lift voter turnout above 60pc. KULAI, July 5 &mdash; With the Johor state election polling day just a few days away, incumbent Bukit Batu state assembl...",https://www.malaymail.com/news/malaysia/2026/07/05/johor-polls-bukit-batu-pakatan-candidate-steps-up-campaign-to-lift-voter-turnout-above-60pc/226440,neutral,2026-07-05 07:58:19+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8368024230003357,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.03985533490777016,0.04121573641896248,0.17086532711982727,0.016337495297193527,0.09416099637746811,0.02969762496650219
news,post,98ca570f5cc4ef67,"Anwar: Malaysia and Singapore to launch digital immigration system and new lanes by January. MUAR, July 5 &mdash; Malaysia and Singapore are targeting the launch of a new digital immigration system and additional...",https://www.malaymail.com/news/malaysia/2026/07/05/anwar-malaysia-and-singapore-to-launch-digital-immigration-system-and-new-lanes-by-january/226438,neutral,2026-07-05 07:46:39+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8493499159812927,english,Mixed/Urban,Unknown,0.0,happy,0.04910729080438614,0.07458564639091492,0.4069928228855133,0.02327183447778225,0.08109822869300842,0.047065503895282745
news,post,6ff434a33998e2c5,"Anwar: DAP never disputes Malay rights and supports a government for all races. MUAR, July 5 &mdash; Prime Minister Datuk Seri Anwar Ibrahim stressed that DAP has never disputed the rights of the Mala...",https://www.malaymail.com/news/malaysia/2026/07/05/anwar-dap-never-disputes-malay-rights-and-supports-a-government-for-all-races/226437,neutral,2026-07-05 07:35:26+00:00,0,0,0,0,0.5,0,0.0,neutral,0.8016964197158813,english,Mixed/Urban,Unknown,0.0,love,0.04650381952524185,0.01119875255972147,0.03309096023440361,0.038618043065071106,0.7639439702033997,0.018792474642395973
news,post,18d9a173b41fe498,"Thunderstorms and heavy rain to hit KL and several states until 4pm, says MetMalaysia. KUALA LUMPUR, July 5 &mdash; The Malaysian Meteorological Department (MetMalaysia) has issued a warning of thunderstorms...",https://www.malaymail.com/news/malaysia/2026/07/05/thunderstorms-and-heavy-rain-to-hit-kl-and-several-states-until-4pm-says-metmalaysia/226436,neutral,2026-07-05 07:25:41+00:00,0,0,0,0,0.5,0,0.0,neutral,0.7569379806518555,english,Mixed/Urban,Unknown,0.0,anger,0.4673512876033783,0.05730607733130455,0.14236314594745636,0.02299533598124981,0.0698767676949501,0.02634931541979313
news,post,d041c5a30ebc5263,"Sultan Sallehuddin marks 84th birthday by conferring top honours on military and police chiefs. ALOR SETAR, July 5 &mdash; Chief of Defence Forces (CDF) General Tan Sri Malek Razak Sulaiman and Inspector-General of P...",https://www.malaymail.com/news/malaysia/2026/07/05/sultan-sallehuddin-marks-84th-birthday-by-conferring-top-honours-on-military-and-police-chiefs/226403,positive,2026-07-05 07:21:43+00:00,0,0,0,0,0.9034006357192993,0,0.0,positive,0.678002119064331,english,Mixed/Urban,Unknown,0.0,love,0.14977297186851501,0.03240516036748886,0.13552461564540863,0.03593330830335617,0.5182561278343201,0.023936361074447632
news,post,369f390a6ede2bc6,"MOHE: International students form 12.6pc of IPT enrolment and do not reduce opportunities for Malaysians. PUTRAJAYA, July 5 &mdash; International students make up only 12.6 per cent of total enrolment in public and private hig...",https://www.malaymail.com/news/malaysia/2026/07/05/mohe-international-students-form-126pc-of-ipt-enrolment-and-do-not-reduce-opportunities-for-malaysians/226435,neutral,2026-07-05 07:22:21+00:00,0,0,0,0,0.5,0,0.0,neutral,0.7921009659767151,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.02749418467283249,0.036979641765356064,0.07047580927610397,0.0199136883020401,0.055765215307474136,0.046860575675964355
news,post,56dbc2dc6655d8bb,"Strong westerly winds expected to hit Sabah, Sarawak and the peninsula from Wednesday, says MetMalaysia. KUALA LUMPUR, July 5 &mdash; The Malaysian Meteorological Department (MetMalaysia) is forecasting a concentration of str...",https://www.malaymail.com/news/malaysia/2026/07/05/strong-westerly-winds-expected-to-hit-sabah-sarawak-and-the-peninsula-from-wednesday-says-metmalaysia/226433,neutral,2026-07-05 07:08:29+00:00,0,0,0,0,0.5,0,0.0,neutral,0.7558994293212891,english,Mixed/Urban,Unknown,0.0,happy,0.05268162116408348,0.06760452687740326,0.6581897735595703,0.013699496164917946,0.05472955480217934,0.021729979664087296
news,post,c57973ee210d5c95,"Johor campaign billboards torn down in Bukit Batu, Pakatan hopeful Arthur Chiong cries sabotage. KULAI, July 5 &mdash; Pakatan Harapan (PH) candidate for the Bukit Batu state constituency Arthur Chiong Sen Sern expres...",https://www.malaymail.com/news/malaysia/2026/07/05/johor-campaign-billboards-torn-down-in-bukit-batu-pakatan-hopeful-arthur-chiong-cries-sabotage/226424,negative,2026-07-05 06:35:19+00:00,0,0,0,0,0.12241975665092467,0,0.0,negative,0.5919341444969177,english,Mixed/Urban,Unknown,0.0,happy,0.02467459999024868,0.04823527857661247,0.8125872611999512,0.009702403098344803,0.04731866344809532,0.01446470245718956
news,post,c5f5e1105f38f50c,"‘I do not promise the moon and stars’: Pakatan hopeful for Bukit Naning pledges free ambulance, better internet and street lights. MUAR, July 5 &nbsp;&mdash; &ldquo;I do not promise the moon and stars, but I promise to work with the people to resolve...",https://www.malaymail.com/news/malaysia/2026/07/05/i-do-not-promise-the-moon-and-stars-pakatan-hopeful-for-bukit-naningpledges-free-ambulance-better-internet-and-street-lights/226420,neutral,2026-07-05 05:43:38+00:00,0,0,0,0,0.5,0,0.0,neutral,0.6701861023902893,english,Mixed/Urban,Unknown,0.0,happy,0.021335463970899582,0.08389689028263092,0.8049781918525696,0.009164795279502869,0.04094477742910385,0.017347736284136772
news,post,2206936a4c557ae9,"Langkawi should forge its own identity, not copy Phuket or Bali, says Kedah Sultan. ALOR SETAR, July 5 &mdash; The development of Langkawi Island should be shaped according to its own identity and charact...",https://www.malaymail.com/news/malaysia/2026/07/05/langkawi-should-forge-its-own-identity-not-copy-phuket-or-bali-says-kedah-sultan/226419,neutral,2026-07-05 05:27:11+00:00,0,0,0,0,0.5,0,0.0,neutral,0.9021983742713928,english,Mixed/Urban,Unknown,0.0,love,0.052389390766620636,0.010214843787252903,0.04408134147524834,0.019415536895394325,0.7327094078063965,0.016494877636432648
news,post,d4f2eb65952c5024,"Man killed, another seriously injured after motorcycles collide at traffic‑light junction in Sungai Petani. KUALA LUMPUR, July 5 &mdash; A man in his 40s was killed and another rider was seriously injured when their motorcycles...",https://www.malaymail.com/news/malaysia/2026/07/05/man-killed-another-seriously-injured-after-motorcycles-collide-at-trafficlight-junction-in-sungai-petani/226416,negative,2026-07-05 05:14:30+00:00,0,0,0,0,0.05301491618156434,0,0.0,negative,0.8232836127281189,english,Mixed/Urban,Unknown,0.0,anger,0.6772708892822266,0.07248130440711975,0.059702903032302856,0.09266110509634018,0.02919973060488701,0.020175596699118614
news,post,34b6d156f4cb2885,"Malaysia’s first World Rural Development Day highlights efforts to uplift rural communities, says DPM Zahid. KUANTAN, July 5 &mdash; Malaysia will celebrate the World Rural Development Day (WRDD) for the first time at Tun Abdul R...",https://www.malaymail.com/news/malaysia/2026/07/05/malaysias-first-world-rural-development-day-highlights-efforts-to-uplift-rural-communities-says-dpm-zahid/226415,positive,2026-07-05 04:56:33+00:00,0,0,0,0,0.9034781515598297,0,0.0,positive,0.6782605051994324,english,Mixed/Urban,Unknown,0.0,happy,0.03844824805855751,0.03112448751926422,0.427042156457901,0.025943374261260033,0.3337557911872864,0.029571376740932465
news,post,f100b2ca83972b05,"Police obtain four‑day remand for 10 teens over Merotai Besar assault on student heading to Friday prayers. KUALA LUMPUR, July 5 &mdash; Police have obtained a four‑day remand order against ten male teenagers detained in connect...",https://www.malaymail.com/news/malaysia/2026/07/05/police-obtain-fourday-remand-for-10-teens-over-merotai-besar-assault-on-student-heading-to-friday-prayers/226411,neutral,2026-07-05 04:40:05+00:00,0,0,0,0,0.5,0,0.0,neutral,0.7537224292755127,english,Mixed/Urban,Unknown,0.0,anger,0.5832991600036621,0.06110358238220215,0.12459288537502289,0.04849867522716522,0.047224368900060654,0.025911128148436546
news,post,a8d09abca2549031,"Stumping for Pakatan in Johor, Anwar says rivals joined forces against him because his govt is tough on corruption. BATU PAHAT, July 5 &mdash; Prime Minister Datuk Seri Anwar Ibrahim claimed that certain political parties were joining f...",https://www.malaymail.com/news/malaysia/2026/07/05/stumping-for-pakatan-in-johor-anwar-says-rivals-joined-forces-against-him-because-his-govt-is-tough-on-corruption/226408,neutral,2026-07-05 04:42:19+00:00,0,0,0,0,0.5,0,0.0,neutral,0.7037099003791809,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.2644674777984619,0.04982006549835205,0.12590333819389343,0.03060491383075714,0.16740062832832336,0.0233045294880867
news,post,fad63b9bfc171b68,"Sec-gen says Pakatan’s seat-by-seat strategy is driving support in Johor polls. JOHOR BAHRU, July 5&mdash; The burgeoning support for Pakatan Harapan (PH) in the Johor state election campaign is drive...",https://www.malaymail.com/news/malaysia/2026/07/05/sec-gen-says-pakatans-seat-by-seat-strategy-is-driving-support-in-johor-polls/226409,neutral,2026-07-05 04:48:49+00:00,0,0,0,0,0.5,0,0.0,neutral,0.7301720380783081,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.05022416636347771,0.027398303151130676,0.23074737191200256,0.02605452574789524,0.2875498831272125,0.026382453739643097
news,post,f4f693d07407039f,"From dondang sayang to silat, eight Malaysian heritage arts now recognised by Unesco. PASIR PUTEH, July 5 &mdash; Eight Malaysian cultural arts have received recognition from the United Nations Educational,...",https://www.malaymail.com/news/malaysia/2026/07/05/from-dondang-sayang-to-silat-eight-malaysian-heritage-arts-now-recognised-by-unesco/226410,positive,2026-07-05 05:00:57+00:00,0,0,0,0,0.9425350710749626,0,0.0,positive,0.808450236916542,multilingual,Unknown,Unknown,0.0,love,0.09302051365375519,0.0629967674612999,0.0514061413705349,0.10694931447505951,0.592361569404602,0.045061126351356506
news,post,9d078c33502ec0f4,"Anwar: Govt will continue investing in Amanah Ikhtiar Malaysia to reach those still missing out. BATU PAHAT, July 5 &mdash; The govt will continue to strengthen support for Amanah Ikhtiar Malaysia (AIM) as part of eff...",https://www.malaymail.com/news/malaysia/2026/07/05/anwar-govt-will-continue-investing-in-amanah-ikhtiar-malaysia-to-reach-those-still-missing-out/226407,positive,2026-07-05 04:35:45+00:00,0,0,0,0,0.8515270173549652,0,0.0,positive,0.505090057849884,english,Mixed/Urban,Unknown,0.0,sadness,0.047709543257951736,0.15863780677318573,0.024881770834326744,0.6762694716453552,0.05182764679193497,0.02541225776076317
news,post,65ca2ef9ff4f2f00,"Immigration detains man linked to viral post alleging possession of both Malaysian and Bangladeshi passports. KUALA LUMPUR, July 5 &mdash; The Immigration Department of Malaysia has detained a Bangladeshi man in Kuantan after a vi...",https://www.malaymail.com/news/malaysia/2026/07/05/immigration-detains-man-linked-to-viral-post-alleging-possession-of-both-malaysian-and-bangladeshi-passports/226400,neutral,2026-07-05 04:07:13+00:00,0,0,0,0,0.5,0,0.0,neutral,0.5039779543876648,english,Mixed/Urban,Unknown,0.0,sadness,0.2767314612865448,0.07463216781616211,0.07930457592010498,0.2932446599006653,0.05976606160402298,0.04361344873905182
news,post,68f818917ae58ebb,"First batch of Year 4 pupils set for Malaysia’s new Learning Matrix test this Oct. PUTRAJAYA, July 5 &mdash; Around 400,000 Year 4 pupils are expected to sit for the Year 4 Learning Matrix, the first coh...",https://www.malaymail.com/news/malaysia/2026/07/05/first-batch-of-year-4-pupils-set-for-malaysias-new-learning-matrix-test-this-oct/226396,neutral,2026-07-05 04:22:10+00:00,0,0,0,0,0.5,0,0.0,neutral,0.9058877229690552,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.03110230155289173,0.059667233377695084,0.2574591338634491,0.01589164510369301,0.04424244910478592,0.04701552912592888
news,post,c04a33527e9e85f9,"Two dead, four injured after SUV slams into Pasir Puteh school surau in Kelantan. KOTA BHARU, July 5 &mdash; Two Indonesian women died after the sports utility vehicle (SUV) they were travelling in with...",https://www.malaymail.com/news/malaysia/2026/07/05/two-dead-four-injured-after-suv-slams-into-pasir-puteh-school-surau-in-kelantan/226395,negative,2026-07-05 04:15:18+00:00,0,0,0,0,0.0761210024356842,0,0.0,negative,0.746263325214386,english,Mixed/Urban,Unknown,0.0,sadness,0.1183960810303688,0.08472895622253418,0.022479373961687088,0.7010223269462585,0.018213437870144844,0.027387414127588272
news,post,ea04477655b23e70,"PM’s visit boosts morale of Pakatan campaign machinery in Machap and Layang‑Layang, say candidates. KLUANG, July 5 &mdash; Prime Minister Datuk Seri Anwar Ibrahim&rsquo;s presence on the ninth day of campaigning for the...",https://www.malaymail.com/news/malaysia/2026/07/05/pms-visit-boosts-morale-of-pakatan-campaign-machinery-in-machap-and-layanglayang-say-candidates/226393,positive,2026-07-05 03:44:17+00:00,0,0,0,0,0.8576546132564544,0,0.0,positive,0.5255153775215149,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.04724019393324852,0.04714987054467201,0.28419336676597595,0.0260457843542099,0.1552683413028717,0.04429762065410614
news,post,ce548d75cb70317e,"Driver killed after lorry plunges 150 feet into ravine near Pos Blau–Lojing. GUA MUSANG, July 5 &mdash; A lorry driver was killed after the 10-tonne lorry he was driving plunged into a 150-foot rav...",https://www.malaymail.com/news/malaysia/2026/07/05/driver-killed-after-lorry-plunges-150-feet-into-ravine-near-pos-blaulojing/226390,negative,2026-07-05 03:29:56+00:00,0,0,0,0,0.060808235406875605,0,0.0,negative,0.7973058819770813,english,Mixed/Urban,Unknown,0.0,anger,0.48093342781066895,0.10389712452888489,0.043234653770923615,0.2823062837123871,0.025362450629472733,0.026485180482268333
