Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
threads,comment,3.9067367663138975e+18,Penyokong PN Pas makin panas,https://www.threads.com/@nasirnasir1798/post/DY3hGPjGR0O,neutral,2026-05-28 03:35:36+00:00,30,0,140,0,0.5,170,neutral,0.8543285131454468,english,Mixed/Urban,no_clear_emotion,0.09773799777030945,0.03333224728703499,0.09533210098743439,0.04461900517344475,0.23659995198249817,0.06026063486933708
threads,comment,,Tak payah la time ni nak bangga psl ni sebab dlm korg tu ada puak yg nak sgt hapuskan identiti malaysia sbg negara yg muslim friendly,,neutral,2026-05-28 03:59:06+00:00,1,0,1,0,0.5,2,neutral,0.8190252184867859,english,Mixed/Urban,love,0.09968969225883484,0.15761999785900116,0.05858965963125229,0.05157873034477234,0.5660565495491028,0.03280170261859894
threads,comment,,Itu cuma tulisan utk momok BANGSA MELAYU sbb jenis korang bukan ada isu lain pun,,neutral,2026-05-28 04:06:00+00:00,2,0,0,0,0.5,2,neutral,0.8017358779907227,english,Mixed/Urban,love,0.029154213145375252,0.012678689323365688,0.014907360076904297,0.03261313587427139,0.5763128995895386,0.05829291790723801
threads,comment,,Sikitpun tak panas pasal dah biasa kena kencing,,neutral,2026-05-28 03:45:02+00:00,1,0,1,0,0.5,2,neutral,0.7472851872444153,english,Mixed/Urban,anger,0.5215965509414673,0.02895210310816765,0.06713001430034637,0.022192316129803658,0.2126888930797577,0.017943497747182846
threads,comment,,LEBAI POLITIK mmg gitu....los tunggang,,neutral,2026-05-28 03:47:32+00:00,1,0,1,0,0.5,2,neutral,0.590138852596283,english,Mixed/Urban,no_clear_emotion,0.14771631360054016,0.021747896447777748,0.11672570556402206,0.01755070872604847,0.24715960025787354,0.01825551688671112
threads,comment,,Fake🤣👆🏼,,positive,2026-05-28 04:11:03+00:00,1,0,1,0,0.8714138269424438,2,positive,0.5713794231414795,multilingual,Unknown,love,0.09308681637048721,0.04235444590449333,0.09017930179834366,0.029143821448087692,0.37677231431007385,0.024373561143875122
threads,comment,,Aku FAHAM kau yg fake adehh,,negative,2026-05-28 04:13:39+00:00,0,0,0,0,0.029027487337589253,0,negative,0.9032417088747025,multilingual,Unknown,love,0.04541931673884392,0.035860296338796616,0.015472828410565853,0.24032749235630035,0.2924436628818512,0.18138019740581512
threads,comment,,Kelemahan umat Islam bukan kerana musuh islam kuat ttp kerana ramai org munafik bersama mrk..,,neutral,2026-05-28 04:21:02+00:00,1,0,1,0,0.5,2,neutral,0.8270242810249329,english,Mixed/Urban,love,0.3560115694999695,0.031406983733177185,0.07071737945079803,0.020026955753564835,0.42212626338005066,0.015820547938346863
threads,comment,,POLITIK Tunggang Agama sanggup buat APA saje,,neutral,2026-05-28 04:21:58+00:00,5,0,1,0,0.5,6,neutral,0.7347522377967834,english,Mixed/Urban,love,0.14143094420433044,0.03723595663905144,0.06452956795692444,0.06667037308216095,0.3488861620426178,0.03505789861083031
threads,comment,,Nuar politik tunggu giliran bontot,,neutral,2026-05-28 05:12:45+00:00,0,0,1,0,0.5,1,neutral,0.7261680364608765,english,Mixed/Urban,no_clear_emotion,0.09086041897535324,0.05559712275862694,0.061645373702049255,0.031866222620010376,0.25528109073638916,0.04017544910311699
